method,time_M,x_P,x_R
reverse Rationality,2658.258092504396,1.6186218808782966,0.7297313410727447
reverse Rationality,2707.31350483162,2.0,0.7358976617022248
reverse Rationality,2755.9283947608706,1.5287712379549447,0.7350933041822667
reverse Rationality,2800.782242520703,1.5287712379549447,0.7448050657051497
reverse Rationality,2842.919957728715,1.4949064372133896,0.7283528568931253
reverse Rationality,2882.6799187899624,1.7817348152961758,0.7394026089856452
reverse Rationality,2920.9991864882354,1.4307573148634822,0.7459203362411926
reverse Rationality,2955.07555775189,1.3614709844115211,0.7487295398182617
reverse Rationality,2986.0349001947134,1.5931568569324175,0.7389682439193282
reverse Rationality,3013.3505058444553,1.5931568569324175,0.7482182488611587
reverse Rationality,3036.6508708282304,1.8844129532345624,0.7682869943671394
reverse Rationality,3055.7555850739714,0.9101493570766489,0.8197879210818013
reverse Rationality,3068.7382685130647,1.316992500144231,0.759673409062447
reverse Rationality,3076.8407366265874,1.1509775004326936,0.7031374306879832
reverse Rationality,3088.0403963020813,1.5101493570766484,0.7031372883755193
reverse Rationality,3099.6400436282333,0.9101493570766489,0.7031320443258181
reverse Rationality,3110.839702943594,1.5101493570766484,0.703119741531761
reverse Rationality,3122.039362100145,0.9101493570766489,0.7030980431626229
reverse Rationality,3133.2390211012757,1.5101493570766484,0.7030646286698405
reverse Rationality,3144.8386677577123,0.9101493570766489,0.7030267012534325
reverse Rationality,3156.0383264325023,1.5101493570766484,0.7030047547105641
reverse Rationality,3167.2379849383656,1.5101493570766484,0.7304497571483661
reverse Rationality,3178.1803191034123,0.7169925001442312,0.637785857372572
reverse Rationality,3186.8533482064186,1.5101493570766484,0.7030050339818896
reverse Rationality,3198.0530062220682,0.9101493570766489,0.7030006386794615
reverse Rationality,3209.2526640450624,1.5101493570766484,0.7029909116925782
reverse Rationality,3220.4523216597836,0.9101493570766489,0.7029712415891264
reverse Rationality,3232.051966804537,1.5101493570766484,0.7029401639401518
reverse Rationality,3243.251623928565,0.9101493570766489,0.7728073532491502
reverse Rationality,3253.8898219660077,1.2,0.45296076600627494
reverse Rationality,3262.4376762814472,0.9101493570766489,0.7029243315469573
reverse Rationality,3274.0373203599124,1.7509775004326937,0.7029311809870055
reverse Rationality,3285.2369764139125,1.1509775004326936,0.7029279721121146
reverse Rationality,3296.4366321764096,1.7509775004326937,0.7229340503606908
reverse Rationality,3307.4426942097343,0.9101493570766489,0.6907676402150231
reverse Rationality,3316.032821953836,1.5101493570766484,0.7028503560808389
reverse Rationality,3327.232476910279,1.1509775004326936,0.7028021964924385
reverse Rationality,3338.4321315727357,1.7509775004326937,0.710256923224942
reverse Rationality,3349.5639122811162,0.6000000000000001,0.8045597470646805
reverse Rationality,3358.0181939784748,1.7509775004326937,0.7027421838484345
reverse Rationality,3369.2178478956525,1.284412953234562,0.7027767135809404
reverse Rationality,3380.4175015632363,1.5101493570766484,0.8759933598817191
reverse Rationality,3389.1922584057106,1.1509775004326936,0.676553615998723
reverse Rationality,3400.042191034446,1.6679700005769251,0.7209688192352535
reverse Rationality,3411.064248064776,0.9101493570766489,0.702117708459403
reverse Rationality,3419.254644806374,1.6679700005769251,0.7024400197591918
reverse Rationality,3430.45429705662,0.9101493570766489,0.874718758724316
reverse Rationality,3439.3833911670185,1.033985000288462,0.6634013246947844
reverse Rationality,3450.0509372848855,1.033985000288462,0.8682381763827096
reverse Rationality,3458.31449113069,1.033985000288462,0.7108403097148114
reverse Rationality,3469.123370241972,1.5101493570766484,0.7584416820975847
reverse Rationality,3477.22593561193,0.9101493570766489,0.8426788161673416
reverse Rationality,3487.127801292273,1.6679700005769251,0.6276579692613758
reverse Rationality,3496.541520584117,0.9101493570766489,0.6415381090877558
reverse Rationality,3504.7640496917666,1.5101493570766484,0.8256655813244667
reverse Rationality,3512.827569638662,0.9101493570766489,0.8738049686379065
reverse Rationality,3521.824848887662,1.5101493570766484,0.8546862704879591
reverse Rationality,3529.8926756801798,1.1509775004326936,0.848071091146027
reverse Rationality,3537.974914876618,1.7509775004326937,0.8410547474023686
reverse Rationality,3545.610243424013,1.1509775004326936,0.7950888518662962
reverse Rationality,3553.526078233112,1.7509775004326937,0.5797263600055331
reverse Rationality,3561.0561105892357,0.9101493570766489,0.7267353831686705
reverse Rationality,3567.8622029617727,1.7509775004326937,0.6772088829464401
reverse Rationality,3575.0557218686113,1.284412953234562,0.5386887090397032
reverse Rationality,3583.152634941332,1.4493481196986289,0.6992037492276528
reverse Rationality,3594.3522686614333,1.4493481196986289,0.6983910067454786
reverse Rationality,3605.5518986110224,1.4493481196986289,0.697381254850146
reverse Rationality,3616.7515237183625,1.1591718566439546,0.6960675213132408
reverse Rationality,3628.3511287326146,1.2416739708939157,0.6941020561054306
reverse Rationality,3639.550738481866,1.6756589711823786,0.6912786140392174
reverse Rationality,3650.7503353947886,1.7124484848442143,0.6870823514467488
reverse Rationality,3661.949911957007,1.4690498338243956,0.6804483730948531
reverse Rationality,3673.549432245843,1.6710995856284994,0.6703789225201063
reverse Rationality,3684.7488163355024,1.7141371736342077,0.6717245442169235
reverse Rationality,3695.9474988591364,1.9725177862321248,0.746480341445552
reverse Rationality,3707.1445563841553,1.8783975252439598,0.8267122709500432
reverse Rationality,3718.740097228921,1.9177150461561965,0.8524101632006417
reverse Rationality,3729.936064116189,1.9177150461561965,0.8529482846096531
reverse Rationality,3741.1328573279498,1.9177150461561965,0.8499032422462667
reverse Rationality,3752.3304510288735,1.9177150461561965,0.8366067334043247
reverse Rationality,3763.9286363983674,1.9177150461561965,0.8120883262904726
reverse Rationality,3775.127301236533,1.8783975252439598,0.7279573104456889
reverse Rationality,3786.326215818407,1.8540123345455526,0.4169549867687578
reverse Rationality,3797.5252881530196,1.1674204530903312,0.043303580544722345
reverse Rationality,3809.124435865418,1.1509775004326939,0.30823997455419183
reverse Rationality,3820.3236839033384,1.1509775004326939,0.33197243937305854
reverse Rationality,3831.522981015821,0.0,0.3193828753267689
