component,waveform_coordinate,horizon_coordinate
Space/Connection,1.4762851462652655,0.015052541891508094
Time/Traversal,0.08690712865663164,0.11559216131780745
Space/Connection,1.3842658335700084,0.005680204487361545
Time/Traversal,0.09571144561204203,0.12013632490769667
Space/Connection,1.0712865663163873,0.00028401022436807724
Time/Traversal,0.10621982391366089,0.12468048849758591
Space/Connection,0.7926725362113036,0.011928429423459244
Time/Traversal,0.15109343936381708,0.12894064186310708
Space/Connection,0.08633910820789549,0.021300766827605795
Time/Traversal,0.17551831865947173,0.13348480545299632
Space/Connection,0.0948594149389378,0.030389094007384265
Time/Traversal,0.18034649247372905,0.13802896904288556
Space/Connection,0.6674240272649815,0.039761431411530816
Time/Traversal,0.1797784720249929,0.14228912240840672
Space/Connection,1.0161885827889805,0.04970178926441352
Time/Traversal,0.1661459812553252,0.14683328599829593
Space/Connection,1.2249360976995172,0.0599261573416643
Time/Traversal,0.16018176654359556,0.15137744958818516
Space/Connection,1.3731894348196536,0.06986651519454701
Time/Traversal,0.1488213575688725,0.15563760295370632
Space/Connection,1.4001704061346207,0.08065890372053394
Time/Traversal,0.13547287702357286,0.16018176654359556
Space/Connection,1.3393922181198523,0.09201931269525702
Time/Traversal,0.11758023288838398,0.1647259301334848
Space/Connection,1.2115876171542175,0.10309571144561204
Time/Traversal,0.10905992615734167,0.16898608349900596
Space/Connection,1.073558648111332,0.11559216131780745
Time/Traversal,0.11502414086907128,0.1735302470888952
Space/Connection,0.8943481965350752,0.128656631638739
Time/Traversal,0.1198523146833286,0.17807441067878443
Space/Connection,0.6256745242828742,0.143425163305879
Time/Traversal,0.12894064186310708,0.18261857426867367
Space/Connection,0.17807441067878443,0.19255893212155636
Time/Traversal,0.14030105083783015,0.18687872763419483
Space/Connection,0.09627946606077818,0.24368077250781028
Time/Traversal,0.17125816529395058,0.19142289122408407
Space/Connection,0.08719113888099972,0.2627094575404715
Time/Traversal,0.19170690144845215,0.1959670548139733
Space/Connection,0.0761147401306447,0.2786140301050838
Time/Traversal,0.19909116728202214,0.20022720817949446
Space/Connection,0.040897472309003126,0.2948026128940642
Time/Traversal,0.2047713717693837,0.2047713717693837
Space/Connection,0.02811701221243965,0.3098551547855723
Time/Traversal,0.20931553535927294,0.20931553535927294
Space/Connection,0.08832717977847203,0.32320363533087193
Time/Traversal,0.2135756887247941,0.2135756887247941
Space/Connection,0.18687872763419483,0.33712013632490767
Time/Traversal,0.21811985231468334,0.21811985231468334
Space/Connection,0.14030105083783015,0.3507526270945754
Time/Traversal,0.22266401590457258,0.22266401590457258
Space/Connection,0.2908264697529111,0.3626810565180347
Time/Traversal,0.22806021016756603,0.22692416927009373
Space/Connection,0.4995739846634479,0.374893496165862
Time/Traversal,0.2334564044305595,0.23146833285998297
Space/Connection,0.5012780460096563,0.39676228344220393
Time/Traversal,0.23913660891792105,0.23601249644987218
Space/Connection,0.35756887247940927,0.4271513774495882
Time/Traversal,0.24197671116160183,0.24027264981539334
Space/Connection,0.22436807725078103,0.4481681340528259
Time/Traversal,0.24680488497585912,0.24481681340528258
Space/Connection,0.1820505538199375,0.46520874751491054
Time/Traversal,0.25276909968758876,0.24936097699517182
Space/Connection,0.09997159897756319,0.47884123828457825
Time/Traversal,0.2561772223800057,0.253621130360693
Space/Connection,0.07270661743822777,0.49133768815677364
Time/Traversal,0.25816529395058224,0.25816529395058224
Space/Connection,0.08917921045157626,0.5012780460096563
Time/Traversal,0.26185742686736724,0.2627094575404715
Space/Connection,0.053109911956830444,0.4916216983811417
Time/Traversal,0.26498153933541607,0.2672536211303607
Space/Connection,0.052257881283726215,0.48082930985515476
Time/Traversal,0.27378585629082647,0.2715137744958819
Space/Connection,0.08406702641295087,0.466912808861119
Time/Traversal,0.2760579380857711,0.2760579380857711
Space/Connection,0.10281170122124396,0.4507242260721386
Time/Traversal,0.2806021016756603,0.2806021016756603
Space/Connection,0.12382845782448168,0.4325475717125817
Time/Traversal,0.28486225504118146,0.28486225504118146
Space/Connection,0.2612894064186311,0.4067026412950866
Time/Traversal,0.2894064186310707,0.2894064186310707
Space/Connection,0.5387673956262425,0.378585629082647
Time/Traversal,0.29139449020164726,0.29395058222095993
Space/Connection,0.8463504686168702,0.3680772507810281
Time/Traversal,0.294234592445328,0.2982107355864811
Space/Connection,0.9650667424027265,0.35671684180630503
Time/Traversal,0.297642715137745,0.30275489917637033
Space/Connection,0.981539335416075,0.34535643283158196
Time/Traversal,0.30360692984947457,0.30729906276625957
Space/Connection,0.996307867083215,0.3342800340812269
Time/Traversal,0.3146833285998296,0.3115592161317807
Space/Connection,0.9798352740698665,0.32291962510650385
Time/Traversal,0.32007952286282304,0.31610337972166996
Space/Connection,0.8974723090031241,0.31127520590741264
Time/Traversal,0.3203635330871911,0.3206475433115592
Space/Connection,0.797784720249929,0.30019880715705766
Time/Traversal,0.3220675944333996,0.32490769667708036
Space/Connection,0.5268389662027833,0.2885543879579665
Time/Traversal,0.32632774779892076,0.3294518602669696
Space/Connection,0.23146833285998297,0.2769099687588753
Time/Traversal,0.33001988071570576,0.33399602385685884
Space/Connection,0.14058506106219823,0.2658335700085203
Time/Traversal,0.3325759727350185,0.33825617722238
Space/Connection,0.10195967054813973,0.25475717125816527
Time/Traversal,0.33825617722238,0.34280034081226923
Space/Connection,0.03351320647543311,0.2433967622834422
Time/Traversal,0.3445044021584777,0.34734450440215847
Space/Connection,0.0062482249360976995,0.21556376029537064
Time/Traversal,0.3518886679920477,0.3518886679920477
Space/Connection,0.007952286282306162,0.1971030957114456
Time/Traversal,0.35614882135756887,0.35614882135756887
Space/Connection,0.004544163589889236,0.1820505538199375
Time/Traversal,0.3606929849474581,0.3606929849474581
Space/Connection,0.00823629650667424,0.16813405282590174
Time/Traversal,0.36523714853734734,0.36523714853734734
Space/Connection,0.013064470320931554,0.15705765407554673
Time/Traversal,0.3694973019028685,0.3694973019028685
Space/Connection,0.0028401022436807723,0.14825333712013633
Time/Traversal,0.37404146549275774,0.37404146549275774
Space/Connection,0.050837830161885825,0.15762567452428286
Time/Traversal,0.3805737006532235,0.378585629082647
Space/Connection,0.12070434535643283,0.16927009372337404
Time/Traversal,0.3854018744674808,0.38284578244816814
Space/Connection,0.23771655779608067,0.18318659471740983
Time/Traversal,0.3905140585061062,0.3873899460380574
Space/Connection,0.32490769667708036,0.19994319795512638
Time/Traversal,0.39477421187162737,0.3919341096279466
Space/Connection,0.5950014200511219,0.22039193410962796
Time/Traversal,0.40045441635898893,0.39619426299346777
Space/Connection,0.5683044589605226,0.2470888952002272
Time/Traversal,0.404430559500142,0.400738426583357
Space/Connection,0.6131780744106787,0.25986935529679067
Time/Traversal,0.40727066174382276,0.40528259017324625
Space/Connection,0.6225504118148253,0.272081794944618
Time/Traversal,0.4095427435387674,0.4095427435387674
Space/Connection,0.562624254473161,0.2857142857142857
Time/Traversal,0.4129508662311843,0.41408690712865664
Space/Connection,0.42771939789832436,0.2999147969326896
Time/Traversal,0.4180630502698097,0.4186310707185459
Space/Connection,0.36182902584493043,0.31383129792672537
Time/Traversal,0.42289122408406704,0.42289122408406704
Space/Connection,0.36495313831297926,0.3294518602669696
Time/Traversal,0.4274353876739563,0.4274353876739563
Space/Connection,0.28401022436807727,0.34592445328031807
Time/Traversal,0.42999147969326895,0.4319795512638455
Space/Connection,0.17523430843510365,0.364101107639875
Time/Traversal,0.43652371485373476,0.43652371485373476
Space/Connection,0.13433683612610053,0.38284578244816814
Time/Traversal,0.4407838682192559,0.4407838682192559
Space/Connection,0.14314115308151093,0.44561204203351323
Time/Traversal,0.44532803180914515,0.44532803180914515
Space/Connection,0.17182618574268674,0.5063902300482818
Time/Traversal,0.4498721953990344,0.4498721953990344
Space/Connection,0.1297926725362113,0.5239988639591026
Time/Traversal,0.45413234876455555,0.45413234876455555
Space/Connection,0.12042033513206475,0.5407554671968191
Time/Traversal,0.4586765123544448,0.4586765123544448
Space/Connection,0.15137744958818516,0.5566600397614314
Time/Traversal,0.46322067594433397,0.46322067594433397
Space/Connection,0.23658051689860835,0.570008520306731
Time/Traversal,0.46748082930985513,0.46748082930985513
Space/Connection,0.32661175802328885,0.5839250213007668
Time/Traversal,0.47202499289974437,0.47202499289974437
Space/Connection,0.49275773927861405,0.5972735018460664
Time/Traversal,0.47855722806021017,0.4765691564896336
Space/Connection,0.547855722806021,0.6092019312695257
Time/Traversal,0.4831013916500994,0.48082930985515476
Space/Connection,0.3973303038909401,0.621130360692985
Time/Traversal,0.48764555523998865,0.485373473445044
Space/Connection,0.42487929565464355,0.6330587901164442
Time/Traversal,0.4907696677080375,0.48991763703493324
Space/Connection,0.5228628230616302,0.643283158193695
Time/Traversal,0.4941777904004544,0.4941777904004544
Space/Connection,0.5691564896336269,0.6540755467196819
Time/Traversal,0.49872195399034364,0.49872195399034364
Space/Connection,0.4146549275773928,0.6640159045725647
Time/Traversal,0.5032661175802329,0.5032661175802329
Space/Connection,0.36353308719113886,0.672820221527975
Time/Traversal,0.5075262709457541,0.5075262709457541
Space/Connection,0.38596989491621697,0.6753763135472877
Time/Traversal,0.5120704345356433,0.5120704345356433
Space/Connection,0.47003692132916786,0.6660039761431411
Time/Traversal,0.5166145981255326,0.5166145981255326
Space/Connection,0.43368361261005395,0.6569156489633626
Time/Traversal,0.5208747514910537,0.5208747514910537
Space/Connection,0.4757171258165294,0.64697529111048
Time/Traversal,0.525418915080943,0.525418915080943
Space/Connection,0.3592729338256177,0.6367509230332292
Time/Traversal,0.5299630786708321,0.5299630786708321
Space/Connection,0.36154501562056235,0.6259585345072423
Time/Traversal,0.532803180914513,0.5345072422607214
Space/Connection,0.5580800908832718,0.6160181766543595
Time/Traversal,0.536779324055666,0.5387673956262425
Space/Connection,0.6111900028401023,0.6049417779040045
Time/Traversal,0.5424595285430276,0.5433115592161318
Space/Connection,0.5754047145697245,0.5941493893780176
Time/Traversal,0.5492757739278614,0.547855722806021
Space/Connection,0.4671968190854871,0.5836410110763988
Time/Traversal,0.5521158761715422,0.5521158761715422
Space/Connection,0.3734734450440216,0.5725646123260437
Time/Traversal,0.5566600397614314,0.5566600397614314
Space/Connection,0.3385401874467481,0.5614882135756887
Time/Traversal,0.5612042033513206,0.5612042033513206
Space/Connection,0.38483385401874465,0.5509798352740699
Time/Traversal,0.5654643567168418,0.5654643567168418
Space/Connection,0.3416642999147969,0.5396194262993468
Time/Traversal,0.570008520306731,0.570008520306731
Space/Connection,0.2797500710025561,0.5288270377733598
Time/Traversal,0.5745526838966203,0.5745526838966203
Space/Connection,0.22664015904572565,0.5183186594717409
Time/Traversal,0.5788128372621414,0.5788128372621414
Space/Connection,0.22152797500710025,0.507242260721386
Time/Traversal,0.5833570008520307,0.5833570008520307
Space/Connection,0.1846066458392502,0.4768531667140017
Time/Traversal,0.5879011644419199,0.5879011644419199
Space/Connection,0.1496733882419767,0.4532803180914513
Time/Traversal,0.5921613178074411,0.5921613178074411
Space/Connection,0.16046577676796364,0.43368361261005395
Time/Traversal,0.5967054813973303,0.5967054813973303
Space/Connection,0.16131780744106788,0.41749502982107356
Time/Traversal,0.6012496449872196,0.6012496449872196
Space/Connection,0.16444191990911672,0.404430559500142
Time/Traversal,0.6055097983527407,0.6055097983527407
Space/Connection,0.16756603237716558,0.39307015052541894
Time/Traversal,0.61005396194263,0.61005396194263
Space/Connection,0.18943481965350753,0.3885259869355297
Time/Traversal,0.6145981255325191,0.6145981255325191
Space/Connection,0.20420335132064754,0.3993183754615166
Time/Traversal,0.6191422891224084,0.6191422891224084
Space/Connection,0.21272365805168986,0.4120988355580801
Time/Traversal,0.6234024424879295,0.6234024424879295
Space/Connection,0.23402442487929564,0.42857142857142855
Time/Traversal,0.6279466060778188,0.6279466060778188
Space/Connection,0.2470888952002272,0.44930417495029823
Time/Traversal,0.632490769667708,0.632490769667708
Space/Connection,0.25873331439931835,0.4760011360408975
Time/Traversal,0.6367509230332292,0.6367509230332292
Space/Connection,0.2732178358420903,0.5092303322919625
Time/Traversal,0.6412950866231184,0.6412950866231184
Space/Connection,0.2894064186310707,0.5225788128372622
Time/Traversal,0.6458392502130077,0.6458392502130077
Space/Connection,0.28912240840670267,0.5356432831581937
Time/Traversal,0.6500994035785288,0.6500994035785288
Space/Connection,0.30275489917637033,0.5504118148253337
Time/Traversal,0.6546435671684181,0.6546435671684181
Space/Connection,0.32320363533087193,0.566032377165578
Time/Traversal,0.6591877307583073,0.6591877307583073
Space/Connection,0.3243396762283442,0.5819369497301903
Time/Traversal,0.6634478841238285,0.6634478841238285
Space/Connection,0.34649247372905423,0.6003976143141153
Time/Traversal,0.6679920477137177,0.6679920477137177
Space/Connection,0.3800056802044874,0.6216983811417212
Time/Traversal,0.672536211303607,0.672536211303607
Space/Connection,0.3834138028969043,0.6486793524566884
Time/Traversal,0.6767963646691281,0.6767963646691281
Space/Connection,0.41380289690428856,0.6813405282590174
Time/Traversal,0.6813405282590174,0.6813405282590174
Space/Connection,0.45470036921329166,0.6858846918489065
Time/Traversal,0.6858846918489065,0.6858846918489065
Space/Connection,0.4603805737006532,0.7003692132916784
Time/Traversal,0.6901448452144278,0.6901448452144278
Space/Connection,0.49758591309287137,0.7364385117864243
Time/Traversal,0.6946890088043169,0.6946890088043169
Space/Connection,0.5509798352740699,0.7585913092871344
Time/Traversal,0.6992331723942062,0.6992331723942062
Space/Connection,0.5839250213007668,0.7764839534223232
Time/Traversal,0.7037773359840954,0.7037773359840954
Space/Connection,0.6049417779040045,0.7912524850894632
Time/Traversal,0.7080374893496166,0.7080374893496166
Space/Connection,0.6234024424879295,0.8060210167566032
Time/Traversal,0.7125816529395058,0.7125816529395058
Space/Connection,0.6395910252769099,0.8193694973019029
Time/Traversal,0.7171258165293951,0.7171258165293951
Space/Connection,0.6515194547003692,0.8307299062766259
Time/Traversal,0.7213859698949162,0.7213859698949162
Space/Connection,0.6637318943481966,0.8423743254757171
Time/Traversal,0.7259301334848055,0.7259301334848055
Space/Connection,0.6748082930985515,0.8537347344504402
Time/Traversal,0.7304742970746947,0.7304742970746947
Space/Connection,0.6858846918489065,0.863959102527691
Time/Traversal,0.7347344504402159,0.7347344504402159
Space/Connection,0.6963930701505254,0.8744674808293098
Time/Traversal,0.7392786140301051,0.7392786140301051
Space/Connection,0.7071854586765124,0.8844078386821925
Time/Traversal,0.7438227776199943,0.7438227776199943
Space/Connection,0.716557796080659,0.8932121556376029
Time/Traversal,0.7480829309855155,0.7480829309855155
Space/Connection,0.7100255609201931,0.8898040329451861
Time/Traversal,0.7526270945754047,0.7526270945754047
Space/Connection,0.6998011928429424,0.8804316955410395
Time/Traversal,0.757171258165294,0.757171258165294
Space/Connection,0.6890088043169554,0.871059358136893
Time/Traversal,0.7614314115308151,0.7614314115308151
Space/Connection,0.6753763135472877,0.8611190002840102
Time/Traversal,0.7659755751207044,0.7659755751207044
Space/Connection,0.6600397614314115,0.8506106219823913
Time/Traversal,0.7705197387105935,0.7705197387105935
Space/Connection,0.6455552399886396,0.8406702641295086
Time/Traversal,0.7747798920761148,0.7747798920761148
Space/Connection,0.6322067594433399,0.8295938653791537
Time/Traversal,0.7793240556660039,0.7793240556660039
Space/Connection,0.6174382277761999,0.8182334564044306
Time/Traversal,0.7838682192558932,0.7838682192558932
Space/Connection,0.6018176654359557,0.8074410678784436
Time/Traversal,0.7884123828457824,0.7884123828457824
Space/Connection,0.5850610621982392,0.7972166998011928
Time/Traversal,0.7926725362113036,0.7926725362113036
Space/Connection,0.5705765407554672,0.7858562908264698
Time/Traversal,0.7972166998011928,0.7972166998011928
Space/Connection,0.5566600397614314,0.7747798920761148
Time/Traversal,0.8017608633910821,0.8017608633910821
Space/Connection,0.5427435387673957,0.7642715137744959
Time/Traversal,0.8060210167566032,0.8060210167566032
Space/Connection,0.5302470888952002,0.7534791252485089
Time/Traversal,0.8105651803464925,0.8105651803464925
Space/Connection,0.5203067310423175,0.7429707469468901
Time/Traversal,0.8151093439363817,0.8151093439363817
Space/Connection,0.5134904856574837,0.7327463788696393
Time/Traversal,0.8193694973019029,0.8193694973019029
Space/Connection,0.5058222095995456,0.7225220107923885
Time/Traversal,0.8239136608917921,0.8239136608917921
Space/Connection,0.49843794376597556,0.7122976427151377
Time/Traversal,0.8284578244816814,0.8284578244816814
Space/Connection,0.4893496165861971,0.7032093155353593
Time/Traversal,0.8327179778472025,0.8327179778472025
Space/Connection,0.4760011360408975,0.6938369781312127
Time/Traversal,0.8372621414370918,0.8372621414370918
Space/Connection,0.46123260437375746,0.6952570292530531
Time/Traversal,0.841806305026981,0.841806305026981
Space/Connection,0.4430559500142005,0.7040613462084635
Time/Traversal,0.8460664583925022,0.8460664583925022
Space/Connection,0.42118716273785856,0.7145697245100824
Time/Traversal,0.8506106219823913,0.8506106219823913
Space/Connection,0.404430559500142,0.7253621130360693
Time/Traversal,0.8551547855722806,0.8551547855722806
Space/Connection,0.39363817097415504,0.7358704913376881
Time/Traversal,0.8594149389378017,0.8594149389378017
Space/Connection,0.4041465492757739,0.7477989207611474
Time/Traversal,0.863959102527691,0.863959102527691
Space/Connection,0.4274353876739563,0.7605793808577109
Time/Traversal,0.8685032661175802,0.8685032661175802
Space/Connection,0.4583925021300767,0.7742118716273786
Time/Traversal,0.8730474297074695,0.8730474297074695
Space/Connection,0.4970178926441352,0.7881283726214143
Time/Traversal,0.8773075830729906,0.8773075830729906
Space/Connection,0.5492757739278614,0.8040329451860267
Time/Traversal,0.8818517466628799,0.8818517466628799
Space/Connection,0.5842090315251349,0.8222095995455836
Time/Traversal,0.8863959102527691,0.8863959102527691
Space/Connection,0.6168702073274638,0.8432263561488214
Time/Traversal,0.8906560636182903,0.8906560636182903
Space/Connection,0.643283158193695,0.8758875319511502
Time/Traversal,0.8952002272081795,0.8952002272081795
Space/Connection,0.6699801192842942,0.8997443907980688
Time/Traversal,0.8997443907980688,0.8997443907980688
Space/Connection,0.6952570292530531,0.9040045441635899
Time/Traversal,0.9040045441635899,0.9040045441635899
Space/Connection,0.7216699801192843,0.9085487077534792
Time/Traversal,0.9085487077534792,0.9085487077534792
Space/Connection,0.7548991763703493,0.9130928713433684
Time/Traversal,0.9130928713433684,0.9130928713433684
Space/Connection,0.7716557796080659,0.9173530247088896
Time/Traversal,0.9173530247088896,0.9173530247088896
Space/Connection,0.7858562908264698,0.9218971882987788
Time/Traversal,0.9218971882987788,0.9218971882987788
Space/Connection,0.7972166998011928,0.9264413518886679
Time/Traversal,0.9264413518886679,0.9264413518886679
Space/Connection,0.8057370065322351,0.9307015052541892
Time/Traversal,0.9307015052541892,0.9307015052541892
Space/Connection,0.8247656915648963,0.9696109059926157
Time/Traversal,0.9352456688440783,0.9352456688440783
Space/Connection,0.8406702641295086,0.9914796932689577
Time/Traversal,0.9397898324339676,0.9397898324339676
Space/Connection,0.8577108775915933,1.0079522862823063
Time/Traversal,0.9440499857994887,0.9440499857994887
Space/Connection,0.8665151945470037,1.0235728486225504
Time/Traversal,0.948594149389378,0.948594149389378
Space/Connection,0.8761715421755183,1.0374893496165862
Time/Traversal,0.9531383129792672,0.9531383129792672
Space/Connection,0.8886679920477137,1.0502698097131498
Time/Traversal,0.9576824765691565,0.9576824765691565
Space/Connection,0.8997443907980688,1.0613462084635046
Time/Traversal,0.9619426299346776,0.9619426299346776
Space/Connection,0.9113888099971599,1.0727066174382278
Time/Traversal,0.9664867935245669,0.9664867935245669
Space/Connection,0.9247372905424596,1.0829309855154785
Time/Traversal,0.9710309571144561,0.9710309571144561
Space/Connection,0.9343936381709742,1.092303322919625
Time/Traversal,0.9752911104799773,0.9752911104799773
Space/Connection,0.9443339960238568,1.094859414938938
Time/Traversal,0.9798352740698665,0.9798352740698665
Space/Connection,0.9537063334280034,1.0857710877591593
Time/Traversal,0.9843794376597558,0.9843794376597558
Space/Connection,0.9571144561204203,1.076682760579381
Time/Traversal,0.9886395910252769,0.9886395910252769
Space/Connection,0.9466060778188015,1.0670264129508662
Time/Traversal,0.9931837546151662,0.9931837546151662
Space/Connection,0.9346776483953423,1.0573700653223517
Time/Traversal,0.9977279182050554,0.9977279182050554
Space/Connection,0.9204771371769384,1.048281738142573
Time/Traversal,1.0019880715705765,1.0019880715705765
Space/Connection,0.9025844930417495,1.0380573700653224
Time/Traversal,1.0065322351604657,1.0065322351604657
Space/Connection,0.8812837262141437,1.0278330019880715
Time/Traversal,1.011076398750355,1.011076398750355
Space/Connection,0.856858846918489,1.018460664583925
Time/Traversal,1.0153365521158761,1.0153365521158761
Space/Connection,0.7850042601533656,1.0082362965066742
Time/Traversal,1.0198807157057654,1.0198807157057654
Space/Connection,0.7625674524282874,0.9980119284294234
Time/Traversal,1.0244248792956547,1.0244248792956547
Space/Connection,0.7472309003124112,0.9883555808009088
Time/Traversal,1.0286850326611758,1.0286850326611758
Space/Connection,0.7330303890940074,0.9781312127236581
Time/Traversal,1.0332291962510651,1.0332291962510651
Space/Connection,0.7236580516898609,0.9681908548707754
Time/Traversal,1.0377733598409542,1.0377733598409542
Space/Connection,0.7333143993183755,0.9591025276909969
Time/Traversal,1.0420335132064755,1.0420335132064755
Space/Connection,0.7435387673956262,0.9494461800624823
Time/Traversal,1.0465776767963646,1.0465776767963646
Space/Connection,0.7546151661459812,0.9400738426583357
Time/Traversal,1.051121840386254,1.051121840386254
Space/Connection,0.764839534223232,0.9326895768247657
Time/Traversal,1.0556660039761432,1.0556660039761432
Space/Connection,0.7753479125248509,0.9414938937801761
Time/Traversal,1.0599261573416643,1.0599261573416643
Space/Connection,0.7872763419483101,0.952002272081795
Time/Traversal,1.0644703209315536,1.0644703209315536
Space/Connection,0.7994887815961375,0.9630786708321499
Time/Traversal,1.0690144845214429,1.0690144845214429
Space/Connection,0.8241976711161602,0.974439079806873
Time/Traversal,1.073274637886964,1.073274637886964
Space/Connection,0.8435103663731894,0.9875035501278046
Time/Traversal,1.0778188014768533,1.0778188014768533
Space/Connection,0.8491905708605509,1.0025560920193126
Time/Traversal,1.0823629650667423,1.0823629650667423
Space/Connection,0.8366941209883556,1.018176654359557
Time/Traversal,1.0866231184322637,1.0866231184322637
Space/Connection,0.8207895484237433,1.0377733598409542
Time/Traversal,1.0911672820221527,1.0911672820221527
Space/Connection,0.8074410678784436,1.0641863107071854
Time/Traversal,1.095711445612042,1.095711445612042
Space/Connection,0.8170974155069582,1.0999715989775631
Time/Traversal,1.0999715989775631,1.0999715989775631
Space/Connection,0.8551547855722806,1.1045157625674524
Time/Traversal,1.1045157625674524,1.1045157625674524
Space/Connection,0.8724794092587334,1.1090599261573417
Time/Traversal,1.1090599261573417,1.1090599261573417
Space/Connection,0.8926441351888668,1.1133200795228628
Time/Traversal,1.1133200795228628,1.1133200795228628
Space/Connection,0.9182050553819937,1.1178642431127521
Time/Traversal,1.1178642431127521,1.1178642431127521
Space/Connection,0.9613746094859414,1.1224084067026412
Time/Traversal,1.1224084067026412,1.1224084067026412
Space/Connection,0.9690428855438796,1.1266685600681625
Time/Traversal,1.1266685600681625,1.1266685600681625
Space/Connection,0.9767111616018177,1.1312127236580516
Time/Traversal,1.1312127236580516,1.1312127236580516
Space/Connection,0.9980119284294234,1.1357568872479409
Time/Traversal,1.1357568872479409,1.1357568872479409
Space/Connection,1.018460664583925,1.1403010508378302
Time/Traversal,1.1403010508378302,1.1403010508378302
Space/Connection,1.032945186026697,1.1445612042033513
Time/Traversal,1.1445612042033513,1.1445612042033513
Space/Connection,1.0633342800340813,1.1491053677932406
Time/Traversal,1.1491053677932406,1.1491053677932406
Space/Connection,1.0874751491053678,1.1536495313831299
Time/Traversal,1.1536495313831299,1.1536495313831299
Space/Connection,1.1030957114456121,1.157909684748651
Time/Traversal,1.157909684748651,1.157909684748651
Space/Connection,1.1056518034649248,1.1624538483385403
Time/Traversal,1.1624538483385403,1.1624538483385403
Space/Connection,1.092019312695257,1.1669980119284293
Time/Traversal,1.1669980119284293,1.1669980119284293
Space/Connection,1.0781028117012212,1.2024992899744391
Time/Traversal,1.1712581652939507,1.1712581652939507
Space/Connection,1.062198239136609,1.2226640159045725
Time/Traversal,1.1758023288838397,1.1758023288838397
Space/Connection,1.048281738142573,1.2385685884691848
Time/Traversal,1.180346492473729,1.180346492473729
Space/Connection,1.0428855438795797,1.2507810281170122
Time/Traversal,1.1846066458392501,1.1846066458392501
Space/Connection,1.0545299630786709,1.2624254473161034
Time/Traversal,1.1891508094291394,1.1891508094291394
Space/Connection,1.0707185458676511,1.2729338256177223
Time/Traversal,1.1936949730190287,1.1936949730190287
Space/Connection,1.088895200227208,1.2791820505538198
Time/Traversal,1.1979551263845498,1.1979551263845498
Space/Connection,1.1150241408690713,1.2698097131496733
Time/Traversal,1.2024992899744391,1.2024992899744391
Space/Connection,1.1269525702925305,1.260721385969895
Time/Traversal,1.2070434535643284,1.2070434535643284
Space/Connection,1.1374609485941494,1.2519170690144845
Time/Traversal,1.2113036069298495,1.2113036069298495
Space/Connection,1.1476853166714003,1.24226072138597
Time/Traversal,1.2158477705197388,1.2158477705197388
Space/Connection,1.1527975007100255,1.2331723942061914
Time/Traversal,1.2203919341096279,1.2203919341096279
Space/Connection,1.1420051121840387,1.2235160465776769
