replicate,mean_holdout_improvement
114,-0.9210149329418315
115,-0.9332723861573436
116,-1.0241965066797492
117,-1.0541038336903146
118,-0.9264318173783241
119,-0.9118279165667792
120,-0.9518904010841385
121,-0.9025173763331455
122,-1.126197647669328
123,-0.9283336949454289
124,-1.0294428236381845
125,-0.9987144052049141
126,-1.0339241434322297
127,-1.055739745016198
128,-0.8928848754761917
129,-0.9651714715601655
130,-0.9251295915695913
131,-1.0152923839199217
132,-0.9815001610203634
133,-1.0157425898333774
134,-0.8443643403387187
135,-1.020994041286343
136,-0.8708156284405385
137,-1.0561144371110627
138,-1.0529532650045443
139,-0.9517757250622113
140,-1.0178591197302087
141,-0.9664955727324737
142,-0.9481691650674624
143,-0.9860369792653642
144,-1.0262256326584516
145,-0.8848881074303914
146,-1.0258760624922199
147,-1.0445788325120262
148,-0.9090294512405509
149,-0.9816073369512305
150,-0.8624659860100525
151,-1.0158855887131093
152,-0.9436399060616519
153,-0.963009308841893
154,-0.9593397005904825
155,-0.9443772934325843
156,-0.9687141436524378
157,-0.9899947513086929
158,-1.0072435845410919
159,-0.9570104539642587
160,-0.9754316584687827
161,-0.9182255321627218
162,-0.9538532862626233
163,-0.9715789314961066
164,-0.9088760668308971
165,-0.9470914861702205
166,-0.9751077222132265
167,-1.026493896631367
168,-1.0544519874349672
169,-1.0200609974779606
170,-1.0318736128972763
171,-0.9660430179583228
172,-1.0509002414320328
173,-0.9491446818607209
174,-1.0464581310241787
175,-0.9647101701468759
176,-0.94060388354815
177,-1.0594736323571894
178,-0.9752184876458186
179,-1.0202104942679482
180,-1.0336159945604706
181,-1.0196152636422622
182,-1.0077460931787643
183,-0.9446810155268492
184,-0.9961963515911001
185,-0.8880381322916236
186,-1.021556382321066
187,-0.8685014214458319
188,-0.8803488963723464
189,-1.101551195172729
190,-1.0168573210653555
191,-0.9830686327805581
192,-0.986015136945907
193,-0.9628504239477222
194,-0.949281349005787
195,-0.8933099589762826
196,-0.9866999454684997
197,-0.9675210603196639
198,-1.0369014519572948
199,-0.9659293183584188
200,-0.9168301315913173
201,-1.013140204725637
202,-1.0037016316099878
203,-0.9997289893209352
204,-0.9264081298412371
205,-0.982171843113773
206,-1.0329966681303222
207,-1.1009865619134025
208,-1.1169655456704055
209,-1.012276141066774
210,-0.9937980503057741
211,-0.9514816426380758
212,-0.9325808050839554
213,-1.026402734694121
214,-0.9594977394725744
215,-1.0122287634319835
216,-0.9523303014487494
217,-0.9276355268788435
218,-1.033227171884315
219,-0.8621983953994743
220,-0.9015059352991034
221,-0.9382329847909462
222,-1.0390151294036039
223,-1.0696019140862472
224,-0.9662241103067707
225,-1.022917538431538
226,-1.0462649258256858
227,-0.882911438630455
228,-1.0087754443166626
229,-0.9766768348358679
230,-0.9438622012071137
231,-0.9670912852968673
232,-1.0605412317147407
233,-0.9555457466934311
234,-1.0358483822029536
235,-1.0793509115838598
236,-1.0173802470588427
237,-0.9736561445153201
238,-0.9529947820039296
239,-1.0040916038264087
240,-0.9269767540774839
241,-1.0265885336752605
242,-1.0166285776076371
243,-1.0238395985124582
244,-0.9718484017555397
245,-0.9885483681913539
246,-0.990123733334093
247,-0.9288156337359972
248,-0.9798632660695153
249,-0.9723382711660363
250,-0.9759072917466886
251,-0.9585903731537627
252,-0.9272875921139367
253,-0.9170075939850996
254,-0.876567723129598
255,-1.0361329326637507
256,-0.8761415792358994
257,-1.0648266860010531
258,-0.934214563368439
259,-0.9889517958013979
260,-0.93269363851401
261,-0.9700731119679137
262,-0.9673811674234817
263,-1.020051809037686
264,-0.9710065022890374
265,-0.9329901055677866
266,-0.9236822928131531
267,-0.9763142397146827
268,-1.0182330490400737
269,-0.9123840449501395
270,-0.8753521892877343
271,-0.9331812230528369
272,-0.9280551390047947
273,-0.9909018235578556
274,-0.9473786787914564
275,-1.032511036999401
276,-0.9489183270644688
277,-0.9727584984854936
278,-1.036751016965482
279,-0.8975383786595392
280,-0.9233600111515384
281,-0.9772467611065014
282,-0.9958961074379055
283,-0.9261561641631193
284,-0.9512889765440115
285,-0.984658839848052
286,-0.9707270205258881
287,-1.0521596527180734
288,-0.944615556553012
289,-0.9021635972516906
290,-1.0600872200097136
291,-1.0274173942973508
292,-0.9985585073039444
293,-1.0435399820575668
294,-0.9643104735730356
295,-1.0171546682179793
296,-1.0243685131692601
297,-0.9405631765764104
298,-0.8653689021504318
299,-0.8575697770240396
300,-0.9749233690592022
301,-0.9924986760287968
302,-0.9041302546662123
303,-0.9146983215029781
304,-1.1056068318419843
305,-0.9413437137552768
306,-0.9958737567450764
307,-1.0037508785406801
308,-0.9150753224542189
309,-0.9651866352591073
310,-0.949254681258156
311,-0.9538673051994211
312,-0.9458227303663135
313,-0.9163765848829503
314,-1.0059854408556408
315,-1.0399550134758535
316,-0.9166003810319777
317,-0.8893879502583291
318,-1.067337427379873
319,-0.9860829314063319
320,-1.0719431438038771
321,-1.019019803274332
322,-0.9265623670795655
323,-0.8916518684136889
324,-0.9883150101958483
325,-0.914809297165594
326,-1.0186980448066525
327,-1.0005241441958637
328,-0.9497691239304951
329,-0.9827044718721899
330,-1.0009815335098342
331,-0.9829706250476039
332,-1.0221594617855623
333,-0.9293459518320227
334,-0.9233353179707336
335,-0.9110617104478536
336,-0.9532838550741226
337,-1.0136306247067306
338,-0.8945811997440427
339,-0.9563922563305208
340,-0.9891997002687622
341,-0.9573498419352132
342,-0.9156578996752947
343,-1.0436720475163817
344,-1.0043641888579036
345,-0.998824789071134
346,-1.0557797679777512
347,-0.9858708485386659
348,-1.005824811570369
349,-1.0207145453324626
350,-0.9714509511715272
351,-1.0242209328337013
352,-1.0134777635047036
353,-0.9081451122160352
354,-0.866928563953032
355,-0.9867787105503317
356,-0.9663087423733033
357,-0.9258388584963765
358,-1.0119297082463135
359,-1.0170469770590465
360,-0.8851817982161868
361,-1.105465232367868
362,-0.9589596957148658
363,-0.9301877403142674
364,-1.0208214978793937
365,-1.0295734332518212
366,-1.0345608420081065
367,-0.998203340811378
368,-0.9434284680569242
369,-0.9863107884407656
370,-0.9906486228266737
371,-0.9155385829880996
372,-1.0011776157244208
373,-0.9904261309099239
374,-1.0380519380962157
375,-0.8883283726519382
376,-0.896634674018169
377,-0.9387361435057727
378,-1.055680510414523
379,-0.9763789363389389
380,-0.9979737901972117
381,-0.9447402671352704
382,-1.1001752981779798
383,-1.030795469509512
384,-0.9347176771548265
385,-1.031847216313201
386,-1.0841228895114707
387,-0.9635401883388068
388,-1.0771052346572836
389,-0.9687031498944657
390,-0.8771028727211009
391,-0.9799148156111874
392,-1.05265824396799
393,-1.04784339480787
394,-0.9721251757146238
395,-1.0290345442740951
396,-0.9351509287444882
397,-0.9811083547021321
398,-0.9651966434553289
399,-0.8943791143093801
400,-0.8779982351938046
401,-0.9419326191581551
402,-1.049751771764357
403,-1.0062185710895313
404,-1.0350247068391691
405,-1.0334501029696128
406,-1.0056024347881003
407,-0.9111552212825339
408,-0.9346824315741805
409,-1.061777154489585
410,-0.9335028071842482
411,-0.9188674423027455
412,-0.9993839315677547
413,-1.0163955882485063
414,-0.9331949413850701
415,-1.04890208257354
416,-1.0589503194513281
417,-1.0130973719739005
418,-1.0488174051168058
419,-0.9637801980502569
420,-0.9410163904656809
421,-1.0487340601616195
422,-0.925279021137723
423,-1.0198290243097954
424,-1.0152887696553055
425,-0.964249559117719
426,-0.9231122444705453
427,-0.8950907775509945
428,-0.9981562848110932
429,-0.9160095473311234
430,-0.9085786524422534
431,-1.0300825955653647
432,-1.0228015346566328
433,-1.0100153558831135
434,-1.0099078998378423
435,-0.9801693644052619
436,-0.9360241084666422
437,-0.94374489880174
438,-0.9868112289736996
439,-0.9266513610669379
440,-1.0076597642893612
441,-0.9698188668452925
442,-0.9129326868175647
443,-1.0111601989229262
444,-0.9937485729819784
445,-0.9828353986343558
446,-0.997110529340944
447,-0.9376155634180835
448,-0.9377669516866698
449,-0.9543279670240864
450,-0.999709805557704
451,-0.9780359891929513
452,-0.9231790898464288
453,-0.9692511826426081
454,-1.0507778743516252
455,-0.890401928373992
456,-0.9213623945228445
457,-0.9591105224898667
458,-1.0353930418837924
459,-0.9494851525993065
460,-0.9949669899662896
461,-1.013562764090319
462,-1.0522677262897757
463,-0.9363396623667405
464,-1.0019029489044635
465,-0.9347020750311579
466,-0.9447362631907464
467,-0.9949910265342266
468,-0.9231003494686623
469,-0.9209828932662024
470,-1.0390891152155965
471,-0.9481522293308472
472,-1.0147445248608715
473,-0.9723997560349926
474,-1.0040792760216348
475,-0.9674365805916384
476,-0.9811739055886851
477,-1.0020718200108634
478,-1.02864131727196
479,-0.9403681888872123
480,-0.9665834752387145
481,-0.9063964288429673
482,-0.9736541588711902
483,-1.0321037666880877
484,-1.0436406473639477
485,-1.0089592232972955
486,-0.9228429793504791
487,-1.146568313832037
488,-0.991430699793832
489,-1.0080378851995573
490,-0.9952357857666456
491,-0.9645076858319813
492,-1.0617853689024008
493,-0.9577286890583929
494,-0.9750692423190414
495,-0.9379091199472587
496,-0.9885560916623506
497,-1.0448560671462743
498,-1.0257719500291111
499,-0.9460401805593763
500,-1.0137280574567544
501,-1.0827243317061723
502,-0.9136998691434551
503,-0.8896690658451704
504,-1.0326387982888152
505,-0.990609377813378
506,-0.9820866795510668
507,-1.0114121017520468
508,-0.9786533606041603
509,-0.9986301495941611
510,-0.9444016644797791
511,-0.9144462788864335
512,-0.9537623303159598
513,-0.8779081832103252
514,-1.0247875141117746
515,-1.023456126864709
516,-1.016121862119835
517,-1.0192292388066262
518,-0.9115960286311872
519,-0.9571512020523346
520,-0.9173248281332818
521,-0.9503336352533789
522,-1.0819266491547193
523,-0.9654638909612675
524,-0.9871033053061223
525,-0.8992639358675021
526,-0.9276520546146392
527,-0.9730425625406699
528,-0.9044797415770578
529,-1.0091943905735532
530,-1.0023730334114653
531,-0.8715488376730907
532,-0.993599461419913
533,-0.8597997852937249
534,-0.961905403027124
535,-0.976011808736078
536,-0.9592752428257775
537,-1.0372722278048219
538,-1.0866968927569978
539,-1.0303363123789477
540,-0.9846252846916186
541,-0.8427291801405534
542,-0.8966175090593169
543,-0.9945658947832424
544,-0.9640210037600148
545,-0.8951378901824141
546,-0.9011223789813215
547,-0.9446316269409868
548,-0.9363114916722685
549,-0.9430485482410695
550,-0.978540146227692
551,-0.9546523760783518
552,-0.9081769374628416
553,-0.9196142348210357
554,-1.0377918062319411
555,-1.013000195706362
556,-1.0328259487535651
557,-0.9781072504457758
558,-0.9783971953396934
559,-1.0086564141817123
560,-0.9522180751740281
561,-1.0538774588980429
562,-1.0253239326895227
563,-0.8839915062183015
564,-0.926979965760521
565,-0.9244594219686325
566,-0.9738417158386946
567,-0.9805510209247094
568,-0.9968142816123863
569,-1.028786604531552
570,-0.9790670346067193
571,-0.998108437999823
572,-0.9049057625703361
573,-0.9946247025083852
574,-1.0126713077611116
575,-0.9597657352347762
576,-1.0361526887043788
577,-0.9831950741015273
578,-0.9867752163318632
579,-0.9855308865734934
580,-0.8792576757792627
581,-1.0680999446463728
582,-1.0282305876959459
583,-0.9865038555938256
584,-0.8768670795060755
585,-0.993798068632855
586,-0.9356481961708493
587,-0.8999193331716858
588,-0.9495441274710092
589,-0.9973302492327889
590,-0.9244140131978518
591,-0.9899384457596977
592,-0.9257896729023151
593,-1.009439470805825
594,-0.9616043362903106
595,-0.9049414929084266
596,-0.9765241950722844
597,-0.9191207282475738
598,-0.9399161491298468
599,-0.902655586318242
600,-0.9129653132134447
601,-1.0385734261366197
602,-1.072023713678049
603,-0.9550783985443791
604,-0.9233805015004929
605,-0.9590347528791998
606,-0.9150040563004881
607,-0.9830928519204418
608,-0.9953357567664329
609,-0.9927137557420845
610,-0.9203466145230847
611,-0.9279780340194028
612,-0.925710193053611
613,-0.9800802204081943
614,-0.9646737192078474
615,-1.0287576717588383
616,-1.070532504201335
617,-0.9521413004160951
618,-0.9771984964278326
619,-1.026694830796835
620,-0.9575219590710651
621,-1.0231870820361983
622,-0.8725024762809745
623,-0.9175473307564633
624,-0.9926609137625356
625,-0.9944342990706371
626,-0.959921040465224
627,-0.9532089417950536
628,-0.9349398308443506
629,-1.042178133557208
630,-0.9905696264607536
631,-0.9334735922997693
632,-0.9839588268540626
633,-0.8691489272895899
634,-0.9671199991992266
635,-1.0188979370236415
636,-0.9377775092078134
637,-1.0455071416981907
638,-0.9762032694068346
639,-0.9431390381432179
640,-0.9350278421399034
641,-0.9901132388161776
642,-0.9612423566253546
643,-0.9947415986346851
644,-0.9374260101865337
645,-1.0061135835807284
646,-0.9029964628480318
647,-0.971448504830016
648,-0.9619455919691925
649,-1.0192952298249307
650,-0.9126812016276681
651,-0.9263837532210788
652,-0.9155485666796359
653,-0.9383650429892442
654,-1.0079252448397134
655,-0.9633370166842111
656,-0.9510711889740299
657,-0.9745895627888009
658,-0.9840457264242645
659,-0.9337459992964705
660,-0.9539599261002286
661,-0.925009824600854
662,-1.0007858515184116
663,-1.0024389063398969
664,-0.9971033687812089
665,-1.005659896588279
666,-0.9914471439867069
667,-1.0126226478830544
668,-0.9572543142066278
669,-1.0176025204904182
670,-0.999076807390745
671,-1.0018304330421632
672,-0.9634400998291163
673,-1.0534221457263675
674,-0.9328527716403338
675,-0.9889272909537897
676,-1.0501356571746474
677,-0.9840744607414341
678,-0.901199901399956
679,-0.8820644078775205
680,-0.9100128530898116
681,-0.9379271180796245
682,-0.9544030839701986
683,-0.9481959198142514
684,-0.9124884134007308
685,-0.8796770317654229
686,-0.963363032101422
687,-1.0281109976205658
688,-0.8728722565339391
689,-0.9442228679828782
690,-0.9292711095318147
691,-0.9055211818626631
692,-0.9705498855828191
693,-0.919585149196766
694,-0.9474145374541773
695,-0.9397760762955624
696,-1.0312023204149872
697,-0.9374904631435191
698,-0.8949551337664395
699,-0.9491967817083893
700,-0.971009348775184
701,-0.9261019108300331
702,-0.9412786195310732
703,-1.0556023338277616
704,-1.0058149934981775
705,-0.956935396048307
706,-0.9666547788363418
707,-0.9756484177562207
708,-0.9850522595416734
709,-0.9838803977327862
710,-1.0326810182022903
711,-0.9590654467929666
712,-1.0051165293887576
713,-0.9725603305527019
714,-0.9204724995308428
715,-1.0636651368782502
716,-1.0023108363754212
717,-0.9633766076564059
718,-0.9525160428693207
719,-1.0397703576853077
720,-0.9823357461649297
721,-0.9979753428227082
722,-0.8297277811537889
723,-0.9798239939989056
724,-1.0369573824623277
725,-1.0425188376253383
726,-0.9585266041946255
727,-1.0019208105065038
728,-1.0374266822642955
729,-0.9609544421624047
730,-1.0498424463827996
731,-1.064921225291277
732,-0.8620089919001472
733,-1.0543672268543778
734,-0.9602702666953506
735,-0.978711481428251
736,-0.9654201452988893
737,-0.9811512750970136
738,-1.0225666514350298
739,-0.9177687394364153
740,-0.9436189211231222
741,-0.9558985730483848
742,-0.9702808451652594
743,-0.9189056675098343
744,-0.8987522900269482
745,-1.0119862462865152
746,-1.0058802644056055
747,-0.923117333804441
748,-0.989990722755735
749,-0.9944154493901108
750,-0.9691001103802906
751,-1.0078261947888947
752,-0.9986784427414243
753,-0.9861066977270979
754,-0.9679111731003576
755,-1.0332313112560156
756,-1.0471105028994716
757,-0.9892684205451922
758,-0.9245910182835728
759,-0.9420989531749034
760,-1.0183777279830168
761,-0.9856194628212039
762,-0.983714526368081
763,-0.9182326829259363
764,-0.8477859811575627
765,-0.9912323782342168
766,-0.907616522113695
767,-1.0240676444880177
768,-0.9107823126921465
769,-0.9679496873296252
770,-1.0328841523147645
771,-0.9908527739453907
772,-0.9895518117014951
773,-0.9079639226599717
774,-0.9675867432692655
775,-1.0342068130433184
776,-1.013646156258838
777,-1.0419961445375294
778,-0.969593188711645
779,-0.9014550578550639
780,-0.9689849076992175
781,-1.0527571290069246
782,-1.058663059200845
783,-1.0372011798122978
784,-0.9610659602202464
785,-0.9133888856882919
786,-0.8723942850128883
787,-0.9066216220554075
788,-0.9021796224455141
789,-0.8984186702325996
790,-0.907709130365656
791,-0.8623521603843423
792,-0.87554340343301
793,-0.9772587601679094
794,-1.0179478128207966
795,-0.9947983158057442
796,-0.8975565836324714
797,-0.9010657211584321
798,-1.019698017745208
799,-0.955395306897539
