model,domain,snr_db,method,replicate,scored_samples,declared_stream,sign_accuracy,correlation,nrmse,integrated_error,estimated_q_noise_variance,estimated_g_noise_variance
Open two-level probability,Non-Hermitian quantum continuity,6,causal_state_space,31,7200,quantum state 2,0.7807265198569546,0.5897503527898479,0.3007639470371659,0.014981600917842425,0.009884219909615116,0.02425771932320119
Open two-level probability,Non-Hermitian quantum continuity,0,ara_fixed_lineage,0,7200,quantum state 2,0.7570111048371918,0.4256486986994568,0.3639377788127157,0.13311757224684168,,
Open two-level probability,Non-Hermitian quantum continuity,0,ara_fixed_lineage,1,7200,quantum state 2,0.7137210615471485,0.5230664964014174,0.4026654165804375,0.19428816253731138,,
Open two-level probability,Non-Hermitian quantum continuity,0,ara_fixed_lineage,2,7200,quantum state 2,0.6847355543007717,0.39876918000733913,0.412937222932549,0.12599230122529592,,
Open two-level probability,Non-Hermitian quantum continuity,0,ara_fixed_lineage,3,7200,quantum state 2,0.7278373800112931,0.4790416082680562,0.4016737713901404,0.11561125810351736,,
Open two-level probability,Non-Hermitian quantum continuity,0,ara_fixed_lineage,4,7200,quantum state 2,0.7353660831921701,0.5393769272840822,0.361198069319759,0.1412158066693631,,
Open two-level probability,Non-Hermitian quantum continuity,0,ara_fixed_lineage,5,7200,quantum state 2,0.7363071710897798,0.4668247057320603,0.3628836586519724,0.12987881437771187,,
Open two-level probability,Non-Hermitian quantum continuity,0,ara_fixed_lineage,6,7200,quantum state 2,0.7067570111048372,0.499657046494602,0.40416463029618704,0.1503720206709555,,
Open two-level probability,Non-Hermitian quantum continuity,0,ara_fixed_lineage,7,7200,quantum state 2,0.7067570111048372,0.3711325931546372,0.3935944098024115,0.10095747171746755,,
Open two-level probability,Non-Hermitian quantum continuity,0,ara_fixed_lineage,8,7200,quantum state 2,0.7692452475061171,0.5108924155920781,0.34657108178392515,0.03453520793889488,,
Open two-level probability,Non-Hermitian quantum continuity,0,ara_fixed_lineage,9,7200,quantum state 2,0.7287784679089027,0.45587124323760175,0.39904474735785384,0.10769838397483099,,
Open two-level probability,Non-Hermitian quantum continuity,0,ara_fixed_lineage,10,7200,quantum state 2,0.7709392057218144,0.5282136130513527,0.36237101696896834,0.1760621086951874,,
Open two-level probability,Non-Hermitian quantum continuity,0,ara_fixed_lineage,11,7200,quantum state 2,0.6540560888386975,0.38486971575716394,0.46243000965749825,0.0642729939480207,,
Open two-level probability,Non-Hermitian quantum continuity,0,ara_fixed_lineage,12,7200,quantum state 2,0.7430830039525692,0.46246802478568527,0.37118653329478973,0.19060754295854743,,
Open two-level probability,Non-Hermitian quantum continuity,0,ara_fixed_lineage,13,7200,quantum state 2,0.7801618671183889,0.4414531164268609,0.31497728389188834,0.10081439227555382,,
Open two-level probability,Non-Hermitian quantum continuity,0,ara_fixed_lineage,14,7200,quantum state 2,0.787502352719744,0.5265337108174334,0.36035967722121875,0.20787821434900527,,
Open two-level probability,Non-Hermitian quantum continuity,0,ara_fixed_lineage,15,7200,quantum state 2,0.759269715791455,0.5569862074044597,0.3310207915109463,0.20462417962709295,,
Open two-level probability,Non-Hermitian quantum continuity,0,ara_fixed_lineage,16,7200,quantum state 2,0.7353660831921701,0.4830580963118686,0.36784525729423423,0.19240254522475364,,
Open two-level probability,Non-Hermitian quantum continuity,0,ara_fixed_lineage,17,7200,quantum state 2,0.7316017316017316,0.45209824248984015,0.3644955748125446,0.12063646068782087,,
Open two-level probability,Non-Hermitian quantum continuity,0,ara_fixed_lineage,18,7200,quantum state 2,0.7526821005081875,0.3983551590933077,0.3610022227152407,0.08093130951142558,,
Open two-level probability,Non-Hermitian quantum continuity,0,ara_fixed_lineage,19,7200,quantum state 2,0.7517410126105778,0.459598977200309,0.3748661792344917,0.1296548950142778,,
Open two-level probability,Non-Hermitian quantum continuity,0,ara_fixed_lineage,20,7200,quantum state 2,0.7263316393751177,0.42899523604623646,0.3996780888668849,0.10040955042297901,,
Open two-level probability,Non-Hermitian quantum continuity,0,ara_fixed_lineage,21,7200,quantum state 2,0.7233201581027668,0.3633980210194394,0.4047041010770479,0.1218964309491998,,
Open two-level probability,Non-Hermitian quantum continuity,0,ara_fixed_lineage,22,7200,quantum state 2,0.743459439111613,0.4773194143124137,0.3620335069074125,0.13465888820268188,,
Open two-level probability,Non-Hermitian quantum continuity,0,ara_fixed_lineage,23,7200,quantum state 2,0.7351778656126482,0.4726330914077278,0.36284780706851316,0.07885721436300598,,
Open two-level probability,Non-Hermitian quantum continuity,0,ara_fixed_lineage,24,7200,quantum state 2,0.6629023150762281,0.430660185043364,0.39055069749630894,0.10259541700326354,,
Open two-level probability,Non-Hermitian quantum continuity,0,ara_fixed_lineage,25,7200,quantum state 2,0.7044984001505741,0.32700660522679365,0.40127762087284735,0.09108552051707541,,
Open two-level probability,Non-Hermitian quantum continuity,0,ara_fixed_lineage,26,7200,quantum state 2,0.7088274044795784,0.3773206034940113,0.3805014208307571,0.1778258822312485,,
Open two-level probability,Non-Hermitian quantum continuity,0,ara_fixed_lineage,27,7200,quantum state 2,0.756446452098626,0.393021580760674,0.3945599663945076,0.12160892478367398,,
Open two-level probability,Non-Hermitian quantum continuity,0,ara_fixed_lineage,28,7200,quantum state 2,0.7321663843402973,0.46535903548847474,0.411175042200496,0.2016594915190192,,
Open two-level probability,Non-Hermitian quantum continuity,0,ara_fixed_lineage,29,7200,quantum state 2,0.7453416149068323,0.43038959278620775,0.3741365529134719,0.1281317876663683,,
Open two-level probability,Non-Hermitian quantum continuity,0,ara_fixed_lineage,30,7200,quantum state 2,0.7076980990024468,0.3538613703426964,0.42908691831776247,0.04828745826833907,,
Open two-level probability,Non-Hermitian quantum continuity,0,ara_fixed_lineage,31,7200,quantum state 2,0.7583286278938453,0.46769484779687515,0.38563572371098365,0.0959009812461542,,
Open two-level probability,Non-Hermitian quantum continuity,0,repeated_reselection,0,7200,quantum state 2,0.5975908149821193,0.3757632572400615,0.43109517907986405,0.5563479385476243,,
Open two-level probability,Non-Hermitian quantum continuity,0,repeated_reselection,1,7200,quantum state 2,0.5761340109166196,0.3957496696196703,0.5007906992757358,0.27096934494007013,,
Open two-level probability,Non-Hermitian quantum continuity,0,repeated_reselection,2,7200,quantum state 2,0.5610766045548654,-0.02733437036478044,0.5985927205618855,0.5581947720139533,,
Open two-level probability,Non-Hermitian quantum continuity,0,repeated_reselection,3,7200,quantum state 2,0.6100131752305665,0.027407576224493385,0.5406983902371983,0.5379050482391791,,
Open two-level probability,Non-Hermitian quantum continuity,0,repeated_reselection,4,7200,quantum state 2,0.49877658573310746,0.1832275764055276,0.49846895614473286,0.7824780607418013,,
Open two-level probability,Non-Hermitian quantum continuity,0,repeated_reselection,5,7200,quantum state 2,0.5851684547336721,0.22435209631841066,0.5152412420124731,0.49837393656898193,,
Open two-level probability,Non-Hermitian quantum continuity,0,repeated_reselection,6,7200,quantum state 2,0.5757575757575758,0.23474730491867685,0.4910039434047604,0.5362528984625128,,
Open two-level probability,Non-Hermitian quantum continuity,0,repeated_reselection,7,7200,quantum state 2,0.5507246376811594,-0.015879707652774983,0.5392088182790797,0.6463888527402909,,
Open two-level probability,Non-Hermitian quantum continuity,0,repeated_reselection,8,7200,quantum state 2,0.5537361189535103,-0.08737461420436385,0.5295480406972941,0.8506313377909437,,
Open two-level probability,Non-Hermitian quantum continuity,0,repeated_reselection,9,7200,quantum state 2,0.5550536420101637,0.15898379226935902,0.5403424350344569,0.6469340254749676,,
Open two-level probability,Non-Hermitian quantum continuity,0,repeated_reselection,10,7200,quantum state 2,0.5770750988142292,0.08233183406744034,0.5208159144005001,0.6811824181991376,,
Open two-level probability,Non-Hermitian quantum continuity,0,repeated_reselection,11,7200,quantum state 2,0.5714285714285714,-0.016567054348546485,0.5565972577977001,0.3592803841228876,,
Open two-level probability,Non-Hermitian quantum continuity,0,repeated_reselection,12,7200,quantum state 2,0.5691699604743083,0.25605713737766533,0.5181040527918018,0.48166296105150497,,
Open two-level probability,Non-Hermitian quantum continuity,0,repeated_reselection,13,7200,quantum state 2,0.4980237154150198,0.1274298172237628,0.48835849702887985,0.957319267481312,,
Open two-level probability,Non-Hermitian quantum continuity,0,repeated_reselection,14,7200,quantum state 2,0.5710521362695276,0.32932696011483287,0.46743147577436006,0.5190781198293403,,
Open two-level probability,Non-Hermitian quantum continuity,0,repeated_reselection,15,7200,quantum state 2,0.5132693393562959,-0.005245479722055941,0.5502511724188447,0.8898638794656716,,
Open two-level probability,Non-Hermitian quantum continuity,0,repeated_reselection,16,7200,quantum state 2,0.6041784302653868,0.36206874808939504,0.48583299906955935,0.3715433638507734,,
Open two-level probability,Non-Hermitian quantum continuity,0,repeated_reselection,17,7200,quantum state 2,0.5612648221343873,0.2706205733265479,0.46410497614729174,0.44858491110090937,,
Open two-level probability,Non-Hermitian quantum continuity,0,repeated_reselection,18,7200,quantum state 2,0.554488989271598,0.023771746448799876,0.5093389568796576,0.7733915296481976,,
Open two-level probability,Non-Hermitian quantum continuity,0,repeated_reselection,19,7200,quantum state 2,0.541313758705063,0.05475664270667597,0.5548248206491059,0.6355692887800016,,
Open two-level probability,Non-Hermitian quantum continuity,0,repeated_reselection,20,7200,quantum state 2,0.639751552795031,0.4164016185346336,0.46092569392877425,0.19783797947570358,,
Open two-level probability,Non-Hermitian quantum continuity,0,repeated_reselection,21,7200,quantum state 2,0.6103896103896104,0.18307664686232805,0.5146419318370029,0.35675251587345425,,
Open two-level probability,Non-Hermitian quantum continuity,0,repeated_reselection,22,7200,quantum state 2,0.5783926218708827,0.31702209050436714,0.484298387280717,0.6386091732676489,,
Open two-level probability,Non-Hermitian quantum continuity,0,repeated_reselection,23,7200,quantum state 2,0.5187276491624317,0.19870202606060489,0.49630912585204984,0.7040636829223753,,
Open two-level probability,Non-Hermitian quantum continuity,0,repeated_reselection,24,7200,quantum state 2,0.5896856766421984,0.2143668744437679,0.5164669157671662,0.42654368887299987,,
Open two-level probability,Non-Hermitian quantum continuity,0,repeated_reselection,25,7200,quantum state 2,0.5652173913043478,0.08362615563914697,0.5232887290934056,0.7018178541149002,,
Open two-level probability,Non-Hermitian quantum continuity,0,repeated_reselection,26,7200,quantum state 2,0.5454545454545454,0.10768878519056466,0.4736503867717202,0.5804315795529218,,
Open two-level probability,Non-Hermitian quantum continuity,0,repeated_reselection,27,7200,quantum state 2,0.5497835497835498,0.011209406210955728,0.5104972363758689,0.5898258256310253,,
Open two-level probability,Non-Hermitian quantum continuity,0,repeated_reselection,28,7200,quantum state 2,0.525879917184265,0.2761310614446257,0.5072763528357545,0.5337494901338622,,
Open two-level probability,Non-Hermitian quantum continuity,0,repeated_reselection,29,7200,quantum state 2,0.5970261622435535,0.1707597600120842,0.4857434643898099,0.6997048663284541,,
Open two-level probability,Non-Hermitian quantum continuity,0,repeated_reselection,30,7200,quantum state 2,0.5712403538490495,0.2381667834682791,0.5150697970381272,0.47761550882791176,,
Open two-level probability,Non-Hermitian quantum continuity,0,repeated_reselection,31,7200,quantum state 2,0.5834744965179748,0.12126169641477619,0.48478991165302904,0.4506842868229629,,
Open two-level probability,Non-Hermitian quantum continuity,0,compressed_parent,0,7200,quantum state 2,0.660455486542443,0.32305899860480874,0.29276552366240616,0.44637508593732966,,
Open two-level probability,Non-Hermitian quantum continuity,0,compressed_parent,1,7200,quantum state 2,0.6757011104837192,0.3166236269155817,0.31439149327823634,0.4350138781535072,,
Open two-level probability,Non-Hermitian quantum continuity,0,compressed_parent,2,7200,quantum state 2,0.6457745153397327,0.27751875219436817,0.33206783360658565,0.4179046556786208,,
Open two-level probability,Non-Hermitian quantum continuity,0,compressed_parent,3,7200,quantum state 2,0.7459062676453981,0.30319130962388463,0.32017866136426215,0.458182998877189,,
Open two-level probability,Non-Hermitian quantum continuity,0,compressed_parent,4,7200,quantum state 2,0.6237530585356672,0.45749079278708177,0.3257964790733335,0.3646701962476453,,
Open two-level probability,Non-Hermitian quantum continuity,0,compressed_parent,5,7200,quantum state 2,0.709580274797666,0.28259041235028215,0.32978241899356314,0.45643366877693814,,
Open two-level probability,Non-Hermitian quantum continuity,0,compressed_parent,6,7200,quantum state 2,0.6730660643704122,0.3432795809042745,0.29600878222822863,0.4316120815281752,,
Open two-level probability,Non-Hermitian quantum continuity,0,compressed_parent,7,7200,quantum state 2,0.6689252776209298,0.14097502962872607,0.34399760996746787,0.4613166886987518,,
Open two-level probability,Non-Hermitian quantum continuity,0,compressed_parent,8,7200,quantum state 2,0.7400715226802184,0.3279722316007473,0.3006892798130312,0.4808711245880117,,
Open two-level probability,Non-Hermitian quantum continuity,0,compressed_parent,9,7200,quantum state 2,0.6768304159608507,0.34201999986040454,0.31611023740051364,0.4790755669648346,,
Open two-level probability,Non-Hermitian quantum continuity,0,compressed_parent,10,7200,quantum state 2,0.6702428006775832,0.32207628925852133,0.32105322070767933,0.4237606265501564,,
Open two-level probability,Non-Hermitian quantum continuity,0,compressed_parent,11,7200,quantum state 2,0.6156597026162244,0.18129361888023388,0.3477654139164126,0.5055560856337268,,
Open two-level probability,Non-Hermitian quantum continuity,0,compressed_parent,12,7200,quantum state 2,0.6642198381328817,0.25518529795155614,0.343387935458986,0.40403010351302343,,
Open two-level probability,Non-Hermitian quantum continuity,0,compressed_parent,13,7200,quantum state 2,0.7242612460003764,0.3010098420301254,0.2904776879706321,0.44119855891097615,,
