model,domain,test_role,time,identity,identity_index,is_native_hidden_location,stored_quantity,net_internal_transfer,estimated_other,native_other_revealed,absolute_recovery_error
Damped coupled oscillators,Newton/Hamilton mechanics,Development,2.67,oscillator 1,0,False,0.08151660927633836,0.0007886310277601494,-7.951863310613067e-11,0.0,7.951863310613067e-11
Damped coupled oscillators,Newton/Hamilton mechanics,Development,2.67,coupling spring,1,False,1.575260170782429e-05,-0.006510373470743357,-1.4972786985950615e-10,0.0,1.4972786985950615e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,2.67,oscillator 2,2,True,0.7163269195598144,0.0057217424429832076,-0.18184960801412575,-0.1818496083515371,3.374113488607833e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,2.84,oscillator 1,0,False,0.07884392434740424,-0.03415236691451535,1.0503854730448126e-10,0.0,1.0503854730448126e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,2.84,coupling spring,1,False,0.017546206301581973,0.20535397000240346,-5.946198533557379e-10,0.0,5.946198533557379e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,2.84,oscillator 2,2,True,0.6733939474596398,-0.17120160308788812,-0.14616401830443748,-0.1461640188572709,5.528334179327743e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,3.005,oscillator 1,0,False,0.0701952451888172,-0.0693537264352277,2.363810397421062e-10,0.0,2.363810397421062e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,3.005,coupling spring,1,False,0.06402620384514933,0.34316969898861094,-8.511194526938937e-10,0.0,8.511194526938937e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,3.005,oscillator 2,2,True,0.6149868500425129,-0.27381597255338325,-0.10246318559310313,-0.10246318621489833,6.21795198663122e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,3.17,oscillator 1,0,False,0.05678813406135724,-0.0897120192939154,2.848501157171057e-10,0.0,2.848501157171057e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,3.17,coupling spring,1,False,0.1251451569696419,0.37929478037307574,-8.695876241304745e-10,0.0,8.695876241304745e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,3.17,oscillator 2,2,True,0.5540449158657825,-0.28958276107916037,-0.05863263483826797,-0.058632635374576324,5.363083518949985e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,3.34,oscillator 1,0,False,0.0414483468513994,-0.08645212188970706,2.390496273152465e-10,0.0,2.390496273152465e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,3.34,coupling spring,1,False,0.18475281024984513,0.30419863016770315,-6.42282005358652e-10,0.0,6.42282005358652e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,3.34,oscillator 2,2,True,0.5030721114912305,-0.2177465082779961,-0.022455327473261982,-0.02245532778513543,3.1187344720629007e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,3.505,oscillator 1,0,False,0.029035270209559517,-0.06090663053736304,1.213921255183159e-10,0.0,1.213921255183159e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,3.505,coupling spring,1,False,0.22281054569282863,0.14656742555650942,-2.5092400379733704e-10,0.0,2.5092400379733704e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,3.505,oscillator 2,2,True,0.4755804502077102,-0.08566079501914639,-0.0028816186700492685,-0.002881618689965284,1.9916015451398872e-11
Damped coupled oscillators,Newton/Hamilton mechanics,Development,3.67,oscillator 1,0,False,0.022066837844115637,-0.022449918860482792,-2.7921602530067702e-11,0.0,2.7921602530067702e-11
Damped coupled oscillators,Newton/Hamilton mechanics,Development,3.67,coupling spring,1,False,0.2310420901268492,-0.048553212374611646,1.9677220269853635e-10,0.0,1.9677220269853635e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,3.67,oscillator 2,2,True,0.4741828060583467,0.07100313123509444,-0.0019092905044855307,-0.0019092902345705144,2.699150163359282e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,3.84,oscillator 1,0,False,0.021696615896870098,0.016842891587219716,-1.641692198850464e-10,0.0,1.641692198850464e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,3.84,coupling spring,1,False,0.20657305385627184,-0.2315654043100275,5.869051911133738e-10,0.0,5.869051911133738e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,3.84,oscillator 2,2,True,0.49744249296234355,0.2147225127228078,-0.01952942944166286,-0.019529428951714153,4.899487066056807e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,4.005,oscillator 1,0,False,0.02680941102461452,0.04224931634903874,-2.3720099495694313e-10,0.0,2.3720099495694313e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,4.005,coupling spring,1,False,0.15801681182917585,-0.3429841231377658,7.931536538663408e-10,0.0,7.931536538663408e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,4.005,oscillator 2,2,True,0.5352800884789818,0.30073480678872705,-0.05008090342054056,-0.05008090284597164,5.745689202196758e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,4.17,oscillator 1,0,False,0.03456219616532615,0.04835092036031541,-2.297213391733166e-10,0.0,2.297213391733166e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,4.17,coupling spring,1,False,0.09858168060313183,-0.36088906074650445,7.775317056868403e-10,0.0,7.775317056868403e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,4.17,oscillator 2,2,True,0.5757061550725473,0.31253814038618905,-0.08669975803870161,-0.08669975752455855,5.141430614585829e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,4.34,oscillator 1,0,False,0.0419328803259371,0.0357334595185558,-1.4161542771784497e-10,0.0,1.4161542771784497e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,4.34,coupling spring,1,False,0.04278379288933687,-0.28024252291393076,5.413152148747713e-10,0.0,5.413152148747713e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,4.34,oscillator 2,2,True,0.6062805640073029,0.24450906339537495,-0.1222696573323696,-0.12226965701119696,3.2117263015774e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,4.505,oscillator 1,0,False,0.04608585736286948,0.014129955812482584,-6.234669031046636e-12,0.0,6.234669031046636e-12
Damped coupled oscillators,Newton/Hamilton mechanics,Development,4.505,coupling spring,1,False,0.008147690773367596,-0.13125682374574676,1.6885967624169496e-10,0.0,1.6885967624169496e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,4.505,oscillator 2,2,True,0.6143522328636665,0.11712686793326418,-0.14732843490966158,-0.1473284348506619,5.899966626365938e-11
Damped coupled oscillators,Newton/Hamilton mechanics,Development,4.67,oscillator 1,0,False,0.04683282158798675,-0.0031625792516835768,1.3509375215714492e-10,0.0,1.3509375215714492e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,4.67,coupling spring,1,False,0.0009131059519376442,0.04379188376005263,-2.379517485828764e-10,0.0,2.379517485828764e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,4.67,oscillator 2,2,True,0.59542010960127,-0.04062930450836905,-0.15818512974965396,-0.15818512995830228,2.0864832084299678e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,4.84,oscillator 1,0,False,0.046013968081441925,-0.0023204105256138053,2.394912679629102e-10,0.0,2.394912679629102e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,4.84,coupling spring,1,False,0.022316212960854356,0.19976807093212565,-5.745494635611692e-10,0.0,5.745494635611692e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,4.84,oscillator 2,2,True,0.5481642840599126,-0.19744766040651185,-0.15285918467023585,-0.15285918509041962,4.201837766615313e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,5.005,oscillator 1,0,False,0.0475270864045848,0.025390668525706934,2.66615535204906e-10,0.0,2.66615535204906e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,5.005,coupling spring,1,False,0.06346757697625692,0.28574926696972114,-7.316885985986232e-10,0.0,7.316885985986232e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,5.005,oscillator 2,2,True,0.48171090753264234,-0.31113993549542807,-0.13346507892204174,-0.13346507943619065,5.141489178850378e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,5.17,oscillator 1,0,False,0.05588328686760234,0.07988196413649663,2.0885652929347742e-10,0.0,2.0885652929347742e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,5.17,coupling spring,1,False,0.1118304114498842,0.28561068003311235,-6.826295084749745e-10,0.0,6.826295084749745e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,5.17,oscillator 2,2,True,0.40526520183939535,-0.36549264416960897,-0.1045214461535216,-0.10452144663414085,4.80619252729575e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,5.335,oscillator 1,0,False,0.0748818218944193,0.1521877943587241,7.997214002131159e-11,0.0,7.997214002131159e-11
Damped coupled oscillators,Newton/Hamilton mechanics,Development,5.335,coupling spring,1,False,0.15311399450989077,0.20253136721312037,-4.4654144271127905e-10,0.0,4.4654144271127905e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,5.335,oscillator 2,2,True,0.3304196914842843,-0.35471916157184447,-0.07190555832416362,-0.0719055586593303,3.351666721940205e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,5.505,oscillator 1,0,False,0.10733287863958271,0.22812339155354303,-8.97807106436943e-11,0.0,8.97807106436943e-11
Damped coupled oscillators,Newton/Hamilton mechanics,Development,5.505,coupling spring,1,False,0.1758097781274178,0.05785117867579889,-8.191294864623444e-11,0.0,8.191294864623444e-11
Damped coupled oscillators,Newton/Hamilton mechanics,Development,5.505,oscillator 2,2,True,0.2657760608105176,-0.2859745702293419,-0.04070238500239609,-0.040702385116351505,1.1395541454906066e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,5.67,oscillator 1,0,False,0.1499210317503252,0.28350738693029953,-2.422498868170919e-10,0.0,2.422498868170919e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,5.67,coupling spring,1,False,0.17240800728612043,-0.09770282099206959,2.8679550401200515e-10,0.0,2.8679550401200515e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,5.67,oscillator 2,2,True,0.22190637225152715,-0.18580456593822994,-0.017521181468860475,-0.017521181358430536,1.1042993949827995e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,5.835,oscillator 1,0,False,0.19895996136603067,0.3040597586733731,-3.3719355085892744e-10,0.0,3.3719355085892744e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,5.835,coupling spring,1,False,0.14522056510457246,-0.2235360803385901,5.670325597950665e-10,0.0,5.670325597950665e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,5.835,oscillator 2,2,True,0.19842554474302154,-0.080523678334783,-0.003906853921299885,-0.003906853634612741,2.8668714451007826e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,6.005,oscillator 1,0,False,0.2492384435090977,0.27953290153526705,-3.435676187990566e-10,0.0,3.435676187990566e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,6.005,coupling spring,1,False,0.10079301842329297,-0.2855917406484105,6.842493793790538e-10,0.0,6.842493793790538e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,6.005,oscillator 2,2,True,0.19237601924825412,0.006058839113143409,-3.186849462757501e-05,-3.186811991202739e-05,3.747155476194002e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,6.17,oscillator 1,0,False,0.2904276966223757,0.21364165509375052,-2.553109668124165e-10,0.0,2.553109668124165e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,6.17,coupling spring,1,False,0.05431271070180559,-0.2643571497954641,6.03424088474469e-10,0.0,6.03424088474469e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,6.17,oscillator 2,2,True,0.1974086396739051,0.050715494701713555,-0.004143696550371431,-0.004143696196348704,3.5402272693246806e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,6.335,oscillator 1,0,False,0.3181895642400352,0.11983901570673314,-9.491729624500067e-11,0.0,9.491729624500067e-11
Damped coupled oscillators,Newton/Hamilton mechanics,Development,6.335,coupling spring,1,False,0.017590700236582903,-0.17044341585770126,3.5757413696657636e-10,0.0,3.5757413696657636e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,6.335,oscillator 2,2,True,0.2050126596734101,0.05060440015096812,-0.012738007372067685,-0.012738007129752897,2.4231478802649864e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,6.505,oscillator 1,0,False,0.3297163920231074,0.016903651971194693,1.0180975507090295e-10,0.0,1.0180975507090295e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,6.505,coupling spring,1,False,0.00040952155915626083,-0.027164940007158658,7.604247093118133e-12,0.0,7.604247093118133e-12
Damped coupled oscillators,Newton/Hamilton mechanics,Development,6.505,oscillator 2,2,True,0.20765945742521935,0.010261288035963965,-0.0224975404510442,-0.022497540380343007,7.070119142915665e-11
Damped coupled oscillators,Newton/Hamilton mechanics,Development,6.67,oscillator 1,0,False,0.3254058998747073,-0.06406840060281604,2.7093496890451263e-10,0.0,2.7093496890451263e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,6.67,coupling spring,1,False,0.007994235370787866,0.11621185854975016,-3.2761432455785666e-10,0.0,3.2761432455785666e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,6.67,oscillator 2,2,True,0.20002774113304359,-0.05214345794693412,-0.029759852723721586,-0.029759852825002053,1.0128046665225376e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,6.835,oscillator 1,0,False,0.31076778676539596,-0.10547310327146824,3.717161717320394e-10,0.0,3.717161717320394e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,6.835,coupling spring,1,False,0.036736714256966674,0.22319000110251808,-5.649256895612353e-10,0.0,5.649256895612353e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,6.835,oscillator 2,2,True,0.18068369950858437,-0.11771689783104983,-0.03300542710636131,-0.03300542733839,2.3202868792981945e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,7.005,oscillator 1,0,False,0.2929419959635484,-0.09495057140472088,3.737537918047096e-10,0.0,3.737537918047096e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,7.005,coupling spring,1,False,0.07932086043778892,0.2645409018918571,-6.402569585617357e-10,0.0,6.402569585617357e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,7.005,oscillator 2,2,True,0.15036007222066622,-0.1695903304871362,-0.031726546839123126,-0.031726547129593365,2.9047023814010586e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,7.17,oscillator 1,0,False,0.28162923536874623,-0.034858800906551954,2.7404571667499766e-10,0.0,2.7404571667499766e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,7.17,coupling spring,1,False,0.12093212518874322,0.22749326550739896,-5.317557505435389e-10,0.0,5.317557505435389e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,7.17,oscillator 2,2,True,0.11518974327377829,-0.19263446460084702,-0.02684938511023985,-0.02684938537412761,2.6388776233621236e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,7.335,oscillator 1,0,False,0.2833475731648566,0.059616554756589314,9.848861309835755e-11,0.0,9.848861309835755e-11
Damped coupled oscillators,Newton/Hamilton mechanics,Development,7.335,coupling spring,1,False,0.15081607251253926,0.12601267568032404,-2.777393592889865e-10,0.0,2.777393592889865e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,7.335,oscillator 2,2,True,0.07970818352228512,-0.18562923043691335,-0.01999185765498021,-0.01999185782471478,1.6973457014901605e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,7.505,oscillator 1,0,False,0.30270222432905214,0.16737668835952552,-1.1434003743815424e-10,0.0,1.1434003743815424e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,7.505,coupling spring,1,False,0.1605116456847113,-0.014729599577435526,5.902247093847457e-11,0.0,5.902247093847457e-11
Damped coupled oscillators,Newton/Hamilton mechanics,Development,7.505,oscillator 2,2,True,0.04788785742719656,-0.15264708878209,-0.012702188588532032,-0.012702188624674579,3.614254728834254e-11
Damped coupled oscillators,Newton/Hamilton mechanics,Development,7.67,oscillator 1,0,False,0.33787719520949083,0.25372426271860915,-2.971157209152864e-10,0.0,2.971157209152864e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,7.67,coupling spring,1,False,0.1468548536315483,-0.14666220381443365,3.649211210987602e-10,0.0,3.649211210987602e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,7.67,oscillator 2,2,True,0.024781504057658305,-0.1070620589041755,-0.006829531868593683,-0.006829531780314546,8.8279136604974e-11
Damped coupled oscillators,Newton/Hamilton mechanics,Development,7.835,oscillator 1,0,False,0.38408543047145427,0.29775624277674767,-4.0820857805101696e-10,0.0,4.0820857805101696e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,7.835,coupling spring,1,False,0.11444536835124937,-0.23660979878769703,5.652684709200884e-10,0.0,5.652684709200884e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,7.835,oscillator 2,2,True,0.010211227540028655,-0.06114644398905064,-0.002858592623394579,-0.0028585924516421287,1.717524503695722e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,8.0,oscillator 1,0,False,0.43299730555973226,0.285171846067061,-4.182462709501067e-10,0.0,4.182462709501067e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,8.0,coupling spring,1,False,0.07248433939631485,-0.2597403642333434,6.066163127371738e-10,0.0,6.066163127371738e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,8.0,oscillator 2,2,True,0.0029834724682243317,-0.025431481833717587,-0.0007807415773737197,-0.0007807413841935914,1.9318012836090637e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,8.17,oscillator 1,0,False,0.4760775432089527,0.21227657637312092,-3.1977315240183657e-10,0.0,3.1977315240183657e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,8.17,coupling spring,1,False,0.03172893791720753,-0.20754093472304222,4.741614878511768e-10,0.0,4.741614878511768e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,8.17,oscillator 2,2,True,0.0006020588662062156,-0.004735641650078704,-6.18459445216081e-05,-6.184579565637777e-05,1.4886523033697495e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,8.335,oscillator 1,0,False,0.5020474766502008,0.0969900300951364,-1.430894985832154e-10,0.0,1.430894985832154e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,8.335,coupling spring,1,False,0.005906689579148424,-0.09801103065190882,2.146347682918659e-10,0.0,2.146347682918659e-10
Damped coupled oscillators,Newton/Hamilton mechanics,Development,8.335,oscillator 2,2,True,0.0004521679156593326,0.001021000556772411,-1.544249744747433e-05,-1.544243789335685e-05,5.955411747990825e-11
