model,snr_db,method,replicates,median_sign_accuracy,q05_sign_accuracy,q95_sign_accuracy,median_correlation,q05_correlation,q95_correlation,median_nrmse,q05_nrmse,q95_nrmse,median_integrated_error,q05_integrated_error,q95_integrated_error,median_declared_child_occupancy,q05_declared_child_occupancy,q95_declared_child_occupancy,median_switch_count,q05_switch_count,q95_switch_count
Damped coupled oscillators,18,repeated_parent_reselection,16,0.7323491655969192,0.6960044929396663,0.7605905006418485,0.1857994240443482,0.1659070949756565,0.2424126748536376,0.33856883634197177,0.32017619372407835,0.35213340542641575,0.5698731846484287,0.3739231022993871,0.6377873633935321,0.4206734941850373,0.3416507550772435,0.49106057976045825,35.0,26.25,55.0
Damped coupled oscillators,18,wrong_fixed_child,16,0.5715661103979461,0.5422817715019256,0.6264441591784339,0.13608657810804564,0.10177656415675818,0.18476181014819357,0.2666957790495035,0.2624940522446636,0.2763076202807512,0.8248403365250488,0.7396887455356429,0.8802646025791531,,,,-1.0,-1.0,-1.0
Damped coupled oscillators,18,zero_other,16,0.0,0.0,0.0,0.0,0.0,0.0,0.2556953423179962,0.2556953423179962,0.2556953423179962,1.0,1.0,1.0,,,,-1.0,-1.0,-1.0
Damped coupled oscillators,12,compressed_parent,16,0.8828626444159178,0.8331996148908858,0.9322849807445442,0.6064265357543394,0.44347533282519525,0.6910586635690119,0.20341975052906927,0.19030239338783628,0.21720956138300684,0.6542733209307634,0.5945894685215767,0.7242510184545686,,,,-1.0,-1.0,-1.0
Damped coupled oscillators,12,fixed_child_no_memory,16,0.6567715019255456,0.6417682926829268,0.679316431322208,0.42454259302717656,0.3956640223846873,0.4564506181070787,0.5248094013070386,0.4977840975616651,0.5605704869245318,0.04008603914170078,0.019562328321831603,0.0620934702802957,,,,-1.0,-1.0,-1.0
Damped coupled oscillators,12,fixed_time_lineage,16,0.8483632862644416,0.8230102695763799,0.8712291399229782,0.32371312414944586,0.23284390157517137,0.38502107900526095,0.24189454270409905,0.23432739327109747,0.25509816809642927,0.048825924023061545,0.003160173654367597,0.15337396027863692,1.0,1.0,1.0,0.0,0.0,0.0
Damped coupled oscillators,12,offline_centered_child,16,0.7774390243902439,0.7624358151476252,0.7955712451861361,0.6713646576429355,0.6496380035216882,0.6836196179271049,0.23074132678845294,0.22753563928415127,0.2363839898622434,0.017805931987738187,0.01369996665863795,0.033604293552128184,1.0,1.0,1.0,0.0,0.0,0.0
Damped coupled oscillators,12,repeated_parent_reselection,16,0.7387676508344031,0.6481867779204107,0.8019094993581515,0.198261669840206,0.08097935457022835,0.29675026286870976,0.3263119980913487,0.2741471764087428,0.37503404436228216,0.4175994878476684,0.02890811359337489,0.6255181378108081,0.5860093733726783,0.4947491754903663,0.7077764277035237,36.0,27.25,50.0
Damped coupled oscillators,12,wrong_fixed_child,16,0.6059050064184852,0.5188543003851092,0.6348684210526316,0.15754585524530762,0.048424775927189606,0.19037955899401518,0.27231981147763784,0.26640860994068943,0.29235755595154966,0.7886828349385944,0.6834872196260636,0.9036811998054819,,,,-1.0,-1.0,-1.0
Damped coupled oscillators,12,zero_other,16,0.0,0.0,0.0,0.0,0.0,0.0,0.2556953423179962,0.2556953423179962,0.2556953423179962,1.0,1.0,1.0,,,,-1.0,-1.0,-1.0
Damped coupled oscillators,6,compressed_parent,16,0.7880295250320924,0.7296213093709885,0.8774871630295251,0.45561530248951243,0.15992514051959353,0.568780622502671,0.21247455877199106,0.19702520790784683,0.25189898613990086,0.6766558909172161,0.5798204145190429,0.8163028279649905,,,,-1.0,-1.0,-1.0
Damped coupled oscillators,6,fixed_child_no_memory,16,0.6073491655969192,0.5693196405648268,0.6280487804878048,0.25146933046567743,0.2250260259854479,0.27444148912370747,0.940839152523995,0.8851338773647448,1.0294061970928539,0.04480657437141623,0.007491353094124516,0.09348138732863666,,,,-1.0,-1.0,-1.0
Damped coupled oscillators,6,fixed_time_lineage,16,0.7652439024390244,0.71349486521181,0.851331835686778,0.24790990873785637,0.0632092903919417,0.3554404087941587,0.2762243638219502,0.26081359248084673,0.33301643164339495,0.11767599040745588,0.029999642944800748,0.2992724281964048,1.0,1.0,1.0,0.0,0.0,0.0
Damped coupled oscillators,6,offline_centered_child,16,0.6957637997432606,0.6798780487804877,0.7126123234916559,0.45830830591357063,0.4308290268657617,0.4773297146442714,0.40367387517888087,0.3954572566393935,0.410361955448368,0.0205038926367445,0.007334755610730317,0.048501010868246326,1.0,1.0,1.0,0.0,0.0,0.0
Damped coupled oscillators,6,repeated_parent_reselection,16,0.7074775353016688,0.6785141206675225,0.7816110397946084,0.16498632865869078,0.06500765583368032,0.2856737127074819,0.3391825017454483,0.2981122247589565,0.3898614068240658,0.27983034741544044,0.055399775880609646,0.4995257138293527,0.7711334837701789,0.6600850546780073,0.8789706648151363,28.5,15.75,51.0
Damped coupled oscillators,6,wrong_fixed_child,16,0.5640243902439024,0.5173299101412067,0.6461007702182284,0.13263650294968105,-0.08292044538390689,0.18676600892813072,0.28599113884927196,0.2790174843228502,0.3104580344463968,0.8072776599793505,0.6703491018661085,1.0001310605352212,,,,-1.0,-1.0,-1.0
Damped coupled oscillators,6,zero_other,16,0.0,0.0,0.0,0.0,0.0,0.0,0.2556953423179962,0.2556953423179962,0.2556953423179962,1.0,1.0,1.0,,,,-1.0,-1.0,-1.0
Damped coupled oscillators,0,compressed_parent,16,0.6968870346598203,0.6262034659820283,0.7739890885750963,0.2786367888828507,-0.020296375743022683,0.43299006025865544,0.23935436737051183,0.22073472991849707,0.32429256235995835,0.699155297726644,0.4742238958555877,0.9110524406833798,,,,-1.0,-1.0,-1.0
Damped coupled oscillators,0,fixed_child_no_memory,16,0.564987163029525,0.5361039794608472,0.5872111681643132,0.12486368797312833,0.10546924785191619,0.17089082517567017,1.8692858039896478,1.758149183131007,1.9597583076920368,0.06898521612132807,0.009841202291853566,0.18537370301957004,,,,-1.0,-1.0,-1.0
Damped coupled oscillators,0,fixed_time_lineage,16,0.6883825417201541,0.6285301668806162,0.7811296534017972,0.15436929908542546,-0.08017566307742624,0.3264474918345042,0.3733438073427655,0.34958597168207284,0.5310438200427161,0.23229878275715526,0.011895957570996814,0.6028413821988192,1.0,1.0,1.0,0.0,0.0,0.0
Damped coupled oscillators,0,offline_centered_child,16,0.6197047496790757,0.6107991014120668,0.630696405648267,0.25047988047244896,0.2202451725208296,0.30737819893696217,0.7727242711512617,0.7652940514136941,0.7797498222966046,0.02521792187654412,0.007243950873551621,0.05928464151421169,1.0,1.0,1.0,0.0,0.0,0.0
Damped coupled oscillators,0,repeated_parent_reselection,16,0.6761874197689346,0.5934691912708601,0.7285783055198973,0.17749977926010402,-0.076858154074494,0.2773441969572631,0.44879540743984103,0.3856206663483129,0.598781948724175,0.3084357176904332,0.05610215756395446,0.7942205933272921,0.7789446276688075,0.6332233987155008,0.8761499739628537,28.0,13.25,42.25
Damped coupled oscillators,0,wrong_fixed_child,16,0.5609756097560976,0.5044929396662388,0.6099165596919127,0.11146852442681363,-0.12153737114670467,0.1778566301420615,0.3568584334359933,0.32508650902423153,0.45186650903429965,0.7567529243034339,0.41470688214977197,1.095301496135076,,,,-1.0,-1.0,-1.0
Damped coupled oscillators,0,zero_other,16,0.0,0.0,0.0,0.0,0.0,0.0,0.2556953423179962,0.2556953423179962,0.2556953423179962,1.0,1.0,1.0,,,,-1.0,-1.0,-1.0
Damped coupled oscillators,-6,compressed_parent,16,0.5982028241335045,0.5142008985879333,0.6584563543003852,0.08132997140196159,-0.1893480007436443,0.2874994153020545,0.3326281407410616,0.3030203474397241,0.6362105446434605,0.6876550213496995,0.32021929757063206,1.3978442541680411,,,,-1.0,-1.0,-1.0
Damped coupled oscillators,-6,fixed_child_no_memory,16,0.5377086007702183,0.5164473684210527,0.5656290115532734,0.0623074150598334,0.028117544451770997,0.09618598389370453,3.5798285711553293,3.374699021510016,3.818166735886943,0.11807838121896189,0.015594228003377906,0.21595728281254328,,,,-1.0,-1.0,-1.0
Damped coupled oscillators,-6,fixed_time_lineage,16,0.6214698331193839,0.5254332477535302,0.6943196405648268,0.0964585888311697,-0.17534606304429878,0.28947594971846236,0.6222331689922409,0.5494624604663142,1.0354195943935085,0.5090573430915462,0.06829298120441772,1.3581820990975118,1.0,1.0,1.0,0.0,0.0,0.0
Damped coupled oscillators,-6,offline_centered_child,16,0.5686777920410784,0.5486200256739409,0.5834403080872914,0.12599932256332685,0.07578983281693921,0.1870379284801828,1.53190633567324,1.5134068798645384,1.5464144017065005,0.04410152532608894,0.005407696360898179,0.15042987437672772,1.0,1.0,1.0,0.0,0.0,0.0
Damped coupled oscillators,-6,repeated_parent_reselection,16,0.6229139922978177,0.4945442875481387,0.6707317073170732,0.14286799276615947,-0.16339080564669917,0.2797081152259693,0.6987165789911379,0.6128784220126939,1.0498823236295978,0.5447036294089594,0.12572955937009,1.5287714222315893,0.7471793091477175,0.66563964589481,0.8498524561708037,34.5,20.25,53.75
Damped coupled oscillators,-6,wrong_fixed_child,16,0.48347240051347884,0.42739088575096273,0.5697207958921695,-0.060924507169058104,-0.20127625663023502,0.1474337700278901,0.5723016227997914,0.4900940975346171,0.6657641666155166,1.0459360341824278,0.23453931115334514,1.5999741837705788,,,,-1.0,-1.0,-1.0
Damped coupled oscillators,-6,zero_other,16,0.0,0.0,0.0,0.0,0.0,0.0,0.2556953423179962,0.2556953423179962,0.2556953423179962,1.0,1.0,1.0,,,,-1.0,-1.0,-1.0
Open two-level probability,24,compressed_parent,16,0.9887814981014843,0.9752329996548154,1.0,0.8201871634919828,0.790306110063581,0.8532326527123023,0.2087831412325291,0.19883543534710932,0.21360650190955377,0.5003128401481448,0.47550174416654944,0.5125437752433823,,,,-1.0,-1.0,-1.0
Open two-level probability,24,fixed_child_no_memory,16,0.850707628581291,0.8396617190196756,0.8644718674490852,0.8459154706447537,0.8282932041013548,0.8601988939735139,0.18139275543984645,0.1713277429722328,0.1946113823653728,0.007313188383368044,0.0017925931050433183,0.014286795931421476,,,,-1.0,-1.0,-1.0
Open two-level probability,24,fixed_time_lineage,16,0.9862789092164308,0.9694080082844321,1.0,0.771938926527848,0.7430748268196142,0.8084114421529783,0.16169932561470957,0.14916399720206028,0.17211887462258987,0.015496971170164294,0.000825526392046773,0.0450132265227403,1.0,1.0,1.0,0.0,0.0,0.0
Open two-level probability,24,offline_centered_child,16,0.9463829009864815,0.9402173913043479,0.9514066496163682,0.9379433678240057,0.9365671308997967,0.9386627037277324,0.09229188756976262,0.09190087715780848,0.09304115040392119,0.002013877848794325,7.813063415235124e-05,0.004759734814533574,1.0,1.0,1.0,0.0,0.0,0.0
Open two-level probability,24,repeated_parent_reselection,16,0.9466689678978253,0.906454953400069,0.984250949257853,0.7765852972055758,0.7494680397673672,0.8039281707859441,0.1612723772767325,0.1525452060500326,0.17207482479770883,0.025769285676419555,0.010071144506320177,0.0603374097140461,0.7852493164952481,0.7289089962244499,0.9053834136180186,19.0,9.5,31.5
Open two-level probability,24,wrong_fixed_child,16,0.4874870555747325,0.43967897825336555,0.5147566448049706,-0.062118816682713865,-0.2989078339420525,0.0828500046138145,0.34414187345307734,0.33627447641713787,0.35577759750821314,0.9903139840288195,0.9586732834229775,1.0213480668388994,,,,-1.0,-1.0,-1.0
Open two-level probability,24,zero_other,16,0.0,0.0,0.0,0.0,0.0,0.0,0.3405647122065452,0.3405647122065452,0.3405647122065452,1.0,1.0,1.0,,,,-1.0,-1.0,-1.0
Open two-level probability,18,compressed_parent,16,0.9512426648256818,0.9145236451501553,0.9813600276147739,0.7882392683264156,0.595681008383027,0.8366115013294545,0.21085633076237503,0.1895269391388786,0.23920103399436826,0.49731289949207524,0.43853131802127215,0.5533659176273618,,,,-1.0,-1.0,-1.0
Open two-level probability,18,fixed_child_no_memory,16,0.7559544356230583,0.7362789092164308,0.7834829133586468,0.6328196846929222,0.5995094632202393,0.6574352779382387,0.34595760535448916,0.32461916331727036,0.3796021867366839,0.01030702123817092,0.003084627038821318,0.02157608989774428,,,,-1.0,-1.0,-1.0
Open two-level probability,18,fixed_time_lineage,16,0.9502934069727305,0.9187953054884364,0.9880479806696583,0.7738381524133213,0.6225745858013115,0.8228995850935652,0.16199396637567562,0.15010978117448004,0.21497549323025966,0.02240949356297748,0.009015721599562296,0.09868454692338038,1.0,1.0,1.0,0.0,0.0,0.0
Open two-level probability,18,offline_centered_child,16,0.8635367190354403,0.8525301424917793,0.8730361709901352,0.8052469914373761,0.8015239625345449,0.808027582049046,0.18354725116955053,0.1827831861846435,0.18425992165481284,0.002789185635860548,0.00015985180487786748,0.006891317353655353,1.0,1.0,1.0,0.0,0.0,0.0
Open two-level probability,18,repeated_parent_reselection,16,0.8506213324128409,0.7635916465308941,0.9096479116327235,0.759065953647305,0.6255759185578718,0.8074195878930883,0.1768519034303649,0.15992902624173042,0.22757898976934587,0.12824893056611392,0.021119708488239707,0.2582403478758014,0.636766046087749,0.485841687280302,0.7899687540684807,35.0,15.25,47.5
Open two-level probability,18,wrong_fixed_child,16,0.48532965136347944,0.4038660683465654,0.5413358646876079,-0.030826301278106746,-0.30727373659894336,0.16558125184384748,0.34613938139132805,0.3317920752616682,0.373056520512982,0.9901816561121177,0.9135854391051533,1.0599147006611809,,,,-1.0,-1.0,-1.0
Open two-level probability,18,zero_other,16,0.0,0.0,0.0,0.0,0.0,0.0,0.3405647122065452,0.3405647122065452,0.3405647122065452,1.0,1.0,1.0,,,,-1.0,-1.0,-1.0
Open two-level probability,12,compressed_parent,16,0.8725405591991715,0.8060062133241284,0.9107697618225751,0.7180602783665733,0.3883185934618609,0.7458986087766262,0.21169732787408937,0.19437242216119938,0.27225877167710977,0.490513036274712,0.40231928475881606,0.5946986219416776,,,,-1.0,-1.0,-1.0
Open two-level probability,12,fixed_child_no_memory,16,0.6596479116327235,0.6501121850189852,0.6754401104590957,0.3747942067620076,0.3504024623476612,0.39233206612833765,0.6964189550812777,0.6608011501740763,0.7277876503172271,0.021233697732086235,0.0033467817268724824,0.045670187957282476,,,,-1.0,-1.0,-1.0
Open two-level probability,12,fixed_time_lineage,16,0.9018812564722126,0.8448394891266828,0.9332499137038315,0.7582947419849897,0.4782140155331396,0.7971921186178297,0.17424605949658134,0.1656420140825754,0.2712278841958232,0.052568687493628974,0.015455102736329933,0.15627708817693828,1.0,1.0,1.0,0.0,0.0,0.0
Open two-level probability,12,offline_centered_child,16,0.7583120204603581,0.7497259773474607,0.7669437340153453,0.5627319702189663,0.5521649378986022,0.5780555730309234,0.3656457960741618,0.3632830290748076,0.3665702263964182,0.0024504644967253486,0.0001757273460058514,0.015953119382479907,1.0,1.0,1.0,0.0,0.0,0.0
Open two-level probability,12,repeated_parent_reselection,16,0.7310148429409734,0.6708232654470142,0.7879703141180532,0.6438225903777162,0.38037649454073286,0.7489383081113592,0.23445880762957858,0.20319982376877202,0.3386739642557064,0.2683455818692994,0.1122239204839742,0.46000575192226223,0.5063793776851973,0.3544460356724385,0.625764874365317,51.0,24.25,85.25
Open two-level probability,12,wrong_fixed_child,16,0.4996548153261995,0.4118484639282016,0.5594580600621332,-0.0520933640851787,-0.27689789527374875,0.17592960928011186,0.3612510650933066,0.3412153556940363,0.4297247755156823,0.9961712686759246,0.8597398097996446,1.1409559692700648,,,,-1.0,-1.0,-1.0
Open two-level probability,12,zero_other,16,0.0,0.0,0.0,0.0,0.0,0.0,0.3405647122065452,0.3405647122065452,0.3405647122065452,1.0,1.0,1.0,,,,-1.0,-1.0,-1.0
Open two-level probability,6,compressed_parent,16,0.7548325854332067,0.7081463583016914,0.8161891612012426,0.47632700932982197,0.01568877318180953,0.5744710523819979,0.26795686818541375,0.22680861943556369,0.4402178779878342,0.5269975613815266,0.27388527993831363,0.7794843974468846,,,,-1.0,-1.0,-1.0
Open two-level probability,6,fixed_child_no_memory,16,0.58569209527097,0.5712806351397998,0.6068346565412496,0.19497521452150765,0.181428490429702,0.21617900119645792,1.3786538486342783,1.2954783328201878,1.4510824748528472,0.014865935059089593,0.0009296879645636569,0.04315756862267533,,,,-1.0,-1.0,-1.0
Open two-level probability,6,fixed_time_lineage,16,0.8168795305488437,0.7788660683465655,0.8662840869865378,0.610031072185986,0.2899646636431478,0.6927385244331314,0.26279554931885574,0.22471259806234353,0.38761220550351316,0.12288873909143826,0.03663983008069225,0.2812927966491105,1.0,1.0,1.0,0.0,0.0,0.0
Open two-level probability,6,offline_centered_child,16,0.6568322981366459,0.648839970770917,0.6609426379247352,0.3180989463471476,0.3026408599041542,0.337460776706155,0.7298219386018652,0.7258299157739688,0.731619273924114,0.015187310295153932,0.004003670618033235,0.0295406091201469,1.0,1.0,1.0,0.0,0.0,0.0
Open two-level probability,6,repeated_parent_reselection,16,0.5995857783914393,0.5234725578184329,0.708577839143942,0.21658555751472158,-0.12560574688647788,0.5056179717878873,0.4099917729964958,0.3362234844925414,0.5758986315163235,0.6138296800164876,0.158638565133972,1.0217816819337693,0.3450071605259732,0.25081369613331594,0.5077789350345007,38.0,20.0,63.0
Open two-level probability,6,wrong_fixed_child,16,0.48688298239558164,0.4053331032102175,0.5461253020365896,-0.04887977827231189,-0.2833436687543144,0.24773929424619742,0.42635440262916724,0.3844519045572302,0.5922251729223684,1.0108973726004853,0.6713415041994737,1.313616496637504,,,,-1.0,-1.0,-1.0
Open two-level probability,6,zero_other,16,0.0,0.0,0.0,0.0,0.0,0.0,0.3405647122065452,0.3405647122065452,0.3405647122065452,1.0,1.0,1.0,,,,-1.0,-1.0,-1.0
Open two-level probability,0,compressed_parent,16,0.6919226786330687,0.5927252329996548,0.732136693130825,0.31657448174427805,-0.04666087685690269,0.4649456732497942,0.34617731812946145,0.303022324164496,0.5349451337034506,0.4790488630930213,0.22969831893883907,0.8376510885473256,,,,-1.0,-1.0,-1.0
Open two-level probability,0,fixed_child_no_memory,16,0.5421125302036589,0.5324473593372454,0.5566534345875043,0.09811694891160014,0.08809905407282109,0.11806786103010046,2.7336651689345604,2.637258308417019,2.9184743462041416,0.060231871792484896,0.014333939444825881,0.10637785266612759,,,,-1.0,-1.0,-1.0
Open two-level probability,0,fixed_time_lineage,16,0.7290300310666207,0.6595184673800484,0.7645840524680704,0.40657541957605087,0.07656152952890226,0.5359040932161092,0.44522609844110606,0.37484559063316314,0.6459756955671403,0.22210096090158354,0.061437527799875685,0.5229196182822214,1.0,1.0,1.0,0.0,0.0,0.0
Open two-level probability,0,offline_centered_child,16,0.5835769090244793,0.5785531603945926,0.5902904640116916,0.16227295907242206,0.14428126342334543,0.1939945387674067,1.454456564247105,1.4476638305917475,1.4629733478513398,0.026640808995424488,0.003829092581042255,0.049301583731127786,1.0,1.0,1.0,0.0,0.0,0.0
Open two-level probability,0,repeated_parent_reselection,16,0.5908698653779771,0.4644028305143252,0.6725923369002416,0.20909979935257794,-0.19551787750260816,0.36640239054836166,0.6545979785598516,0.48097834163139574,0.7935729048372153,0.4911301920778431,0.08117813294065344,1.119858504831251,0.32704074990235643,0.20833875797422213,0.60125634682984,43.5,27.0,76.75
Open two-level probability,0,wrong_fixed_child,16,0.497842595788747,0.4019244045564377,0.55721435968243,-0.11418403121446456,-0.2598324250337204,0.2742352795376647,0.6484246352627407,0.49413706159137594,0.843401042296516,1.055591871268109,0.3049444590539985,1.5221819430180796,,,,-1.0,-1.0,-1.0
Open two-level probability,0,zero_other,16,0.0,0.0,0.0,0.0,0.0,0.0,0.3405647122065452,0.3405647122065452,0.3405647122065452,1.0,1.0,1.0,,,,-1.0,-1.0,-1.0
Open two-level probability,-6,compressed_parent,16,0.5724887814981015,0.5103986882982396,0.6690973420780117,0.08038562697012681,-0.1598550054735542,0.36582923407649376,0.7188812450922211,0.5972546874024901,1.0069702623573995,0.66234928706146,0.08842705853277999,1.2082035029162326,,,,-1.0,-1.0,-1.0
Open two-level probability,-6,fixed_child_no_memory,16,0.5237314463237832,0.5056523990334829,0.5448308595098378,0.05266557303760694,0.04519532261194523,0.06365899002193978,5.409946410831019,5.114331409939276,5.667404393815914,0.08102774679476152,0.00971850988650379,0.1542153632803917,,,,-1.0,-1.0,-1.0
Open two-level probability,-6,fixed_time_lineage,16,0.6442008974801519,0.551389368312047,0.7103469105971695,0.24919359405253372,-0.025695975056212163,0.4092522825243027,0.8668355641905328,0.6849635561329378,1.1270784493946444,0.3638264545827002,0.0012413873592827022,0.9114353694054007,1.0,1.0,1.0,0.0,0.0,0.0
Open two-level probability,-6,offline_centered_child,16,0.543569601753745,0.5365820241139935,0.5512879064669346,0.08600979516124789,0.07067800763982901,0.10306302653798834,2.9011696406837415,2.884542854147873,2.922100693249473,0.0392673561705857,0.0025757056919166925,0.1396430327262554,1.0,1.0,1.0,0.0,0.0,0.0
Open two-level probability,-6,repeated_parent_reselection,16,0.5453917846047636,0.45590265792198825,0.6087331722471523,-0.006923425559327023,-0.20280557189696446,0.2642032766805501,1.2149196005905238,1.0128384273875435,1.3676091324505357,0.9219207696178371,0.10547901789542623,1.66488335956248,0.2544590548105715,0.18067308944147897,0.4280692618148678,43.5,21.25,63.75
Open two-level probability,-6,wrong_fixed_child,16,0.48438039351052814,0.4191404901622368,0.5758111839834311,-0.08756618089761745,-0.2587981933277705,0.2230730874326563,1.1793261242941102,0.8984622706152596,1.3718601185686272,1.2407805751396555,0.16797820653255363,1.853234121872987,,,,-1.0,-1.0,-1.0
Open two-level probability,-6,zero_other,16,0.0,0.0,0.0,0.0,0.0,0.0,0.3405647122065452,0.3405647122065452,0.3405647122065452,1.0,1.0,1.0,,,,-1.0,-1.0,-1.0
Resistive capacitor coupling,24,compressed_parent,16,1.0,1.0,1.0,0.8776237548504282,0.8595067064479156,0.8967665805970553,0.04419520726004428,0.041852231522630436,0.04789352787001093,0.27651286945957504,0.15471563354825435,0.44697400765082873,,,,-1.0,-1.0,-1.0
Resistive capacitor coupling,24,fixed_child_no_memory,16,0.9008097165991903,0.8461538461538461,0.9676113360323887,0.5785673348009599,0.536449995608633,0.6228315788562462,0.12918118730459507,0.1211610793314872,0.14196535760312104,0.029108533616527377,0.0020506688642851624,0.07086358453169345,,,,-1.0,-1.0,-1.0
Resistive capacitor coupling,24,fixed_time_lineage,16,1.0,1.0,1.0,0.8867894254562314,0.8679706724349351,0.9016476222340795,0.09538169647340883,0.08455471229649487,0.11273157636902932,1.6557900581624336,1.4212354929845563,1.9502567076807482,1.0,1.0,1.0,0.0,0.0,0.0
Resistive capacitor coupling,24,offline_centered_child,16,0.951417004048583,0.9392712550607287,0.9878542510121457,0.8169779648154638,0.8115218165755593,0.8257904108587548,0.06606164834568545,0.06553557343115018,0.06636452422474812,0.014376941153615357,0.003459436955245757,0.04208799767697872,1.0,1.0,1.0,0.0,0.0,0.0
Resistive capacitor coupling,24,repeated_parent_reselection,16,1.0,1.0,1.0,0.8828546735376408,0.8650052298442173,0.8985703595074468,0.09621163581275086,0.08483218759357314,0.11387388688490549,1.5671833702720754,1.3353801481682512,1.9054943643923994,0.19808373255571754,0.13642991043532599,0.3321183086856905,25.0,13.0,42.0
Resistive capacitor coupling,24,wrong_fixed_child,16,1.0,0.9048582995951416,1.0,0.739636380310966,0.255884888085422,0.8764575728996858,0.07874347602961435,0.06487466303231185,0.09025379782238124,0.7600283404372625,0.5537674023605457,0.9156350841406367,,,,-1.0,-1.0,-1.0
Resistive capacitor coupling,24,zero_other,16,0.0,0.0,0.0,0.0,0.0,0.0,0.09321469516569102,0.09321469516569102,0.09321469516569102,1.0,1.0,1.0,,,,-1.0,-1.0,-1.0
Resistive capacitor coupling,18,compressed_parent,16,1.0,1.0,1.0,0.8740020643712951,0.7992011202599927,0.905898004427822,0.04847884628904278,0.044751780446446135,0.060490159686777845,0.39987699933847076,0.13669091201845443,0.8117478843430526,,,,-1.0,-1.0,-1.0
Resistive capacitor coupling,18,fixed_child_no_memory,16,0.7975708502024292,0.7489878542510122,0.8603238866396761,0.33425197343729973,0.28367795936005863,0.36640691614978693,0.2579880873598358,0.2391388004938219,0.2670287414884676,0.07616713663575944,0.03146716462608776,0.17073442181053916,,,,-1.0,-1.0,-1.0
