model,params_m,step,lambada_acc,lambada_ppl,arc_easy,arc_challenge,piqa,sciq,winogrande,wsc,logiqa
pythia-2.8b-deduped,2800,83000,0.6310886862022123,5.505920412808693,0.6195286195286195,0.28071672354948807,0.7274211099020674,0.877,0.579321231254933,0.3557692307692308,0.21044546850998463
pythia-2.8b-deduped,2800,93000,0.632835241606831,5.4667011356580995,0.6216329966329966,0.2883959044368601,0.7328618063112078,0.882,0.5832675611681136,0.36538461538461536,0.20890937019969277
pythia-2.8b-deduped,2800,103000,0.6396274015136814,5.190470804341289,0.6254208754208754,0.28498293515358364,0.733949945593036,0.868,0.5880031570639306,0.38461538461538464,0.2073732718894009
pythia-2.8b-deduped,2800,113000,0.6448670677275373,5.032317737657183,0.6338383838383839,0.29266211604095566,0.7459194776931447,0.881,0.5927387529597474,0.375,0.2119815668202765
pythia-2.8b-deduped,2800,123000,0.6520473510576363,4.995973508067712,0.6393097643097643,0.29266211604095566,0.7404787812840044,0.885,0.5927387529597474,0.38461538461538464,0.2227342549923195
pythia-2.8b-deduped,2800,133000,0.6512711042111391,5.047189067183689,0.6422558922558923,0.29436860068259385,0.7426550598476604,0.895,0.5951065509076559,0.36538461538461536,0.2196620583717358
pythia-2.8b-deduped,2800,143000,0.6514651659227635,5.001104404338956,0.6346801346801347,0.30119453924914674,0.7410228509249184,0.882,0.5824782951854776,0.38461538461538464,0.21351766513056836
pythia-6.9b-deduped,6900,0,0.0,8099775.50237831,0.25336700336700335,0.23378839590443687,0.5418933623503809,0.203,0.4861878453038674,0.36538461538461536,0.22427035330261136
pythia-6.9b-deduped,6900,1,0.0,8099775.50237831,0.25336700336700335,0.23378839590443687,0.5418933623503809,0.203,0.4861878453038674,0.36538461538461536,0.22427035330261136
pythia-6.9b-deduped,6900,2,0.0,8095331.315950896,0.25462962962962965,0.23378839590443687,0.5413492927094669,0.203,0.48855564325177586,0.36538461538461536,0.22427035330261136
pythia-6.9b-deduped,6900,4,0.0,7999089.348219215,0.25673400673400676,0.22610921501706485,0.543525571273123,0.206,0.4909234411996843,0.36538461538461536,0.2227342549923195
pythia-6.9b-deduped,6900,8,0.0,14927418.952704012,0.26262626262626265,0.20819112627986347,0.5380848748639826,0.206,0.4956590370955012,0.36538461538461536,0.21505376344086022
pythia-6.9b-deduped,6900,16,0.0,9959261.993128017,0.2680976430976431,0.2090443686006826,0.5331882480957563,0.192,0.494869771112865,0.36538461538461536,0.2196620583717358
pythia-6.9b-deduped,6900,32,0.0,8173172.814851572,0.25715488215488214,0.189419795221843,0.5321001088139282,0.19,0.4877663772691397,0.6346153846153846,0.2012288786482335
pythia-6.9b-deduped,6900,64,0.0,4064791.1906458344,0.25925925925925924,0.19880546075085323,0.5244831338411317,0.204,0.47592738752959746,0.6346153846153846,0.2012288786482335
pythia-6.9b-deduped,6900,128,0.0,2700062.658483277,0.26304713804713803,0.20563139931740615,0.5266594124047879,0.19,0.500394632991318,0.6346153846153846,0.1935483870967742
pythia-6.9b-deduped,6900,256,0.0,726368.3339066732,0.2748316498316498,0.20819112627986347,0.5364526659412405,0.214,0.5122336227308603,0.6346153846153846,0.21505376344086022
pythia-6.9b-deduped,6900,512,0.0,170991.08883572184,0.2769360269360269,0.17491467576791808,0.5348204570184983,0.248,0.5201262825572218,0.6346153846153846,0.18740399385560677
pythia-6.9b-deduped,6900,1000,0.03202018241800893,6010.136942605703,0.30134680134680136,0.18686006825938567,0.5478781284004353,0.41,0.5059194948697711,0.36538461538461536,0.1858678955453149
pythia-6.9b-deduped,6900,3000,0.3011837764409082,47.358620588709385,0.42845117845117847,0.17235494880546076,0.6256800870511425,0.73,0.5035516969218626,0.41346153846153844,0.22119815668202766
pythia-6.9b-deduped,6900,13000,0.5144575975160101,10.219578213223699,0.5517676767676768,0.22866894197952217,0.690968443960827,0.828,0.5311760063141279,0.36538461538461536,0.21351766513056836
pythia-6.9b-deduped,6900,23000,0.5767514069474092,7.175217334314027,0.5837542087542088,0.24829351535836178,0.7105549510337323,0.831,0.56353591160221,0.36538461538461536,0.19201228878648233
pythia-6.9b-deduped,6900,33000,0.5938288375703473,6.530326641904297,0.6115319865319865,0.2721843003412969,0.7279651795429815,0.864,0.5737963693764798,0.3557692307692308,0.22119815668202766
pythia-6.9b-deduped,6900,43000,0.6149815641373957,5.950196799336518,0.627104377104377,0.2781569965870307,0.7247007616974973,0.875,0.585635359116022,0.40384615384615385,0.21812596006144394
pythia-6.9b-deduped,6900,53000,0.6444789443042888,5.1347781528062875,0.6317340067340067,0.2901023890784983,0.7404787812840044,0.888,0.5982636148382005,0.36538461538461536,0.2304147465437788
pythia-6.9b-deduped,6900,63000,0.6448670677275373,5.200285063980598,0.6481481481481481,0.2883959044368601,0.7323177366702938,0.898,0.5951065509076559,0.3557692307692308,0.20583717357910905
pythia-6.9b-deduped,6900,73000,0.6462254997089074,4.930018080740738,0.6498316498316499,0.2977815699658703,0.7372143634385201,0.898,0.5935280189423836,0.375,0.20890937019969277
pythia-6.9b-deduped,6900,83000,0.6720357073549389,4.648599254795382,0.6607744107744108,0.2960750853242321,0.7486398258977149,0.905,0.6045777426992897,0.36538461538461536,0.2411674347158218
pythia-6.9b-deduped,6900,93000,0.6699010285270716,4.48337862995734,0.6670875420875421,0.3191126279863481,0.7464635473340587,0.896,0.6235201262825573,0.36538461538461536,0.22734254992319508
pythia-6.9b-deduped,6900,103000,0.6755288181641762,4.391958975549276,0.6675084175084175,0.3165529010238908,0.749727965179543,0.906,0.6148382004735596,0.41346153846153844,0.2196620583717358
pythia-6.9b-deduped,6900,113000,0.6836794100523966,4.329285826337372,0.6755050505050505,0.3302047781569966,0.7464635473340587,0.906,0.6195737963693765,0.375,0.22887864823348694
pythia-6.9b-deduped,6900,123000,0.6867843974383854,4.114482602741203,0.6788720538720538,0.3302047781569966,0.7535364526659413,0.913,0.6140489344909235,0.3942307692307692,0.21658986175115208
pythia-6.9b-deduped,6900,133000,0.6836794100523966,4.2253885854667805,0.6797138047138047,0.32764505119453924,0.7546245919477693,0.909,0.6227308602999211,0.5384615384615384,0.22734254992319508
pythia-6.9b-deduped,6900,143000,0.6889190762662527,4.158266343254968,0.686026936026936,0.3310580204778157,0.7600652883569097,0.911,0.6306235201262825,0.4423076923076923,0.21505376344086022
pythia-12b-deduped,12000,0,0.0,11712367.351313166,0.257996632996633,0.2175767918088737,0.5174102285092492,0.201,0.4972375690607735,0.6346153846153846,0.21658986175115208
pythia-12b-deduped,12000,1,0.0,11712367.351313166,0.257996632996633,0.2175767918088737,0.5174102285092492,0.201,0.4972375690607735,0.6346153846153846,0.21658986175115208
pythia-12b-deduped,12000,2,0.0,11698560.391417136,0.25673400673400676,0.2167235494880546,0.5179542981501633,0.2,0.4996053670086819,0.6346153846153846,0.21658986175115208
pythia-12b-deduped,12000,4,0.0,11473255.11523549,0.25757575757575757,0.2158703071672355,0.5195865070729053,0.208,0.5019731649565904,0.6346153846153846,0.22119815668202766
pythia-12b-deduped,12000,8,0.0,671810573.1840838,0.25673400673400676,0.20392491467576793,0.528835690968444,0.21,0.48303078137332284,0.6346153846153846,0.2073732718894009
pythia-12b-deduped,12000,16,0.0,23605350.910228238,0.26936026936026936,0.19539249146757678,0.514689880304679,0.204,0.4972375690607735,0.6346153846153846,0.19969278033794163
pythia-12b-deduped,12000,32,0.0,8986223.798813619,0.26641414141414144,0.19027303754266212,0.514145810663765,0.209,0.49171270718232046,0.6346153846153846,0.21658986175115208
pythia-12b-deduped,12000,64,0.0,4797739.6348531395,0.2727272727272727,0.1825938566552901,0.5168661588683352,0.204,0.47987371744277824,0.6346153846153846,0.1966205837173579
pythia-12b-deduped,12000,128,0.0,2434934.0766283595,0.27104377104377103,0.19283276450511946,0.5184983677910773,0.194,0.5090765588003157,0.6346153846153846,0.19201228878648233
pythia-12b-deduped,12000,256,0.0,873510.1177685236,0.265993265993266,0.197098976109215,0.5369967355821545,0.21,0.5019731649565904,0.6346153846153846,0.1935483870967742
pythia-12b-deduped,12000,512,0.0,157621.12596752122,0.2697811447811448,0.1825938566552901,0.5408052230685527,0.242,0.5130228887134964,0.6346153846153846,0.19815668202764977
pythia-12b-deduped,12000,1000,0.030079565301765962,5314.641671113494,0.2962962962962963,0.19112627986348124,0.5620239390642002,0.435,0.5035516969218626,0.5576923076923077,0.1935483870967742
pythia-12b-deduped,12000,3000,0.3475645255191151,32.58271672415868,0.4444444444444444,0.19539249146757678,0.6430903155603918,0.729,0.4980268350434096,0.34615384615384615,0.2119815668202765
pythia-12b-deduped,12000,13000,0.5261013002134679,9.245085794000516,0.5551346801346801,0.22866894197952217,0.7013057671381937,0.831,0.5248618784530387,0.36538461538461536,0.21351766513056836
pythia-12b-deduped,12000,23000,0.5957694546865904,6.6396067124033324,0.5942760942760943,0.26109215017064846,0.720348204570185,0.861,0.5524861878453039,0.36538461538461536,0.2073732718894009
pythia-12b-deduped,12000,33000,0.6285658839510965,5.581729792778012,0.6212121212121212,0.2832764505119454,0.73449401523395,0.882,0.5816890292028414,0.5769230769230769,0.2304147465437788
pythia-12b-deduped,12000,43000,0.6473898699786532,5.211636726493541,0.6393097643097643,0.2713310580204778,0.7410228509249184,0.899,0.6029992107340174,0.36538461538461536,0.2119815668202765
pythia-12b-deduped,12000,53000,0.6578692024063653,4.796871041901922,0.6582491582491582,0.2935153583617747,0.749727965179543,0.906,0.6243093922651933,0.36538461538461536,0.23195084485407066
pythia-12b-deduped,12000,63000,0.6708713370851931,4.651232272544664,0.6641414141414141,0.2960750853242321,0.7453754080522307,0.918,0.6148382004735596,0.6153846153846154,0.21351766513056836
pythia-12b-deduped,12000,73000,0.6823209780710265,4.391023410331293,0.6654040404040404,0.295221843003413,0.749183895538629,0.917,0.6148382004735596,0.375,0.2457757296466974
pythia-12b-deduped,12000,83000,0.6920240636522415,4.242185400791759,0.6822390572390572,0.31569965870307165,0.750816104461371,0.912,0.6345698500394633,0.36538461538461536,0.2304147465437788
pythia-12b-deduped,12000,93000,0.6968756064428488,4.028653713741089,0.6906565656565656,0.3250853242320819,0.7546245919477693,0.925,0.6361483820047356,0.5,0.2196620583717358
pythia-12b-deduped,12000,103000,0.6984281001358432,4.0406636007102525,0.6872895622895623,0.32849829351535836,0.7584330794341676,0.925,0.6503551696921863,0.36538461538461536,0.21505376344086022
pythia-12b-deduped,12000,113000,0.7071608771589365,3.9554172095322877,0.696969696969697,0.3370307167235495,0.7606093579978237,0.924,0.6479873717442778,0.46153846153846156,0.2119815668202765
pythia-12b-deduped,12000,123000,0.7151174073355328,3.7703535624577325,0.7066498316498316,0.3361774744027304,0.7633297062023939,0.924,0.6511444356748224,0.3557692307692308,0.21044546850998463
pythia-12b-deduped,12000,133000,0.7083252474286823,3.850732436133652,0.7087542087542088,0.3378839590443686,0.7595212187159956,0.926,0.6511444356748224,0.47115384615384615,0.2227342549923195
pythia-12b-deduped,12000,143000,0.7096836794100524,3.8739257392229773,0.7079124579124579,0.3319112627986348,0.7627856365614799,0.929,0.65982636148382,0.3942307692307692,0.22427035330261136
