scale_days,horizon_windows,candidate_model,control,n,mae,rmse,bias,r2,improvement_vs_clock_pct
7,4,clock_pole_diara,traversal_reflected,499,0.0002667206668635347,0.00035046778559583543,0.00013125133189204307,0.6859201702496847,0.8155844921456288
7,4,clock_pole_diara,pole_year_blocks_permuted,499,0.00026808824508068186,0.0003538012577413361,0.00014117137940739127,0.67991701925132,0.30702830216573196
7,4,full_child,real_pole_child,499,0.00026786136171265954,0.00032898625502918014,-9.977453292614656e-05,0.7232425343407969,0.39139857054565047
7,4,full_child,pole_shift_365d,499,0.00026181939204035433,0.00032406880092054896,-8.790238062632637e-05,0.7314542508802002,2.638203205187576
7,4,full_child,pole_reversed_chronology,499,0.00029037892559210615,0.0003820417693903209,0.0001809871319089423,0.6267794630337162,-7.9821235802008506
7,4,full_child,traversal_reflected,499,0.0002669098391374029,0.00032816996049367907,-9.726447859833266e-05,0.7246142349986435,0.7452377071193586
7,4,full_child,pole_year_blocks_permuted,499,0.0002849857018618532,0.00036668651834910265,4.397613893594497e-05,0.6561779514199061,-5.976565669452538
30,1,clock_raw_pole,real_pole_child,117,0.00024468800682771316,0.0002865328573424746,-0.00016137122828835336,0.7518634037063978,-16.330989868085346
30,1,clock_raw_pole,pole_shift_365d,117,0.00023892907151721533,0.0002817055761912961,-0.00014811073380955212,0.7601537974543471,-13.593043476915494
30,1,clock_raw_pole,pole_reversed_chronology,117,0.00022533698224230117,0.00029623800401173636,0.00016639232293031786,0.7347694748828351,-7.131013644617771
30,1,clock_raw_pole,traversal_reflected,117,0.00024468800682771316,0.0002865328573424746,-0.00016137122828835336,0.7518634037063978,-16.330989868085346
30,1,clock_raw_pole,pole_year_blocks_permuted,117,0.0002443887120650065,0.0003071801305625395,7.078023440944176e-05,0.7148140007626025,-16.188697417959208
30,1,clock_pole_diara,real_pole_child,117,0.0002105639010240524,0.00027783206976590594,0.00011873145919190642,0.7667043140535159,-0.10750978024342203
30,1,clock_pole_diara,pole_shift_365d,117,0.00020870017662363995,0.00027777593862374136,0.00011958490892617066,0.7667985712103745,0.7785528721608681
30,1,clock_pole_diara,pole_reversed_chronology,117,0.00021378054833817023,0.00028449879319663224,0.00012861941145071989,0.7553738859813695,-1.636786882783722
30,1,clock_pole_diara,traversal_reflected,117,0.00020211296474175128,0.0002617034569306835,6.152154535891082e-05,0.7930045123598604,3.9102833097318377
30,1,clock_pole_diara,pole_year_blocks_permuted,117,0.00020997989985150812,0.0002791903231094919,0.00012195657069557799,0.7644176866872524,0.17013944076655213
30,1,full_child,real_pole_child,117,0.00024605737596404087,0.0002896980040146396,-0.00016642766053236456,0.7463511104582865,-16.982023276665817
30,1,full_child,pole_shift_365d,117,0.0002397096327043309,0.0002833557824873429,-0.00015226245929708324,0.7573355715108308,-13.964142398873276
30,1,full_child,pole_reversed_chronology,117,0.00022832445049129603,0.00029835355586531955,0.0001684747493183924,0.730967717708163,-8.551333108210242
30,1,full_child,traversal_reflected,117,0.00027580593034300045,0.00032079128287106225,-0.00021284056204681114,0.6889808887327009,-31.12525335530889
30,1,full_child,pole_year_blocks_permuted,117,0.00024381535330407137,0.00030656201478942784,7.061218260763619e-05,0.7159605632602868,-15.91610787393595
30,2,clock_raw_pole,real_pole_child,117,0.0004276855990566056,0.0004907282476477726,-0.00034012665068220056,0.27217984984836174,-27.28582779308617
30,2,clock_raw_pole,pole_shift_365d,117,0.0004098832785291627,0.0004759102392764076,-0.00031253534751131623,0.3154706763993823,-21.987582750532127
30,2,clock_raw_pole,pole_reversed_chronology,117,0.00037378650346020406,0.0004950894614956055,0.0002963884208494976,0.25918575724990023,-11.24462599573822
30,2,clock_raw_pole,traversal_reflected,117,0.0004276855990566056,0.0004907282476477726,-0.00034012665068220056,0.27217984984836174,-27.28582779308617
30,2,clock_raw_pole,pole_year_blocks_permuted,117,0.00041329531396142895,0.000548079815313846,0.00014084554686221798,0.09211764456698002,-23.00305709760703
30,2,clock_pole_diara,real_pole_child,117,0.0003325003186281686,0.0004605908364874424,0.00021509651251324564,0.3588309561079879,1.042779108281786
30,2,clock_pole_diara,pole_shift_365d,117,0.0003328506394932484,0.0004612268764369214,0.000217197058480397,0.3570589247507725,0.9385182180315008
30,2,clock_pole_diara,pole_reversed_chronology,117,0.0003454651084177187,0.00047599714716100157,0.00024356454409493384,0.3152206442610017,-2.8157422077651897
30,2,clock_pole_diara,traversal_reflected,117,0.0003227836251380846,0.00045064383831477315,0.0001898225241748123,0.3862255101521046,3.934616890580689
30,2,clock_pole_diara,pole_year_blocks_permuted,117,0.0003424657422981841,0.0004721776837288892,0.00024013346799213036,0.32616607201371883,-1.923084610171009
30,2,full_child,real_pole_child,117,0.0004371965938458246,0.000501921925414266,-0.0003547572484796178,0.2385975076497463,-30.116446470806114
30,2,full_child,pole_shift_365d,117,0.0004165245446754133,0.0004837933189052884,-0.0003247864082194106,0.29260547779932466,-23.964125942270087
