run,field_g,detector_label_shift,full_inversion_error
EMU00066584,20.0,52,1.46946466290809
EMU00066584,20.0,53,1.4642202734411853
EMU00066584,20.0,54,1.4680003109120572
EMU00066584,20.0,55,1.4634116376084103
EMU00066584,20.0,56,1.4636006346080095
EMU00066584,20.0,57,1.4723198182858819
EMU00066584,20.0,58,1.4729193921122354
EMU00066584,20.0,59,1.4774896671459246
EMU00066584,20.0,60,1.487044266801859
EMU00066584,20.0,61,1.4843760130485169
EMU00066584,20.0,62,1.4900041647878635
EMU00066584,20.0,63,1.4993632581843954
EMU00066584,20.0,64,1.4924066617594545
EMU00066584,20.0,65,1.4944408176025392
EMU00066584,20.0,66,1.5006287746634117
EMU00066584,20.0,67,1.4889625207940747
EMU00066584,20.0,68,1.4846483404299649
EMU00066584,20.0,69,1.4882088340848378
EMU00066584,20.0,70,1.4665662163970277
EMU00066584,20.0,71,1.454519828671771
EMU00066584,20.0,72,1.4524595262831341
EMU00066584,20.0,73,1.4264442601324456
EMU00066584,20.0,74,1.4026575512849326
EMU00066584,20.0,75,1.392733869294443
EMU00066584,20.0,76,1.3608715798347317
EMU00066584,20.0,77,1.3265949087817739
EMU00066584,20.0,78,1.3073502545925912
EMU00066584,20.0,79,1.2728171903954846
EMU00066584,20.0,80,1.2290908914347656
EMU00066584,20.0,81,1.1948054013540856
EMU00066584,20.0,82,1.1639484391940267
EMU00066584,20.0,83,1.1081664940680516
EMU00066584,20.0,84,1.0622500958711278
EMU00066584,20.0,85,1.0344056332017113
EMU00066584,20.0,86,0.972215267140703
EMU00066584,20.0,87,0.9085647847719712
EMU00066584,20.0,88,0.8977939569284287
EMU00066584,20.0,89,0.8260796641022286
EMU00066584,20.0,90,0.7381061414285547
EMU00066584,20.0,91,0.7465417547882212
EMU00066584,20.0,92,0.6777857574842662
EMU00066584,20.0,93,0.5652055706442282
EMU00066584,20.0,94,0.5992234147999821
EMU00066584,20.0,95,0.5480441216168503
EMU00066578,63.0,0,0.7003642694975871
EMU00066578,63.0,1,0.8125933865847118
EMU00066578,63.0,2,0.8647947239273712
EMU00066578,63.0,3,0.8209380960598679
EMU00066578,63.0,4,0.9313383223465713
EMU00066578,63.0,5,1.0175084961317644
EMU00066578,63.0,6,1.0247630472463782
EMU00066578,63.0,7,1.1180488890924798
EMU00066578,63.0,8,1.209375842204987
EMU00066578,63.0,9,1.2423304886817297
EMU00066578,63.0,10,1.3140398507360198
EMU00066578,63.0,11,1.3949912163148694
EMU00066578,63.0,12,1.456732429914645
EMU00066578,63.0,13,1.50971274452347
EMU00066578,63.0,14,1.576670931698359
EMU00066578,63.0,15,1.6340416875608155
EMU00066578,63.0,16,1.653735342663442
EMU00066578,63.0,17,1.7007023053146346
EMU00066578,63.0,18,1.7569249817597028
EMU00066578,63.0,19,1.7580619532655337
EMU00066578,63.0,20,1.7817673282433382
EMU00066578,63.0,21,1.8332078153378923
EMU00066578,63.0,22,1.8119457634107183
EMU00066578,63.0,23,1.8183397477035383
EMU00066578,63.0,24,1.8475894706593066
EMU00066578,63.0,25,1.8026365679424674
EMU00066578,63.0,26,1.7920562568912435
EMU00066578,63.0,27,1.8032040112946273
EMU00066578,63.0,28,1.747726455306179
EMU00066578,63.0,29,1.7057033379407869
EMU00066578,63.0,30,1.6978102858546982
EMU00066578,63.0,31,1.6379472989878319
EMU00066578,63.0,32,1.578627497037899
EMU00066578,63.0,33,1.5379666666201404
EMU00066578,63.0,34,1.4860160595129497
EMU00066578,63.0,35,1.4044295948864578
EMU00066578,63.0,36,1.3477862719131382
EMU00066578,63.0,37,1.3000135309075556
EMU00066578,63.0,38,1.2188184696389293
EMU00066578,63.0,39,1.1251697596094399
EMU00066578,63.0,40,1.097966384993658
EMU00066578,63.0,41,1.0234473575608425
EMU00066578,63.0,42,0.9079751313926862
EMU00066578,63.0,43,0.9306741224307007
EMU00066578,63.0,44,0.8697551096116796
EMU00066578,63.0,45,0.7486462329533725
EMU00066578,63.0,46,0.8040965308442063
EMU00066578,63.0,47,0.8049304968096911
EMU00066578,63.0,48,0.7231177975444093
EMU00066578,63.0,49,0.8296319171348262
EMU00066578,63.0,50,0.8613665842792555
EMU00066578,63.0,51,0.829739028271348
EMU00066578,63.0,52,0.9289944260507943
EMU00066578,63.0,53,1.0119305125988753
EMU00066578,63.0,54,1.0218875402857799
EMU00066578,63.0,55,1.1184748590855047
EMU00066578,63.0,56,1.2111026648761982
EMU00066578,63.0,57,1.2468626730697099
EMU00066578,63.0,58,1.3190041156738879
EMU00066578,63.0,59,1.4033579814121044
EMU00066578,63.0,60,1.4601109053339099
EMU00066578,63.0,61,1.500500679357107
EMU00066578,63.0,62,1.5732624014061107
EMU00066578,63.0,63,1.633206812208256
EMU00066578,63.0,64,1.657068978921689
EMU00066578,63.0,65,1.7066990915845532
EMU00066578,63.0,66,1.7611910795937347
EMU00066578,63.0,67,1.7606904801940106
EMU00066578,63.0,68,1.7900395260044408
EMU00066578,63.0,69,1.8363742687985967
EMU00066578,63.0,70,1.8076988377252698
EMU00066578,63.0,71,1.817731629252612
EMU00066578,63.0,72,1.8472951309033094
EMU00066578,63.0,73,1.806124925022452
EMU00066578,63.0,74,1.791670923163496
EMU00066578,63.0,75,1.8030024400437494
EMU00066578,63.0,76,1.7474834748011203
EMU00066578,63.0,77,1.71202603000219
EMU00066578,63.0,78,1.6981263398625215
EMU00066578,63.0,79,1.6412141276939651
EMU00066578,63.0,80,1.577017833566078
EMU00066578,63.0,81,1.5443594442010762
EMU00066578,63.0,82,1.4855637740755656
EMU00066578,63.0,83,1.407981290080938
EMU00066578,63.0,84,1.3468948473725242
EMU00066578,63.0,85,1.2989995804658028
EMU00066578,63.0,86,1.2144513073142018
EMU00066578,63.0,87,1.1336639901058199
EMU00066578,63.0,88,1.1089699041485392
EMU00066578,63.0,89,1.024545181865136
EMU00066578,63.0,90,0.9062948395128049
EMU00066578,63.0,91,0.921441968987328
EMU00066578,63.0,92,0.871088484178099
EMU00066578,63.0,93,0.7485314772635454
EMU00066578,63.0,94,0.8218835880271181
EMU00066578,63.0,95,0.8081811331385247
EMU00066579,160.0,0,0.7909398444984995
EMU00066579,160.0,1,0.8956273064718631
EMU00066579,160.0,2,0.9336313582472027
EMU00066579,160.0,3,0.8914541722129639
EMU00066579,160.0,4,0.9822711112110818
EMU00066579,160.0,5,1.0457393706671079
EMU00066579,160.0,6,1.052976092860891
EMU00066579,160.0,7,1.1443922337638412
EMU00066579,160.0,8,1.2286125446645935
EMU00066579,160.0,9,1.2541617170186672
EMU00066579,160.0,10,1.3238620358656044
EMU00066579,160.0,11,1.4084284067185522
EMU00066579,160.0,12,1.4521081576911
EMU00066579,160.0,13,1.4987498834796644
EMU00066579,160.0,14,1.5683201591358549
EMU00066579,160.0,15,1.6258889766556333
EMU00066579,160.0,16,1.6590734409062566
EMU00066579,160.0,17,1.7005641800549047
EMU00066579,160.0,18,1.7668428072136253
EMU00066579,160.0,19,1.7638411180035662
EMU00066579,160.0,20,1.794679160778426
EMU00066579,160.0,21,1.8468768539180829
EMU00066579,160.0,22,1.825191401562502
EMU00066579,160.0,23,1.8324196519216351
EMU00066579,160.0,24,1.8705570409657455
EMU00066579,160.0,25,1.8390194450052944
EMU00066579,160.0,26,1.8234382002161833
EMU00066579,160.0,27,1.82824679297453
EMU00066579,160.0,28,1.7914363740862784
EMU00066579,160.0,29,1.753939324902477
EMU00066579,160.0,30,1.7436659051772883
EMU00066579,160.0,31,1.702208950490615
EMU00066579,160.0,32,1.6370191473471445
EMU00066579,160.0,33,1.6150023441661692
EMU00066579,160.0,34,1.5553797464496315
EMU00066579,160.0,35,1.4859058408802874
EMU00066579,160.0,36,1.440372995494231
EMU00066579,160.0,37,1.3797531441032636
EMU00066579,160.0,38,1.3129695094205323
EMU00066579,160.0,39,1.2314882406989274
EMU00066579,160.0,40,1.2064733410056325
EMU00066579,160.0,41,1.1266240010610498
EMU00066579,160.0,42,1.019545362601259
EMU00066579,160.0,43,1.036563996473408
EMU00066579,160.0,44,0.9649638074962557
EMU00066579,160.0,45,0.8721212711173522
EMU00066579,160.0,46,0.9131081271155201
EMU00066579,160.0,47,0.8898625590458713
EMU00066579,160.0,48,0.8172088903713247
EMU00066579,160.0,49,0.9130855514649537
EMU00066579,160.0,50,0.9279245310963025
EMU00066579,160.0,51,0.8881912018644791
EMU00066579,160.0,52,0.9936218528431267
EMU00066579,160.0,53,1.0421464679854464
EMU00066579,160.0,54,1.0610888695329945
EMU00066579,160.0,55,1.1480561520160315
EMU00066579,160.0,56,1.2226386583256943
EMU00066579,160.0,57,1.2489743521381689
EMU00066579,160.0,58,1.3121707557145432
EMU00066579,160.0,59,1.406283635362449
EMU00066579,160.0,60,1.4498606765271689
EMU00066579,160.0,61,1.503166290247307
EMU00066579,160.0,62,1.5703765392145828
EMU00066579,160.0,63,1.627921546501965
EMU00066579,160.0,64,1.6420184478963238
EMU00066579,160.0,65,1.7052675993894182
EMU00066579,160.0,66,1.7616772088985497
EMU00066579,160.0,67,1.7590173664784785
EMU00066579,160.0,68,1.7941965253707417
EMU00066579,160.0,69,1.8425149085988826
EMU00066579,160.0,70,1.8278943591875705
EMU00066579,160.0,71,1.8246095909365745
EMU00066579,160.0,72,1.8740163103973668
EMU00066579,160.0,73,1.8335458606899475
EMU00066579,160.0,74,1.8158885428690128
EMU00066579,160.0,75,1.8370781157966967
EMU00066579,160.0,76,1.7947783808488227
EMU00066579,160.0,77,1.75443207564342
EMU00066579,160.0,78,1.7454869940793536
EMU00066579,160.0,79,1.6915114944517637
EMU00066579,160.0,80,1.6399836313989093
EMU00066579,160.0,81,1.6160870148906672
EMU00066579,160.0,82,1.5608989542938914
EMU00066579,160.0,83,1.4819529710472954
EMU00066579,160.0,84,1.425174681109523
EMU00066579,160.0,85,1.3869746541698353
EMU00066579,160.0,86,1.29816720439756
EMU00066579,160.0,87,1.2213660995960942
EMU00066579,160.0,88,1.2054611031046754
EMU00066579,160.0,89,1.1175533703478764
EMU00066579,160.0,90,1.0333776918317634
EMU00066579,160.0,91,1.031361315507585
EMU00066579,160.0,92,0.9743386332534542
EMU00066579,160.0,93,0.8764732480514154
EMU00066579,160.0,94,0.918175100061617
EMU00066579,160.0,95,0.9145122600126224
EMU00066580,400.0,0,1.2285603768981441
EMU00066580,400.0,1,1.2706445877828727
EMU00066580,400.0,2,1.2866903548477122
EMU00066580,400.0,3,1.2761025779758284
EMU00066580,400.0,4,1.292058861406667
EMU00066580,400.0,5,1.3278701845365324
EMU00066580,400.0,6,1.2809433623398543
EMU00066580,400.0,7,1.3427848893617056
EMU00066580,400.0,8,1.355486965751159
EMU00066580,400.0,9,1.370800938076258
EMU00066580,400.0,10,1.3880753574338716
EMU00066580,400.0,11,1.4188150695622306
EMU00066580,400.0,12,1.4353100395311338
EMU00066580,400.0,13,1.4382305399531599
EMU00066580,400.0,14,1.4758891895315567
EMU00066580,400.0,15,1.4904458806799015
EMU00066580,400.0,16,1.4952618066066385
EMU00066580,400.0,17,1.5280805591118454
EMU00066580,400.0,18,1.5611603980782285
EMU00066580,400.0,19,1.5344015445999972
EMU00066580,400.0,20,1.564278456106421
EMU00066580,400.0,21,1.5600480354083734
EMU00066580,400.0,22,1.5647848172512835
EMU00066580,400.0,23,1.560288682092173
EMU00066580,400.0,24,1.5917199883908768
EMU00066580,400.0,25,1.577548896166947
EMU00066580,400.0,26,1.5668736911370802
EMU00066580,400.0,27,1.5774417246438834
EMU00066580,400.0,28,1.5346998296867695
EMU00066580,400.0,29,1.5292396543700966
EMU00066580,400.0,30,1.5135356090779826
EMU00066580,400.0,31,1.4841483055330684
EMU00066580,400.0,32,1.4748616689071012
EMU00066580,400.0,33,1.463666615895118
EMU00066580,400.0,34,1.445172984473558
EMU00066580,400.0,35,1.4490629249624694
EMU00066580,400.0,36,1.4287362347485937
EMU00066580,400.0,37,1.3924912368320665
EMU00066580,400.0,38,1.3523974289248353
EMU00066580,400.0,39,1.3239029277535908
EMU00066580,400.0,40,1.3298706477842177
EMU00066580,400.0,41,1.301100810890354
EMU00066580,400.0,42,1.2667744218868073
EMU00066580,400.0,43,1.2967303637470309
EMU00066580,400.0,44,1.2832252130882054
EMU00066580,400.0,45,1.2463784171003083
EMU00066580,400.0,46,1.2627605768315404
EMU00066580,400.0,47,1.2465801733178037
EMU00066580,400.0,48,1.2421453968581833
EMU00066580,400.0,49,1.2530687372924147
EMU00066580,400.0,50,1.2626187003337155
EMU00066580,400.0,51,1.2493010056862037
EMU00066580,400.0,52,1.290977076386458
EMU00066580,400.0,53,1.2790281721364314
EMU00066580,400.0,54,1.3169695033668811
EMU00066580,400.0,55,1.339575401574271
EMU00066580,400.0,56,1.3683329609565953
EMU00066580,400.0,57,1.36474979515801
EMU00066580,400.0,58,1.372747086011107
EMU00066580,400.0,59,1.4288801028179783
EMU00066580,400.0,60,1.449277201755568
EMU00066580,400.0,61,1.4321962721623174
EMU00066580,400.0,62,1.494710994146369
EMU00066580,400.0,63,1.5003385822444
EMU00066580,400.0,64,1.503223592183432
EMU00066580,400.0,65,1.519562770642684
EMU00066580,400.0,66,1.5512177396651745
EMU00066580,400.0,67,1.5345026189246922
EMU00066580,400.0,68,1.5585134701099068
EMU00066580,400.0,69,1.5735855946738624
EMU00066580,400.0,70,1.5700039631533862
EMU00066580,400.0,71,1.5792400068292332
EMU00066580,400.0,72,1.5859242993234381
EMU00066580,400.0,73,1.5774860391701448
EMU00066580,400.0,74,1.5474845489898834
EMU00066580,400.0,75,1.5601830005424426
EMU00066580,400.0,76,1.5352082734256107
EMU00066580,400.0,77,1.5417419882059826
EMU00066580,400.0,78,1.5146025676616384
EMU00066580,400.0,79,1.504683845296902
EMU00066580,400.0,80,1.5029757784278115
EMU00066580,400.0,81,1.4676477216039836
EMU00066580,400.0,82,1.4618854559207004
EMU00066580,400.0,83,1.4461916582479688
EMU00066580,400.0,84,1.411504456268082
EMU00066580,400.0,85,1.3986516795374158
EMU00066580,400.0,86,1.3715863827190964
EMU00066580,400.0,87,1.3357959159106116
EMU00066580,400.0,88,1.342213472871375
EMU00066580,400.0,89,1.2949635487105737
EMU00066580,400.0,90,1.2691047157458308
EMU00066580,400.0,91,1.2899292450326079
EMU00066580,400.0,92,1.2661009895423487
EMU00066580,400.0,93,1.2480147816239926
EMU00066580,400.0,94,1.268719251753965
EMU00066580,400.0,95,1.2818173345105544
