run,split,field_g,phase_turns,detector,share_residual,phase_bin_weight
EMU00066571,validation,25.0,0.07291666666666667,44,0.00017020610073673062,452847.0
EMU00066571,validation,25.0,0.07291666666666667,45,5.225366625830576e-05,452847.0
EMU00066571,validation,25.0,0.07291666666666667,46,-0.00014123220111340867,452847.0
EMU00066571,validation,25.0,0.07291666666666667,47,-0.00016023704254171088,452847.0
EMU00066571,validation,25.0,0.07291666666666667,48,6.55457713250022e-05,452847.0
EMU00066571,validation,25.0,0.07291666666666667,49,0.0002504715143123384,452847.0
EMU00066571,validation,25.0,0.07291666666666667,50,0.000314341628302249,452847.0
EMU00066571,validation,25.0,0.07291666666666667,51,0.00015702374877945045,452847.0
EMU00066571,validation,25.0,0.07291666666666667,52,0.00036598230707141506,452847.0
EMU00066571,validation,25.0,0.07291666666666667,53,0.00031005597807879303,452847.0
EMU00066571,validation,25.0,0.07291666666666667,54,6.252868775117667e-05,452847.0
EMU00066571,validation,25.0,0.07291666666666667,55,4.293091014238333e-05,452847.0
EMU00066571,validation,25.0,0.07291666666666667,56,0.0004868350696345106,452847.0
EMU00066571,validation,25.0,0.07291666666666667,57,0.00021254052324160485,452847.0
EMU00066571,validation,25.0,0.07291666666666667,58,-2.6886930973780396e-05,452847.0
EMU00066571,validation,25.0,0.07291666666666667,59,0.0002504366104955561,452847.0
EMU00066571,validation,25.0,0.07291666666666667,60,9.745275600480264e-05,452847.0
EMU00066571,validation,25.0,0.07291666666666667,61,0.00021679973022816195,452847.0
