event,time_s,frequency_hz,T_A,S_B,separation_km,compactness,binding_proxy,inspiral_tau_s
GW150914,-0.16098642349243164,287.45648946993936,1.60544300707835,0.5864046863558702,227.29423710176027,0.46879117096966516,0.11652922801168172,0.0005821649884322649
GW150914,-0.15708017349243164,290.055134665777,1.593483036368074,0.5982426165486942,225.93462761067272,0.4716122211651523,0.11723046733063552,0.0005683600915250354
GW150914,-0.15317392349243164,291.95219677192233,1.5838418354893824,0.6189895045154992,224.95483811751757,0.47366632546007664,0.11774106395140359,0.0005585650228675357
GW150914,-0.14926767349243164,291.79460034808824,1.5862826458384185,0.6529167683670979,225.0358286213271,0.4734958527199282,0.1176986888854111,0.0005593698581787515
GW150914,-0.14536142349243164,287.73827534630163,1.584207957041738,0.6892848425677325,227.1458180470697,0.4690974832013445,0.11660536922358701,0.0005806459040166899
GW150914,-0.14145517349243164,279.5380883493908,1.541371735416158,0.6962411520624848,231.56655906999785,0.4601421379387597,0.11437930453924464,0.0006271851317896985
GW150914,-0.13754892349243164,269.87441388327574,1.4516719550890895,0.6763485477178424,237.06204592347163,0.44947528884479687,0.11172780475168352,0.0006888751166913903
GW150914,-0.13364267349243164,262.02476942068006,1.3540395411276545,0.6631681718330487,241.77326270463837,0.440716770637131,0.10955066612692131,0.0007452903019205565
GW150914,-0.12973642349243164,256.9866121909023,1.2835001220405173,0.6695142787405419,244.9229622829296,0.4350491704510034,0.10814184890666047,0.0007848928967976583
GW150914,-0.12583017349243164,254.09163046887042,1.245301440078106,0.7001464486209421,246.7797933636291,0.43177575486735537,0.10732816337983002,0.0008089669328228521
GW150914,-0.12192392349243164,252.6412418869259,1.231632902123505,0.7955821332682451,247.7233843427759,0.43013109904130953,0.10691934494291787,0.0008214107898034153
GW150914,-0.11801767349243164,251.97923239896784,1.221625579692458,1.0148889431291188,248.15708015146652,0.4293793733410883,0.10673248558858717,0.0008271781748155394
GW150914,-0.11411142349243164,251.1280845373347,1.2111300951916035,1.434220161093483,248.71748271582615,0.42841190897438586,0.10649199924250806,0.0008346754481975091
GW150914,-0.11020517349243164,249.4768408854551,1.1879423968757628,1.7762997315108615,249.81375398907394,0.4265318857113497,0.10602467461471599,0.0008494890153011261
