dataset,cohort,genotype,condition,plant_id,events,candidate,increment_ara,one_step_median_ara,one_step_mean_ara,carrier_median_ara,carrier_mean_ara
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P9,38,two_fifths,0.8,0.43333333333333335,0.4146604938271605,0.5055555555555548,0.5236111111111108
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P9,38,silver_conjugate,0.8284271247461903,0.44999999999999996,0.41781906324340384,0.49949493661166455,0.44569704188835046
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P9,38,ridge,1.0,0.4722222222222222,0.45231481481481484,0.5027777777777769,0.46188271604938286
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P10,38,persistence,0.0,0.6444444444444444,0.6121913580246914,0.5388888888888896,0.515432098765432
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P10,38,one_third,0.6666666666666666,0.24166666666666664,0.3665123456790124,0.44722222222222285,0.45925925925925903
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P10,38,one_over_e,0.7357588823428847,0.30833333333333335,0.3602047534500866,0.37993120275516956,0.40267371897771337
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P10,38,three_eighths,0.75,0.3194444444444444,0.35941358024691356,0.31388888888889177,0.40370370370370423
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P10,38,fibonacci_8_21,0.7619047619047619,0.3313492063492063,0.35910493827160495,0.3999999999999986,0.43752204585537896
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P10,38,phi,0.7639320225002103,0.3333764669446547,0.35910493827160495,0.39995686638867944,0.4466447185348969
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P10,38,two_fifths,0.8,0.3444444444444444,0.3600308641975309,0.6111111111111107,0.5987654320987653
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P10,38,silver_conjugate,0.8284271247461903,0.3527777777777778,0.3616101489056526,0.45266960052174765,0.44417590486073283
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P10,38,ridge,1.0,0.35555555555555557,0.38780864197530857,0.4083333333333341,0.4219135802469137
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P11,9,persistence,0.0,0.6777777777777778,0.5753968253968254,0.4222222222222225,0.41111111111111104
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P11,9,one_third,0.6666666666666666,0.19999999999999996,0.32777777777777783,0.5666666666666655,0.5412698412698408
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P11,9,one_over_e,0.7357588823428847,0.269092215676218,0.3249496816045391,0.7219100458220309,0.619740633050348
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P11,9,three_eighths,0.75,0.2833333333333333,0.326984126984127,0.6222222222222236,0.6238095238095237
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P11,9,fibonacci_8_21,0.7619047619047619,0.2952380952380952,0.3286848072562358,0.5388888888888905,0.6088435374149664
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P11,9,phi,0.7639320225002103,0.29726535583354363,0.32897441591272847,0.5246980647207513,0.6030513642851139
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P11,9,two_fifths,0.8,0.33333333333333337,0.3388888888888889,0.4555555555555555,0.4682539682539685
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P11,9,silver_conjugate,0.8284271247461903,0.3617604580795236,0.3510719423515418,0.42712843080936524,0.37256236984530716
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P11,9,ridge,1.0,0.3222222222222222,0.4246031746031746,0.2777777777777777,0.39365079365079364
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P12,38,persistence,0.0,0.5833333333333334,0.5608024691358025,0.42222222222222383,0.4660493827160497
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P12,38,one_third,0.6666666666666666,0.33611111111111114,0.42160493827160495,0.6027777777777752,0.568518518518519
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P12,38,one_over_e,0.7357588823428847,0.3579811045651069,0.41423666739400045,0.48877285305682694,0.48190707512708336
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P12,38,three_eighths,0.75,0.37222222222222223,0.4126543209876543,0.5194444444444466,0.5280864197530861
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P12,38,fibonacci_8_21,0.7619047619047619,0.3841269841269841,0.41168430335097,0.4242063492063497,0.5146384479717813
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P12,38,phi,0.7639320225002103,0.38611111111111107,0.41157167776233405,0.43936335861342224,0.5062849839187953
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P12,38,two_fifths,0.8,0.4083333333333334,0.4108024691358025,0.38055555555555287,0.42839506172839464
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P12,38,silver_conjugate,0.8284271247461903,0.43676045807952363,0.4114558279179983,0.3561328315919896,0.43530945693505413
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P12,38,ridge,1.0,0.41666666666666663,0.4391975308641976,0.6444444444444413,0.5746913580246913
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P13,31,persistence,0.0,0.6555555555555556,0.6408045977011494,0.5333333333333332,0.5197318007662837
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P13,31,one_third,0.6666666666666666,0.17777777777777776,0.3239463601532567,0.6333333333333329,0.5557471264367814
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P13,31,one_over_e,0.7357588823428847,0.2468699934539958,0.32019858214975466,0.7100143724383976,0.6352167480352293
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P13,31,three_eighths,0.75,0.2611111111111111,0.3206896551724138,0.6388888888888893,0.6149425287356323
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P13,31,fibonacci_8_21,0.7619047619047619,0.273015873015873,0.3211001642036125,0.549206349206349,0.5620415982484948
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P13,31,phi,0.7639320225002103,0.27504313361132143,0.32117006974138657,0.5692287763878374,0.5512062398935119
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P13,31,two_fifths,0.8,0.288888888888889,0.32394636015325673,0.43888888888889355,0.4576628352490425
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P13,31,silver_conjugate,0.8284271247461903,0.3173160136350792,0.3292755128697701,0.36284279750428894,0.4081828147514455
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P13,31,ridge,1.0,0.34444444444444444,0.3591954022988506,0.4166666666666643,0.46800766283524886
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P14,39,persistence,0.0,0.788888888888889,0.7108108108108108,0.5166666666666688,0.5315315315315318
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P14,39,one_third,0.6666666666666666,0.42222222222222217,0.3723723723723724,0.5055555555555564,0.5039039039039029
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P14,39,one_over_e,0.7357588823428847,0.3531300065460041,0.3446623149660978,0.4266009343689916,0.4422841103064016
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P14,39,three_eighths,0.75,0.3388888888888888,0.3388888888888889,0.5277777777777715,0.5160660660660662
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P14,39,fibonacci_8_21,0.7619047619047619,0.32698412698412693,0.3340626340626341,0.4428571428571413,0.5017160017160027
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P14,39,phi,0.7639320225002103,0.3249568663886785,0.33324077165907384,0.46718427000252305,0.49263821053191464
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P14,39,two_fifths,0.8,0.31111111111111117,0.3198198198198198,0.5944444444444441,0.5171171171171173
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P14,39,silver_conjugate,0.8284271247461903,0.32712843080936516,0.31106821216254404,0.6542568616187303,0.6287235216601067
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P14,39,ridge,1.0,0.21111111111111103,0.2891891891891892,0.3944444444444528,0.3987987987987994
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P15,38,persistence,0.0,0.6166666666666667,0.6015432098765432,0.5388888888888896,0.4925925925925925
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P15,38,one_third,0.6666666666666666,0.5138888888888888,0.4956790123456789,0.4805555555555556,0.48549382716049394
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P15,38,one_over_e,0.7357588823428847,0.4666666666666667,0.45694666957600183,0.4276617419457138,0.4719963035696344
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P15,38,three_eighths,0.75,0.45833333333333326,0.4506172839506173,0.5194444444444444,0.4620370370370369
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P15,38,fibonacci_8_21,0.7619047619047619,0.4464285714285714,0.445326278659612,0.47063492063492074,0.4988536155202817
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P15,38,phi,0.7639320225002103,0.44440131083312295,0.4444252739505238,0.4665803994440241,0.4943054583635196
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P15,38,two_fifths,0.8,0.4222222222222223,0.4293209876543209,0.33611111111111036,0.45648148148148127
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P15,38,silver_conjugate,0.8284271247461903,0.4506493469684125,0.4183020695290477,0.582828269944998,0.5678010179544976
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P15,38,ridge,1.0,0.38333333333333336,0.39845679012345675,0.5472222222222207,0.46419753086419696
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P16,34,persistence,0.0,0.6861111111111111,0.6546875,0.4750000000000001,0.4942708333333334
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P16,34,one_third,0.6666666666666666,0.3055555555555555,0.3550347222222222,0.497222222222222,0.5012152777777785
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P16,34,one_over_e,0.7357588823428847,0.3579811045651069,0.342035903186903,0.665962209130214,0.6425102046512058
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P16,34,three_eighths,0.75,0.37222222222222223,0.34114583333333337,0.6944444444444455,0.6133680555555563
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P16,34,fibonacci_8_21,0.7619047619047619,0.37142857142857144,0.3404017857142857,0.5992063492063497,0.585540674603175
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P16,34,phi,0.7639320225002103,0.369401310833123,0.3402750819270702,0.6069660112501047,0.58259305942686
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P16,34,two_fifths,0.8,0.35,0.3380208333333333,0.6166666666666658,0.556076388888889
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P16,34,silver_conjugate,0.8284271247461903,0.3416666666666667,0.33663194444444444,0.43127711517206846,0.4806885824811414
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P16,34,ridge,1.0,0.3138888888888889,0.3453125,0.48055555555555607,0.5064236111111107
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P17,38,persistence,0.0,0.5222222222222223,0.5753086419753086,0.5222222222222244,0.5108024691358024
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P17,38,one_third,0.6666666666666666,0.513888888888889,0.483641975308642,0.5611111111111127,0.5231481481481477
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P17,38,one_over_e,0.7357588823428847,0.4447966732126709,0.4561554963728288,0.6089576861337225,0.5632533459666988
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P17,38,three_eighths,0.75,0.43333333333333335,0.45123456790123456,0.6361111111111075,0.6117283950617288
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P17,38,fibonacci_8_21,0.7619047619047619,0.43333333333333335,0.44828042328042333,0.6880952380952365,0.5940917107583765
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P17,38,phi,0.7639320225002103,0.43333333333333335,0.44782992092587914,0.6569099241597165,0.5900323969439994
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P17,38,two_fifths,0.8,0.41666666666666674,0.4407407407407407,0.6916666666666629,0.6320987654320999
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P17,38,silver_conjugate,0.8284271247461903,0.3965728752538098,0.43696488737388006,0.5778499904258698,0.5300705827286056
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P17,38,ridge,1.0,0.47777777777777775,0.4246913580246913,0.4527777777777864,0.4793209876543221
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P18,38,persistence,0.0,0.6611111111111111,0.6138888888888887,0.405555555555555,0.4709876543209879
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P18,38,one_third,0.6666666666666666,0.29999999999999993,0.43302469135802474,0.4055555555555541,0.479012345679013
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P18,38,one_over_e,0.7357588823428847,0.36909221567621797,0.39737876834143404,0.4840018597737892,0.4890850294570179
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P18,38,three_eighths,0.75,0.3833333333333333,0.39074074074074067,0.4472222222222211,0.4293209876543206
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P18,38,fibonacci_8_21,0.7619047619047619,0.3944444444444445,0.3854938271604939,0.4420634920634914,0.46948853615520353
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P18,38,phi,0.7639320225002103,0.3944444444444445,0.38470544804004164,0.45756988180860536,0.47802699419874656
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P18,38,two_fifths,0.8,0.38055555555555554,0.3743827160493827,0.7916666666666643,0.6070987654320982
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P18,38,silver_conjugate,0.8284271247461903,0.36944444444444446,0.36971701158817455,0.42297988816278664,0.45810086858120047
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P18,38,ridge,1.0,0.3388888888888889,0.3861111111111111,0.30555555555555625,0.36327160493827154
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P19,38,persistence,0.0,0.711111111111111,0.6243827160493827,0.522222222222219,0.5137345679012346
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P19,38,one_third,0.6666666666666666,0.3416666666666666,0.4179012345679013,0.43888888888889244,0.44490740740740825
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P19,38,one_over_e,0.7357588823428847,0.4079811045651069,0.3799600650013973,0.4995317353997124,0.4911298809072131
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P19,38,three_eighths,0.75,0.4222222222222222,0.37345679012345684,0.4722222222222219,0.47700617283950625
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P19,38,fibonacci_8_21,0.7619047619047619,0.4341269841269841,0.3694885361552029,0.4162698412698411,0.44631834215167615
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P19,38,phi,0.7639320225002103,0.4361542447224325,0.3688127826233867,0.40440390152893535,0.43675187593996856
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P19,38,two_fifths,0.8,0.436111111111111,0.35709876543209873,0.33333333333333337,0.44058641975308543
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P19,38,silver_conjugate,0.8284271247461903,0.4222222222222222,0.3527417029461992,0.6537156919063469,0.543684874947523
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P19,38,ridge,1.0,0.288888888888889,0.3756172839506173,0.5083333333333315,0.5223765432098774
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P20,26,persistence,0.0,0.7555555555555555,0.7597222222222223,0.49444444444444624,0.505324074074074
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P20,26,one_third,0.6666666666666666,0.0888888888888889,0.09351851851851856,0.44999999999999973,0.4706018518518526
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P20,26,one_over_e,0.7357588823428847,0.03575888234288471,0.047078797932797366,0.27437564719961127,0.29259730404727313
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P20,26,three_eighths,0.75,0.036111111111111094,0.04444444444444445,0.09999999999999964,0.11504629629629415
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P20,26,fibonacci_8_21,0.7619047619047619,0.03968253968253965,0.04451058201058202,0.04841269841269824,0.052083333333334224
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P20,26,phi,0.7639320225002103,0.041666666666666685,0.044679520393536044,0.061671848058290735,0.07129701965504008
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P20,26,two_fifths,0.8,0.05555555555555558,0.057870370370370405,0.5416666666666679,0.5104166666666693
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P20,26,silver_conjugate,0.8284271247461903,0.07842712474619029,0.07970778914034377,0.6349928070784139,0.5794462662941927
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P20,26,ridge,1.0,0.24444444444444446,0.2402777777777778,0.5277777777777755,0.49930555555555506
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P101,47,persistence,0.0,0.5277777777777778,0.5729629629629629,0.49444444444445357,0.5154320987654322
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P101,47,one_third,0.6666666666666666,0.3555555555555555,0.42901234567901236,0.5722222222222229,0.5499999999999994
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P101,47,one_over_e,0.7357588823428847,0.42464777123177355,0.4154408161240156,0.3766810391050619,0.44836822855327835
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P101,47,three_eighths,0.75,0.4388888888888889,0.41259259259259257,0.4111111111111079,0.4066666666666659
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P101,47,fibonacci_8_21,0.7619047619047619,0.426984126984127,0.4102116402116402,0.5246031746031683,0.4928571428571391
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P101,47,phi,0.7639320225002103,0.4249568663886786,0.40980618809255054,0.543348877508187,0.5137345723664517
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P101,47,two_fifths,0.8,0.4222222222222223,0.40456790123456793,0.399999999999995,0.4998765432098757
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P101,47,silver_conjugate,0.8284271247461903,0.40620490252396807,0.4042408206620917,0.5415584894106402,0.5326968241690285
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P101,47,ridge,1.0,0.4722222222222222,0.427037037037037,0.5333333333333337,0.48975308641975496
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P102,64,persistence,0.0,0.6194444444444445,0.5758064516129032,0.5111111111111102,0.5122759856630825
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P102,64,one_third,0.6666666666666666,0.42777777777777776,0.44659498207885306,0.5555555555555509,0.5076164874551974
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P102,64,one_over_e,0.7357588823428847,0.43368556210155973,0.43414107695810855,0.4281258852739649,0.4480561674864959
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P102,64,three_eighths,0.75,0.42500000000000004,0.43082437275985663,0.616666666666668,0.5532258064516131
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P102,64,fibonacci_8_21,0.7619047619047619,0.42857142857142855,0.4285202252944188,0.5083333333333311,0.5195468509984643
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P102,64,phi,0.7639320225002103,0.430598689166877,0.42812785227594496,0.5223516230561867,0.500727279268672
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P102,64,two_fifths,0.8,0.42222222222222217,0.4234767025089606,0.475000000000001,0.48306451612903195
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P102,64,silver_conjugate,0.8284271247461903,0.41944444444444445,0.4214634829912852,0.48196256846452923,0.4860110228951688
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P102,64,ridge,1.0,0.38055555555555554,0.4241935483870968,0.6166666666666671,0.5895161290322579
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P103,60,persistence,0.0,0.6222222222222222,0.5922413793103448,0.5250000000000004,0.5172413793103448
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P103,60,one_third,0.6666666666666666,0.43333333333333335,0.4460727969348659,0.4999999999999982,0.4988505747126429
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P103,60,one_over_e,0.7357588823428847,0.4253522287682264,0.42052375704651485,0.415766068562089,0.4803872815237154
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P103,60,three_eighths,0.75,0.4111111111111111,0.4159961685823755,0.6638888888888905,0.6156130268199232
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P103,60,fibonacci_8_21,0.7619047619047619,0.4083333333333333,0.41314997263273123,0.5027777777777782,0.4900656814449919
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P103,60,phi,0.7639320225002103,0.4083333333333333,0.41273053940608667,0.49562627860332853,0.47291785355691723
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P103,60,two_fifths,0.8,0.41111111111111115,0.4075670498084291,0.6083333333333325,0.5611111111111109
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P103,60,silver_conjugate,0.8284271247461903,0.41111111111111115,0.406586804127526,0.43603889846300925,0.45820769123076915
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P103,60,ridge,1.0,0.37777777777777777,0.4077586206896551,0.43611111111111,0.4787356321839077
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P104,46,persistence,0.0,0.7472222222222222,0.657449494949495,0.4499999999999984,0.48977272727272686
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P104,46,one_third,0.6666666666666666,0.25833333333333336,0.3741161616161616,0.5416666666666625,0.5347222222222219
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P104,46,one_over_e,0.7357588823428847,0.21424111765711534,0.33841767974313325,0.4838416503016556,0.4822176924598864
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P104,46,three_eighths,0.75,0.21111111111111114,0.3321969696969697,0.5472222222222243,0.5099747474747477
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P104,46,fibonacci_8_21,0.7619047619047619,0.21468253968253964,0.3281565656565657,0.5452380952380955,0.5352633477633476
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P104,46,phi,0.7639320225002103,0.21670980027798808,0.32751152819437757,0.533074531665406,0.5408494893185072
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P104,46,two_fifths,0.8,0.24722222222222223,0.31628787878787884,0.655555555555555,0.5564393939393937
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P104,46,silver_conjugate,0.8284271247461903,0.24722222222222223,0.3119359179523665,0.7122294151438098,0.6147071180606701
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P104,46,ridge,1.0,0.25277777777777777,0.342550505050505,0.4638888888888868,0.47967171717171736
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P105,67,persistence,0.0,0.6166666666666667,0.5598290598290597,0.5222222222222215,0.4973504273504269
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P105,67,one_third,0.6666666666666666,0.4666666666666667,0.4512820512820513,0.5611111111111136,0.5221367521367529
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P105,67,one_over_e,0.7357588823428847,0.47535222876822636,0.4424738297647834,0.4754240909602103,0.4798410032094966
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P105,67,three_eighths,0.75,0.461111111111111,0.44094017094017096,0.5333333333333279,0.5143589743589744
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P105,67,fibonacci_8_21,0.7619047619047619,0.44920634920634916,0.43982905982905984,0.42539682539682033,0.45576312576312666
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P105,67,phi,0.7639320225002103,0.4471790886109007,0.43961073945724227,0.3909593022323179,0.4503778459012607
Landrein2015,bot1-7_JC-JL,bot1-7,JC-JL,bot1-7_JC-JL_P105,67,two_fifths,0.8,0.43333333333333335,0.4370940170940171,0.51111111111112,0.4783760683760692
