genotype,plant,split,n_events,candidate,candidate_type,increment_ara,heldout_n,one_step_median_ara,one_step_mean_ara,carrier_median_ara,carrier_mean_ara
e2,13,development,7,nearest_eighth_3_8,fixed,0.75,5,0.0588055555556,0.0607933333333,0.0359777777778,0.0353566666667
e2,13,development,7,fibonacci_8_21,fixed,0.761904761905,5,0.0697785714286,0.0631742857143,0.0404063492063,0.0520233333333
e2,13,development,7,phi,fixed,0.7639320225,5,0.0677513108331,0.0635797378334,0.0383790886109,0.054861498167
e2,13,development,7,two_fifths_phase,fixed,0.8,5,0.0791666666667,0.0707933333333,0.106494444444,0.135281111111
e2,13,development,7,silver_conjugate,fixed,0.828427124746,5,0.107593791413,0.0869251637366,0.163348693937,0.219638040905
e2,13,development,7,half_turn_ridge,fixed,1,5,0.279166666667,0.257195555556,0.674811111111,0.617241111111
e2,13,development,7,development_step_fit,development_fit,0.767655555556,5,0.0640277777778,0.0643244444444,0.0418055555556,0.0600744444444
e2,13,development,7,development_carrier_fit,development_fit,0.766279999999,5,0.0654033333341,0.0640493333332,0.0390544444429,0.0581486666656
e2,14,confirmation,8,persistence,fixed,0,6,0.797833333333,0.806408333333,0.594822222222,0.586376851852
e2,14,confirmation,8,one_third_phase,fixed,0.666666666667,6,0.131166666667,0.151739814815,0.45705,0.477915740741
e2,14,confirmation,8,one_over_e,fixed,0.735758882343,6,0.091875,0.128709076256,0.210481686305,0.236092985874
e2,14,confirmation,8,nearest_eighth_3_8,fixed,0.75,6,0.101330555556,0.123962037037,0.168091666667,0.186249074074
e2,14,confirmation,8,fibonacci_8_21,fixed,0.761904761905,6,0.11323531746,0.119993783069,0.126425,0.144582407407
e2,14,confirmation,8,phi,fixed,0.7639320225,6,0.115262578056,0.119318029537,0.119329587916,0.137486995323
e2,14,confirmation,8,two_fifths_phase,fixed,0.8,6,0.151330555556,0.115352777778,0.0276388888889,0.0621046296296
e2,14,confirmation,8,silver_conjugate,fixed,0.828427124746,6,0.144295097476,0.118215523064,0.121405068175,0.135855339474
e2,14,confirmation,8,half_turn_ridge,fixed,1,6,0.202166666667,0.193591666667,0.706908333333,0.58965462963
e2,14,confirmation,8,development_step_fit,development_fit,0.767655555556,6,0.118986111111,0.118076851852,0.106297222222,0.12445462963
e2,14,confirmation,8,development_carrier_fit,development_fit,0.766279999999,6,0.117610555555,0.118535370371,0.111111666669,0.129269074077
Col,19,development,6,persistence,fixed,0,4,0.803808333333,0.779752777778,0.575522222222,0.572976388889
Col,19,development,6,one_third_phase,fixed,0.666666666667,4,0.137141666667,0.120291666667,0.267077777778,0.269623611111
Col,19,development,6,one_over_e,fixed,0.735758882343,4,0.09835,0.0857455588286,0.0943472385872,0.0968930719206
Col,19,development,6,nearest_eighth_3_8,fixed,0.75,4,0.09835,0.078625,0.0587444444444,0.0612902777778
Col,19,development,6,fibonacci_8_21,fixed,0.761904761905,4,0.0921424603175,0.0742944444444,0.0486170634921,0.0460712301587
Col,19,development,6,phi,fixed,0.7639320225,4,0.090115199722,0.0742944444444,0.0476034331943,0.045057599861
Col,19,development,6,two_fifths_phase,fixed,0.8,4,0.0540472222222,0.0742944444444,0.0611638888889,0.0675180555556
Col,19,development,6,silver_conjugate,fixed,0.828427124746,4,0.0502388888889,0.0742944444444,0.132231700754,0.134777534088
Col,19,development,6,half_turn_ridge,fixed,1,4,0.196191666667,0.220247222222,0.566255555556,0.563709722222
Col,19,development,6,development_step_fit,development_fit,0.767655555556,4,0.0863916666667,0.0742944444444,0.0457416666667,0.0431958333333
Col,19,development,6,development_carrier_fit,development_fit,0.766279999999,4,0.087767222223,0.0742944444444,0.0464294444448,0.0438836111115
Col,20,confirmation,7,persistence,fixed,0,5,0.759216666667,0.769818888889,0.387983333333,0.493587777778
Col,20,confirmation,7,one_third_phase,fixed,0.666666666667,5,0.09255,0.103152222222,0.286161111111,0.313983333333
Col,20,confirmation,7,one_over_e,fixed,0.735758882343,5,0.0616144378984,0.0599026679759,0.140498901981,0.107903572575
Col,20,confirmation,7,nearest_eighth_3_8,fixed,0.75,5,0.0537166666667,0.0570544444444,0.0898777777778,0.0708766666667
Col,20,confirmation,7,fibonacci_8_21,fixed,0.761904761905,5,0.0418119047619,0.0557487301587,0.0395706349206,0.0399242857143
Col,20,confirmation,7,phi,fixed,0.7639320225,5,0.0397846441665,0.0561541822778,0.0311653558335,0.0369073907219
Col,20,confirmation,7,two_fifths_phase,fixed,0.8,5,0.0672333333333,0.0633677777778,0.110122222222,0.0908233333333
Col,20,confirmation,7,silver_conjugate,fixed,0.828427124746,5,0.0692104580795,0.0789373859588,0.199120263127,0.171298040905
Col,20,confirmation,7,half_turn_ridge,fixed,1,5,0.240783333333,0.230181111111,0.713838888889,0.625654444444
Col,20,confirmation,7,development_step_fit,development_fit,0.767655555556,5,0.0360611111111,0.0568988888889,0.0192555555556,0.0316944444444
Col,20,confirmation,7,development_carrier_fit,development_fit,0.766279999999,5,0.0374366666674,0.0566237777776,0.0247577777808,0.0336202222233
Col,21,development,7,persistence,fixed,0,5,0.767655555556,0.759096666667,0.441544444444,0.516302222222
Col,21,development,7,one_third_phase,fixed,0.666666666667,5,0.100988888889,0.09243,0.256977777778,0.269008888889
Col,21,development,7,one_over_e,fixed,0.735758882343,5,0.0350911176571,0.0500160013092,0.0847922484062,0.0735157947974
Col,21,development,7,nearest_eighth_3_8,fixed,0.75,5,0.0437,0.0471677777778,0.0437,0.0364888888889
Col,21,development,7,fibonacci_8_21,fixed,0.761904761905,5,0.0556047619048,0.0447868253968,0.0287365079365,0.0305638095238
Col,21,development,7,phi,fixed,0.7639320225,5,0.0576320225002,0.0443813732777,0.0305915105551,0.0350237828338
Col,21,development,7,two_fifths_phase,fixed,0.8,5,0.0521555555556,0.0617655555556,0.143022222222,0.130991111111
Col,21,development,7,silver_conjugate,fixed,0.828427124746,5,0.0607715691906,0.0788218304033,0.228303596461,0.21627248535
Col,21,development,7,half_turn_ridge,fixed,1,5,0.232344444444,0.240903333333,0.743022222222,0.649184444444
Col,21,development,7,development_step_fit,development_fit,0.767655555556,5,0.0613555555556,0.0436366666667,0.0427944444444,0.0432155555556
Col,21,development,7,development_carrier_fit,development_fit,0.766279999999,5,0.0599799999992,0.0439117777779,0.0372922222192,0.0401893333317
e2,15,development,6,persistence,fixed,0,4,0.751913888889,0.748469444444,0.597697222222,0.624426388889
e2,15,development,6,one_third_phase,fixed,0.666666666667,4,0.0852472222222,0.0818027777778,0.260830555556,0.231040277778
e2,15,development,6,one_over_e,fixed,0.735758882343,4,0.0382138888889,0.0378677810508,0.0629427974158,0.0583097385872
e2,15,development,6,nearest_eighth_3_8,fixed,0.75,4,0.0332388888889,0.0347694444444,0.0273027777778,0.0297902777778
e2,15,development,6,fibonacci_8_21,fixed,0.761904761905,4,0.031325,0.0347857142857,0.0227353174603,0.0297902777778
e2,15,development,6,phi,fixed,0.7639320225,4,0.031325,0.0357993445834,0.0203367665277,0.0297902777778
e2,15,development,6,two_fifths_phase,fixed,0.8,4,0.0480861111111,0.0538333333333,0.0748055555556,0.102293055556
e2,15,development,6,silver_conjugate,fixed,0.828427124746,4,0.0765132358573,0.0799576803017,0.143570589643,0.173360867421
e2,15,development,6,half_turn_ridge,fixed,1,4,0.248086111111,0.251530555556,0.572502777778,0.599231944444
e2,15,development,6,development_step_fit,development_fit,0.767655555556,4,0.031325,0.0376611111111,0.018475,0.0297902777778
e2,15,development,6,development_carrier_fit,development_fit,0.766279999999,4,0.031325,0.036973333333,0.0191627777782,0.0297902777778
e2,16,confirmation,7,persistence,fixed,0,5,0.783327777778,0.762803333333,0.456405555556,0.424913333333
e2,16,confirmation,7,one_third_phase,fixed,0.666666666667,5,0.116661111111,0.188287777778,0.658922222222,0.722824444444
e2,16,confirmation,7,one_over_e,fixed,0.735758882343,5,0.0905422156762,0.165824890198,0.52073779087,0.515547797416
e2,16,confirmation,7,nearest_eighth_3_8,fixed,0.75,5,0.104783333333,0.162976666667,0.481872222222,0.472824444444
e2,16,confirmation,7,fibonacci_8_21,fixed,0.761904761905,5,0.116688095238,0.160595714286,0.447023015873,0.43711015873
e2,16,confirmation,7,phi,fixed,0.7639320225,5,0.118715355834,0.160190262167,0.444995755278,0.431028376944
e2,16,confirmation,7,two_fifths_phase,fixed,0.8,5,0.111722222222,0.159645555556,0.343594444444,0.322824444444
e2,16,confirmation,7,silver_conjugate,fixed,0.828427124746,5,0.140149346968,0.165330980505,0.22988594546,0.237543070206
e2,16,confirmation,7,half_turn_ridge,fixed,1,5,0.216672222222,0.237196666667,0.362527777778,0.360746666667
e2,16,confirmation,7,development_step_fit,development_fit,0.767655555556,5,0.122438888889,0.159445555556,0.441272222222,0.419857777778
e2,16,confirmation,7,development_carrier_fit,development_fit,0.766279999999,5,0.121063333333,0.159720666667,0.442647777779,0.423984444447
e2,17,development,6,persistence,fixed,0,4,0.776502777778,0.773631944444,0.598286111111,0.599406944444
e2,17,development,6,one_third_phase,fixed,0.666666666667,4,0.109836111111,0.106965277778,0.259869444444,0.258748611111
e2,17,development,6,one_over_e,fixed,0.735758882343,4,0.0407438954349,0.0378730621016,0.0871389052539,0.0860180719206
e2,17,development,6,nearest_eighth_3_8,fixed,0.75,4,0.030425,0.0295847222222,0.0515361111111,0.0504152777778
e2,17,development,6,fibonacci_8_21,fixed,0.761904761905,4,0.030425,0.0275541666667,0.0217742063492,0.0245751984127
e2,17,development,6,phi,fixed,0.7639320225,4,0.030425,0.0275541666667,0.0197478776388,0.0205206772218
e2,17,development,6,two_fifths_phase,fixed,0.8,4,0.0246833333333,0.0280819444444,0.0751777777778,0.0745847222222
e2,17,development,6,silver_conjugate,fixed,0.828427124746,4,0.0519243469684,0.0547951803017,0.144531700754,0.145652534088
e2,17,development,6,half_turn_ridge,fixed,1,4,0.223497222222,0.226368055556,0.573463888889,0.574584722222
e2,17,development,6,development_step_fit,development_fit,0.767655555556,4,0.030425,0.0275541666667,0.0178861111111,0.0167652777778
e2,17,development,6,development_carrier_fit,development_fit,0.766279999999,4,0.030425,0.0275541666667,0.0185738888893,0.0174530555559
e2,18,confirmation,6,persistence,fixed,0,4,0.795780555556,0.784070833333,0.564941666667,0.555391666667
e2,18,confirmation,6,one_third_phase,fixed,0.666666666667,4,0.129113888889,0.132534722222,0.243097222222,0.252647222222
e2,18,confirmation,6,one_over_e,fixed,0.735758882343,4,0.116855555556,0.105145833333,0.0703666830317,0.0870739019809
e2,18,confirmation,6,nearest_eighth_3_8,fixed,0.75,4,0.116855555556,0.105145833333,0.0600583333333,0.0696083333333
e2,18,confirmation,6,fibonacci_8_21,fixed,0.761904761905,4,0.116855555556,0.105145833333,0.0627496031746,0.063655952381
e2,18,confirmation,6,phi,fixed,0.7639320225,4,0.116855555556,0.105145833333,0.0637632334723,0.0626423220832
e2,18,confirmation,6,two_fifths_phase,fixed,0.8,4,0.0934361111111,0.105145833333,0.0711361111111,0.0806861111111
e2,18,confirmation,6,silver_conjugate,fixed,0.828427124746,4,0.0934361111111,0.105145833333,0.142203922977,0.151753922977
e2,18,confirmation,6,half_turn_ridge,fixed,1,4,0.204219444444,0.215929166667,0.590236111111,0.580686111111
e2,18,confirmation,6,development_step_fit,development_fit,0.767655555556,4,0.116855555556,0.105145833333,0.0609555555556,0.0607805555556
e2,18,confirmation,6,development_carrier_fit,development_fit,0.766279999999,4,0.116855555556,0.105145833333,0.0649372222218,0.0614683333337
e2,19,development,6,persistence,fixed,0,4,0.768936111111,0.766772222222,0.558725,0.581323611111
e2,19,development,6,one_third_phase,fixed,0.666666666667,4,0.102269444444,0.110105555556,0.284933333333,0.262334722222
e2,19,development,6,one_over_e,fixed,0.735758882343,4,0.0727444444444,0.0755594477174,0.095855022911,0.0896041830317
e2,19,development,6,nearest_eighth_3_8,fixed,0.75,4,0.0727444444444,0.0705805555556,0.0460111111111,0.0561430555556
e2,19,development,6,fibonacci_8_21,fixed,0.761904761905,4,0.0727444444444,0.0705805555556,0.017828968254,0.0377240079365
e2,19,development,6,phi,fixed,0.7639320225,4,0.0727444444444,0.0705805555556,0.0175390450004,0.0367103776388
e2,19,development,6,two_fifths_phase,fixed,0.8,4,0.0684166666667,0.0745027777778,0.089675,0.0851319444444
e2,19,development,6,silver_conjugate,fixed,0.828427124746,4,0.0684166666667,0.0887163401509,0.146529249492,0.142066422977
e2,19,development,6,half_turn_ridge,fixed,1,4,0.231063888889,0.233227777778,0.5484,0.570998611111
e2,19,development,6,development_step_fit,development_fit,0.767655555556,4,0.0696972222222,0.0705805555556,0.0249861111111,0.0366152777778
e2,19,development,6,development_carrier_fit,development_fit,0.766279999999,4,0.0710727777785,0.0705805555556,0.0222349999985,0.0355363888893
e1e2,13,development,6,persistence,fixed,0,4,0.559213888889,0.555704166667,0.397469444444,0.474831944444
e1e2,13,development,6,one_third_phase,fixed,0.666666666667,4,0.107452777778,0.1109625,0.226736111111,0.251904166667
e1e2,13,development,6,one_over_e,fixed,0.735758882343,4,0.176544993454,0.180054715676,0.399466650302,0.424634705857
e1e2,13,development,6,nearest_eighth_3_8,fixed,0.75,4,0.190786111111,0.194295833333,0.435069444444,0.4602375
e1e2,13,development,6,fibonacci_8_21,fixed,0.761904761905,4,0.202690873016,0.206200595238,0.464831349206,0.489999404762
e1e2,13,development,6,phi,fixed,0.7639320225,4,0.204718133611,0.208227855834,0.469899500695,0.495067556251
e1e2,13,development,6,two_fifths_phase,fixed,0.8,4,0.240786111111,0.244295833333,0.560069444444,0.5852375
e1e2,13,development,6,silver_conjugate,fixed,0.828427124746,4,0.269213235857,0.27272295808,0.63113725631,0.610859395706
e1e2,13,development,6,half_turn_ridge,fixed,1,4,0.440786111111,0.444295833333,0.602530555556,0.5773625
e1e2,13,development,6,development_step_fit,development_fit,0.767655555556,4,0.208441666667,0.211951388889,0.479208333333,0.504376388889
e1e2,13,development,6,development_carrier_fit,development_fit,0.766279999999,4,0.20706611111,0.210575833333,0.475769444443,0.500937499998
e1e2,14,confirmation,6,persistence,fixed,0,4,0.751008333333,0.751947222222,0.593575,0.612556944444
e1e2,14,confirmation,6,one_third_phase,fixed,0.666666666667,4,0.0843416666667,0.0852805555556,0.221652777778,0.202670833333
e1e2,14,confirmation,6,one_over_e,fixed,0.735758882343,4,0.0360861111111,0.0376066699397,0.0532133398793,0.0513586242031
e1e2,14,confirmation,6,nearest_eighth_3_8,fixed,0.75,4,0.0360861111111,0.037025,0.0143277777778,0.0228763888889
e1e2,14,confirmation,6,fibonacci_8_21,fixed,0.761904761905,4,0.0379638888889,0.037025,0.0289337301587,0.0354244047619
e1e2,14,confirmation,6,phi,fixed,0.7639320225,4,0.0379638888889,0.037025,0.0350155119451,0.0404925562505
e1e2,14,confirmation,6,two_fifths_phase,fixed,0.8,4,0.0489916666667,0.0544777777778,0.118105555556,0.1306625
e1e2,14,confirmation,6,silver_conjugate,fixed,0.828427124746,4,0.0774187914129,0.076479902524,0.182748367421,0.201730311865
e1e2,14,confirmation,6,half_turn_ridge,fixed,1,4,0.248991666667,0.248052777778,0.611680555556,0.6306625
e1e2,14,confirmation,6,development_step_fit,development_fit,0.767655555556,4,0.0379638888889,0.0383055555556,0.0474666666667,0.0498013888889
e1e2,14,confirmation,6,development_carrier_fit,development_fit,0.766279999999,4,0.0379638888889,0.0376177777774,0.0426522222196,0.0463624999981
e1e2,15,development,6,persistence,fixed,0,4,0.680638888889,0.696002777778,0.532233333333,0.482670833333
e1e2,15,development,6,one_third_phase,fixed,0.666666666667,4,0.398719444444,0.438430555556,0.566891666667,0.563534722222
e1e2,15,development,6,one_over_e,fixed,0.735758882343,4,0.354019444444,0.403884447717,0.732908316968,0.701719153575
e1e2,15,development,6,nearest_eighth_3_8,fixed,0.75,4,0.354019444444,0.396763888889,0.768511111111,0.730201388889
e1e2,15,development,6,fibonacci_8_21,fixed,0.761904761905,4,0.354019444444,0.390811507937,0.798273015873,0.754010912698
e1e2,15,development,6,phi,fixed,0.7639320225,4,0.354019444444,0.389797877639,0.803341167362,0.758065433889
e1e2,15,development,6,two_fifths_phase,fixed,0.8,4,0.354019444444,0.371763888889,0.8436,0.760929166667
e1e2,15,development,6,silver_conjugate,fixed,0.828427124746,4,0.354019444444,0.357550326516,0.829386437627,0.751863153032
e1e2,15,development,6,half_turn_ridge,fixed,1,4,0.319361111111,0.303997222222,0.384747222222,0.367418055556
e1e2,15,development,6,development_step_fit,development_fit,0.767655555556,4,0.354019444444,0.387936111111,0.81265,0.760929166667
e1e2,15,development,6,development_carrier_fit,development_fit,0.766279999999,4,0.354019444444,0.388623888889,0.809211111109,0.760929166667
e1e2,16,confirmation,7,persistence,fixed,0,5,0.563655555556,0.547322222222,0.478577777778,0.542634444444
e1e2,16,confirmation,7,one_third_phase,fixed,0.666666666667,5,0.103011111111,0.119344444444,0.376738888889,0.391167777778
e1e2,16,confirmation,7,one_over_e,fixed,0.735758882343,5,0.172103326787,0.188436660121,0.584015535918,0.598444424806
e1e2,16,confirmation,7,nearest_eighth_3_8,fixed,0.75,5,0.186344444444,0.202677777778,0.626738888889,0.635812222222
e1e2,16,confirmation,7,fibonacci_8_21,fixed,0.761904761905,5,0.198249206349,0.214582539683,0.662453174603,0.647716984127
e1e2,16,confirmation,7,phi,fixed,0.7639320225,5,0.200276466945,0.216609800278,0.66853495639,0.649744244722
e1e2,16,confirmation,7,two_fifths_phase,fixed,0.8,5,0.236344444444,0.252677777778,0.736611111111,0.671203333333
e1e2,16,confirmation,7,silver_conjugate,fixed,0.828427124746,5,0.264771569191,0.281104902524,0.614620916159,0.654147058486
e1e2,16,confirmation,7,half_turn_ridge,fixed,1,5,0.436344444444,0.452677777778,0.521422222222,0.505863333333
e1e2,16,confirmation,7,development_step_fit,development_fit,0.767655555556,5,0.204,0.220333333333,0.679705555556,0.653467777778
e1e2,16,confirmation,7,development_carrier_fit,development_fit,0.766279999999,5,0.202624444444,0.218957777777,0.675578888887,0.652092222221
e1e2,17,development,6,persistence,fixed,0,4,0.756936111111,0.763684722222,0.583530555556,0.592680555556
e1e2,17,development,6,one_third_phase,fixed,0.666666666667,4,0.0902694444444,0.0970180555556,0.232966666667,0.223816666667
e1e2,17,development,6,one_over_e,fixed,0.735758882343,4,0.0442055555556,0.0509541666667,0.0602361274761,0.0650016797587
e1e2,17,development,6,nearest_eighth_3_8,fixed,0.75,4,0.0442055555556,0.0509541666667,0.0414694444444,0.0365194444444
e1e2,17,development,6,fibonacci_8_21,fixed,0.761904761905,4,0.0491742063492,0.0509541666667,0.0221857142857,0.0263670634921
e1e2,17,development,6,phi,fixed,0.7639320225,4,0.0512014669447,0.0509541666667,0.0231993445834,0.0258480337503
e1e2,17,development,6,two_fifths_phase,fixed,0.8,4,0.0577027777778,0.0527847222222,0.116836111111,0.109516666667
e1e2,17,development,6,silver_conjugate,fixed,0.828427124746,4,0.0714910136351,0.0669982845953,0.173690360603,0.180584478532
e1e2,17,development,6,half_turn_ridge,fixed,1,4,0.243063888889,0.236315277778,0.600366666667,0.609516666667
e1e2,17,development,6,development_step_fit,development_fit,0.767655555556,4,0.054925,0.0509541666667,0.030225,0.0314333333333
e1e2,17,development,6,development_carrier_fit,development_fit,0.766279999999,4,0.0535494444437,0.0509541666667,0.0254105555529,0.0293699999989
e1e2,18,confirmation,6,persistence,fixed,0,4,0.692205555556,0.709130555556,0.399711111111,0.469023611111
e1e2,18,confirmation,6,one_third_phase,fixed,0.666666666667,4,0.194708333333,0.318911111111,0.871669444444,0.871298611111
e1e2,18,confirmation,6,one_over_e,fixed,0.735758882343,4,0.169169444444,0.284365003273,0.767289454263,0.754712516365
e1e2,18,confirmation,6,nearest_eighth_3_8,fixed,0.75,4,0.169169444444,0.277244444444,0.745927777778,0.719109722222
e1e2,18,confirmation,6,fibonacci_8_21,fixed,0.761904761905,4,0.169169444444,0.271292063492,0.720324206349,0.68934781746
e1e2,18,confirmation,6,phi,fixed,0.7639320225,4,0.169169444444,0.270278433194,0.715256054861,0.684279665972
e1e2,18,confirmation,6,two_fifths_phase,fixed,0.8,4,0.169169444444,0.252533333333,0.624797222222,0.594109722222
e1e2,18,confirmation,6,silver_conjugate,fixed,0.828427124746,4,0.169169444444,0.252533333333,0.539515847984,0.523041910357
e1e2,18,confirmation,6,half_turn_ridge,fixed,1,4,0.307794444444,0.290869444444,0.245841666667,0.276818055556
e1e2,18,confirmation,6,development_step_fit,development_fit,0.767655555556,4,0.169169444444,0.268416666667,0.705947222222,0.674970833333
e1e2,18,confirmation,6,development_carrier_fit,development_fit,0.766279999999,4,0.169169444444,0.269104444445,0.709386111113,0.678409722224
