dataset,cohort,candidate,increment_ara,plants,one_step_median_ara,one_step_mean_ara,carrier_median_ara,carrier_mean_ara,one_step_median_deg,carrier_median_deg,one_step_rank,carrier_rank
Landrein2015,Col0_JC-JL,three_eighths,0.75,26,0.09444444444444444,0.20985026532213163,0.36527777777777826,0.42936818762876866,17.0,65.75000000000009,1.0,1.0
Landrein2015,Col0_JC-JL,fibonacci_8_21,0.7619047619047619,26,0.09523809523809523,0.20738677318117163,0.46309523809523867,0.4480586818592117,17.142857142857142,83.35714285714296,2.0,5.0
Landrein2015,Col0_JC-JL,phi,0.7639320225002103,26,0.09726535583354368,0.20704265546319228,0.48808230375283834,0.45000821435756855,17.507764050037864,87.85481467551091,3.0,7.0
Landrein2015,Col0_JC-JL,two_fifths,0.8,26,0.10833333333333334,0.20411673995074014,0.42499999999999716,0.45003924270562745,19.5,76.49999999999949,5.0,4.0
Landrein2015,Col0_JC-JL,silver_conjugate,0.8284271247461903,26,0.11421356237309516,0.20664195494286183,0.42478350377182217,0.4557986499083383,20.55844122715713,76.46103067892798,6.0,3.0
Landrein2015,Col0_JC-JL,ridge,1.0,26,0.2694444444444445,0.28181764570379914,0.49722222222222,0.5009855656908282,48.50000000000001,89.4999999999996,8.0,8.0
Landrein2015,WS4_JL,persistence,0.0,15,0.7888888888888889,0.7476570807413181,0.505555555555556,0.5026892477224149,142.0,91.00000000000007,9.0,7.0
Landrein2015,WS4_JL,one_third,0.6666666666666666,15,0.13888888888888895,0.23413946575437622,0.49444444444444446,0.4704674382902146,25.00000000000001,89.0,7.0,4.0
Landrein2015,WS4_JL,one_over_e,0.7357588823428847,15,0.09166666666666662,0.19245423782822005,0.48411789560585694,0.4830849326297363,16.499999999999993,87.14122120905425,5.0,3.0
Landrein2015,WS4_JL,three_eighths,0.75,15,0.08333333333333337,0.18652177309422338,0.49444444444444446,0.5004652202048662,15.000000000000007,89.0,3.0,4.0
Landrein2015,WS4_JL,fibonacci_8_21,0.7619047619047619,15,0.08333333333333331,0.18274956977246798,0.5238095238095255,0.5148163425855015,14.999999999999996,94.28571428571459,1.0,8.0
Landrein2015,WS4_JL,phi,0.7639320225002103,15,0.08337646694465473,0.18221926519670534,0.5427450069497031,0.5150452135790393,15.007764050037851,97.69410125094655,4.0,9.0
Landrein2015,WS4_JL,two_fifths,0.8,15,0.08333333333333331,0.17632999880357184,0.41666666666666785,0.4500818599438967,14.999999999999996,75.00000000000021,1.0,2.0
Landrein2015,WS4_JL,silver_conjugate,0.8284271247461903,15,0.09444444444444444,0.17759457729548161,0.4160173196982542,0.4257123829537756,17.0,74.88311754568575,6.0,1.0
Landrein2015,WS4_JL,ridge,1.0,15,0.21111111111111114,0.2523429192586819,0.4999999999999998,0.4844485260514097,38.00000000000001,89.99999999999996,8.0,6.0
Landrein2015,WS4_JC-JL,persistence,0.0,25,0.6888888888888889,0.6211929061110206,0.5166666666666655,0.5101559230388626,124.0,92.99999999999979,9.0,9.0
Landrein2015,WS4_JC-JL,one_third,0.6666666666666666,25,0.2777777777777778,0.38579730101311066,0.4805555555555552,0.4858674531998961,50.0,86.49999999999993,1.0,4.0
Landrein2015,WS4_JC-JL,one_over_e,0.7357588823428847,25,0.3024255490095513,0.36116828250531063,0.49350791524387017,0.49940379201464163,54.43659882171924,88.83142474389663,2.0,6.0
Landrein2015,WS4_JC-JL,three_eighths,0.75,25,0.31666666666666665,0.3578203801292533,0.45555555555555216,0.4741671702783752,57.0,81.99999999999939,4.0,1.0
Landrein2015,WS4_JC-JL,fibonacci_8_21,0.7619047619047619,25,0.3214285714285714,0.3556924242743147,0.49801587301587347,0.4819063049018197,57.857142857142854,89.64285714285722,6.0,8.0
Landrein2015,WS4_JC-JL,phi,0.7639320225002103,25,0.3194875780557659,0.35538283781696395,0.4681935697161226,0.485325394928868,57.507764050037856,84.27484254890206,5.0,2.0
Landrein2015,WS4_JC-JL,two_fifths,0.8,25,0.3388888888888889,0.35238147950845694,0.47777777777777963,0.5088785563943609,61.0,86.00000000000034,7.0,3.0
Landrein2015,WS4_JC-JL,silver_conjugate,0.8284271247461903,25,0.3395382358573014,0.35288071686499056,0.49653662721362934,0.49285800024955007,61.11688245431426,89.37659289845328,8.0,7.0
Landrein2015,WS4_JC-JL,ridge,1.0,25,0.3111111111111111,0.37880709388897943,0.48888888888888715,0.49155049950554397,56.0,87.99999999999969,3.0,5.0
Landrein2015,clasp1_JL,persistence,0.0,19,0.6388888888888888,0.6911772048407755,0.4999999999999982,0.5016384349046887,114.99999999999999,89.99999999999969,9.0,4.0
Landrein2015,clasp1_JL,one_third,0.6666666666666666,19,0.13888888888888884,0.1983331707381415,0.49999999999999645,0.47484849003037854,24.999999999999993,89.99999999999936,1.0,2.0
Landrein2015,clasp1_JL,one_over_e,0.7357588823428847,19,0.14686999345399576,0.19456772103862663,0.49225096709901806,0.49008668721654997,26.436598821719237,88.60517407782325,2.0,1.0
Landrein2015,clasp1_JL,three_eighths,0.75,19,0.15000000000000002,0.19559823616454164,0.5,0.4961084203051867,27.000000000000004,90.0,3.0,5.0
Landrein2015,clasp1_JL,fibonacci_8_21,0.7619047619047619,19,0.16190476190476188,0.19704085102421628,0.536111111111111,0.5002188944927224,29.14285714285714,96.49999999999997,4.0,7.0
Landrein2015,clasp1_JL,phi,0.7639320225002103,19,0.16393202250021033,0.19734831651786258,0.548201341803555,0.501015800721718,29.50776405003786,98.67624152463989,5.0,9.0
Landrein2015,clasp1_JL,two_fifths,0.8,19,0.1999999999999999,0.20458551734781527,0.5111111111111111,0.5195950147500286,35.99999999999998,92.0,6.0,6.0
Landrein2015,clasp1_JL,silver_conjugate,0.8284271247461903,19,0.22287156919063478,0.2131441627622679,0.5362915010152385,0.5127480839189817,40.11688245431426,96.53247018274293,7.0,8.0
Landrein2015,clasp1_JL,ridge,1.0,19,0.36111111111111116,0.30882279515922445,0.49999999999999645,0.49053326251490187,65.00000000000001,89.99999999999936,8.0,2.0
Landrein2015,clasp1_JC-JL,persistence,0.0,17,0.7666666666666667,0.7275955313208265,0.49444444444444335,0.5020404504467683,138.0,88.9999999999998,9.0,8.0
Landrein2015,clasp1_JC-JL,one_third,0.6666666666666666,17,0.13333333333333341,0.2055266608229317,0.4888888888888907,0.48234206655526096,24.000000000000014,88.00000000000033,7.0,7.0
Landrein2015,clasp1_JC-JL,one_over_e,0.7357588823428847,17,0.07535222876822645,0.1673120912436074,0.3841137743338163,0.3811815706324313,13.56340117828076,69.14047938008694,5.0,4.0
Landrein2015,clasp1_JC-JL,three_eighths,0.75,17,0.07222222222222219,0.16272840694974292,0.31111111111111,0.3806985614200593,12.999999999999993,55.9999999999998,4.0,2.0
Landrein2015,clasp1_JC-JL,fibonacci_8_21,0.7619047619047619,17,0.07142857142857151,0.16017426672896737,0.3261904761904759,0.38917841376895307,12.857142857142872,58.714285714285666,3.0,3.0
Landrein2015,clasp1_JC-JL,phi,0.7639320225002103,17,0.06940131083312306,0.15988847274896828,0.3104209733299701,0.38710113215033504,12.49223594996215,55.87577519939462,2.0,1.0
Landrein2015,clasp1_JC-JL,two_fifths,0.8,17,0.06666666666666676,0.1598984954824483,0.4555555555555557,0.41921875251755975,12.000000000000018,82.00000000000003,1.0,5.0
Landrein2015,clasp1_JC-JL,silver_conjugate,0.8284271247461903,17,0.07712843080936527,0.16747978031526412,0.5574313838126912,0.578308914326015,13.883117545685748,100.33764908628442,6.0,9.0
Landrein2015,clasp1_JC-JL,ridge,1.0,17,0.23333333333333328,0.27240446867917345,0.48888888888889026,0.5007175839188035,41.99999999999999,88.00000000000024,8.0,6.0
Landrein2015,bot1-7_JL,persistence,0.0,20,0.6944444444444444,0.6808642733642734,0.4999999999999998,0.5071917371917373,125.0,89.99999999999996,9.0,5.0
Landrein2015,bot1-7_JL,one_third,0.6666666666666666,20,0.10555555555555562,0.16691122941122943,0.4805555555555605,0.49143734643734627,19.000000000000014,86.5000000000009,5.0,3.0
Landrein2015,bot1-7_JL,one_over_e,0.7357588823428847,20,0.09166666666666667,0.16027870051972487,0.5009005981045798,0.5076450004944724,16.5,90.16210765882435,1.0,6.0
Landrein2015,bot1-7_JL,three_eighths,0.75,20,0.09722222222222227,0.16226931476931478,0.5361111111111101,0.5397365547365547,17.500000000000007,96.49999999999982,2.0,9.0
Landrein2015,bot1-7_JL,fibonacci_8_21,0.7619047619047619,20,0.10357142857142854,0.16493542243542242,0.5142857142857133,0.5288201188201191,18.642857142857135,92.5714285714284,3.0,7.0
Landrein2015,bot1-7_JL,phi,0.7639320225002103,20,0.10555555555555557,0.16545908991437774,0.535075904439398,0.5200740620415544,19.000000000000004,96.31366279909165,4.0,8.0
Landrein2015,bot1-7_JL,two_fifths,0.8,20,0.12777777777777782,0.1789905814905815,0.46388888888889035,0.4367849667849667,23.000000000000007,83.50000000000026,6.0,2.0
Landrein2015,bot1-7_JL,silver_conjugate,0.8284271247461903,20,0.1527777777777778,0.19438020154649885,0.45782826994499937,0.47208285840041625,27.500000000000004,82.40908859009988,7.0,1.0
Landrein2015,bot1-7_JL,ridge,1.0,20,0.3055555555555556,0.3191357266357266,0.4861111111111107,0.4890085540085539,55.00000000000001,87.49999999999993,8.0,4.0
Landrein2015,bot1-7_JC-JL,persistence,0.0,40,0.6347222222222222,0.6048540097792847,0.4972222222222211,0.5017462879858995,114.25,89.4999999999998,9.0,6.0
Landrein2015,bot1-7_JC-JL,one_third,0.6666666666666666,40,0.3375,0.3937501289266095,0.502777777777772,0.4969829606584124,60.75000000000001,90.49999999999896,1.0,8.0
Landrein2015,bot1-7_JC-JL,one_over_e,0.7357588823428847,40,0.36787944117144233,0.3775027490002644,0.4747638070638285,0.48867644773753566,66.21829941085961,85.45748527148913,3.0,2.0
Landrein2015,bot1-7_JC-JL,three_eighths,0.75,40,0.37222222222222223,0.37513738384331563,0.4874999999999847,0.4801313196614009,67.0,87.74999999999724,4.0,4.0
Landrein2015,bot1-7_JC-JL,fibonacci_8_21,0.7619047619047619,40,0.37301587301587297,0.37372177083011415,0.4886904761904751,0.47966427502510267,67.14285714285714,87.96428571428552,5.0,5.0
Landrein2015,bot1-7_JC-JL,phi,0.7639320225002103,40,0.3750431336113214,0.37351366454491525,0.4826561490312469,0.48073177432099284,67.50776405003785,86.87810682562444,6.0,3.0
Landrein2015,bot1-7_JC-JL,two_fifths,0.8,40,0.3833333333333333,0.37129602098480763,0.5333333333333335,0.5120851304210213,69.0,96.00000000000004,8.0,9.0
Landrein2015,bot1-7_JC-JL,silver_conjugate,0.8284271247461903,40,0.3771284308093652,0.37184312542721076,0.4987013769212323,0.4956396361039177,67.88311754568574,89.76624784582181,7.0,7.0
Landrein2015,bot1-7_JC-JL,ridge,1.0,40,0.3652777777777778,0.3951459902207153,0.4625000000000048,0.4783383197515219,65.75,83.25000000000087,2.0,1.0
Cyanella2025,ALL,persistence,0.0,130,0.75,0.6312870115995116,0.625,0.5765655525030524,135.0,112.5,9.0,9.0
Cyanella2025,ALL,one_third,0.6666666666666666,130,0.08333333333333337,0.15448756105006106,0.18750000000000033,0.24470734126984137,15.000000000000007,33.75000000000006,7.0,6.0
Cyanella2025,ALL,one_over_e,0.7357588823428847,130,0.014241117657115332,0.13846854349978185,0.103638323514327,0.20230517167791073,2.5634011782807598,18.65489823257886,4.0,1.0
Cyanella2025,ALL,three_eighths,0.75,130,0.0,0.135166742979243,0.125,0.19633966727716728,0.0,22.5,1.0,4.0
Cyanella2025,ALL,fibonacci_8_21,0.7619047619047619,130,0.011904761904761862,0.14555535568928424,0.11011904761904767,0.2113082701029129,2.1428571428571352,19.82142857142858,2.0,3.0
Cyanella2025,ALL,phi,0.7639320225002103,130,0.013932022500210306,0.1473244314051133,0.10758497187473726,0.2138572718318272,2.507764050037855,19.365294937452706,3.0,2.0
Cyanella2025,ALL,two_fifths,0.8,130,0.050000000000000044,0.1787989163614164,0.17499999999999982,0.26121558302808306,9.000000000000007,31.499999999999968,5.0,5.0
Cyanella2025,ALL,silver_conjugate,0.8284271247461903,130,0.07842712474619029,0.2036056610750653,0.21935424949238058,0.30033843869909005,14.116882454314252,39.4837649086285,6.0,7.0
Cyanella2025,ALL,ridge,1.0,130,0.25,0.3687129884004884,0.5,0.4948103632478632,45.0,90.0,8.0,8.0
Cyanella2025,Cyanella_all,persistence,0.0,130,0.75,0.6312870115995116,0.625,0.5765655525030524,135.0,112.5,9.0,9.0
Cyanella2025,Cyanella_all,one_third,0.6666666666666666,130,0.08333333333333337,0.15448756105006106,0.18750000000000033,0.24470734126984137,15.000000000000007,33.75000000000006,7.0,6.0
Cyanella2025,Cyanella_all,one_over_e,0.7357588823428847,130,0.014241117657115332,0.13846854349978185,0.103638323514327,0.20230517167791073,2.5634011782807598,18.65489823257886,4.0,1.0
Cyanella2025,Cyanella_all,three_eighths,0.75,130,0.0,0.135166742979243,0.125,0.19633966727716728,0.0,22.5,1.0,4.0
Cyanella2025,Cyanella_all,fibonacci_8_21,0.7619047619047619,130,0.011904761904761862,0.14555535568928424,0.11011904761904767,0.2113082701029129,2.1428571428571352,19.82142857142858,2.0,3.0
Cyanella2025,Cyanella_all,phi,0.7639320225002103,130,0.013932022500210306,0.1473244314051133,0.10758497187473726,0.2138572718318272,2.507764050037855,19.365294937452706,3.0,2.0
Cyanella2025,Cyanella_all,two_fifths,0.8,130,0.050000000000000044,0.1787989163614164,0.17499999999999982,0.26121558302808306,9.000000000000007,31.499999999999968,5.0,5.0
Cyanella2025,Cyanella_all,silver_conjugate,0.8284271247461903,130,0.07842712474619029,0.2036056610750653,0.21935424949238058,0.30033843869909005,14.116882454314252,39.4837649086285,6.0,7.0
Cyanella2025,Cyanella_all,ridge,1.0,130,0.25,0.3687129884004884,0.5,0.4948103632478632,45.0,90.0,8.0,8.0
