dataset,cohort,genotype,condition,source_file,source_plant,angle_deg,event,plant_id,u_ara,position_ara,heldout,source_bin,source_orientation
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,2,139.0,10,Col0_JL_P2,0.7722222222222223,1.1611111111111105,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,2,152.0,11,Col0_JL_P2,0.8444444444444444,0.005555555555554648,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,2,105.0,12,Col0_JL_P2,0.5833333333333334,0.5888888888888886,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,2,139.0,13,Col0_JL_P2,0.7722222222222223,1.3611111111111107,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,2,125.0,14,Col0_JL_P2,0.6944444444444444,0.05555555555555536,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,2,131.0,15,Col0_JL_P2,0.7277777777777777,0.7833333333333332,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,2,124.0,16,Col0_JL_P2,0.6888888888888889,1.4722222222222214,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,2,126.0,17,Col0_JL_P2,0.7,0.17222222222222072,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,2,132.0,18,Col0_JL_P2,0.7333333333333333,0.9055555555555532,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,2,129.0,19,Col0_JL_P2,0.7166666666666667,1.62222222222222,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,2,114.0,20,Col0_JL_P2,0.6333333333333333,0.25555555555555287,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,2,284.0,21,Col0_JL_P2,1.5777777777777777,1.8333333333333304,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,2,140.0,22,Col0_JL_P2,0.7777777777777778,0.6111111111111072,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,2,236.0,23,Col0_JL_P2,1.3111111111111111,1.9222222222222172,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,2,224.0,24,Col0_JL_P2,1.2444444444444445,1.1666666666666607,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,2,229.0,25,Col0_JL_P2,1.2722222222222221,0.4388888888888829,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,2,167.0,26,Col0_JL_P2,0.9277777777777778,1.36666666666666,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,2,114.0,27,Col0_JL_P2,0.6333333333333333,1.999999999999993,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,2,134.0,28,Col0_JL_P2,0.7444444444444445,0.7444444444444365,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,2,151.0,29,Col0_JL_P2,0.8388888888888889,1.583333333333325,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,2,115.0,30,Col0_JL_P2,0.6388888888888888,0.22222222222221433,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,2,149.0,31,Col0_JL_P2,0.8277777777777777,1.0499999999999936,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,2,166.0,32,Col0_JL_P2,0.9222222222222223,1.9722222222222143,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,2,116.0,33,Col0_JL_P2,0.6444444444444445,0.61666666666666,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,3,108.0,1,Col0_JL_P3,0.6,0.6,False,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,3,162.0,2,Col0_JL_P3,0.9,1.5,False,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,3,144.0,3,Col0_JL_P3,0.8,0.2999999999999998,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,3,107.0,4,Col0_JL_P3,0.5944444444444444,0.8944444444444444,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,3,271.0,5,Col0_JL_P3,1.5055555555555555,0.40000000000000036,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,3,230.0,6,Col0_JL_P3,1.2777777777777777,1.677777777777778,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,3,73.0,7,Col0_JL_P3,0.40555555555555556,0.08333333333333393,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,3,219.0,8,Col0_JL_P3,1.2166666666666666,1.3000000000000007,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,3,243.0,9,Col0_JL_P3,1.35,0.6500000000000004,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,3,175.0,10,Col0_JL_P3,0.9722222222222222,1.6222222222222218,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,3,96.0,11,Col0_JL_P3,0.5333333333333333,0.155555555555555,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,3,120.0,12,Col0_JL_P3,0.6666666666666666,0.8222222222222211,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,3,170.0,13,Col0_JL_P3,0.9444444444444444,1.7666666666666657,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,3,121.0,14,Col0_JL_P3,0.6722222222222223,0.4388888888888882,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,3,169.0,15,Col0_JL_P3,0.9388888888888889,1.3777777777777764,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,3,136.0,16,Col0_JL_P3,0.7555555555555555,0.13333333333333286,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,3,116.0,17,Col0_JL_P3,0.6444444444444445,0.7777777777777768,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,3,214.0,18,Col0_JL_P3,1.1888888888888889,1.966666666666665,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,3,150.0,19,Col0_JL_P3,0.8333333333333334,0.7999999999999972,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,4,152.0,1,Col0_JL_P4,0.8444444444444444,0.8444444444444444,False,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,4,126.0,2,Col0_JL_P4,0.7,1.5444444444444443,False,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,4,121.0,3,Col0_JL_P4,0.6722222222222223,0.21666666666666679,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,4,163.0,4,Col0_JL_P4,0.9055555555555556,1.1222222222222222,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,4,171.0,5,Col0_JL_P4,0.95,0.07222222222222197,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,4,117.0,6,Col0_JL_P4,0.65,0.7222222222222223,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,4,171.0,7,Col0_JL_P4,0.95,1.6722222222222225,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,4,170.0,8,Col0_JL_P4,0.9444444444444444,0.6166666666666671,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,4,159.0,9,Col0_JL_P4,0.8833333333333333,1.5,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,4,135.0,10,Col0_JL_P4,0.75,0.25,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,4,157.0,11,Col0_JL_P4,0.8722222222222222,1.1222222222222218,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,4,140.0,12,Col0_JL_P4,0.7777777777777778,1.9000000000000004,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,4,151.0,13,Col0_JL_P4,0.8388888888888889,0.7388888888888889,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,4,159.0,14,Col0_JL_P4,0.8833333333333333,1.6222222222222218,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,4,149.0,15,Col0_JL_P4,0.8277777777777777,0.4499999999999993,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,4,132.0,16,Col0_JL_P4,0.7333333333333333,1.1833333333333318,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,4,155.0,17,Col0_JL_P4,0.8611111111111112,0.04444444444444251,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,4,128.0,18,Col0_JL_P4,0.7111111111111111,0.7555555555555529,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,4,145.0,19,Col0_JL_P4,0.8055555555555556,1.5611111111111082,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,4,172.0,20,Col0_JL_P4,0.9555555555555556,0.5166666666666622,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,4,106.0,21,Col0_JL_P4,0.5888888888888889,1.1055555555555507,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,4,157.0,22,Col0_JL_P4,0.8722222222222222,1.9777777777777743,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,4,147.0,23,Col0_JL_P4,0.8166666666666667,0.7944444444444407,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,4,150.0,24,Col0_JL_P4,0.8333333333333334,1.6277777777777729,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,4,148.0,25,Col0_JL_P4,0.8222222222222222,0.44999999999999574,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,4,120.0,26,Col0_JL_P4,0.6666666666666666,1.1166666666666636,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,4,134.0,27,Col0_JL_P4,0.7444444444444445,1.8611111111111072,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,4,156.0,28,Col0_JL_P4,0.8666666666666667,0.7277777777777743,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,4,126.0,29,Col0_JL_P4,0.7,1.4277777777777736,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,4,162.0,30,Col0_JL_P4,0.9,0.3277777777777722,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,4,140.0,31,Col0_JL_P4,0.7777777777777778,1.1055555555555507,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,4,118.0,32,Col0_JL_P4,0.6555555555555556,1.7611111111111057,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,4,165.0,33,Col0_JL_P4,0.9166666666666666,0.6777777777777736,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,4,116.0,34,Col0_JL_P4,0.6444444444444445,1.3222222222222193,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,4,173.0,35,Col0_JL_P4,0.9611111111111111,0.28333333333333144,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,4,151.0,36,Col0_JL_P4,0.8388888888888889,1.12222222222222,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,4,140.0,37,Col0_JL_P4,0.7777777777777778,1.8999999999999986,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,4,146.0,38,Col0_JL_P4,0.8111111111111111,0.7111111111111086,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,5,153.0,1,Col0_JL_P5,0.85,0.85,False,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,5,168.0,2,Col0_JL_P5,0.9333333333333333,1.7833333333333332,False,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,5,155.0,3,Col0_JL_P5,0.8611111111111112,0.6444444444444444,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,5,131.0,4,Col0_JL_P5,0.7277777777777777,1.3722222222222222,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,5,161.0,5,Col0_JL_P5,0.8944444444444445,0.2666666666666666,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,5,173.0,6,Col0_JL_P5,0.9611111111111111,1.2277777777777779,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,5,145.0,7,Col0_JL_P5,0.8055555555555556,0.033333333333333215,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,5,142.0,8,Col0_JL_P5,0.7888888888888889,0.822222222222222,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,5,145.0,9,Col0_JL_P5,0.8055555555555556,1.6277777777777773,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,5,148.0,10,Col0_JL_P5,0.8222222222222222,0.4499999999999993,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,5,128.0,11,Col0_JL_P5,0.7111111111111111,1.1611111111111097,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,5,146.0,12,Col0_JL_P5,0.8111111111111111,1.9722222222222214,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,5,150.0,13,Col0_JL_P5,0.8333333333333334,0.8055555555555554,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,5,160.0,14,Col0_JL_P5,0.8888888888888888,1.6944444444444446,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,5,117.0,15,Col0_JL_P5,0.65,0.344444444444445,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,5,294.0,16,Col0_JL_P5,1.6333333333333333,1.9777777777777779,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,5,225.0,17,Col0_JL_P5,1.25,1.2277777777777779,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,5,269.0,18,Col0_JL_P5,1.4944444444444445,0.7222222222222214,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,5,147.0,19,Col0_JL_P5,0.8166666666666667,1.5388888888888879,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,5,138.0,20,Col0_JL_P5,0.7666666666666667,0.3055555555555536,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,5,133.0,21,Col0_JL_P5,0.7388888888888889,1.0444444444444443,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,5,133.0,22,Col0_JL_P5,0.7388888888888889,1.7833333333333314,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,5,111.0,23,Col0_JL_P5,0.6166666666666667,0.3999999999999986,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,5,170.0,24,Col0_JL_P5,0.9444444444444444,1.3444444444444414,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,5,98.0,25,Col0_JL_P5,0.5444444444444444,1.8888888888888857,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,5,182.0,26,Col0_JL_P5,1.011111111111111,0.8999999999999986,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,5,88.0,27,Col0_JL_P5,0.4888888888888889,1.3888888888888857,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,5,104.0,28,Col0_JL_P5,0.5777777777777777,1.966666666666665,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,5,158.0,29,Col0_JL_P5,0.8777777777777778,0.8444444444444414,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,5,130.0,30,Col0_JL_P5,0.7222222222222222,1.5666666666666629,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,5,163.0,31,Col0_JL_P5,0.9055555555555556,0.4722222222222179,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,5,111.0,32,Col0_JL_P5,0.6166666666666667,1.088888888888885,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,5,139.0,33,Col0_JL_P5,0.7722222222222223,1.8611111111111072,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,5,140.0,34,Col0_JL_P5,0.7777777777777778,0.6388888888888857,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,5,104.0,35,Col0_JL_P5,0.5777777777777777,1.216666666666665,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,5,150.0,36,Col0_JL_P5,0.8333333333333334,0.04999999999999716,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,5,146.0,37,Col0_JL_P5,0.8111111111111111,0.8611111111111072,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,5,124.0,38,Col0_JL_P5,0.6888888888888889,1.5499999999999972,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,5,128.0,39,Col0_JL_P5,0.7111111111111111,0.26111111111110574,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,5,163.0,40,Col0_JL_P5,0.9055555555555556,1.1666666666666643,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,5,117.0,41,Col0_JL_P5,0.65,1.8166666666666629,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,5,164.0,42,Col0_JL_P5,0.9111111111111111,0.7277777777777743,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,5,131.0,43,Col0_JL_P5,0.7277777777777777,1.4555555555555486,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,5,130.0,44,Col0_JL_P5,0.7222222222222222,0.17777777777777004,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,5,179.0,45,Col0_JL_P5,0.9944444444444445,1.1722222222222172,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,5,159.0,46,Col0_JL_P5,0.8833333333333333,0.05555555555555003,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,6,95.0,1,Col0_JL_P6,0.5277777777777778,0.5277777777777778,False,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,6,113.0,2,Col0_JL_P6,0.6277777777777778,1.1555555555555554,False,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,6,158.0,3,Col0_JL_P6,0.8777777777777778,0.033333333333333215,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,6,110.0,4,Col0_JL_P6,0.6111111111111112,0.6444444444444444,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,6,89.0,5,Col0_JL_P6,0.49444444444444446,1.1388888888888888,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,6,128.0,6,Col0_JL_P6,0.7111111111111111,1.85,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,6,123.0,7,Col0_JL_P6,0.6833333333333333,0.5333333333333332,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,6,112.0,8,Col0_JL_P6,0.6222222222222222,1.155555555555555,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,6,122.0,9,Col0_JL_P6,0.6777777777777778,1.833333333333333,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,6,128.0,10,Col0_JL_P6,0.7111111111111111,0.5444444444444443,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,6,125.0,11,Col0_JL_P6,0.6944444444444444,1.238888888888889,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,6,160.0,12,Col0_JL_P6,0.8888888888888888,0.1277777777777782,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,6,115.0,13,Col0_JL_P6,0.6388888888888888,0.7666666666666675,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,6,77.0,14,Col0_JL_P6,0.42777777777777776,1.1944444444444446,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,6,224.0,15,Col0_JL_P6,1.2444444444444445,0.43888888888889,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,6,74.0,16,Col0_JL_P6,0.4111111111111111,0.8500000000000014,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,6,165.0,17,Col0_JL_P6,0.9166666666666666,1.7666666666666675,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,6,125.0,18,Col0_JL_P6,0.6944444444444444,0.46111111111111214,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,6,229.0,19,Col0_JL_P6,1.2722222222222221,1.7333333333333343,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,6,122.0,20,Col0_JL_P6,0.6777777777777778,0.4111111111111114,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,6,132.0,21,Col0_JL_P6,0.7333333333333333,1.144444444444444,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,6,128.0,22,Col0_JL_P6,0.7111111111111111,1.8555555555555543,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,6,121.0,23,Col0_JL_P6,0.6722222222222223,0.527777777777775,True,,
Landrein2015,Col0_JL,Col0,JL,Col0-JL.txt,6,113.0,24,Col0_JL_P6,0.6277777777777778,1.1555555555555515,True,,
