source_file,direction,lifecycle_band,feature,raw_share_change,matched_nonexchange_mean_change,event_minus_matched_change
20220418_cam1_flid32.h5,retention → traversal,6–24 h,idle,0.21666666666666667,-0.0022807017543859357,0.2189473684210526
20220418_cam1_flid32.h5,retention → traversal,6–24 h,proboscis,0.0166666666666666,-0.006140350877192984,0.022807017543859585
20220418_cam1_flid32.h5,retention → traversal,6–24 h,grooming,-0.1383333333333333,-0.004736842105263157,-0.13359649122807016
20220418_cam1_flid32.h5,retention → traversal,6–24 h,locomotion,-0.0216666666666666,0.0019298245614034995,-0.0235964912280701
20220418_cam1_flid32.h5,retention → traversal,6–24 h,unresolved,-0.07333333333333329,0.011228070175438584,-0.08456140350877188
20220418_cam1_flid32.h5,traversal → retention,6–24 h,idle,-0.14166666666666683,-0.0022807017543859357,-0.1393859649122809
20220418_cam1_flid32.h5,traversal → retention,6–24 h,proboscis,-0.0033333333333333,-0.006140350877192984,0.002807017543859684
20220418_cam1_flid32.h5,traversal → retention,6–24 h,grooming,0.0683333333333332,-0.004736842105263157,0.07307017543859637
20220418_cam1_flid32.h5,traversal → retention,6–24 h,locomotion,0.0116666666666666,0.0019298245614034995,0.0097368421052631
20220418_cam1_flid32.h5,traversal → retention,6–24 h,unresolved,0.065,0.011228070175438584,0.053771929824561415
20220418_cam1_flid32.h5,traversal → retention,6–24 h,idle,-0.3416666666666667,-0.0022807017543859357,-0.33938596491228074
20220418_cam1_flid32.h5,traversal → retention,6–24 h,proboscis,0.0166666666666667,-0.006140350877192984,0.022807017543859685
20220418_cam1_flid32.h5,traversal → retention,6–24 h,grooming,0.0983333333333333,-0.004736842105263157,0.10307017543859645
20220418_cam1_flid32.h5,traversal → retention,6–24 h,locomotion,0.05500000000000001,0.0019298245614034995,0.05307017543859651
20220418_cam1_flid32.h5,traversal → retention,6–24 h,unresolved,0.17166666666666672,0.011228070175438584,0.16043859649122813
20220418_cam1_flid32.h5,retention → traversal,6–24 h,idle,0.018333333333333424,-0.0022807017543859357,0.02061403508771936
20220418_cam1_flid32.h5,retention → traversal,6–24 h,proboscis,0.005,-0.006140350877192984,0.011140350877192985
20220418_cam1_flid32.h5,retention → traversal,6–24 h,grooming,-0.018333333333333302,-0.004736842105263157,-0.013596491228070145
20220418_cam1_flid32.h5,retention → traversal,6–24 h,locomotion,0.0,0.0019298245614034995,-0.0019298245614034995
20220418_cam1_flid32.h5,retention → traversal,6–24 h,unresolved,-0.0050000000000000044,0.011228070175438584,-0.016228070175438588
20220418_cam1_flid32.h5,traversal → retention,6–24 h,idle,-0.0033333333333334103,-0.0022807017543859357,-0.0010526315789474746
20220418_cam1_flid32.h5,traversal → retention,6–24 h,proboscis,-0.035,-0.006140350877192984,-0.02885964912280702
20220418_cam1_flid32.h5,traversal → retention,6–24 h,grooming,0.0350000000000001,-0.004736842105263157,0.03973684210526326
20220418_cam1_flid32.h5,traversal → retention,6–24 h,locomotion,-0.0066666666666666,0.0019298245614034995,-0.0085964912280701
20220418_cam1_flid32.h5,traversal → retention,6–24 h,unresolved,0.010000000000000009,0.011228070175438584,-0.0012280701754385746
20220418_cam1_flid32.h5,retention → traversal,6–24 h,idle,0.07333333333333347,-0.0022807017543859357,0.07561403508771941
20220418_cam1_flid32.h5,retention → traversal,6–24 h,proboscis,0.0,-0.006140350877192984,0.006140350877192984
20220418_cam1_flid32.h5,retention → traversal,6–24 h,grooming,-0.04,-0.004736842105263157,-0.035263157894736843
20220418_cam1_flid32.h5,retention → traversal,6–24 h,locomotion,0.0,0.0019298245614034995,-0.0019298245614034995
20220418_cam1_flid32.h5,retention → traversal,6–24 h,unresolved,-0.033333333333333305,0.011228070175438584,-0.044561403508771885
20220418_cam1_flid32.h5,traversal → retention,6–24 h,idle,-0.09833333333333338,-0.0022807017543859357,-0.09605263157894744
20220418_cam1_flid32.h5,traversal → retention,6–24 h,proboscis,0.0,-0.006140350877192984,0.006140350877192984
20220418_cam1_flid32.h5,traversal → retention,6–24 h,grooming,0.0633333333333333,-0.004736842105263157,0.06807017543859645
20220418_cam1_flid32.h5,traversal → retention,6–24 h,locomotion,0.0,0.0019298245614034995,-0.0019298245614034995
20220418_cam1_flid32.h5,traversal → retention,6–24 h,unresolved,0.035,0.011228070175438584,0.02377192982456142
20220418_cam1_flid32.h5,retention → traversal,6–24 h,idle,0.08666666666666667,-0.0022807017543859357,0.08894736842105261
20220418_cam1_flid32.h5,retention → traversal,6–24 h,proboscis,0.0016666666666666,-0.006140350877192984,0.007807017543859584
20220418_cam1_flid32.h5,retention → traversal,6–24 h,grooming,-0.0216666666666665,-0.004736842105263157,-0.016929824561403344
20220418_cam1_flid32.h5,retention → traversal,6–24 h,locomotion,-0.0233333333333333,0.0019298245614034995,-0.0252631578947368
20220418_cam1_flid32.h5,retention → traversal,6–24 h,unresolved,-0.0433333333333333,0.011228070175438584,-0.05456140350877188
20220418_cam1_flid32.h5,traversal → retention,6–24 h,idle,-0.1316666666666666,-0.0022807017543859357,-0.12938596491228066
20220418_cam1_flid32.h5,traversal → retention,6–24 h,proboscis,-0.0016666666666666,-0.006140350877192984,0.004473684210526384
20220418_cam1_flid32.h5,traversal → retention,6–24 h,grooming,0.0633333333333333,-0.004736842105263157,0.06807017543859645
20220418_cam1_flid32.h5,traversal → retention,6–24 h,locomotion,0.014999999999999899,0.0019298245614034995,0.013070175438596399
20220418_cam1_flid32.h5,traversal → retention,6–24 h,unresolved,0.05500000000000001,0.011228070175438584,0.04377192982456142
20220418_cam1_flid32.h5,retention → traversal,6–24 h,idle,0.11666666666666659,-0.0022807017543859357,0.11894736842105252
20220418_cam1_flid32.h5,retention → traversal,6–24 h,proboscis,0.0,-0.006140350877192984,0.006140350877192984
20220418_cam1_flid32.h5,retention → traversal,6–24 h,grooming,-0.061666666666666696,-0.004736842105263157,-0.05692982456140354
20220418_cam1_flid32.h5,retention → traversal,6–24 h,locomotion,-0.014999999999999899,0.0019298245614034995,-0.0169298245614034
20220418_cam1_flid32.h5,retention → traversal,6–24 h,unresolved,-0.04000000000000001,0.011228070175438584,-0.051228070175438595
20220418_cam1_flid32.h5,retention → traversal,6–24 h,idle,-0.20666666666666667,-0.0022807017543859357,-0.20438596491228073
20220418_cam1_flid32.h5,retention → traversal,6–24 h,proboscis,-0.013333333333333301,-0.006140350877192984,-0.007192982456140317
20220418_cam1_flid32.h5,retention → traversal,6–24 h,grooming,0.0716666666666666,-0.004736842105263157,0.07640350877192975
20220418_cam1_flid32.h5,retention → traversal,6–24 h,locomotion,0.0683333333333333,0.0019298245614034995,0.0664035087719298
20220418_cam1_flid32.h5,retention → traversal,6–24 h,unresolved,0.0799999999999999,0.011228070175438584,0.06877192982456132
20220418_cam1_flid32.h5,traversal → retention,6–24 h,idle,0.018333333333333313,-0.0022807017543859357,0.020614035087719248
20220418_cam1_flid32.h5,traversal → retention,6–24 h,proboscis,0.0033333333333332993,-0.006140350877192984,0.009473684210526283
20220418_cam1_flid32.h5,traversal → retention,6–24 h,grooming,0.02500000000000001,-0.004736842105263157,0.029736842105263166
20220418_cam1_flid32.h5,traversal → retention,6–24 h,locomotion,-0.0083333333333333,0.0019298245614034995,-0.0102631578947368
20220418_cam1_flid32.h5,traversal → retention,6–24 h,unresolved,-0.0383333333333333,0.011228070175438584,-0.04956140350877189
20220418_cam1_flid32.h5,retention → traversal,6–24 h,idle,0.1233333333333333,-0.0022807017543859357,0.12561403508771923
20220418_cam1_flid32.h5,retention → traversal,6–24 h,proboscis,0.019999999999999997,-0.006140350877192984,0.02614035087719298
20220418_cam1_flid32.h5,retention → traversal,6–24 h,grooming,-0.0883333333333333,-0.004736842105263157,-0.08359649122807014
20220418_cam1_flid32.h5,retention → traversal,6–24 h,locomotion,-0.0016666666666666,0.0019298245614034995,-0.0035964912280700995
20220418_cam1_flid32.h5,retention → traversal,6–24 h,unresolved,-0.0533333333333334,0.011228070175438584,-0.06456140350877199
20220418_cam1_flid32.h5,traversal → retention,6–24 h,idle,0.011666666666666603,-0.0022807017543859357,0.013947368421052538
20220418_cam1_flid32.h5,traversal → retention,6–24 h,proboscis,0.0483333333333334,-0.006140350877192984,0.05447368421052638
20220418_cam1_flid32.h5,traversal → retention,6–24 h,grooming,-0.0033333333333332993,-0.004736842105263157,0.001403508771929858
20220418_cam1_flid32.h5,traversal → retention,6–24 h,locomotion,0.0,0.0019298245614034995,-0.0019298245614034995
20220418_cam1_flid32.h5,traversal → retention,6–24 h,unresolved,-0.0566666666666667,0.011228070175438584,-0.06789473684210529
20220418_cam1_flid32.h5,retention → traversal,6–24 h,idle,-0.030000000000000027,-0.0022807017543859357,-0.02771929824561409
20220418_cam1_flid32.h5,retention → traversal,6–24 h,proboscis,0.0333333333333333,-0.006140350877192984,0.039473684210526286
20220418_cam1_flid32.h5,retention → traversal,6–24 h,grooming,0.0016666666666666982,-0.004736842105263157,0.006403508771929856
20220418_cam1_flid32.h5,retention → traversal,6–24 h,locomotion,0.0,0.0019298245614034995,-0.0019298245614034995
20220418_cam1_flid32.h5,retention → traversal,6–24 h,unresolved,-0.0050000000000000044,0.011228070175438584,-0.016228070175438588
20220418_cam1_flid32.h5,traversal → retention,final 6 h,idle,-0.27,-0.020333333333333294,-0.24966666666666673
20220418_cam1_flid32.h5,traversal → retention,final 6 h,proboscis,-0.0083333333333333,-0.00200000000000002,-0.00633333333333328
20220418_cam1_flid32.h5,traversal → retention,final 6 h,grooming,0.0783333333333333,0.00399999999999998,0.07433333333333332
20220418_cam1_flid32.h5,traversal → retention,final 6 h,locomotion,0.1016666666666666,0.0016666666666666399,0.09999999999999996
20220418_cam1_flid32.h5,traversal → retention,final 6 h,unresolved,0.0983333333333333,0.016666666666666656,0.08166666666666664
20220418_cam1_flid32.h5,traversal → retention,final 6 h,idle,-0.13333333333333341,-0.020333333333333294,-0.11300000000000013
20220418_cam1_flid32.h5,traversal → retention,final 6 h,proboscis,-0.0033333333333333,-0.00200000000000002,-0.0013333333333332802
20220418_cam1_flid32.h5,traversal → retention,final 6 h,grooming,-0.013333333333333398,0.00399999999999998,-0.017333333333333378
20220418_cam1_flid32.h5,traversal → retention,final 6 h,locomotion,0.0116666666666666,0.0016666666666666399,0.00999999999999996
20220418_cam1_flid32.h5,traversal → retention,final 6 h,unresolved,0.13833333333333342,0.016666666666666656,0.12166666666666676
20220418_cam1_flid32.h5,retention → traversal,final 6 h,idle,0.029999999999999916,-0.020333333333333294,0.05033333333333321
20220418_cam1_flid32.h5,retention → traversal,final 6 h,proboscis,0.0,-0.00200000000000002,0.00200000000000002
20220418_cam1_flid32.h5,retention → traversal,final 6 h,grooming,0.0,0.00399999999999998,-0.00399999999999998
20220418_cam1_flid32.h5,retention → traversal,final 6 h,locomotion,0.0,0.0016666666666666399,-0.0016666666666666399
20220418_cam1_flid32.h5,retention → traversal,final 6 h,unresolved,-0.03,0.016666666666666656,-0.046666666666666655
20220418_cam1_flid32.h5,traversal → retention,final 6 h,idle,-0.023333333333333428,-0.020333333333333294,-0.0030000000000001345
20220418_cam1_flid32.h5,traversal → retention,final 6 h,proboscis,-0.0033333333333333,-0.00200000000000002,-0.0013333333333332802
20220418_cam1_flid32.h5,traversal → retention,final 6 h,grooming,0.0016666666666666,0.00399999999999998,-0.00233333333333338
20220418_cam1_flid32.h5,traversal → retention,final 6 h,locomotion,-0.0033333333333333,0.0016666666666666399,-0.00499999999999994
20220418_cam1_flid32.h5,traversal → retention,final 6 h,unresolved,0.0283333333333333,0.016666666666666656,0.011666666666666645
20220418_cam1_flid32.h5,retention → traversal,final 6 h,idle,0.1050000000000001,-0.020333333333333294,0.12533333333333338
20220418_cam1_flid32.h5,retention → traversal,final 6 h,proboscis,0.005,-0.00200000000000002,0.00700000000000002
20220418_cam1_flid32.h5,retention → traversal,final 6 h,grooming,-0.0233333333333332,0.00399999999999998,-0.02733333333333318
20220418_cam1_flid32.h5,retention → traversal,final 6 h,locomotion,-0.005,0.0016666666666666399,-0.00666666666666664
20220418_cam1_flid32.h5,retention → traversal,final 6 h,unresolved,-0.0816666666666667,0.016666666666666656,-0.09833333333333336
20220418_cam1_flid33.h5,retention → traversal,>72 h,idle,0.2716666666666667,0.006290064102564104,0.2653766025641026
20220418_cam1_flid33.h5,retention → traversal,>72 h,proboscis,0.0066666666666666,0.00024038461538461686,0.006426282051281983
20220418_cam1_flid33.h5,retention → traversal,>72 h,grooming,-0.0933333333333333,-0.010040064102564096,-0.0832932692307692
20220418_cam1_flid33.h5,retention → traversal,>72 h,locomotion,-0.155,0.005857371794871797,-0.1608573717948718
20220418_cam1_flid33.h5,retention → traversal,>72 h,unresolved,-0.03,-0.0023477564102564116,-0.027652243589743587
20220418_cam1_flid33.h5,traversal → retention,>72 h,idle,-0.5250000000000001,0.006290064102564104,-0.5312900641025642
20220418_cam1_flid33.h5,traversal → retention,>72 h,proboscis,-0.0033333333333333,0.00024038461538461686,-0.003573717948717917
20220418_cam1_flid33.h5,traversal → retention,>72 h,grooming,0.029999999999999902,-0.010040064102564096,0.040040064102564
20220418_cam1_flid33.h5,traversal → retention,>72 h,locomotion,0.355,0.005857371794871797,0.3491426282051282
20220418_cam1_flid33.h5,traversal → retention,>72 h,unresolved,0.1433333333333333,-0.0023477564102564116,0.14568108974358973
20220418_cam1_flid33.h5,retention → traversal,>72 h,idle,-0.5933333333333334,0.006290064102564104,-0.5996233974358974
20220418_cam1_flid33.h5,retention → traversal,>72 h,proboscis,0.0283333333333333,0.00024038461538461686,0.028092948717948683
20220418_cam1_flid33.h5,retention → traversal,>72 h,grooming,0.0116666666666667,-0.010040064102564096,0.021706730769230798
20220418_cam1_flid33.h5,retention → traversal,>72 h,locomotion,0.4449999999999999,0.005857371794871797,0.4391426282051281
20220418_cam1_flid33.h5,retention → traversal,>72 h,unresolved,0.10833333333333331,-0.0023477564102564116,0.11068108974358973
20220418_cam1_flid33.h5,traversal → retention,>72 h,idle,0.235,0.006290064102564104,0.22870993589743588
20220418_cam1_flid33.h5,traversal → retention,>72 h,proboscis,-0.0283333333333333,0.00024038461538461686,-0.02857371794871792
20220418_cam1_flid33.h5,traversal → retention,>72 h,grooming,0.13166666666666663,-0.010040064102564096,0.1417067307692307
20220418_cam1_flid33.h5,traversal → retention,>72 h,locomotion,-0.3,0.005857371794871797,-0.30585737179487177
20220418_cam1_flid33.h5,traversal → retention,>72 h,unresolved,-0.0383333333333333,-0.0023477564102564116,-0.03598557692307689
20220418_cam1_flid33.h5,retention → traversal,>72 h,idle,-0.0933333333333334,0.006290064102564104,-0.0996233974358975
20220418_cam1_flid33.h5,retention → traversal,>72 h,proboscis,0.0,0.00024038461538461686,-0.00024038461538461686
20220418_cam1_flid33.h5,retention → traversal,>72 h,grooming,0.03499999999999999,-0.010040064102564096,0.04504006410256409
20220418_cam1_flid33.h5,retention → traversal,>72 h,locomotion,0.1399999999999999,0.005857371794871797,0.1341426282051281
20220418_cam1_flid33.h5,retention → traversal,>72 h,unresolved,-0.08166666666666668,-0.0023477564102564116,-0.07931891025641027
20220418_cam1_flid33.h5,traversal → retention,>72 h,idle,-0.040000000000000036,0.006290064102564104,-0.04629006410256414
20220418_cam1_flid33.h5,traversal → retention,>72 h,proboscis,0.04,0.00024038461538461686,0.039759615384615386
20220418_cam1_flid33.h5,traversal → retention,>72 h,grooming,0.0,-0.010040064102564096,0.010040064102564096
20220418_cam1_flid33.h5,traversal → retention,>72 h,locomotion,0.0,0.005857371794871797,-0.005857371794871797
20220418_cam1_flid33.h5,traversal → retention,>72 h,unresolved,0.0,-0.0023477564102564116,0.0023477564102564116
20220418_cam1_flid33.h5,retention → traversal,>72 h,idle,0.07000000000000017,0.006290064102564104,0.06370993589743607
20220418_cam1_flid33.h5,retention → traversal,>72 h,proboscis,0.0033333333333333,0.00024038461538461686,0.0030929487179486835
20220418_cam1_flid33.h5,retention → traversal,>72 h,grooming,-0.0649999999999999,-0.010040064102564096,-0.05495993589743581
20220418_cam1_flid33.h5,retention → traversal,>72 h,locomotion,-0.0016666666666666,0.005857371794871797,-0.007524038461538397
20220418_cam1_flid33.h5,retention → traversal,>72 h,unresolved,-0.0066666666666666,-0.0023477564102564116,-0.004318910256410189
20220418_cam1_flid33.h5,traversal → retention,>72 h,idle,-0.013333333333333641,0.006290064102564104,-0.019623397435897746
20220418_cam1_flid33.h5,traversal → retention,>72 h,proboscis,0.009999999999999998,0.00024038461538461686,0.009759615384615382
20220418_cam1_flid33.h5,traversal → retention,>72 h,grooming,0.0,-0.010040064102564096,0.010040064102564096
20220418_cam1_flid33.h5,traversal → retention,>72 h,locomotion,0.0,0.005857371794871797,-0.005857371794871797
20220418_cam1_flid33.h5,traversal → retention,>72 h,unresolved,0.0033333333333333,-0.0023477564102564116,0.005681089743589712
20220418_cam1_flid33.h5,retention → traversal,>72 h,idle,0.08999999999999997,0.006290064102564104,0.08370993589743586
20220418_cam1_flid33.h5,retention → traversal,>72 h,proboscis,0.0,0.00024038461538461686,-0.00024038461538461686
20220418_cam1_flid33.h5,retention → traversal,>72 h,grooming,-0.0716666666666666,-0.010040064102564096,-0.0616266025641025
20220418_cam1_flid33.h5,retention → traversal,>72 h,locomotion,0.0016666666666666,0.005857371794871797,-0.004190705128205197
20220418_cam1_flid33.h5,retention → traversal,>72 h,unresolved,-0.02,-0.0023477564102564116,-0.01765224358974359
20220418_cam1_flid33.h5,traversal → retention,>72 h,idle,-0.029999999999999805,0.006290064102564104,-0.036290064102563906
20220418_cam1_flid33.h5,traversal → retention,>72 h,proboscis,0.0316666666666666,0.00024038461538461686,0.031426282051281985
20220418_cam1_flid33.h5,traversal → retention,>72 h,grooming,0.0,-0.010040064102564096,0.010040064102564096
20220418_cam1_flid33.h5,traversal → retention,>72 h,locomotion,-0.0016666666666666,0.005857371794871797,-0.007524038461538397
20220418_cam1_flid33.h5,traversal → retention,>72 h,unresolved,0.0,-0.0023477564102564116,0.0023477564102564116
20220418_cam1_flid33.h5,retention → traversal,>72 h,idle,-0.16833333333333333,0.006290064102564104,-0.17462339743589744
20220418_cam1_flid33.h5,retention → traversal,>72 h,proboscis,0.0,0.00024038461538461686,-0.00024038461538461686
20220418_cam1_flid33.h5,retention → traversal,>72 h,grooming,0.1866666666666667,-0.010040064102564096,0.1967067307692308
20220418_cam1_flid33.h5,retention → traversal,>72 h,locomotion,-0.0083333333333332,0.005857371794871797,-0.014190705128204997
20220418_cam1_flid33.h5,retention → traversal,>72 h,unresolved,-0.009999999999999995,-0.0023477564102564116,-0.007652243589743583
20220418_cam1_flid33.h5,traversal → retention,>72 h,idle,0.033333333333333326,0.006290064102564104,0.02704326923076922
20220418_cam1_flid33.h5,traversal → retention,>72 h,proboscis,0.0,0.00024038461538461686,-0.00024038461538461686
20220418_cam1_flid33.h5,traversal → retention,>72 h,grooming,-0.15,-0.010040064102564096,-0.1399599358974359
20220418_cam1_flid33.h5,traversal → retention,>72 h,locomotion,0.0966666666666666,0.005857371794871797,0.0908092948717948
20220418_cam1_flid33.h5,traversal → retention,>72 h,unresolved,0.020000000000000004,-0.0023477564102564116,0.022347756410256416
20220418_cam1_flid33.h5,retention → traversal,>72 h,idle,-0.2316666666666667,0.006290064102564104,-0.2379567307692308
20220418_cam1_flid33.h5,retention → traversal,>72 h,proboscis,0.0,0.00024038461538461686,-0.00024038461538461686
20220418_cam1_flid33.h5,retention → traversal,>72 h,grooming,0.23999999999999996,-0.010040064102564096,0.2500400641025641
20220418_cam1_flid33.h5,retention → traversal,>72 h,locomotion,-0.01166666666666659,0.005857371794871797,-0.017524038461538386
20220418_cam1_flid33.h5,retention → traversal,>72 h,unresolved,0.0033333333333333964,-0.0023477564102564116,0.005681089743589808
20220418_cam1_flid33.h5,traversal → retention,>72 h,idle,-0.06499999999999995,0.006290064102564104,-0.07129006410256405
20220418_cam1_flid33.h5,traversal → retention,>72 h,proboscis,-0.02,0.00024038461538461686,-0.02024038461538462
20220418_cam1_flid33.h5,traversal → retention,>72 h,grooming,0.0633333333333333,-0.010040064102564096,0.0733733974358974
20220418_cam1_flid33.h5,traversal → retention,>72 h,locomotion,0.0016666666666666,0.005857371794871797,-0.004190705128205197
20220418_cam1_flid33.h5,traversal → retention,>72 h,unresolved,0.02,-0.0023477564102564116,0.022347756410256412
20220418_cam1_flid33.h5,retention → traversal,>72 h,idle,-0.22166666666666668,0.006290064102564104,-0.2279567307692308
20220418_cam1_flid33.h5,retention → traversal,>72 h,proboscis,0.0,0.00024038461538461686,-0.00024038461538461686
20220418_cam1_flid33.h5,retention → traversal,>72 h,grooming,0.17500000000000002,-0.010040064102564096,0.1850400641025641
20220418_cam1_flid33.h5,retention → traversal,>72 h,locomotion,-0.0016666666666666,0.005857371794871797,-0.007524038461538397
20220418_cam1_flid33.h5,retention → traversal,>72 h,unresolved,0.0483333333333333,-0.0023477564102564116,0.05068108974358971
20220418_cam1_flid33.h5,traversal → retention,>72 h,idle,0.09833333333333327,0.006290064102564104,0.09204326923076916
20220418_cam1_flid33.h5,traversal → retention,>72 h,proboscis,0.0,0.00024038461538461686,-0.00024038461538461686
20220418_cam1_flid33.h5,traversal → retention,>72 h,grooming,-0.0883333333333334,-0.010040064102564096,-0.0782932692307693
20220418_cam1_flid33.h5,traversal → retention,>72 h,locomotion,0.021666666666666598,0.005857371794871797,0.0158092948717948
20220418_cam1_flid33.h5,traversal → retention,>72 h,unresolved,-0.031666666666666704,-0.0023477564102564116,-0.029318910256410292
20220418_cam1_flid33.h5,retention → traversal,>72 h,idle,-0.7116666666666668,0.006290064102564104,-0.7179567307692308
20220418_cam1_flid33.h5,retention → traversal,>72 h,proboscis,-0.0466666666666666,0.00024038461538461686,-0.046907051282051214
20220418_cam1_flid33.h5,retention → traversal,>72 h,grooming,0.4316666666666666,-0.010040064102564096,0.44170673076923067
20220418_cam1_flid33.h5,retention → traversal,>72 h,locomotion,0.1949999999999999,0.005857371794871797,0.1891426282051281
20220418_cam1_flid33.h5,retention → traversal,>72 h,unresolved,0.1316666666666666,-0.0023477564102564116,0.13401442307692302
20220418_cam1_flid33.h5,traversal → retention,>72 h,idle,0.31166666666666676,0.006290064102564104,0.30537660256410265
20220418_cam1_flid33.h5,traversal → retention,>72 h,proboscis,0.0,0.00024038461538461686,-0.00024038461538461686
20220418_cam1_flid33.h5,traversal → retention,>72 h,grooming,-0.0666666666666666,-0.010040064102564096,-0.0566266025641025
20220418_cam1_flid33.h5,traversal → retention,>72 h,locomotion,-0.17500000000000007,0.005857371794871797,-0.18085737179487188
20220418_cam1_flid33.h5,traversal → retention,>72 h,unresolved,-0.06999999999999999,-0.0023477564102564116,-0.06765224358974359
20220418_cam1_flid33.h5,traversal → retention,>72 h,idle,0.5033333333333334,0.006290064102564104,0.4970432692307693
20220418_cam1_flid33.h5,traversal → retention,>72 h,proboscis,0.0,0.00024038461538461686,-0.00024038461538461686
20220418_cam1_flid33.h5,traversal → retention,>72 h,grooming,-0.1333333333333333,-0.010040064102564096,-0.1232932692307692
20220418_cam1_flid33.h5,traversal → retention,>72 h,locomotion,-0.2533333333333333,0.005857371794871797,-0.2591907051282051
20220418_cam1_flid33.h5,traversal → retention,>72 h,unresolved,-0.1166666666666667,-0.0023477564102564116,-0.11431891025641028
20220418_cam1_flid33.h5,retention → traversal,>72 h,idle,-0.5616666666666668,0.006290064102564104,-0.5679567307692308
20220418_cam1_flid33.h5,retention → traversal,>72 h,proboscis,0.0,0.00024038461538461686,-0.00024038461538461686
20220418_cam1_flid33.h5,retention → traversal,>72 h,grooming,0.22999999999999993,-0.010040064102564096,0.240040064102564
20220418_cam1_flid33.h5,retention → traversal,>72 h,locomotion,0.20833333333333326,0.005857371794871797,0.20247596153846145
20220418_cam1_flid33.h5,retention → traversal,>72 h,unresolved,0.12333333333333338,-0.0023477564102564116,0.1256810897435898
20220418_cam1_flid33.h5,retention → traversal,>72 h,idle,-0.09666666666666668,0.006290064102564104,-0.10295673076923079
20220418_cam1_flid33.h5,retention → traversal,>72 h,proboscis,-0.035,0.00024038461538461686,-0.03524038461538462
20220418_cam1_flid33.h5,retention → traversal,>72 h,grooming,0.08,-0.010040064102564096,0.0900400641025641
20220418_cam1_flid33.h5,retention → traversal,>72 h,locomotion,0.033333333333333395,0.005857371794871797,0.0274759615384616
20220418_cam1_flid33.h5,retention → traversal,>72 h,unresolved,0.0183333333333333,-0.0023477564102564116,0.02068108974358971
20220418_cam1_flid33.h5,traversal → retention,>72 h,idle,0.23833333333333329,0.006290064102564104,0.23204326923076918
20220418_cam1_flid33.h5,traversal → retention,>72 h,proboscis,0.0,0.00024038461538461686,-0.00024038461538461686
20220418_cam1_flid33.h5,traversal → retention,>72 h,grooming,-0.04166666666666681,-0.010040064102564096,-0.03162660256410271
20220418_cam1_flid33.h5,traversal → retention,>72 h,locomotion,-0.17333333333333328,0.005857371794871797,-0.1791907051282051
20220418_cam1_flid33.h5,traversal → retention,>72 h,unresolved,-0.023333333333333414,-0.0023477564102564116,-0.020985576923077003
20220418_cam1_flid33.h5,retention → traversal,>72 h,idle,-0.04499999999999993,0.006290064102564104,-0.05129006410256403
20220418_cam1_flid33.h5,retention → traversal,>72 h,proboscis,0.0,0.00024038461538461686,-0.00024038461538461686
20220418_cam1_flid33.h5,retention → traversal,>72 h,grooming,-0.01999999999999999,-0.010040064102564096,-0.009959935897435894
20220418_cam1_flid33.h5,retention → traversal,>72 h,locomotion,0.051666666666666694,0.005857371794871797,0.0458092948717949
