event,role,detector,interval_id,start_s,overlap,rho_zero,rho_best,best_lag_frames,best_lag_s,dice,space_peak_time,time_peak_time,side_peak_gap_s,space_centroid_time,time_centroid_time,centroid_gap_s,joint_child_time,quadrant
GW150914,development_only,H1,1,8.400000000000004,0.8687503694004631,-0.06861158235230712,0.48957506178554316,-7,-0.028,0.5,8.624169826507568,8.503076076507568,0.12109375,8.601098847184566,8.605280966441212,0.004182119256645578,8.479638576507568,S+/T-
GW150914,development_only,H1,1,8.800000000000004,0.9070271094626703,0.11794252503742858,0.23723087765090067,7,0.028,0.2631578947368421,8.999169826507568,8.999169826507568,0.0,9.002898291355175,8.988415604769806,0.014482686585369109,8.999169826507568,S+/T-
GW150914,development_only,H1,1,9.200000000000005,0.9329048827238309,0.2972475351741966,0.32606795777663117,1,0.004,0.42857142857142855,9.210107326507568,9.421044826507568,0.2109375,9.395931163471584,9.414398073725659,0.018466910254074875,9.424951076507568,S+/T-
GW150914,development_only,H1,1,9.600000000000005,0.8944306557721976,-0.11727627039829659,0.09090940921098226,-8,-0.032,0.3,9.893701076507568,9.616357326507568,0.27734375,9.81287494373882,9.799272328875952,0.013602614862866957,9.936669826507568,S-/T+
GW150914,development_only,H1,1,10.000000000000005,0.9061398279012787,0.01616114470864925,0.2031248893864479,-5,-0.02,0.2857142857142857,10.159326076507568,10.370263576507568,0.2109375,10.204151614298937,10.216111719251465,0.011960104952528638,10.159326076507568,S+/T-
GW150914,development_only,H1,1,10.400000000000006,0.9063419803743729,0.08727935084839113,0.17909502269608685,-1,-0.004,0.23255813953488372,10.674951076507568,10.483544826507568,0.19140625,10.59939190801451,10.602253117398089,0.002861209383578256,10.577294826507568,S+/T-
GW150914,development_only,H1,1,10.800000000000006,0.8887644838043246,0.18918766136987758,0.21971305862651092,1,0.004,0.5238095238095238,10.839013576507568,11.163232326507568,0.32421875,10.99968483974871,11.019512725981505,0.019827886232794967,10.842919826507568,S-/T+
GW150914,development_only,H1,1,11.200000000000006,0.8663400485503552,-0.1975648403151772,0.2692167881525432,5,0.02,0.47619047619047616,11.350732326507568,11.315576076507568,0.03515625,11.400979921251665,11.41763434049979,0.016654419248125052,11.424951076507568,S-/T+
GW150914,development_only,H1,1,11.600000000000007,0.9127499198115286,0.1298976148667112,0.1460391029313656,-8,-0.032,0.3,11.753076076507568,11.690576076507568,0.0625,11.790369662465173,11.778430127532028,0.011939534933144813,11.690576076507568,S-/T+
GW150914,development_only,L1,0,-12.0,0.9128752202584576,0.03340832684746775,0.1075425050169116,1,0.004,0.23809523809523808,-11.629736423492432,-11.891455173492432,0.26171875,-11.790285836256096,-11.804071588226513,0.013785751970416982,-11.891455173492432,S-/T+
GW150914,development_only,L1,0,-11.6,0.9039117655227137,-0.06309508846041492,0.1503454301276306,8,0.032,0.3902439024390244,-11.258642673492432,-11.555517673492432,0.296875,-11.389453713056957,-11.401041210859614,0.011587497802656443,-11.356298923492432,S-/T+
GW150914,development_only,L1,0,-11.2,0.9030869959187956,0.20525896013942765,0.26575368008668804,1,0.004,0.2857142857142857,-10.977392673492432,-11.118017673492432,0.140625,-10.996989241851418,-11.006243619361,0.009254377509581246,-10.950048923492432,S+/T-
GW150914,development_only,L1,0,-10.799999999999999,0.9019525884828007,-0.09372569358581341,0.19365958330646477,-6,-0.024,0.15,-10.715673923492432,-10.684423923492432,0.03125,-10.603203948240104,-10.592916858645877,0.010287089594227083,-10.715673923492432,S+/T-
GW150914,development_only,L1,0,-10.399999999999999,0.8880104150410177,0.021313023199083334,0.2144758287476472,5,0.02,0.45,-10.043798923492432,-10.039892673492432,0.00390625,-10.197103632022278,-10.17874273474666,0.018360897275618626,-10.039892673492432,S+/T-
GW150914,development_only,L1,0,-9.999999999999998,0.871348124187987,-0.14339292962571298,0.18797389370438788,-8,-0.032,0.35,-9.969580173492432,-9.993017673492432,0.0234375,-9.787591237101196,-9.818130661395926,0.03053942429473011,-9.938330173492432,S+/T-
GW150914,development_only,L1,0,-9.599999999999998,0.9249173153690814,0.15207479615566274,0.24797640164339088,-1,-0.004,0.32558139534883723,-9.340673923492432,-9.391455173492432,0.05078125,-9.38999551247811,-9.395325409664833,0.005329897186722832,-9.340673923492432,S-/T+
GW150914,development_only,L1,0,-9.199999999999998,0.8992058327467961,0.0672517514578665,0.1374366025728992,-1,-0.004,0.32558139534883723,-9.164892673492432,-8.832861423492432,0.33203125,-8.992945242328886,-8.993532903071863,0.000587660742976226,-9.180517673492432,S-/T+
GW150914,development_only,L1,0,-8.799999999999997,0.9339879052987027,0.07099848693386301,0.21488101656016897,1,0.004,0.27906976744186046,-8.715673923492432,-8.723486423492432,0.0078125,-8.607665302716544,-8.6115984893415,0.003933186624955454,-8.719580173492432,S+/T-
GW150914,development_only,L1,0,-8.399999999999997,0.9164292352306618,0.15123976844931927,0.2027991439047868,-1,-0.004,0.18604651162790697,-8.020361423492432,-8.352392673492432,0.33203125,-8.209025083860354,-8.196300416421373,0.01272466743898093,-8.203955173492432,S+/T-
GW150914,development_only,L1,0,-7.9999999999999964,0.8797451129116712,0.008724310136943416,0.15280856877100762,4,0.016,0.2926829268292683,-7.930517673492432,-7.637548923492432,0.29296875,-7.796982008333532,-7.822479016079872,0.025497007746340117,-7.930517673492432,S-/T+
GW150914,development_only,L1,0,-7.599999999999996,0.9144023339549788,0.3411574199147729,0.3411574199147729,0,0.0,0.23255813953488372,-7.371923923492432,-7.567236423492432,0.1953125,-7.411601235178275,-7.408542094078384,0.0030591410998912494,-7.493017673492432,S+/T-
GW150914,development_only,L1,0,-7.199999999999996,0.9356703598652547,0.37921788541373136,0.4400880989304413,-1,-0.004,0.5238095238095238,-7.020361423492432,-7.196142673492432,0.17578125,-6.982773803019707,-7.003195665026235,0.02042186200652818,-7.020361423492432,S-/T+
GW150914,development_only,L1,0,-6.799999999999995,0.8832322407315959,-0.04263079342736148,0.27258071712561505,8,0.032,0.358974358974359,-6.410986423492432,-6.504736423492432,0.09375,-6.59810065803201,-6.594880083417666,0.003220574614343441,-6.504736423492432,S-/T+
GW150914,development_only,L1,0,-6.399999999999995,0.8804116057191916,-0.0509937740484088,0.3244748982755021,4,0.016,0.2926829268292683,-6.196142673492432,-6.395361423492432,0.19921875,-6.20083659877679,-6.212969381516789,0.012132782739999293,-6.371923923492432,S-/T+
GW150914,development_only,L1,0,-5.999999999999995,0.9234199703312556,0.1965960209028614,0.1965960209028614,0,0.0,0.26666666666666666,-5.860205173492432,-5.899267673492432,0.0390625,-5.775737943126795,-5.798638364357282,0.022900421230486856,-5.610205173492432,S+/T-
GW150914,development_only,L1,0,-5.599999999999994,0.9164037316455611,0.17571141785406694,0.2285772303557375,-8,-0.032,0.6153846153846154,-5.332861423492432,-5.332861423492432,0.0,-5.3996090870054045,-5.415526290159735,0.01591720315433065,-5.332861423492432,S-/T+
GW150914,development_only,L1,0,-5.199999999999994,0.8866021890358422,0.19547275937805444,0.19725777728310545,-1,-0.004,0.4186046511627907,-5.153173923492432,-5.008642673492432,0.14453125,-5.027235169342608,-4.994358537660926,0.03287663168168198,-5.008642673492432,S-/T+
GW150914,development_only,L1,0,-4.799999999999994,0.8973014457294308,0.0992325630523484,0.3401287964933705,-2,-0.008,0.3902439024390244,-4.430517673492432,-4.684423923492432,0.25390625,-4.5897704287883645,-4.58096982305365,0.00880060573471475,-4.422705173492432,S-/T+
GW150914,development_only,L1,0,-4.399999999999993,0.8701586944760336,-0.04738421748601573,-0.014205446156514508,-1,-0.004,0.22727272727272727,-4.121923923492432,-4.383642673492432,0.26171875,-4.177452348895507,-4.203450557910849,0.025998209015342333,-4.000830173492432,S-/T+
GW150914,development_only,L1,1,4.0,0.8852109696189627,-0.10182066069862981,0.11671303879824105,5,0.02,0.3902439024390244,4.342919826507568,4.167138576507568,0.17578125,4.208573314520852,4.188683063183593,0.019890251337259635,4.057763576507568,S-/T+
GW150914,development_only,L1,1,4.4,0.8816204871932618,0.0501691404791908,0.057469144577129885,5,0.02,0.27906976744186046,4.647607326507568,4.733544826507568,0.0859375,4.62049527709281,4.595429112827206,0.025066164265604485,4.534326076507568,S-/T+
GW150914,development_only,L1,1,4.800000000000001,0.9322456481524949,0.03670025767168288,0.20986249478872018,-5,-0.02,0.37209302325581395,5.151513576507568,4.858544826507568,0.29296875,5.015894638192591,5.001419004636266,0.014475633556324752,4.948388576507568,S-/T+
GW150914,development_only,L1,1,5.200000000000001,0.8902454287269195,0.020763439009958324,0.07614601138592055,-6,-0.024,0.3902439024390244,5.303857326507568,5.510888576507568,0.20703125,5.383519898732817,5.420402008305169,0.036882109572352384,5.409326076507568,S-/T+
GW150914,development_only,L1,1,5.600000000000001,0.9162854679448723,0.11658088024397319,0.2924100269581386,-8,-0.032,0.4,5.663232326507568,5.936669826507568,0.2734375,5.792861171463927,5.8053330003392585,0.012471828875331603,5.995263576507568,S+/T-
GW150914,development_only,L1,1,6.000000000000002,0.8970133850392319,0.07367262964760507,0.1189516887362058,-5,-0.02,0.2926829268292683,6.112451076507568,6.210107326507568,0.09765625,6.189902159273522,6.207474423004711,0.017572263731188364,6.077294826507568,S+/T-
GW150914,development_only,L1,1,6.400000000000002,0.9248583206576916,0.06918676030755017,0.1436247836671818,-1,-0.004,0.37209302325581395,6.569482326507568,6.733544826507568,0.1640625,6.597635925046625,6.599135577565455,0.001499652518829997,6.464013576507568,S+/T-
GW150914,development_only,L1,1,6.8000000000000025,0.9075607933733432,0.0003931006596756285,0.2551974063356796,5,0.02,0.34146341463414637,7.096826076507568,7.092919826507568,0.00390625,6.996442006688595,6.993185662826494,0.003256343862100941,7.096826076507568,S-/T+
GW150914,development_only,L1,1,7.200000000000003,0.9093843905039102,0.06606205020115904,0.24907124270030168,6,0.024,0.1,7.581201076507568,7.436669826507568,0.14453125,7.42521047276985,7.396778125287774,0.02843234748207557,7.514794826507568,S-/T+
GW150914,development_only,L1,1,7.600000000000003,0.9042908210363403,0.08736413349850641,0.16525351655569356,-4,-0.016,0.23255813953488372,7.792138576507568,7.721826076507568,0.0703125,7.806876882243282,7.782136727317572,0.024740154925710023,7.749169826507568,S-/T+
GW150914,development_only,L1,1,8.000000000000004,0.8508295011429208,-0.06051593264285952,0.16213750393716042,6,0.024,0.15,8.069482326507568,8.335107326507568,0.265625,8.198322063738487,8.22193276858843,0.023610704849941655,8.069482326507568,S-/T+
GW150914,development_only,L1,1,8.400000000000004,0.918592496800947,-0.056044832447731605,0.21117055818553956,8,0.032,0.3,8.690576076507568,8.741357326507568,0.05078125,8.594318805016455,8.617222258581148,0.02290345356469281,8.741357326507568,S+/T-
GW150914,development_only,L1,1,8.800000000000004,0.9381850712892523,0.3367549725640871,0.3367549725640871,0,0.0,0.4444444444444444,9.190576076507568,9.163232326507568,0.02734375,9.012673808220754,9.020540580988245,0.007866772767490815,8.889794826507568,S+/T-
GW150914,development_only,L1,1,9.200000000000005,0.9047212726269855,0.22756999040754736,0.23310030315660166,-8,-0.032,0.3684210526315789,9.405419826507568,9.237451076507568,0.16796875,9.393877321072377,9.393424676727335,0.0004526443450423301,9.401513576507568,S-/T+
GW150914,development_only,L1,1,9.600000000000005,0.900194933059255,0.04374435191678655,0.19216415329825476,-2,-0.008,0.38095238095238093,9.721826076507568,9.725732326507568,0.00390625,9.784828622044843,9.785068188199737,0.00023956615489417743,9.725732326507568,S-/T+
GW150914,development_only,L1,1,10.000000000000005,0.9346331840136263,0.23441061822675802,0.2693124113285565,-1,-0.004,0.391304347826087,10.159326076507568,10.397607326507568,0.23828125,10.206275522362581,10.211534110364218,0.005258588001636255,10.268701076507568,S-/T-
GW150914,development_only,L1,1,10.400000000000006,0.9238286116527078,0.053302528448992255,0.18615001316799118,-1,-0.004,0.18604651162790697,10.690576076507568,10.436669826507568,0.25390625,10.595355330574534,10.588143986284454,0.007211344290080746,10.436669826507568,S+/T-
GW150914,development_only,L1,1,10.800000000000006,0.9419448578116406,0.3149000927841118,0.3267705332083648,-6,-0.024,0.43902439024390244,11.135888576507568,11.194482326507568,0.05859375,11.004929525495704,11.005183831754016,0.0002543062583111322,11.135888576507568,S+/T-
GW150914,development_only,L1,1,11.200000000000006,0.9070491333458025,0.047502552556655434,0.1686510376310398,-7,-0.028,0.2631578947368421,11.522607326507568,11.268701076507568,0.25390625,11.399613447859794,11.397380969169271,0.00223247869052301,11.452294826507568,S+/T-
GW150914,development_only,L1,1,11.600000000000007,0.8883241803166629,0.1437372968330998,0.22395660493707287,2,0.008,0.27906976744186046,11.932763576507568,11.991357326507568,0.05859375,11.812755283643087,11.804822675776517,0.007932607866569796,11.932763576507568,S-/T+
GW170814,development_only,H1,0,-12.0,0.9014854217282443,0.26711632565348753,0.2802687608678969,1,0.004,0.37209302325581395,-11.874267578125,-11.749267578125,0.125,-11.800039705141543,-11.767789466914444,0.032250238227099715,-11.874267578125,S+/T-
GW170814,development_only,H1,0,-11.6,0.8911759432656697,0.029353859957598885,0.19981928333583399,8,0.032,0.4,-11.409423828125,-11.510986328125,0.1015625,-11.408976770527804,-11.413430567181937,0.004453796654132702,-11.436767578125,S-/T+
GW170814,development_only,H1,0,-11.2,0.9076131290929891,0.04975542504792198,0.14493116702895706,-2,-0.008,0.2857142857142857,-11.053955078125,-10.971923828125,0.08203125,-11.0156951809554,-10.988253707436437,0.02744147351896231,-11.100830078125,S-/T+
GW170814,development_only,H1,0,-10.799999999999999,0.9101639729823788,0.2063438644909838,0.23212204965321115,1,0.004,0.2857142857142857,-10.452392578125,-10.546142578125,0.09375,-10.582971674922783,-10.59480487604947,0.011833201126686177,-10.444580078125,S-/T+
GW170814,development_only,H1,0,-10.399999999999999,0.8781428246767611,0.0534130400409972,0.059073835650442164,8,0.032,0.5263157894736842,-10.018798828125,-10.335205078125,0.31640625,-10.216755782177366,-10.212299019787924,0.004456762389441593,-10.393798828125,S-/T+
GW170814,development_only,H1,0,-9.999999999999998,0.9330855735501477,0.37737300109666994,0.37737300109666994,0,0.0,0.4186046511627907,-9.975830078125,-9.862548828125,0.11328125,-9.797122143534216,-9.812112077151975,0.014989933617759021,-9.913330078125,S+/T-
GW170814,development_only,H1,0,-9.599999999999998,0.9453105419201315,0.4895196710360399,0.4895196710360399,0,0.0,0.46511627906976744,-9.253173828125,-9.253173828125,0.0,-9.39195023874455,-9.393986957180667,0.0020367184361163027,-9.253173828125,S-/T+
GW170814,development_only,H1,0,-9.199999999999998,0.928975465445044,0.17945583986383853,0.36628306546673217,-1,-0.004,0.2857142857142857,-8.858642578125,-8.913330078125,0.0546875,-8.996608483102605,-8.990649442096554,0.005959041006050825,-9.124267578125,S-/T+
GW170814,development_only,H1,0,-8.799999999999997,0.8839283374286394,0.19159871149589008,0.19159871149589008,0,0.0,0.47619047619047616,-8.745361328125,-8.518798828125,0.2265625,-8.612731624432435,-8.5831770082173,0.029554616215135,-8.745361328125,S+/T-
GW170814,development_only,H1,0,-8.399999999999997,0.9430612521326347,0.33374909411613846,0.33374909411613846,0,0.0,0.42857142857142855,-8.147705078125,-8.093017578125,0.0546875,-8.189244748144617,-8.203575095577378,0.01433034743276096,-8.093017578125,S+/T-
GW170814,development_only,H1,0,-7.9999999999999964,0.9348527078739924,0.3506909444093455,0.3506909444093455,0,0.0,0.5714285714285714,-7.925048828125,-7.635986328125,0.2890625,-7.807350485608919,-7.787542405584766,0.019808080024152908,-7.749267578125,S+/T-
GW170814,development_only,H1,0,-7.599999999999996,0.9379534354811851,0.33198626863841657,0.37535791733159873,-1,-0.004,0.47619047619047616,-7.534423828125,-7.569580078125,0.03515625,-7.408856573509305,-7.407946201211048,0.0009103722982573004,-7.569580078125,S-/T+
GW170814,development_only,H1,0,-7.199999999999996,0.9309263788352335,0.16742886867604537,0.3156468066440164,-5,-0.02,0.34146341463414637,-7.030517578125,-6.971923828125,0.05859375,-7.011520152197619,-7.008653590878202,0.0028665613194167605,-7.057861328125,S+/T-
GW170814,development_only,H1,0,-6.799999999999995,0.9499080770671374,0.5273613280788016,0.5273613280788016,0,0.0,0.45454545454545453,-6.456298828125,-6.448486328125,0.0078125,-6.5940718721384375,-6.592678331824171,0.0013935403142664171,-6.448486328125,S-/T+
GW170814,development_only,H1,0,-6.399999999999995,0.8901710511644988,0.09447099665997327,0.24329068327548947,7,0.028,0.358974358974359,-6.288330078125,-6.319580078125,0.03125,-6.214975719954677,-6.207521559843661,0.007454160111016073,-6.319580078125,S+/T-
GW170814,development_only,H1,0,-5.999999999999995,0.9406705083889704,0.3867228062386943,0.3867228062386943,0,0.0,0.5116279069767442,-5.944580078125,-5.862548828125,0.08203125,-5.812430273229438,-5.818412340216626,0.0059820669871877286,-5.944580078125,S-/T+
GW170814,development_only,H1,0,-5.599999999999994,0.9327347507899445,0.4113910306253471,0.4113910306253471,0,0.0,0.5714285714285714,-5.436767578125,-5.432861328125,0.00390625,-5.398285531002283,-5.381079246368579,0.017206284633703994,-5.432861328125,S+/T-
GW170814,development_only,H1,0,-5.199999999999994,0.9205431700607469,0.2797282125310146,0.2797282125310146,0,0.0,0.4186046511627907,-5.128173828125,-4.913330078125,0.21484375,-5.000125923757302,-4.991081066731827,0.00904485702547575,-5.124267578125,S-/T+
GW170814,development_only,H1,0,-4.799999999999994,0.9088620186213093,0.2705978247143369,0.2705978247143369,0,0.0,0.4186046511627907,-4.483642578125,-4.405517578125,0.078125,-4.587592451515637,-4.585671262838628,0.001921188677009411,-4.479736328125,S-/T+
GW170814,development_only,H1,0,-4.399999999999993,0.9124210376386225,0.1205064968582,0.20540252963135494,-7,-0.028,0.3076923076923077,-4.362548828125,-4.163330078125,0.19921875,-4.181614522737265,-4.205622302168036,0.024007779430771592,-4.253173828125,S-/T+
GW170814,development_only,H1,1,4.0,0.9304015562523152,0.37061746254608274,0.4018479347070906,-1,-0.004,0.42857142857142855,4.074951171875,4.250732421875,0.17578125,4.186400116145489,4.199514150815623,0.013114034670134167,4.250732421875,S+/T-
GW170814,development_only,H1,1,4.4,0.9182374248054751,0.2927116930365403,0.31138610824006546,-1,-0.004,0.4186046511627907,4.434326171875,4.473388671875,0.0390625,4.5969343299638705,4.603785970977971,0.006851641014100629,4.434326171875,S-/T+
GW170814,development_only,H1,1,4.800000000000001,0.8962562568888933,0.01968880322812243,0.201567381524408,8,0.032,0.358974358974359,4.942138671875,4.860107421875,0.08203125,4.98407883066088,4.994134898014434,0.010056067353554354,4.946044921875,S+/T-
GW170814,development_only,H1,1,5.200000000000001,0.9219730066341321,0.4433199400084578,0.47329934710418636,-1,-0.004,0.46511627906976744,5.449951171875,5.551513671875,0.1015625,5.400160919663148,5.404585257286693,0.004424337623545327,5.449951171875,S+/T-
GW170814,development_only,H1,1,5.600000000000001,0.9136414608297324,0.16724507853821355,0.2293093447887868,5,0.02,0.23809523809523808,5.621826171875,5.621826171875,0.0,5.7840996237641535,5.799971624046847,0.015872000282693755,5.621826171875,S-/T+
GW170814,development_only,H1,1,6.000000000000002,0.9292466245121921,0.34177552534025396,0.3762103153348349,3,0.012,0.25,6.051513671875,6.051513671875,0.0,6.191345999735922,6.181461980768607,0.00988401896731439,6.051513671875,S-/T+
GW170814,development_only,H1,1,6.400000000000002,0.9436335319034351,0.2929903718488383,0.3013667920301779,1,0.004,0.32558139534883723,6.531982421875,6.750732421875,0.21875,6.599255688433525,6.613336264163661,0.014080575730136324,6.750732421875,S-/T+
GW170814,development_only,H1,1,6.8000000000000025,0.9348338598725107,0.36876655038750883,0.4329511476508114,-1,-0.004,0.47619047619047616,7.145263671875,7.090576171875,0.0546875,7.008634068327965,7.0286797350143795,0.020045666686414165,7.090576171875,S-/T+
