gate_rank,gate_q,first_eligible_parent,eligible_parent_count,mean_phase_a,mean_ridge_distance,below_ridge_share,equal_ridge_share,above_ridge_share,phi_nearest_folded_residue,phi_observed_hits,phi_observed_share,phi_expected_share,phi_occupancy_excess,phi_occupancy_lift,phi_observed_mean_distance,phi_expected_mean_distance,phi_distance_delta,quarter_nearest_folded_residue,quarter_observed_hits,quarter_observed_share,quarter_expected_share,quarter_occupancy_excess,quarter_occupancy_lift,quarter_observed_mean_distance,quarter_expected_mean_distance,quarter_distance_delta,third_nearest_folded_residue,third_observed_hits,third_observed_share,third_expected_share,third_occupancy_excess,third_occupancy_lift,third_observed_mean_distance,third_expected_mean_distance,third_distance_delta,half_nearest_folded_residue,half_observed_hits,half_observed_share,half_expected_share,half_occupancy_excess,half_occupancy_lift,half_observed_mean_distance,half_expected_mean_distance,half_distance_delta,two_thirds_nearest_folded_residue,two_thirds_observed_hits,two_thirds_observed_share,two_thirds_expected_share,two_thirds_occupancy_excess,two_thirds_occupancy_lift,two_thirds_observed_mean_distance,two_thirds_expected_mean_distance,two_thirds_distance_delta
1596,13463,4000000007,45166,1.0026676277053679,0.5000363329964631,0.4976531018908028,0.0,0.5023468981091972,2571,9,0.00019926493379976087,0.0001485663348685188,5.069859893124207e-05,1.3412522694061904,0.26437065790106223,0.2639232553894118,0.0004474025116504299,1683,8,0.00017712438559978745,0.0001485663348685188,2.855805073126864e-05,1.1922242394721692,0.3126731172391051,0.3125046423531159,0.00016847488598920046,2244,9,0.00019926493379976087,0.0001485663348685188,5.069859893124207e-05,1.3412522694061904,0.27804693892040716,0.27777365124167475,0.00027328767873241455,3366,10,0.00022140548199973433,0.0001485663348685188,7.283914713121552e-05,1.4902802993402116,0.2506126837156924,0.24998143058753622,0.0006312531281561784,4488,8,0.00017712438559978745,0.0001485663348685188,2.855805073126864e-05,1.1922242394721692,0.2782206426464024,0.2777488920250563,0.0004717506213460787
1597,13469,4000000007,45166,0.9996174611675842,0.49950376339511793,0.5004649515121995,0.0,0.49953504848780056,2572,2,4.428109639994686e-05,0.0001485001485001485,-0.00010421905210020163,0.29818890315724217,0.2639282792381178,0.26392326072865346,5.018509464327359e-06,1684,8,0.00017712438559978745,0.0001485001485001485,2.8624237099638956e-05,1.1927556126289687,0.3126277205443118,0.3125046430414312,0.0001230775028805975,2245,7,0.00015498383739981402,0.0001485001485001485,6.483688899665529e-06,1.0436611610503477,0.2778247220376007,0.277773653079912,5.1068957688749084e-05,3367,3,6.64216445999203e-05,0.0001485001485001485,-8.20785039002282e-05,0.4472833547358633,0.2498670720543125,0.24998143885960353,-0.00011436680529103294,4490,6,0.0001328432891998406,0.0001485001485001485,-1.56568593003079e-05,0.8945667094717266,0.2776031521740715,0.2777489048927166,-0.00014575271864508688
1598,13477,4000000007,45166,0.9991148380670666,0.5002770270996005,0.5007527786387991,0.0,0.4992472213612009,2574,8,0.00017712438559978745,0.00014841199168892847,2.8712393910858974e-05,1.1934641101713677,0.26354333682157915,0.26392326327719834,-0.0003799264556191839,1685,6,0.0001328432891998406,0.00014841199168892847,-1.556870248908788e-05,0.8950980826285259,0.31210065056083536,0.3125046402836683,-0.00040398972283295365,2246,4,8.856219279989372e-05,0.00014841199168892847,-5.984979888903475e-05,0.5967320550856838,0.2773477621606422,0.27777365552834876,-0.0004258933677065424,3369,10,0.00022140548199973433,0.00014841199168892847,7.299349031080586e-05,1.4918301377142098,0.24971618715176544,0.24998144987756918,-0.0002652627258037388,4492,9,0.00019926493379976087,0.00014841199168892847,5.08529421108324e-05,1.3426471239427886,0.27779447432088655,0.27774892203177426,4.555228911229392e-05
1599,13487,4000000007,45166,1.0000601621420948,0.499879785704446,0.4998892972590001,0.0,0.5001107027409999,2576,6,0.0001328432891998406,0.00014830194275545008,-1.5458653555609493e-05,0.8957622990745252,0.26359209312969617,0.26392327109274977,-0.00033117796305359715,1686,8,0.00017712438559978745,0.00014830194275545008,2.8822442844337362e-05,1.1943497320993668,0.3124590873055677,0.3125046340920887,-4.5546786520966887e-05,2248,8,0.00017712438559978745,0.00014830194275545008,2.8822442844337362e-05,1.1943497320993668,0.27751434149755116,0.2777736585848101,-0.00025931708725895897,3372,4,8.856219279989372e-05,0.00014830194275545008,-5.973974995555636e-05,0.5971748660496834,0.24951576518169608,0.24998146363164528,-0.0004656984499492034,4496,11,0.00024354603019970775,0.00014830194275545008,9.524408744425767e-05,1.6422308816366296,0.27740341823207276,0.2777489434270038,-0.00034552519493102896
1600,13499,4000000007,45166,1.0004263634184516,0.5005722148332736,0.4988929725900013,0.0,0.5011070274099987,2578,7,0.00015498383739981402,0.0001481700992739665,6.813738125847516e-06,1.045985918611345,0.26417248750142097,0.2639232768104134,0.0002492106910075842,1687,5,0.00011070274099986716,0.0001481700992739665,-3.746735827409934e-05,0.7471327990081036,0.31248991525830233,0.31250463271668455,-1.4717458382218496e-05,2250,8,0.00017712438559978745,0.0001481700992739665,2.8954286325820944e-05,1.1954124784129656,0.2779614936103806,0.2777736622465862,0.00018783136379441068,3375,7,0.00015498383739981402,0.0001481700992739665,6.813738125847516e-06,1.045985918611345,0.25032225658934054,0.24998148010963775,0.00034077647970279235,4500,5,0.00011070274099986716,0.0001481700992739665,-3.746735827409934e-05,0.7471327990081036,0.2783020295329752,0.27774896905943647,0.0005530604735387579
1601,13513,4000000007,45166,1.0016658054960657,0.5007236353004707,0.4985830049152017,0.0,0.5014169950847983,2581,4,8.856219279989372e-05,0.00014801657785671994,-5.945438505682622e-05,0.5983261745560821,0.26415140578757285,0.26392328833887674,0.00022811744869610795,1689,7,0.00015498383739981402,0.00014801657785671994,6.967259543094078e-06,1.0470708054731437,0.3124670728365772,0.31250462517575667,-3.755233917945855e-05,2252,6,0.0001328432891998406,0.00014801657785671994,-1.517328865687935e-05,0.8974892618341231,0.27786191156965545,0.27777366651043855,8.824505921689596e-05,3378,9,0.00019926493379976087,0.00014801657785671994,5.124835594304093e-05,1.3462338927511845,0.25040077374244296,0.24998149929697328,0.0004192744454696862,4504,8,0.00017712438559978745,0.00014801657785671994,2.9107807743067505e-05,1.1966523491121641,0.278388931876874,0.2777489989064028,0.0006399329704712131
1602,13523,4000000007,45166,1.0002214545995363,0.5012968093847527,0.4984058805296019,0.0,0.5015941194703981,2583,3,6.64216445999203e-05,0.00014790711433219938,-8.148546973227908e-05,0.44907673914006113,0.26359142513405115,0.2639232956187232,-0.0003318704846720366,1690,12,0.0002656865783996812,0.00014790711433219938,0.0001177794640674818,1.7963069565602445,0.31172488577544977,0.3125046244898897,-0.0007797387144399259,2254,9,0.00019926493379976087,0.00014790711433219938,5.135781946756149e-05,1.3472302174201833,0.27730835620592387,0.27777366955064214,-0.0004653133447182767,3381,9,0.00019926493379976087,0.00014790711433219938,5.135781946756149e-05,1.3472302174201833,0.24997964487425156,0.2499815129778895,-1.868103637947538e-06,4508,8,0.00017712438559978745,0.00014790711433219938,2.9217271267588065e-05,1.1975379710401628,0.2783816125808313,0.27774902018782816,0.0006325923930031174
1603,13537,4000000007,45166,0.9993354924246828,0.5019197803238915,0.5002435460301997,0.0,0.4997564539698003,2585,8,0.00017712438559978745,0.00014775413711583924,2.9370248483948205e-05,1.1987778417393615,0.26307974074326046,0.2639233046434715,-0.000843563900211064,1692,8,0.00017712438559978745,0.00014775413711583924,2.9370248483948205e-05,1.1987778417393615,0.31115585532483586,0.31250461697569626,-0.0013487616508603972,2256,9,0.00019926493379976087,0.00014775413711583924,5.151079668392163e-05,1.3486250719567816,0.27668017209031265,0.2777736737993811,-0.0010935017090684673,3384,6,0.0001328432891998406,0.00014775413711583924,-1.491084791599865e-05,0.8990833813045211,0.24981035296482546,0.24998153209721505,-0.00017117913238959281,4512,13,0.0002878271265996546,0.00014775413711583924,0.00014007298948381534,1.9480139928264621,0.27862284640944096,0.2777490499290012,0.0008737964804397813
1604,13553,4000000007,45166,0.9973565724325969,0.5021396970149049,0.501616260018598,0.0,0.49838373998140195,2588,7,0.00015498383739981402,0.00014757969303423848,7.404144365575537e-06,1.0501704822211397,0.2629297925581075,0.2639233152617125,-0.0009935227036049765,1694,4,8.856219279989372e-05,0.00014757969303423848,-5.901750023434476e-05,0.6000974184120799,0.3107606161608868,0.3125046115251236,-0.0017439953642368056,2259,12,0.0002656865783996812,0.00014757969303423848,0.0001181068853654427,1.8002922552362397,0.276437395629538,0.2777736786443346,-0.001336283014796602,3388,10,0.00022140548199973433,0.00014757969303423848,7.382578896549585e-05,1.5002435460302,0.2500687128066194,0.24998155389950563,8.715890711377683e-05,4518,8,0.00017712438559978745,0.00014757969303423848,2.9544692565548964e-05,1.2001948368241597,0.2787857171724889,0.2777490838436754,0.0010366333288134855
1605,13567,4000000007,45166,1.0014237872246678,0.49724503658993635,0.4995793295842005,0.0,0.5004206704157995,2591,8,0.00017712438559978745,0.00014742739200943535,2.9696993590352092e-05,1.2014347075233582,0.26495503524516817,0.26392332040996014,0.0010317148352080308,1696,5,0.00011070274099986716,0.00014742739200943535,-3.672465100956819e-05,0.750896692202099,0.314648074411538,0.3125046067664185,0.0021434676451195234,2261,9,0.00019926493379976087,0.00014742739200943535,5.183754179032552e-05,1.351614045963778,0.2792475083217666,0.27777368287429466,0.0014738254474719326,3392,4,8.856219279989372e-05,0.00014742739200943535,-5.886519920954163e-05,0.6007173537616791,0.2499585560336248,0.24998157293432594,-2.3016900701139376e-05,4522,8,0.00017712438559978745,0.00014742739200943535,2.9696993590352092e-05,1.2014347075233582,0.2767146961908965,0.27774911345339587,-0.0010344172624993653
1606,13577,4000000007,45166,0.9940242273923046,0.49936701058187744,0.504162423061595,0.0,0.495837576938405,2593,7,0.00015498383739981402,0.0001473187978786093,7.665039521204711e-06,1.0520302882699375,0.26386286582194446,0.26392332597769513,-6.046015575067454e-05,1697,9,0.00019926493379976087,0.0001473187978786093,5.1946135921151565e-05,1.3526103706327768,0.31283386391775586,0.312504603373352,0.0003292605444038532,2263,7,0.00015498383739981402,0.0001473187978786093,7.665039521204711e-06,1.0520302882699375,0.27787694213188663,0.27777368589035384,0.00010325624153278978,3394,9,0.00019926493379976087,0.0001473187978786093,5.1946135921151565e-05,1.3526103706327768,0.24953434971598767,0.24998158650659202,-0.0004472367906043495,4526,5,0.00011070274099986716,0.0001473187978786093,-3.6616056878742144e-05,0.7514502059070983,0.27692576448188433,0.27774913456580985,-0.0008233700839255231
1607,13591,4000000007,45166,1.003388065900137,0.5001764059703429,0.49475269007660627,0.0,0.5052473099233937,2596,11,0.00024354603019970775,0.00014716703458425313,9.637899561545463e-05,1.6548952752070143,0.26309451428804576,0.26392333936376233,-0.0008288250757165772,1699,8,0.00017712438559978745,0.00014716703458425313,2.9957351015534318e-05,1.2035602001505556,0.3117856881404723,0.3125045986314473,-0.0007189104909749999,2265,6,0.0001328432891998406,0.00014716703458425313,-1.4323745384412536e-05,0.9026701501129168,0.27693525080982745,0.2777736901053802,-0.0008384392955527731,3398,10,0.00022140548199973433,0.00014716703458425313,7.42384474154812e-05,1.5044502501881947,0.24925201323983603,0.2499816054742109,-0.000729592234374854,4530,8,0.00017712438559978745,0.00014716703458425313,2.9957351015534318e-05,1.2035602001505556,0.27761570246319633,0.2777491640709947,-0.00013346160779836858
1608,13597,4000000007,45166,1.005745394911711,0.5023397089851034,0.4964353717398043,0.0,0.5035646282601958,2597,5,0.00011070274099986716,0.00014710208884966165,-3.639934784979449e-05,0.752557233317097,0.26274645440335703,0.2639233417868827,-0.001176887383525671,1700,3,6.64216445999203e-05,0.00014710208884966165,-8.068044424974136e-05,0.4515343399902582,0.3106242991072157,0.3125045993068708,-0.0018803001996551272,2266,9,0.00019926493379976087,0.00014710208884966165,5.216284495009922e-05,1.3546030199707746,0.2762701034763714,0.277773691909163,-0.001503588432791636,3399,4,8.856219279989372e-05,0.00014710208884966165,-5.853989604976793e-05,0.6020457866536776,0.2494535101425156,0.24998161359123336,-0.0005281034487177594,4532,8,0.00017712438559978745,0.00014710208884966165,3.0022296750125793e-05,1.2040915733073552,0.278377487869668,0.27774917669747407,0.0006283111721939183
1609,13613,4000000007,45166,0.9976779536924995,0.5026271786153863,0.5020590709825975,0.0,0.49794092901740244,2600,5,0.00011070274099986716,0.00014692918013517486,-3.6226439135307695e-05,0.7534428552450958,0.2637520075241613,0.2639233512105034,-0.00017134368634214026,1702,9,0.00019926493379976087,0.00014692918013517486,5.2335753664586014e-05,1.3561971394411725,0.31089219353806385,0.3125045938979134,-0.0016124003598495529,2269,5,0.00011070274099986716,0.00014692918013517486,-3.6226439135307695e-05,0.7534428552450958,0.2770089529927596,0.27777369671147684,-0.000764743718717209,3403,7,0.00015498383739981402,0.00014692918013517486,8.05465726463916e-06,1.054819997343134,0.2512455152134516,0.24998163520164549,0.0012638800118061344,4538,6,0.0001328432891998406,0.00014692918013517486,-1.4085890935334268e-05,0.904131426294115,0.28013843889137724,0.2777492103136708,0.0023892285777064592
1610,13619,4000000007,45166,1.00191263512981,0.4977167565765191,0.49738741531240316,0.0,0.5026125846875968,2601,12,0.0002656865783996812,0.000146864444118079,0.00011882213428160218,1.8090599123234292,0.2657877644850798,0.2639233523588239,0.0018644121262558766,1702,8,0.00017712438559978745,0.000146864444118079,3.025994148170844e-05,1.2060399415489529,0.3148378573311585,0.31250459187283286,0.0023332654583256285,2270,8,0.00017712438559978745,0.000146864444118079,3.025994148170844e-05,1.2060399415489529,0.27992502042144085,0.27777369850943534,0.0021513219120055105,3405,7,0.00015498383739981402,0.000146864444118079,8.119393281735013e-06,1.0552849488553337,0.2510641176002135,0.24998164329245906,0.0010824743077544607,4540,6,0.0001328432891998406,0.000146864444118079,-1.4021154918238414e-05,0.9045299561617146,0.2771012472990029,0.2777492228993807,-0.0006479756003778259
1611,13627,4000000007,45166,0.9938269448024712,0.5016422431144235,0.5036753310011955,0.0,0.4963246689988044,2603,6,0.0001328432891998406,0.0001467782181124321,-1.393492891259152e-05,0.905061329318514,0.26349061260592077,0.26392336276980316,-0.0004327501638823894,1703,6,0.0001328432891998406,0.0001467782181124321,-1.393492891259152e-05,0.905061329318514,0.3114645209486452,0.31250458917550117,-0.0010400682268559835,2271,9,0.00019926493379976087,0.0001467782181124321,5.248671568732876e-05,1.357591993977771,0.2771409675332151,0.2777737009042506,-0.0006327333710354766,3407,13,0.0002878271265996546,0.0001467782181124321,0.00014104890848722247,1.9609662135234467,0.25028768171094956,0.24998165406912748,0.000306027641822082,4542,7,0.00015498383739981402,0.0001467782181124321,8.205619287381908e-06,1.055904884204933,0.27900792900685134,0.2777492396630872,0.0012586893437641633
1612,13633,4000000007,45166,1.0027343552666357,0.5027786607236475,0.49922508081300093,0.0,0.5007749191869991,2604,8,0.00017712438559978745,0.00014671361502347418,3.0410770576313264e-05,1.2072798122481512,0.26358299199383417,0.26392336596234206,-0.0003403739685078899,1704,5,0.00011070274099986716,0.00014671361502347418,-3.601087402360702e-05,0.7545498826550946,0.3111516281501085,0.31250458446416784,-0.0013529563140593504,2272,4,8.856219279989372e-05,0.00014671361502347418,-5.815142222358046e-05,0.6036399061240756,0.2770406352233335,0.27777370269851753,-0.0007330674751840349,3408,4,8.856219279989372e-05,0.00014671361502347418,-5.815142222358046e-05,0.6036399061240756,0.2506279686674069,0.24998166214332868,0.0006463065240782107,4544,7,0.00015498383739981402,0.00014671361502347418,8.270222376339836e-06,1.0563698357171323,0.27957405874896346,0.27774925222295566,0.001824806526007805
1613,13649,4000000007,45166,1.003201861647499,0.5024220728051626,0.49960147013240047,0.0,0.5003985298675995,2607,6,0.0001328432891998406,0.00014654161781946072,-1.3698328619620126e-05,0.9065226054997123,0.2639479621425317,0.26392337563158236,2.4586510949331508e-05,1706,5,0.00011070274099986716,0.00014654161781946072,-3.583887681959355e-05,0.7554355045830936,0.31131753531060563,0.3125045790900432,-0.0011870437794375688,2275,4,8.856219279989372e-05,0.00014654161781946072,-5.7979425019566994e-05,0.6043484036664748,0.27738298333126277,0.27777370747551716,-0.00039072414425439517,3412,6,0.0001328432891998406,0.00014654161781946072,-1.3698328619620126e-05,0.9065226054997123,0.25094087110386654,0.2499816836398271,0.000959187464039446,4550,5,0.00011070274099986716,0.00014654161781946072,-3.583887681959355e-05,0.7554355045830936,0.2795905344632304,0.2777492856619533,0.0018412488012771178
1614,13669,4000000007,45166,0.995665078597553,0.5015894367339253,0.5021476331753975,0.0,0.4978523668246026,2611,8,0.00017712438559978745,0.0001463271875914545,3.079719800833295e-05,1.2104680511889474,0.26374373064823226,0.2639233893389624,-0.00017965869073016671,1709,6,0.0001328432891998406,0.0001463271875914545,-1.3483898391613902e-05,0.9078510383917106,0.3117427996091329,0.31250457506633966,-0.000761775457206737,2278,7,0.00015498383739981402,0.0001463271875914545,8.656649808359525e-06,1.059159544790329,0.2773747188712707,0.2777737134310403,-0.0003989945597696054,3417,7,0.00015498383739981402,0.0001463271875914545,8.656649808359525e-06,1.059159544790329,0.2505496254625563,0.24998171043968104,0.0005679150228752872,4556,4,8.856219279989372e-05,0.0001463271875914545,-5.776499479156077e-05,0.6052340255944737,0.2789330426466762,0.2777493273506148,0.0011837152960613717
1615,13679,4000000007,45166,0.9946217809898407,0.5008333337190948,0.5038081742903955,0.0,0.4961918257096046,2612,7,0.00015498383739981402,0.00014622020763269483,8.763629767119188e-06,1.059934463977328,0.2632721354284518,0.26392339565499634,-0.0006512602265445477,1710,8,0.00017712438559978745,0.00014622020763269483,3.0904177967092615e-05,1.2113536731169463,0.31144787783954236,0.312504569047445,-0.001056691207902638,2280,8,0.00017712438559978745,0.00014622020763269483,3.0904177967092615e-05,1.2113536731169463,0.2769948678439111,0.27777371640227116,-0.000778848558360079,3420,10,0.00022140548199973433,0.00014622020763269483,7.51852743670395e-05,1.514192091396183,0.24966046168806758,0.24998172381022005,-0.0003212621221524714,4560,12,0.0002656865783996812,0.00014622020763269483,0.00011946637076698635,1.8170305096754198,0.2780797487709185,0.2777493481492311,0.00033040062168743223
1616,13681,4000000007,45166,1.0010034243389756,0.49902026981833714,0.5021476331753975,0.0,0.4978523668246026,2613,5,0.00011070274099986716,0.00014619883040935673,-3.5496089409489564e-05,0.7572067484390914,0.26466117871769457,0.2639233945073128,0.0007377842103817867,1710,7,0.00015498383739981402,0.00014619883040935673,8.78500699045729e-06,1.0600894478147278,0.31335165473272075,0.3125045683795044,0.000847086353216342,2280,6,0.0001328432891998406,0.00014619883040935673,-1.3355541209516137e-05,0.9086480981269096,0.27854082947701925,0.27777371699599607,0.00076711248102318,3420,8,0.00017712438559978745,0.00014619883040935673,3.092555519043072e-05,1.211530797502546,0.25030195930532606,0.2499817264819823,0.0003202328233437579,4560,6,0.0001328432891998406,0.00014619883040935673,-1.3355541209516137e-05,0.9086480981269096,0.2772372467785589,0.27774935230530584,-0.0005121055267469643
1617,13687,4000000007,45166,0.9977420652566833,0.5002631776290127,0.5013505734401984,0.0,0.4986494265598016,2614,4,8.856219279989372e-05,0.00014613473622680112,-5.757254342690739e-05,0.6060310853296728,0.26290272901776385,0.26392339572604356,-0.001020666708279716,1711,5,0.00011070274099986716,0.00014613473622680112,-3.543199522693395e-05,0.757538856662091,0.31168599939692687,0.312504566376854,-0.0008185669799271045,2281,7,0.00015498383739981402,0.00014613473622680112,8.849101173012902e-06,1.0605543993269273,0.27677009768185984,0.2777737187761299,-0.0010036210942700463,3422,8,0.00017712438559978745,0.00014613473622680112,3.098964937298633e-05,1.2120621706593455,0.24922831203569618,0.2499817344925842,-0.000753422456888031,4562,3,6.64216445999203e-05,0.00014613473622680112,-7.971309162688082e-05,0.45452331399725454,0.2775012722875331,0.277749364766242,-0.0002480924787089389
1618,13691,4000000007,45166,1.0014952559634478,0.4999979057767937,0.49811805340300225,0.0,0.5018819465969977,2615,5,0.00011070274099986716,0.00014609203798392987,-3.5389296984062704e-05,0.7577602621440908,0.2632968542794668,0.2639234019388195,-0.0006265476593527164,1711,6,0.0001328432891998406,0.00014609203798392987,-1.3248748784089277e-05,0.9093123145729088,0.31195840699352434,0.31250456771039437,-0.0005461607168700255,2282,4,8.856219279989372e-05,0.00014609203798392987,-5.7529845184036145e-05,0.6062082097152726,0.2772055208200022,0.27777371996201883,-0.0005681991420166121,3423,8,0.00017712438559978745,0.00014609203798392987,3.103234761585758e-05,1.2124164194305451,0.2494418846640093,0.2499817398290848,-0.0005398551650755146,4564,6,0.0001328432891998406,0.00014609203798392987,-1.3248748784089277e-05,0.9093123145729088,0.2776780390274779,0.27774937306746517,-7.133403998726973e-05
1619,13693,4000000007,45166,0.9974389175939533,0.5005866218525888,0.5010627463135987,0.0,0.4989372536864013,2615,9,0.00019926493379976087,0.00014607069821793748,5.3194235581823396e-05,1.364167736793163,0.2632470805131158,0.26392340159741945,-0.0006763210843036549,1712,6,0.0001328432891998406,0.00014607069821793748,-1.3227409018096885e-05,0.9094451578621087,0.31162073763846854,0.31250456704284485,-0.0008838294043763129,2282,6,0.0001328432891998406,0.00014607069821793748,-1.3227409018096885e-05,0.9094451578621087,0.27698093345286373,0.27777372055470356,-0.0007927871018398314,3423,5,0.00011070274099986716,0.00014607069821793748,-3.536795721807031e-05,0.7578709648850906,0.2495976808696599,0.24998174249616592,-0.0003840616265060326,4564,8,0.00017712438559978745,0.00014607069821793748,3.105368738184997e-05,1.2125935438161448,0.277977012888302,0.27774937721625803,0.00022763567204397983
1620,13697,4000000007,45166,1.000653311858268,0.49986775964753655,0.4990258158792012,0.0,0.5009741841207989,2616,8,0.00017712438559978745,0.00014602803738317756,3.1096348216609886e-05,1.2129477925873444,0.2634343480427594,0.2639234037158056,-0.0004890556730461904,1712,7,0.00015498383739981402,0.00014602803738317756,8.955800016636459e-06,1.0613293185139265,0.3121184244952072,0.3125045630430021,-0.00038613854779490087,2283,3,6.64216445999203e-05,0.00014602803738317756,-7.960639278325726e-05,0.4548554222202542,0.27735151731044894,0.2777737217395537,-0.00042220442910478884,3424,6,0.0001328432891998406,0.00014602803738317756,-1.3184748183336968e-05,0.9097108444405084,0.24965833611877716,0.24998174782799154,-0.00032341170921437734,4566,8,0.00017712438559978745,0.00014602803738317756,3.1096348216609886e-05,1.2129477925873444,0.2777784482463023,0.27774938551020895,2.9062736093377062e-05
1621,13709,4000000007,45166,0.9985024339276314,0.5001463886081694,0.5013062923437984,0.0,0.4986937076562016,2618,5,0.00011070274099986716,0.00014590020426028595,-3.519746326041879e-05,0.7587565868130896,0.2630406519975989,0.26392341247101603,-0.0008827604734171213,1714,10,0.00022140548199973433,0.00014590020426028595,7.550527773944837e-05,1.517513173626179,0.31175669698771324,0.31250456170946467,-0.0007478647217514234,2285,5,0.00011070274099986716,0.00014590020426028595,-3.519746326041879e-05,0.7587565868130896,0.27689635620325076,0.27777372528995553,-0.0008773690867047712,3427,8,0.00017712438559978745,0.00014590020426028595,3.122418133950149e-05,1.2140105389009432,0.24933957969949241,0.24998176380479978,-0.000642184105307364,4570,7,0.00015498383739981402,0.00014590020426028595,9.083633139528064e-06,1.0622592215383253,0.27779017606127104,0.2777494103630218,4.076569824923437e-05
1622,13711,4000000007,45166,0.9992847364378388,0.499807023104614,0.49955718903600055,0.0,0.5004428109639995,2619,5,0.00011070274099986716,0.00014587892049598833,-3.517617949612116e-05,0.7588672895540894,0.2638694077260252,0.2639234157263024,-5.400800027721697e-05,1714,4,8.856219279989372e-05,0.00014587892049598833,-5.7316727696094604e-05,0.6070938316432715,0.3125025673330953,0.31250455838377944,-1.9910506841580577e-06,2285,3,6.64216445999203e-05,0.00014587892049598833,-7.945727589606803e-05,0.45532037373245365,0.27774168247081316,0.27777372588108495,-3.2043410271798134e-05,3428,5,0.00011070274099986716,0.00014587892049598833,-3.517617949612116e-05,0.7588672895540894,0.2497621550277406,0.2499817664648822,-0.00021961143714160913,4570,4,8.856219279989372e-05,0.00014587892049598833,-5.7316727696094604e-05,0.6070938316432715,0.2773620920758746,0.2777494145009278,-0.0003873224250532381
1623,13721,4000000007,45166,1.000942666797904,0.4998105104062625,0.4985165832706018,0.0,0.5014834167293982,2620,3,6.64216445999203e-05,0.0001457725947521866,-7.935095015226629e-05,0.4556524819554532,0.2648910527971836,0.2639234220853655,0.0009676307118181016,1715,6,0.0001328432891998406,0.0001457725947521866,-1.2929305552345996e-05,0.9113049639109064,0.31332659734196017,0.3125045550615844,0.0008220422803757454,2287,6,0.0001328432891998406,0.0001457725947521866,-1.2929305552345996e-05,0.9113049639109064,0.2787854652352251,0.27777372883414725,0.0010117364010778784,3430,5,0.00011070274099986716,0.0001457725947521866,-3.506985375231942e-05,0.7594208032590888,0.25070283452557035,0.24998177975366226,0.0007210547719080918,4574,11,0.00024354603019970775,0.0001457725947521866,9.777343544752117e-05,1.6707257671699953,0.27807936338802997,0.27774943517236356,0.0003299282156664085
1624,13723,4000000007,45166,0.9978338822176852,0.5002135176192766,0.5015498383739981,0.0,0.49845016162600186,2621,7,0.00015498383739981402,0.00014575134819997084,9.232489199843173e-06,1.063344108400124,0.26427014737477805,0.26392342059926976,0.0003467267755082881,1715,5,0.00011070274099986716,0.00014575134819997084,-3.504860720010368e-05,0.7595315060000887,0.3124333434055107,0.31250455705296487,-7.121364745416026e-05,2287,3,6.64216445999203e-05,0.00014575134819997084,-7.932970360005055e-05,0.4557189036000532,0.27798641471364943,0.2777737294242432,0.00021268528940621145,3431,7,0.00015498383739981402,0.00014575134819997084,9.232489199843173e-06,1.063344108400124,0.2506864400837738,0.24998178240909422,0.0007046576746795596,4574,8,0.00017712438559978745,0.00014575134819997084,3.13730373998166e-05,1.2152504096001417,0.278812883318089,0.27774943930303536,0.0010634440150536495
1625,13729,4000000007,45166,0.9979397436941503,0.4996285712987273,0.5015941194703981,0.0,0.4984058805296019,2622,9,0.00019926493379976087,0.0001456876456876457,5.3577288112115185e-05,1.3677545056015585,0.263977501988651,0.2639234219202788,5.408006837220869e-05,1716,6,0.0001328432891998406,0.0001456876456876457,-1.2844356487805097e-05,0.9118363370677058,0.31265274563262646,0.312504552407313,0.00014819322531345325,2288,7,0.00015498383739981402,0.0001456876456876457,9.29619171216833e-06,1.0638090599123233,0.27788867547443874,0.2777737311934996,0.00011494428093916653,3432,9,0.00019926493379976087,0.0001456876456876457,5.3577288112115185e-05,1.3677545056015585,0.2497910904053721,0.24998179037074805,-0.00019069996537596223,4576,7,0.00015498383739981402,0.0001456876456876457,9.29619171216833e-06,1.0638090599123233,0.27718644589989383,0.2777494516878303,-0.0005630057879364436
1626,13751,4000000007,45166,1.0008371191373673,0.49874841901012745,0.5005535137049993,0.0,0.49944648629500066,2626,6,0.0001328432891998406,0.00014545454545454546,-1.2611256254704866e-05,0.913297613248904,0.2649147432681231,0.2639234390422232,0.0009913042258998805,1719,5,0.00011070274099986716,0.00014545454545454546,-3.475180445467829e-05,0.7610813443740867,0.31379333402080506,0.312504545123991,0.0012887888968140526,2292,9,0.00019926493379976087,0.00014545454545454546,5.3810388345215416e-05,1.369946419873356,0.2789106421783112,0.2777737376675636,0.001136904510747605,3438,5,0.00011070274099986716,0.00014545454545454546,-3.475180445467829e-05,0.7610813443740867,0.2506962019787071,0.24998181950403606,0.0007143824746710659,4584,7,0.00015498383739981402,0.00014545454545454546,9.529291945268561e-06,1.0655138821237213,0.2779194929221621,0.2777494970062782,0.00016999591588390262
