entity,rung,gate_cell,q_end,survival_after,theta_after,theta_event,occurrence_root,phase_grid,occurrence_root_aligned,vertical_phase_change_aligned
candidate,9,1,41,0.918618749236293,0.5785845751246272,0.2892922875623136,-2.2706095031712523e-05,0.4603992709400985,-5.300535270559456e-05,
candidate,9,2,53,0.8615982480165777,0.762376858490121,0.6704807168073741,-9.020612461553112e-05,0.5252690347446358,-6.449235136547933e-05,
candidate,9,3,73,0.7980122408382068,0.9322554099506067,0.8473161342203639,1.2565709581857067e-05,0.5901387985491731,-7.597935002536409e-05,
candidate,9,4,97,0.7617746999462477,1.0197846977520844,0.9760200538513455,-0.0005654357035896056,0.6550085623537103,-8.746634868524885e-05,
candidate,9,5,131,0.7154527445017844,1.1253003636071377,1.072542530679611,-0.0008533201597884469,0.7198783261582475,-6.14976057440033e-05,
candidate,9,6,173,0.67898411299508,1.2047053105943972,1.1650028371007675,-0.0003141834325338936,0.7847480899627848,-2.3797100338043175e-05,
candidate,9,7,233,0.64303211146545,1.280679446549296,1.2426923785718467,-0.0019544473696318197,0.849617853767322,2.2288281979747827e-06,
candidate,9,8,311,0.6125256178191757,1.3438007063410882,1.312240076445192,-0.0019164503223788123,0.9144876175718593,-0.0002890973043598077,
candidate,9,9,409,0.5858204065042195,1.3983013683301324,1.3710510373356102,-0.002159305458075072,0.9793573813763965,-0.0005753894962322886,
candidate,9,10,557,0.5596008020427145,1.451310612606104,1.4248059904681183,0.002561561745439323,1.0442271451809337,-0.0007688677128122813,
candidate,9,11,743,0.5351881362510265,1.5003618309343485,1.4758362217702263,0.0013453567943298276,1.109096908985471,-0.0006401713108448022,
candidate,9,12,991,0.5156201427443562,1.5395509575521031,1.5199563942432257,0.0005170330055720712,1.1739666727900082,-0.0005034374317302502,
candidate,9,13,1321,0.4959641448665911,1.578868124712977,1.5592095411325402,-0.00014309292539306707,1.2388364365945457,-0.0018730366359713136,
candidate,9,14,1759,0.4782404444030803,1.6143291866113987,1.5965986556621878,-0.0005704038648870041,1.303706200399083,-0.001921112764145984,
candidate,9,15,2357,0.4603742908208908,1.6501309407255889,1.6322300636684939,0.004904064042236026,1.3685759642036202,-0.0021490848425260826,
candidate,9,16,3137,0.44306085533917455,1.684922197639763,1.667526569182676,-0.0056024060638813974,1.4334457280081574,0.0023556506354097655,
candidate,9,17,4201,0.4251472173840922,1.7210668021694926,1.7029944999046278,0.003978254045978689,1.4983154918126946,0.0009233250322944187,
candidate,9,18,5591,0.4078578406513083,1.7561399869641394,1.738603394566816,0.00012440767871248242,1.5631852556172319,-0.00018853038260447408,
candidate,9,19,7489,0.3907064851623997,1.7911625755631735,1.7736512812636565,-0.0011236260571108507,1.6280550194217691,0.00426260340347967,
candidate,9,20,10007,0.373182219065039,1.8272332048033912,1.8091978901832824,-0.002559966540441934,1.6929247832263064,0.001258204386079105,
candidate,9,21,13339,0.35614419294610145,1.8626328866610338,1.8449330457322124,-7.377562234356026e-05,1.7577945470308436,-0.0005589774826129422,
candidate,9,22,17827,0.33925811682042106,1.8980923457852577,1.8803626162231457,-0.002775192642679376,1.8226643108353808,-0.0016230714238473728,
candidate,9,23,23801,0.3221972982024949,1.9343580568303436,1.9162252013078005,-0.0005867833024364513,1.887534074639918,-0.0023375753726085774,
candidate,9,24,31771,0.30545050957063363,1.9704496200585677,1.9524038384444555,0.0021006828491834414,1.9524038384444555,0.0021006828491834414,
candidate,10,1,43,0.8972565272737242,0.6525910586469161,0.32629552932345807,5.925826477189816e-06,0.4603992709400985,1.060643768914175e-05,0.07400648352228889
candidate,10,2,59,0.8469942435215401,0.8037822852296339,0.728186671938275,1.995299801938687e-05,0.5252690347446358,1.2870581404446668e-05,0.07400648352228889
candidate,10,3,83,0.7784354727014574,0.9801825316854008,0.8919824084575174,1.978849504812695e-05,0.5901387985491731,1.5134725119751584e-05,0.07400648352228889
candidate,10,4,113,0.726638879332253,1.1003571938984276,1.0402698627919142,9.077038051357158e-05,0.6550085623537103,1.73988688350565e-05,0.07348520211331343
candidate,10,5,167,0.6829488526739875,1.1961991112839283,1.1482781525911778,-0.0002127094819842029,0.7198783261582475,1.9663012550361417e-05,0.05949746683874077
candidate,10,6,233,0.6432992253236935,1.2801218736143953,1.2381604924491618,0.0003689009730992051,0.7847480899627848,1.9896192381331613e-05,0.04550973156416813
candidate,10,7,317,0.609128452117498,1.3507683717680439,1.3154451226912196,6.0347224859926276e-05,0.849617853767322,1.9831042523847247e-05,0.04310001392940699
candidate,10,8,457,0.5754232140525894,1.4193718841235585,1.3850701279458013,-7.282839051144909e-05,0.9144876175718593,3.0561234946457954e-05,0.045498314512593584
candidate,10,9,641,0.5463816846205499,1.477899400945743,1.4486356425346507,0.0005222984677557265,0.9793573813763965,6.161293898448478e-05,0.04789661509578018
candidate,10,10,887,0.5197519729053862,1.5312820990375944,1.5045907499916686,-0.0003315572091033223,1.0442271451809337,7.965127551231187e-05,0.06532480231157367
candidate,10,11,1259,0.49603614522974315,1.5787241193786383,1.5550031092081165,-0.00011735053985223429,1.109096908985471,-0.00010261868761970595,0.07969035806152645
candidate,10,12,1759,0.47496999947957314,1.6208772598741206,1.5998006896263794,-0.00027066155742319967,1.1739666727900082,-4.648425968950404e-05,0.07314276599071802
candidate,10,13,2467,0.4568127994116517,1.6572784900536282,1.6390778749638744,-0.0001624813426748629,1.2388364365945457,0.00036620231103657566,0.07319404345987168
candidate,10,14,3461,0.4397748970130916,1.691539704524829,1.6744090972892285,-0.0010982367943632436,1.303706200399083,0.00010721409168951336,0.07363800705220094
candidate,10,15,4831,0.4223400266645968,1.7267476490722546,1.7091436767985417,0.0008234890839266964,1.3685759642036202,-4.127908723499937e-05,0.07151196779968375
candidate,10,16,6781,0.405272304185587,1.7614037900962218,1.7440757195842382,0.0006126246104554065,1.4334457280081574,0.0003800841528403136,0.07653949711916354
candidate,10,17,9497,0.38829271239019914,1.7961125209980697,1.7787581555471457,0.0006714507207014243,1.4983154918126946,-0.0002357989295934665,0.07974085917388028
candidate,10,18,13313,0.3718063231992755,1.8300790881638216,1.8130958045809455,0.0006050135130709575,1.5631852556172319,-0.00014535234665036901,0.07888935512712683
candidate,10,19,18637,0.3554054688887924,1.864175921894387,1.8471275050291043,-0.0012606843931950817,1.6280550194217691,-0.00019284133078089694,0.08075132465216588
candidate,10,20,26119,0.3391294030678342,1.898364217457945,1.881270069676166,-8.047305522084526e-05,1.6929247832263064,-7.383767042880339e-05,0.0771871574760566
candidate,10,21,36583,0.32298059491503683,1.9326824369822733,1.915523327220109,-0.00010081446281467925,1.7577945470308436,0.0006358936004618527,0.07649566401997808
candidate,10,22,51229,0.30693308639858646,1.9672329908352688,1.9499577139087712,-0.0006826117150968739,1.8226643108353808,8.044548238475416e-05,0.07418067177895038
candidate,10,23,71741,0.2908539217457777,2.0023605933102036,1.984796792072736,-0.0012209383563439647,1.887534074639918,-8.419295479460163e-05,0.07172729691539109
candidate,10,24,100493,0.2748974562774941,2.03779133298301,2.0200759631466068,0.002916178699926832,1.9524038384444555,-0.0007204087543632311,0.06953074863078748
candidate,11,1,43,0.8972580390921603,0.652586079377584,0.326293039688792,4.198359123323114e-06,0.4603992709400985,4.451191193474237e-06,-4.979269332183733e-06
candidate,11,2,61,0.8331100973673997,0.8416675151801027,0.7471267972788433,4.99176200347401e-06,0.5252690347446358,4.573490929436401e-06,-4.979269332183733e-06
candidate,11,3,97,0.7617562484591768,1.019828010763528,0.9307477629718154,-2.0005546500666924e-05,0.5901387985491731,4.695790665398564e-06,-4.979269332183733e-06
candidate,11,4,139,0.7050756936720741,1.148176279084705,1.0840021449241166,-1.2556003540785659e-05,0.6550085623537103,4.818090401360727e-06,0.000480464404221785
candidate,11,5,211,0.6546695007020035,1.2562984645767827,1.2022373718307438,9.60703322370974e-06,0.7198783261582475,4.94039013732289e-06,0.013479778229827126
candidate,11,6,311,0.6130841088123242,1.3426541638545335,1.2994763142156582,6.136443740389212e-05,0.7847480899627848,-1.2982667783994763e-07,0.026479092055432467
candidate,11,7,457,0.5757617802691417,1.4186868778628,1.3806705208586667,-5.4722927842754304e-05,0.849617853767322,-8.960896116414614e-06,0.03796378034132239
candidate,11,8,673,0.5417923122786986,1.4871140691887987,1.4529004735257993,-2.9855455846462012e-05,0.9144876175718593,-1.779196555498928e-05,0.03860470213924629
candidate,11,9,983,0.5132587804537413,1.5442756571292773,1.515694863159038,0.00011824101704674511,0.9793573813763965,-1.7642681335212355e-05,0.03924562393717019
candidate,11,10,1453,0.4860365411055449,1.5987268759515678,1.5715012665404227,0.00024342797518154803,1.0442271451809337,-1.4489426686939673e-05,0.04119928978953188
candidate,11,11,2131,0.46212457846440463,1.6466198030330446,1.622673339492306,-0.00014059218538334397,1.109096908985471,-7.85202323779729e-06,0.045330392644306765
candidate,11,12,3137,0.4412217286332848,1.6886253302346852,1.6676225666338649,-5.283665537214768e-05,1.1739666727900082,4.307728113121863e-06,0.050748298537209045
candidate,11,13,4603,0.4228518895289951,1.7257114312341735,1.7071683807344293,-0.0001240384127339234,1.2388364365945457,2.9087629589087754e-05,0.05811605648535387
candidate,11,14,6763,0.40611132887372964,1.7596950704223664,1.7427032508282698,-4.545571002131438e-05,1.303706200399083,5.531676032656155e-05,0.06143499220301098
candidate,11,15,9949,0.38940324109157,1.79383446000833,1.7767647652153482,-0.0005078251829448722,1.3685759642036202,-3.7430743166527204e-05,0.0643686104852015
candidate,11,16,14629,0.3735103116946934,1.8265548970791539,1.810194678543742,-0.0001939792207693282,1.4334457280081574,-3.655337438981856e-05,0.06788047595495822
candidate,11,17,21493,0.3575410909893893,1.8597170183255007,1.8431359577023274,-0.0003512706730560648,1.4983154918126946,7.725290310013994e-05,0.06747451673709466
candidate,11,18,31583,0.34177150026300873,1.8927885242059452,1.8762527712657229,-0.00023734121766441033,1.5631852556172319,0.00022477319637103412,0.06674732773024486
candidate,11,19,46399,0.3262177917801769,1.9257686525452222,1.9092785883755838,4.7817485822121756e-05,1.6280550194217691,-0.00013008539350740542,0.06772089821999837
candidate,11,20,68171,0.3107231599943523,1.9590295124897585,1.9423990825174904,-0.00036015780234205705,1.6929247832263064,-9.83929886404113e-05,0.06782746856680584
candidate,11,21,100183,0.2953991041779596,1.992375414547471,1.9757024635186147,-0.00038648667066481504,1.7577945470308436,-0.000250313150933114,0.06817088920024615
candidate,11,22,147197,0.2801816092754378,2.0259905642481018,2.0091829893977864,6.347547309210436e-05,1.8226643108353808,-0.0002535205204010481,0.06538126965330882
candidate,11,23,216289,0.26496817269065054,2.060159222474196,2.043074893361149,-0.00040204827923542125,1.887534074639918,-0.00013993373087543972,0.06285164469748857
candidate,11,24,317797,0.24992900318175276,2.094559070283603,2.0773591463788996,0.0031634774833389444,1.9524038384444555,-0.0003680673266451152,0.06085004329508426
edge,7,1,37,0.8844303797468355,0.6937387771007135,0.34686938855035676,0.00888889443465621,,,
edge,7,2,43,0.8016455696202531,0.9231749159683608,0.8084568465345372,-0.004828139505263459,,,
edge,7,3,53,0.7394303797468355,1.0714397761140348,0.9973073460411979,-0.0002277789432662854,,,
edge,7,4,67,0.6703164556962026,1.2232063419243628,1.147323059019199,-0.017544915774496538,,,
edge,7,5,79,0.6168354430379747,1.3349449408384928,1.2790756413814277,-0.0140561791274522,,,
edge,7,6,97,0.575632911392405,1.4189476211020775,1.376946280970285,0.026930305783461728,,,
edge,7,7,113,0.5229746835443038,1.5248307751685697,1.4718891981353237,0.028516573613103703,,,
edge,7,8,139,0.49373417721518986,1.5833283003871061,1.554079537777838,0.024185141063400226,,,
edge,7,9,173,0.460253164556962,1.650373959974282,1.616851130180694,0.01720545895197075,,,
edge,7,10,211,0.430126582278481,1.7110020634768723,1.6806880117255771,0.009426996245610383,,,
edge,7,11,257,0.4040506329113924,1.763892799654785,1.7374474315658288,-0.03781322877132015,,,
edge,7,12,313,0.37873417721518987,1.8157708879834664,1.7898318438191256,0.03844147870635906,,,
edge,7,13,379,0.3581645569620253,1.8584164197277038,1.837093653855585,0.0460049720655457,,,
edge,7,14,461,0.33367088607594936,1.9099172693051762,1.88416684451644,0.052566428069996146,,,
edge,7,15,557,0.3143037974683544,1.9513045657847305,1.9306109175449535,0.012518968133535643,,,
edge,7,16,677,0.2890506329113924,2.006334875785689,1.9788197207852098,0.0007591726633230996,,,
edge,7,17,823,0.2706329113924051,2.047366444605644,2.0268506601956666,-0.03133554785258893,,,
edge,7,18,997,0.25101265822784813,2.092058042962609,2.0697122437841267,-0.03395305867363891,,,
edge,7,19,1201,0.23297468354430378,2.134180765130192,2.1131194040464005,-0.0792059922440813,,,
edge,7,20,1459,0.21468354430379746,2.1780726861675053,2.1561267256488486,0.005905145429011394,,,
edge,7,21,1777,0.1962025316455696,2.223825292896992,2.2009489895322485,0.05088612604027435,,,
edge,7,22,2153,0.18069620253164556,2.263483814173956,2.243654553535474,0.06077819250025005,,,
edge,7,23,2617,0.16544303797468354,2.303812164599423,2.2836479893866897,-0.03270277816557307,,,
edge,7,24,3169,0.15069620253164556,2.3442459246778,2.3240290446386114,0.03139896781310329,,,
edge,8,1,37,0.8849874642287335,0.6919944685803773,0.34599723429018864,0.0023841202669975673,,,
edge,8,2,47,0.7685187530073189,1.003875061008556,0.8479347647944666,-0.001032779924262733,,,
edge,8,3,61,0.6913034669638108,1.1781800449884299,1.091027552998493,-0.001688535920064384,,,
edge,8,4,79,0.6177539443361106,1.3330552039684325,1.2556176244784312,-0.012210640791156076,,,
edge,8,5,103,0.5545242738116342,1.4615304876860424,1.3972928458272373,-0.002628489230054989,,,
edge,8,6,131,0.5082622128801885,1.554271148924719,1.5079008183053806,-0.0027847565887313894,,,
edge,8,7,167,0.4627662268594727,1.6453328709751827,1.5998020099499508,-0.0037501458388122127,,,
edge,8,8,211,0.42516524425760377,1.7210303375888638,1.6831816042820233,-0.011709487676984636,,,
edge,8,9,269,0.39197077519183526,1.7885720813725379,1.7548012094807008,0.01997695617708411,,,
edge,8,10,337,0.3647592878668929,1.8446893872168322,1.816630734294685,-0.0017928962543004513,,,
edge,8,11,433,0.3378770228176362,1.9010108345576766,1.8728501108872544,0.04329615318728534,,,
edge,8,12,557,0.3158381239395244,1.948001698748019,1.9245062666528479,8.14232118553667e-05,,,
edge,8,13,709,0.2925709727252007,1.9985831206890974,1.9732924097185582,0.012679720592832658,,,
edge,8,14,887,0.2731025400764809,2.0418157326603437,2.0201994266747203,0.01521430298340248,,,
edge,8,15,1129,0.2538177121584319,2.085600686955767,2.0637082098080555,0.006899381018053441,,,
edge,8,16,1459,0.23598272849292173,2.127080804077604,2.106340745516685,-0.012544599225430662,,,
edge,8,17,1861,0.21819206321067694,2.169552997861483,2.1483169009695438,-0.008907328652711119,,,
edge,8,18,2357,0.20148403271962925,2.2105924927826273,2.1900727453220554,-0.0244393388115756,,,
edge,8,19,3011,0.18551675234887433,2.251019440249851,2.230805966516239,-0.023350967180272023,,,
edge,8,20,3833,0.1702522349127561,2.290943792248575,2.2709816162492134,0.008799425960194897,,,
edge,8,21,4877,0.15624129460328715,2.3288610682134188,2.3099024302309967,-0.02563357344493551,,,
edge,8,22,6203,0.1425152581862385,2.3673767848714133,2.348118926542416,0.0015329018011277832,,,
edge,8,23,7883,0.12937802314685845,2.405718023016317,2.386547403943865,0.0014053370608021719,,,
edge,8,24,10039,0.11717147415605136,2.4428584949526866,2.424288258984502,0.009659136135988185,,,
edge,9,1,41,0.8417661412148156,0.8182053176388117,0.40910265881940583,1.3269851825558162e-05,0.4603992709400985,4.02360000474888e-05,
edge,9,2,53,0.739533487900341,1.0712048613543623,0.9447050894965869,0.00029483102977791143,0.5252690347446358,7.433742689725796e-05,
edge,9,3,73,0.6335337386179886,1.3004476373185831,1.1858262493364728,0.0009822624305295318,0.5901387985491731,0.00010843885374702709,
edge,9,4,97,0.5769380284222643,1.416306464950947,1.358377051134765,8.581039042933497e-05,0.6550085623537103,0.0001425402805967962,
edge,9,5,131,0.5086719182305919,1.5534516206866122,1.4848790428187795,-5.301956676280706e-06,0.7198783261582475,0.00017664170744656534,
edge,9,6,173,0.45785284393586184,1.6551907854476724,1.6043212030671423,0.000901784417360379,0.7847480899627848,0.00021074313429633447,
edge,9,7,233,0.4105647098449729,1.7506347251299776,1.702912755288825,-0.0025485139422002133,0.849617853767322,0.00024484456114610357,
edge,9,8,311,0.3724258705157313,1.8287973609276085,1.789716043028793,0.0006041501968513451,0.9144876175718593,0.00027894598799587273,
edge,9,9,409,0.3406518405587711,1.8951500967796466,1.8619737288536276,-0.005374692260631556,0.9793573813763965,0.0003936239916316518,
edge,9,10,557,0.3108721555259816,1.9587075828185876,1.926928839799117,0.005068852144323199,1.0442271451809337,0.0005785663360869939,
edge,9,11,743,0.2842334054674175,2.0169879974698954,1.9878477901442415,0.000615887619780718,1.109096908985471,0.0007635086805423361,
edge,9,12,991,0.2638018165633195,2.062803991311137,2.039895994390516,0.0015833822743671752,1.1739666727900082,0.0009484510249976783,
edge,9,13,1321,0.24403184367374797,2.108233693040674,2.0855188421759054,-0.0005830391889215067,1.2388364365945457,0.0007068589550409399,
edge,9,14,1759,0.22691846484824618,2.148573258204459,2.1284034756225667,0.0036799809993089605,1.303706200399083,0.0003698414999069187,
edge,9,15,2357,0.21016090248223135,2.1891300343804385,2.168851646292449,0.0019155919391897205,1.3685759642036202,7.846468072738288e-05,
edge,9,16,3137,0.19460247957220986,2.227860636603154,2.208495335491796,-0.0009950970148964694,1.4334457280081574,3.1742598665767556e-05,
edge,9,17,4201,0.1791757467397209,2.267441960001819,2.2476512983024866,0.00038891980654188416,1.4983154918126946,9.673923022519352e-05,
edge,9,18,5591,0.1648987695841506,2.30527787336494,2.28635991668338,-0.011032132169631913,1.5631852556172319,0.0005893833578240056,
edge,9,19,7489,0.15132266221621737,2.3424963202441336,2.323887096804537,0.0035954128384771667,1.6280550194217691,7.119857314570783e-05,
edge,9,20,10007,0.13795738559741078,2.380503484198119,2.3614999022211265,0.0024172644439870716,1.6929247832263064,-0.0021989760472580716,
edge,9,21,13339,0.1256848833719751,2.4167899373548374,2.398646710776478,-0.004248491759346719,1.7577945470308436,-0.0005552270377885255,
edge,9,22,17827,0.11406450028047455,2.452575089110323,2.4346825132325804,-0.004694369334505838,1.8226643108353808,-0.002122099616076361,
edge,9,23,23801,0.10285564868126316,2.4886322268113834,2.4706036579608535,-0.01087204097265817,1.887534074639918,-0.0012650755986087598,
edge,9,24,31771,0.09252937385166886,2.5234241455937676,2.5060281862025757,0.0073072079464509285,1.9524038384444555,0.003206717872675513,
edge,10,1,43,0.8025923211705174,0.920798541880197,0.4603992709400985,-1.3026987250924636e-05,0.4603992709400985,-1.3026987250924636e-05,0.1025932242413854
edge,10,2,59,0.7143603323261405,1.1277201021757928,1.024259322027995,0.00014936303000011043,0.5252690347446358,5.655311739693651e-06,0.1025932242413854
edge,10,3,83,0.6026415148095329,1.3640434397309023,1.2458817709533476,-8.292056126582097e-05,0.5901387985491731,2.433761073031192e-05,0.1025932242413854
edge,10,4,113,0.524746204824712,1.5212836895764021,1.4426635646536523,0.00012792269534664188,0.6550085623537103,4.301990972093019e-05,0.1025932242413854
edge,10,5,167,0.4633603307433336,1.6441414076104959,1.582712548593449,-0.0002746393282196541,0.7198783261582475,6.170220871154845e-05,0.1025932242413854
edge,10,6,233,0.41101177766627783,1.7497260079824646,1.6969337077964801,0.001065366475205473,0.7847480899627848,8.038450770216672e-05,0.1025932242413854
edge,10,7,317,0.3684488967044377,1.8370326216565362,1.7933793148195005,0.00034322330211182035,0.849617853767322,9.906680669278499e-05,0.1025932242413854
edge,10,8,457,0.32876279897244176,1.9203456317905065,1.8786891267235215,-0.00013368503848212225,0.9144876175718593,0.00011774910568340325,0.1025932242413854
edge,10,9,641,0.29635444745001893,1.9902823635839524,1.9553139976872296,0.0009137857288439013,0.9793573813763965,0.00013643140467402151,0.08955314648659228
edge,10,10,887,0.2681759891356133,2.052904426420496,2.021593395002224,0.0008060055817168581,1.0442271451809337,0.00012843465521579478,0.07510773105104337
edge,10,11,1259,0.24421621775624458,2.1078044835230463,2.080354454971771,4.363599900535626e-06,1.109096908985471,6.0444333052330485e-05,0.060662315615494476
edge,10,12,1759,0.2238748063040034,2.155857506302887,2.1318309949129666,0.00085940375109464,1.1739666727900082,-7.5459891111338145e-06,0.057900849602133174
edge,10,13,2467,0.20708850581444121,2.196691496917927,2.176274501610407,-0.0006168655798507657,1.2388364365945457,-7.553631127459834e-05,0.05984443402657588
edge,10,14,3461,0.1919275580929709,2.2346350438479194,2.2156632703829233,-0.000484124998888586,1.303706200399083,-2.0964163842874107e-05,0.06178801845101858
edge,10,15,4831,0.17705670722345593,2.272980353933476,2.2538076988906974,0.0020327720879942538,1.3685759642036202,4.854100733703836e-05,0.06478864145372998
edge,10,16,6781,0.1630483594997697,2.3102756015421813,2.2916279777378286,-0.00025347449413907667,1.4334457280081574,0.00011804617851695082,0.08186062580569833
edge,10,17,9497,0.14969845945402657,2.3470386557516316,2.328657128646906,0.0014239544565684689,1.4983154918126946,-3.204528001645525e-05,0.09893261015766672
edge,10,18,13313,0.13724088263644982,2.3825834485189343,2.364811052135283,-0.00040316667631559575,1.5631852556172319,-0.00021850934887858943,0.10010438453053738
edge,10,19,18637,0.12540680512006383,2.417629199031835,2.4001063237753844,-0.0013161455793677,1.6280550194217691,0.0002573039165830224,0.09256051407694658
edge,10,20,26119,0.11420103863789968,2.452145685990213,2.434887442511024,0.0018898478572439957,1.6929247832263064,0.001018335065027105,0.09246649800819408
edge,10,21,36583,0.10354779839471723,2.486357078264286,2.4692513821272497,0.00040958882290644737,1.7577945470308436,0.000609666719473151,0.09378320238552919
edge,10,22,51229,0.09358162297855771,2.519802058964514,2.5030795686144,0.0021780302682435568,1.8226643108353808,0.00017951108024047646,0.08773708063208181
edge,10,23,71741,0.08401621427406934,2.5534409359144083,2.5366214974394614,-0.0016036330270131004,1.887534074639918,-1.2773586829110934e-05,0.08951987455826352
edge,10,24,100493,0.07507151913059582,2.5865101482455493,2.5699755420799786,0.0016221971854681405,1.9524038384444555,0.0008740035184893387,0.0931911340563899
edge,11,1,43,0.8025997393635639,0.9207799050655336,0.4603899525327668,9.50545223055961e-06,0.4603992709400985,9.505569635032684e-06,-1.8636814663408607e-05
edge,11,2,61,0.6909618629686786,1.178919405507332,1.0498496552864327,1.693217262777766e-05,0.5252690347446358,1.0322876731275707e-05,-1.8636814663408607e-05
edge,11,3,97,0.5769817800779499,1.4162179063166687,1.2975686559120003,1.0870882072834607e-05,0.5901387985491731,1.114018382751873e-05,-1.8636814663408607e-05
edge,11,4,139,0.4939762155228337,1.5828441872068255,1.499531046761747,5.840113874400095e-05,0.6550085623537103,1.1957490923761752e-05,-1.8636814663408607e-05
edge,11,5,211,0.4256998879207863,1.7199489569808013,1.6513965720938133,0.00011503286147125476,0.7198783261582475,1.2774798020004775e-05,-1.8636814663408607e-05
