rung,q,log_q,candidate_survival,edge_survival,candidate_cumulative_release,edge_cumulative_release,candidate_deaths_at_q,edge_deaths_at_q,candidate_hazard,edge_hazard,independence_product,independence_product_squared
r6,239,5.476463551931511,0.6539923954372624,0.43119847812301837,0.3460076045627376,0.5688015218769816,4,5,0.003861003861003861,0.0072992700729927005,0.6405590345292272,0.41031587671701575
r6,241,5.484796933490655,0.6514575411913816,0.42675967025998734,0.34854245880861845,0.5732403297400126,4,7,0.003875968992248062,0.010294117647058823,0.6379011132241267,0.4069178302525801
r6,251,5.5254529391317835,0.64702154626109,0.4204185161699429,0.35297845373891,0.579581483830057,7,10,0.006809338521400778,0.014858841010401188,0.6353596745260226,0.40368191601381337
r6,257,5.54907608489522,0.6432192648922687,0.4166138237159163,0.35678073510773134,0.5833861762840837,6,6,0.005876591576885406,0.00904977375565611,0.6328874578936257,0.4005465343590558
r6,263,5.572154032177765,0.6406844106463878,0.41407736207989854,0.3593155893536122,0.5859226379201015,4,4,0.003940886699507389,0.0060882800608828,0.6304810417039161,0.3975063439480551
r6,269,5.594711379601839,0.638149556400507,0.4109067850348763,0.36185044359949303,0.5890932149651237,4,5,0.003956478733926805,0.007656967840735069,0.6281372460098494,0.3945563998248381
r6,271,5.602118820879701,0.6349809885931559,0.40773620798985416,0.3650190114068441,0.5922637920101459,5,5,0.004965243296921549,0.007716049382716049,0.625819396393577,0.391649916902421
r6,277,5.6240175061873385,0.6311787072243346,0.40456563094483194,0.36882129277566544,0.595434369055168,6,5,0.005988023952095809,0.007776049766718507,0.6235601205943222,0.38882722399560565
r6,281,5.638354669333745,0.6280101394169835,0.40076093849080535,0.37198986058301653,0.5992390615091947,5,6,0.0050200803212851405,0.009404388714733543,0.6213410454320648,0.3860646947386112
r6,283,5.645446897643238,0.6248415716096325,0.39632213062777427,0.3751584283903675,0.6036778693722258,5,7,0.005045408678102927,0.011075949367088608,0.6191454940347784,0.3833411427835698
r6,293,5.680172609017068,0.623574144486692,0.39505389980976535,0.376425855513308,0.6049461001902346,2,2,0.002028397565922921,0.0032,0.6170323694817587,0.38072894498827353
r6,307,5.726847747587197,0.6223067173637515,0.3937856689917565,0.37769328263624846,0.6062143310082435,2,2,0.0020325203252032522,0.0032102728731942215,0.6150224920567366,0.3782526657356787
r6,311,5.739792912179234,0.6204055766793409,0.3906150919467343,0.37959442332065907,0.6093849080532656,3,5,0.003054989816700611,0.008051529790660225,0.613044927773596,0.37582408346893353
r6,313,5.746203190540153,0.6178707224334601,0.3874445149017121,0.3821292775665399,0.6125554850982879,4,5,0.0040858018386108275,0.008116883116883116,0.6110863177807091,0.3734264877787858
r6,317,5.75890177387728,0.6153358681875792,0.38363982244768546,0.38466413181242076,0.6163601775523145,4,6,0.0041025641025641026,0.009819967266775777,0.6091586006899182,0.37107420079449926
r6,331,5.802118375377063,0.6128010139416984,0.38110336081166774,0.3871989860583016,0.6188966391883323,4,4,0.004119464469618949,0.006611570247933884,0.6073182423796768,0.36883544752713987
r6,337,5.820082930352362,0.6115335868187579,0.37983512999365887,0.3884664131812421,0.6201648700063411,2,2,0.002068252326783868,0.0033277870216306157,0.605516111096651,0.36664976079761186
r6,347,5.849324779946859,0.6089987325728771,0.3760304375396322,0.39100126742712293,0.6239695624603678,4,6,0.004145077720207254,0.01001669449081803,0.6037711078946434,0.3645395507283251
r6,349,5.855071922202427,0.6077313054499366,0.37412809131261887,0.3922686945500634,0.6258719086873812,2,3,0.002081165452653486,0.00505902192242833,0.6020411047201601,0.36245349177267083
r6,353,5.8664680569332965,0.6039290240811154,0.36905516804058336,0.3960709759188846,0.6309448319594166,6,8,0.006256517205422315,0.013559322033898305,0.6003356058399331,0.36040283963919945
r6,359,5.883322388488279,0.6007604562737643,0.36525047558655677,0.3992395437262357,0.6347495244134432,5,6,0.005246589716684155,0.010309278350515464,0.5986633618125238,0.35839782077667276
r6,367,5.905361848054571,0.5982256020278834,0.36207989854153455,0.40177439797211656,0.6379201014584654,4,5,0.004219409282700422,0.008680555555555556,0.5970321264942335,0.35644736006622646
r6,373,5.921578419643816,0.5944233206590621,0.3563728598604946,0.4055766793409379,0.6436271401395054,6,9,0.006355932203389831,0.01576182136602452,0.5954315041711927,0.3545386761595691
r6,379,5.937536205082426,0.5918884664131813,0.3538363982244769,0.40811153358681873,0.6461636017755231,4,4,0.0042643923240938165,0.0071174377224199285,0.5938604447934323,0.3526702278902532
r6,383,5.948034989180646,0.5899873257287706,0.35256816740646796,0.41001267427122945,0.647431832593532,3,2,0.0032119914346895075,0.0035842293906810036,0.5923098953292196,0.35083101210491113
r6,389,5.963579343618446,0.5880861850443599,0.35066582117945466,0.41191381495564006,0.6493341788205453,3,3,0.00322234156820623,0.00539568345323741,0.5907872477833861,0.349029572143468
r6,397,5.983936280687191,0.5855513307984791,0.3481293595434369,0.4144486692015209,0.6518706404565631,4,4,0.004310344827586207,0.007233273056057866,0.5892991186957706,0.3472734512956119
r6,401,5.993961427306569,0.5849176172370089,0.34749524413443245,0.41508238276299114,0.6525047558655676,1,1,0.0010822510822510823,0.0018214936247723133,0.5878295448336863,0.34554357377937883
r6,409,6.013715156042802,0.5830164765525983,0.34559289790741915,0.41698352344740175,0.6544071020925808,3,3,0.0032502708559046588,0.005474452554744526,0.5863923087827483,0.343855939799562
r6,419,6.037870919922137,0.5811153358681875,0.3430564362714014,0.41888466413181247,0.6569435637285985,3,4,0.003260869565217391,0.007339449541284404,0.5849928044658443,0.3422165812768136
r6,421,6.042632833682381,0.5773130544993663,0.3392517438173748,0.4226869455006337,0.6607482561826252,6,6,0.006543075245365322,0.011090573012939002,0.5836032728637877,0.3405927800973246
r6,431,6.066108090103747,0.5754119138149556,0.3379835129993659,0.4245880861850444,0.6620164870006341,3,2,0.003293084522502744,0.003738317757009346,0.5822492049453102,0.3390141366594458
r6,433,6.07073772800249,0.5747782002534855,0.336715282181357,0.42522179974651453,0.663284717818643,1,2,0.0011013215859030838,0.00375234521575985,0.5809045185597552,0.337450059683141
r6,439,6.0844994130751715,0.5722433460076045,0.33354470513633483,0.4277566539923955,0.6664552948636652,4,5,0.004410143329658214,0.009416195856873822,0.5795812736427626,0.3359144527573668
r6,443,6.093569770045136,0.5703422053231939,0.33100824350031705,0.4296577946768061,0.668991756499683,3,4,0.0033222591362126247,0.0076045627376425855,0.5782729637699798,0.33439962062731643
r6,449,6.1070228877422545,0.5684410646387833,0.32910589727330375,0.4315589353612167,0.6708941027266963,3,3,0.0033333333333333335,0.005747126436781609,0.5769850507103585,0.33291174874323504
r6,457,6.124683390894205,0.5671736375158428,0.3272035510462904,0.4328263624841572,0.6727964489537096,2,3,0.002229654403567447,0.005780346820809248,0.5757225013652593,0.33145639857827097
r6,461,6.133398042996649,0.5665399239543726,0.32656943563728597,0.4334600760456274,0.6734305643627141,1,1,0.0011173184357541898,0.001937984496124031,0.5744736456139247,0.3300199695049531
r6,463,6.137727054086234,0.5652724968314322,0.32466708941027267,0.4347275031685678,0.6753329105897273,2,3,0.0022371364653243847,0.005825242718446602,0.5732328818005037,0.32859593677731025
r6,467,6.1463292576688975,0.5633713561470215,0.3227647431832594,0.4366286438529785,0.6772352568167406,3,3,0.0033632286995515697,0.005859375,0.57200540239622,0.32719018037046155
r6,479,6.171700597410915,0.5621039290240811,0.32213062777425494,0.43789607097591887,0.6778693722257451,2,1,0.0022497187851518562,0.0019646365422396855,0.5708112366292133,0.32582546786217176
r6,487,6.18826412308259,0.5608365019011406,0.31959416613823716,0.43916349809885935,0.6804058338617629,2,4,0.002254791431792559,0.007874015748031496,0.5696391396340814,0.3244887494030565
r6,491,6.19644412779452,0.5595690747782003,0.31769181991122386,0.4404309252217997,0.6823081800887761,2,3,0.0022598870056497176,0.005952380952380952,0.5684789784535639,0.3231683489436075
r6,499,6.212606095751519,0.5583016476552598,0.31642358909321494,0.4416983523447402,0.683576410906785,2,2,0.0022650056625141564,0.003992015968063872,0.5673397420237972,0.3218743828796288
r6,503,6.220590170099739,0.555766793409379,0.3119847812301839,0.44423320659062104,0.6880152187698161,4,7,0.004540295119182747,0.014028056112224449,0.5662118300118215,0.32059583644533585
r6,509,6.2324480165505225,0.5544993662864385,0.310716550412175,0.4455006337135615,0.6892834495878251,2,2,0.002280501710376283,0.0040650406504065045,0.5650994295599319,0.3193373652889604
r6,521,6.255750041753367,0.5532319391634981,0.30818008877615727,0.4467680608365019,0.6918199112238428,2,4,0.002285714285714286,0.00816326530612245,0.5640147857411988,0.3181126785346904
r6,523,6.259581464064923,0.5519645120405576,0.3062777425491439,0.44803548795944237,0.6937222574508561,2,3,0.002290950744558992,0.006172839506172839,0.56293636358873,0.3168973494505028
r6,541,6.293419278846481,0.5513307984790875,0.3056436271401395,0.4486692015209125,0.6943563728598605,1,1,0.001148105625717566,0.002070393374741201,0.5618958157817268,0.3157269077930122
r6,547,6.304448802421981,0.5506970849176173,0.3043753963221306,0.44930291508238274,0.6956246036778694,1,2,0.0011494252873563218,0.004149377593360996,0.5608685839430033,0.31457356845422974
r6,557,6.322565239927284,0.5494296577946768,0.30310716550412176,0.4505703422053232,0.6968928344958782,2,2,0.0023014959723820483,0.004166666666666667,0.5598616385499279,0.31344505431981007
r6,563,6.333279628139691,0.5468948035487959,0.30057070386810397,0.45310519645120406,0.699429296131896,4,4,0.00461361014994233,0.008368200836820083,0.558867212904191,0.3123325616592983
r6,569,6.343880434126331,0.5462610899873257,0.29993658845909954,0.4537389100126743,0.7000634115409005,1,1,0.0011587485515643105,0.002109704641350211,0.5578850209658708,0.3112356966180901
r6,571,6.3473892096560105,0.5449936628643853,0.2986683576410907,0.45500633713561467,0.7013316423589093,2,2,0.002320185614849188,0.004228329809725159,0.5569079894055102,0.31014650866368787
r6,577,6.3578422665081,0.5437262357414449,0.2967660114140774,0.45627376425855515,0.7032339885859227,2,3,0.002325581395348837,0.006369426751592357,0.5559428109143395,0.30907240900733707
r6,587,6.375024819828097,0.5430925221799746,0.29613189600507295,0.4569074778200254,0.703868103994927,1,1,0.0011655011655011655,0.002136752136752137,0.5549957192432758,0.30802024837836106
r6,593,6.385194398997726,0.541191381495564,0.29296131896005073,0.458808618504436,0.7070386810399493,3,5,0.003500583430571762,0.010706638115631691,0.5540598074064407,0.30698227018326213
r6,599,6.395261598115449,0.541191381495564,0.29296131896005073,0.458808618504436,0.7070386810399493,0,0,0.0,0.0,0.5531348327697021,0.30595814322316633
r6,601,6.398594934535208,0.5399239543726235,0.29296131896005073,0.4600760456273765,0.7070386810399493,2,0,0.00234192037470726,0.0,0.5522144753108507,0.30494082674283807
r6,607,6.408528791059498,0.5386565272496832,0.2923272035510463,0.46134347275031684,0.7076727964489538,2,1,0.002347417840375587,0.0021645021645021645,0.5513047315294489,0.30393690700675774
r6,613,6.418364935936212,0.5380228136882129,0.2923272035510463,0.4619771863117871,0.7076727964489538,1,0,0.001176470588235294,0.0,0.5504053763393519,0.30294607830326364
r6,617,6.424869023905388,0.5367553865652726,0.29105897273303744,0.46324461343472745,0.7089410272669625,2,2,0.002355712603062426,0.004338394793926247,0.5495133092788343,0.30196487707457587
r6,619,6.428105272684596,0.5348542458808618,0.2891566265060241,0.46514575411913817,0.7108433734939759,3,3,0.0035419126328217238,0.006535947712418301,0.5486255656451045,0.30099001127941083
r6,631,6.447305862541213,0.5342205323193916,0.2878883956880152,0.4657794676806084,0.7121116043119848,1,2,0.001184834123222749,0.0043859649122807015,0.5477561114998666,0.3000367576854543
r6,641,6.46302945692067,0.5329531051964512,0.2859860494610019,0.4670468948035488,0.7140139505389981,2,3,0.002372479240806643,0.006607929515418502,0.5469015777845782,0.299101335783261
r6,643,6.466144724237619,0.5316856780735107,0.28408370323398857,0.46831432192648925,0.7159162967660114,2,3,0.0023781212841854932,0.0066518847006651885,0.5460510310073082,0.2981717284641443
r6,647,6.472346294500901,0.5297845373891001,0.2821813570069753,0.47021546261089986,0.7178186429930247,3,3,0.003575685339690107,0.006696428571428571,0.5452070572344995,0.29725073525830276
r6,653,6.481577129276431,0.5291508238276299,0.2821813570069753,0.4708491761723701,0.7178186429930247,1,0,0.0011961722488038277,0.0,0.5443721306537422,0.296341016632495
r6,659,6.490723534502507,0.5278833967046895,0.280279010779962,0.47211660329531047,0.719720989220038,2,3,0.0023952095808383233,0.006741573033707865,0.5435460727923557,0.2954423332479928
r6,661,6.493753839851686,0.5272496831432193,0.27901077996195306,0.4727503168567807,0.720989220038047,1,2,0.0012004801920768306,0.004524886877828055,0.5427237640589331,0.2945490840742965
r6,673,6.511745329644728,0.5247148288973384,0.27520608750792647,0.47528517110266155,0.7247939124920735,4,6,0.004807692307692308,0.013636363636363636,0.5419173394466613,0.29367440279294793
r6,677,6.517671272912275,0.5221799746514575,0.2733037412809131,0.4778200253485425,0.7266962587190868,4,3,0.004830917874396135,0.0069124423963133645,0.5411168707030178,0.2928074677594265
r6,683,6.52649485957079,0.5215462610899874,0.2726696258719087,0.47845373891001264,0.7273303741280913,1,1,0.0012135922330097086,0.002320185614849188,0.5403246058850046,0.2919506797247856
r6,691,6.53813982376767,0.5196451204055766,0.2714013950538998,0.48035487959442336,0.7285986049461002,3,2,0.0036452004860267314,0.004651162790697674,0.5395426600009453,0.29110628196089566
r6,701,6.55250788703459,0.5171102661596958,0.2682308180088776,0.4828897338403042,0.7317691819911224,4,5,0.004878048780487805,0.011682242990654205,0.5387729843090752,0.290276328621307
r6,709,6.5638555265321274,0.5164765525982256,0.26696258719086874,0.48352344740177444,0.7330374128091313,1,2,0.0012254901960784314,0.004728132387706856,0.538013078830501,0.28945807299267484
r6,719,6.577861357721047,0.5158428390367554,0.2663284717818643,0.48415716096324457,0.7336715282181356,1,1,0.001226993865030675,0.0023752969121140144,0.5372647991659245,0.2886534644228012
r6,727,6.588926477533519,0.5152091254752852,0.2663284717818643,0.4847908745247148,0.7336715282181356,1,0,0.0012285012285012285,0.0,0.5365257829359852,0.2878599157550719
r6,733,6.597145701886651,0.5139416983523447,0.2656943563728599,0.4860583016476553,0.7343056436271401,2,1,0.0024600246002460025,0.002380952380952381,0.5357938241598106,0.287075022007794
r6,739,6.6052979209482015,0.5133079847908745,0.2656943563728599,0.48669201520912553,0.7343056436271401,1,0,0.0012330456226880395,0.0,0.5350687986873345,0.28629861932870726
r6,743,6.610696044717759,0.5133079847908745,0.2656943563728599,0.48669201520912553,0.7343056436271401,0,0,0.0,0.0,0.534348652255723,0.28552848216750765
r6,751,6.621405651764134,0.5133079847908745,0.2656943563728599,0.48669201520912553,0.7343056436271401,0,0,0.0,0.0,0.5336371360742906,0.284768592997571
r6,757,6.6293632534374485,0.5126742712294043,0.26506024096385544,0.48732572877059566,0.7349397590361446,1,1,0.0012345679012345679,0.002386634844868735,0.5329321993027262,0.28401672905364067
r6,761,6.634633357861686,0.5107731305449936,0.26252377932783766,0.4892268694550064,0.7374762206721623,3,4,0.003708281829419036,0.009569377990430622,0.5322318941788067,0.28327078918116044
r6,769,6.645090969505644,0.508871989860583,0.2618896639188332,0.491128010139417,0.7381103360811667,3,1,0.0037220843672456576,0.0024154589371980675,0.5315397850836457,0.2825345431267683
r6,773,6.650279048587422,0.5069708491761724,0.25998731769181993,0.4930291508238276,0.7400126823081801,3,3,0.0037359900373599006,0.007263922518159807,0.530852152761416,0.2818040080914297
r6,787,6.668228248417403,0.5050697084917617,0.2580849714648066,0.4949302915082383,0.7419150285351934,3,3,0.00375,0.007317073170731708,0.5301776265190253,0.2810883156613471
r6,797,6.680854678790215,0.5044359949302915,0.25745085605580215,0.49556400506970855,0.7425491439441978,1,1,0.0012547051442910915,0.002457002457002457,0.5295124099236439,0.28038339226314507
r6,809,6.695798917058491,0.5038022813688213,0.25745085605580215,0.4961977186311787,0.7425491439441978,1,0,0.001256281407035176,0.0,0.52885788284092,0.2796906602429802
r6,811,6.698268054115413,0.5031685678073511,0.2568167406467977,0.4968314321926489,0.7431832593532023,1,1,0.0012578616352201257,0.0024630541871921183,0.5282057769434589,0.2790013427964431
r6,821,6.710523109452428,0.5019011406844106,0.2549143944197844,0.4980988593155894,0.7450856055802155,2,3,0.0025188916876574307,0.007407407407407408,0.5275624081530284,0.27832209449622247
r6,823,6.71295620067707,0.5006337135614702,0.25301204819277107,0.49936628643852976,0.7469879518072289,2,3,0.0025252525252525255,0.007462686567164179,0.5269213845708254,0.2776461455180357
r6,827,6.717804695023691,0.49936628643852976,0.2517438173747622,0.5006337135614702,0.7482561826252379,2,2,0.002531645569620253,0.005012531328320802,0.5262842365846454,0.276975097677483
r6,829,6.720220155135295,0.49809885931558934,0.25047558655675334,0.5019011406844107,0.7495244134432466,2,2,0.0025380710659898475,0.005037783375314861,0.5256493943209728,0.27630728575000557
r6,839,6.732210706467206,0.4968314321926489,0.24857324032974001,0.5031685678073511,0.75142675967026,2,3,0.002544529262086514,0.007594936708860759,0.5250228753766093,0.27564901966872263
r6,853,6.748759547491679,0.49619771863117873,0.24793912492073558,0.5038022813688212,0.7520608750792644,1,1,0.0012755102040816326,0.002551020408163265,0.52440737376421,0.27500309365827585
r6,857,6.75343791859778,0.4955640050697085,0.2466708941027267,0.5044359949302915,0.7533291058972733,1,2,0.001277139208173691,0.005115089514066497,0.5237954631763871,0.27436168724416593
r6,859,6.755768921984255,0.49493029150823825,0.2466708941027267,0.5050697084917617,0.7533291058972733,1,0,0.0012787723785166241,0.0,0.523185689645332,0.2737232658496616
r6,863,6.760414691083428,0.49429657794676807,0.24603677869372226,0.5057034220532319,0.7539632213062777,1,1,0.0012804097311139564,0.002570694087403599,0.5225794489852563,0.2730892805017341
r6,877,6.776506992372183,0.49366286438529783,0.24603677869372226,0.5063371356147022,0.7539632213062777,1,0,0.001282051282051282,0.0,0.5219835773216471,0.272466854993504
r6,881,6.78105762593618,0.49366286438529783,0.24603677869372226,0.5063371356147022,0.7539632213062777,0,0,0.0,0.0,0.5213910874495453,0.2718486660718194
r6,883,6.78332520060396,0.49366286438529783,0.24603677869372226,0.5063371356147022,0.7539632213062777,0,0,0.0,0.0,0.5208006105668165,0.2712332759667688
r6,887,6.787844982309579,0.49302915082382764,0.24540266328471783,0.5069708491761724,0.7545973367152822,1,1,0.0012836970474967907,0.002577319587628866,0.5202134621896273,0.27062204624331876
r6,907,6.810142450115136,0.4917617237008872,0.2447685478757134,0.5082382762991128,0.7552314521242867,2,1,0.002570694087403599,0.002583979328165375,0.5196399082070587,0.27002563420144043
r6,911,6.814542897259958,0.491128010139417,0.2447685478757134,0.508871989860583,0.7552314521242867,1,0,0.001288659793814433,0.0,0.5190695021607283,0.26943314807338636
r6,919,6.823286122355687,0.4892268694550063,0.24223208623969564,0.5107731305449936,0.7577679137603044,3,4,0.003870967741935484,0.010362694300518135,0.5185046822454283,0.2688471055104326
r6,929,6.834108738813838,0.48859315589353614,0.24096385542168675,0.5114068441064639,0.7590361445783133,1,2,0.0012953367875647669,0.005235602094240838,0.5179465501870372,0.268268628850653
r6,937,6.842683282238422,0.4879594423320659,0.2403297400126823,0.5120405576679341,0.7596702599873177,1,1,0.0012970168612191958,0.002631578947368421,0.5173937790555676,0.2676963226054015
r6,941,6.846943139585379,0.4866920152091255,0.23906150919467342,0.5133079847908746,0.7609384908053266,2,2,0.0025974025974025974,0.005277044854881266,0.516843945071449,0.26712766355701906
r6,947,6.853299093186078,0.48542458808618505,0.238427393785669,0.514575411913815,0.761572606214331,2,1,0.0026041666666666665,0.002652519893899204,0.5162981753300853,0.26656380584917544
r6,953,6.859614903654202,0.4847908745247148,0.238427393785669,0.5152091254752852,0.761572606214331,1,0,0.0013054830287206266,0.0,0.5157564143905994,0.26600467898504765
r6,967,6.874198495453294,0.4841571609632446,0.238427393785669,0.5158428390367553,0.761572606214331,1,0,0.00130718954248366,0.0,0.5152230571885409,0.26545479865870647
r6,971,6.878326468291325,0.48225602027883396,0.23462270133164237,0.517743979721166,0.7653772986683576,3,6,0.003926701570680628,0.015957446808510637,0.5146924464190368,0.264908314400813
r6,977,6.884486652042782,0.48098859315589354,0.23335447051363348,0.5190114068441065,0.7666455294863666,2,2,0.002628120893561104,0.005405405405405406,0.5141656373643602,0.26436630264629873
