cohort,anchor,actual_next_prime,actual_delta,phase_a_candidate_1,phase_a_candidate_2,phase_a_candidate_3,phase_a_rank_of_prime,phase_a_top1_hit,phase_a_top2_hit,phase_a_top3_hit,p29_candidate_1,p29_candidate_2,p29_candidate_3,odd_candidate_1,odd_candidate_2,odd_candidate_3,p29_top1_hit,p29_top2_hit,p29_top3_hit,odd_top1_hit,odd_top2_hit,odd_top3_hit,cross_rung_frame,phase_a_child_count,phase_b_child_count,teara_phase_a,teara_phase_b
low,71038640,71038703,63,71038673,71038703,71038727,2,0,1,1,71038657,71038673,71038679,71038641,71038643,71038645,0,0,0,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71038907,71038909,2,71038909,71038939,71038963,1,1,1,1,71038909,71038921,71038931,71038909,71038911,71038913,1,1,1,1,1,1,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71039287,71039303,16,71039291,71039303,71039317,2,0,1,1,71039291,71039303,71039317,71039289,71039291,71039293,0,1,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71039515,71039539,24,71039539,71039561,71039587,1,1,1,1,71039519,71039533,71039539,71039517,71039519,71039521,0,0,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71039791,71039797,6,71039797,71039809,71039819,1,1,1,1,71039797,71039807,71039809,71039793,71039795,71039797,1,1,1,0,0,1,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71040136,71040143,7,71040143,71040187,71040217,1,1,1,1,71040139,71040143,71040149,71040137,71040139,71040141,0,1,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71040188,71040217,29,71040217,71040223,71040239,1,1,1,1,71040191,71040197,71040199,71040189,71040191,71040193,0,0,0,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71041731,71041753,22,71041753,71041799,71041843,1,1,1,1,71041739,71041753,71041757,71041733,71041735,71041737,0,1,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71041854,71041879,25,71041879,71041907,71041939,1,1,1,1,71041877,71041879,71041889,71041855,71041857,71041859,0,1,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71041857,71041879,22,71041879,71041907,71041939,1,1,1,1,71041877,71041879,71041889,71041859,71041861,71041863,0,1,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71042297,71042353,56,71042341,71042353,71042357,2,0,1,1,71042299,71042317,71042327,71042299,71042301,71042303,0,0,0,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71042308,71042353,45,71042341,71042353,71042357,2,0,1,1,71042317,71042327,71042329,71042309,71042311,71042313,0,0,0,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71042602,71042611,9,71042611,71042617,71042689,1,1,1,1,71042603,71042611,71042617,71042603,71042605,71042607,0,1,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71042772,71042827,55,71042819,71042827,71042879,2,0,1,1,71042773,71042789,71042801,71042773,71042775,71042777,0,0,0,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71042965,71042977,12,71042977,71043013,71043019,1,1,1,1,71042969,71042971,71042977,71042967,71042969,71042971,0,0,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71043246,71043319,73,71043319,71043347,71043361,1,1,1,1,71043253,71043257,71043263,71043247,71043249,71043251,0,0,0,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71043743,71043769,26,71043761,71043769,71043773,2,0,1,1,71043751,71043761,71043767,71043745,71043747,71043749,0,0,0,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71043886,71043893,7,71043893,71043937,71043977,1,1,1,1,71043887,71043893,71043899,71043887,71043889,71043891,0,1,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71044171,71044177,6,71044177,71044231,71044261,1,1,1,1,71044177,71044187,71044189,71044173,71044175,71044177,1,1,1,0,0,1,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71045013,71045033,20,71045033,71045063,71045071,1,1,1,1,71045017,71045021,71045027,71045015,71045017,71045019,0,0,0,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71045543,71045549,6,71045549,71045573,71045591,1,1,1,1,71045549,71045561,71045573,71045545,71045547,71045549,1,1,1,0,0,1,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71045883,71045899,16,71045899,71045903,71045927,1,1,1,1,71045893,71045899,71045903,71045885,71045887,71045889,0,1,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71046255,71046271,16,71046271,71046289,71046293,1,1,1,1,71046257,71046271,71046277,71046257,71046259,71046261,0,1,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71046466,71046473,7,71046473,71046487,71046499,1,1,1,1,71046467,71046473,71046487,71046467,71046469,71046471,0,1,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71046684,71046691,7,71046691,71046709,71046713,1,1,1,1,71046691,71046697,71046707,71046685,71046687,71046689,1,1,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71046766,71046779,13,71046779,71046799,71046821,1,1,1,1,71046769,71046779,71046797,71046767,71046769,71046771,0,1,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71046990,71047003,13,71047003,71047007,71047019,1,1,1,1,71046991,71047001,71047003,71046991,71046993,71046995,0,0,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71047398,71047411,13,71047411,71047429,71047439,1,1,1,1,71047399,71047409,71047411,71047399,71047401,71047403,0,0,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71047402,71047411,9,71047411,71047429,71047439,1,1,1,1,71047409,71047411,71047421,71047403,71047405,71047407,0,1,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71047457,71047489,32,71047489,71047513,71047531,1,1,1,1,71047463,71047469,71047481,71047459,71047461,71047463,0,0,0,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71048032,71048051,19,71048041,71048051,71048069,2,0,1,1,71048039,71048041,71048051,71048033,71048035,71048037,0,0,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71048229,71048233,4,71048233,71048269,71048273,1,1,1,1,71048233,71048249,71048251,71048231,71048233,71048235,1,1,1,0,1,1,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71048512,71048533,21,71048533,71048557,71048563,1,1,1,1,71048513,71048519,71048531,71048513,71048515,71048517,0,0,0,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71048716,71048723,7,71048723,71048737,71048741,1,1,1,1,71048717,71048723,71048737,71048717,71048719,71048721,0,1,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71048874,71048881,7,71048881,71048891,71048951,1,1,1,1,71048881,71048891,71048893,71048875,71048877,71048879,1,1,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71049117,71049127,10,71049127,71049133,71049149,1,1,1,1,71049119,71049127,71049131,71049119,71049121,71049123,0,1,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71049213,71049229,16,71049229,71049257,71049259,1,1,1,1,71049221,71049229,71049233,71049215,71049217,71049219,0,1,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71049312,71049313,1,71049313,71049337,71049353,1,1,1,1,71049313,71049317,71049331,71049313,71049315,71049317,1,1,1,1,1,1,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71049631,71049637,6,71049637,71049653,71049661,1,1,1,1,71049637,71049653,71049659,71049633,71049635,71049637,1,1,1,0,0,1,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71049902,71049917,15,71049917,71049929,71049941,1,1,1,1,71049907,71049917,71049929,71049903,71049905,71049907,0,1,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71050230,71050237,7,71050237,71050271,71050279,1,1,1,1,71050237,71050241,71050247,71050231,71050233,71050235,1,1,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71050403,71050409,6,71050409,71050411,71050433,1,1,1,1,71050409,71050411,71050417,71050405,71050407,71050409,1,1,1,0,0,1,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71051127,71051129,2,71051129,71051173,71051207,1,1,1,1,71051129,71051137,71051147,71051129,71051131,71051133,1,1,1,1,1,1,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71051818,71051833,15,71051833,71051843,71051873,1,1,1,1,71051819,71051821,71051831,71051819,71051821,71051823,0,0,0,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71051921,71051927,6,71051923,71051927,71051933,2,0,1,1,71051923,71051927,71051933,71051923,71051925,71051927,0,1,1,0,0,1,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71052286,71052307,21,71052307,71052329,71052337,1,1,1,1,71052287,71052301,71052307,71052287,71052289,71052291,0,0,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71052656,71052671,15,71052671,71052703,71052719,1,1,1,1,71052659,71052661,71052671,71052657,71052659,71052661,0,0,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71052712,71052719,7,71052719,71052733,71052749,1,1,1,1,71052713,71052719,71052721,71052713,71052715,71052717,0,1,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71052944,71052973,29,71052973,71052991,71052997,1,1,1,1,71052953,71052959,71052967,71052945,71052947,71052949,0,0,0,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71053413,71053439,26,71053439,71053447,71053537,1,1,1,1,71053427,71053429,71053439,71053415,71053417,71053419,0,0,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71053576,71053589,13,71053589,71053621,71053637,1,1,1,1,71053579,71053583,71053589,71053577,71053579,71053581,0,0,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71054150,71054161,11,71054161,71054219,71054227,1,1,1,1,71054161,71054171,71054173,71054151,71054153,71054155,1,1,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71054189,71054219,30,71054219,71054227,71054233,1,1,1,1,71054197,71054201,71054209,71054191,71054193,71054195,0,0,0,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71054277,71054297,20,71054297,71054299,71054309,1,1,1,1,71054279,71054287,71054293,71054279,71054281,71054283,0,0,0,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71054342,71054359,17,71054359,71054369,71054377,1,1,1,1,71054351,71054353,71054359,71054343,71054345,71054347,0,0,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71055097,71055113,16,71055107,71055113,71055143,2,0,1,1,71055107,71055109,71055113,71055099,71055101,71055103,0,0,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71055117,71055143,26,71055143,71055151,71055157,1,1,1,1,71055137,71055139,71055143,71055119,71055121,71055123,0,0,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71055305,71055311,6,71055311,71055323,71055329,1,1,1,1,71055311,71055317,71055319,71055307,71055309,71055311,1,1,1,0,0,1,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71055534,71055541,7,71055541,71055547,71055557,1,1,1,1,71055541,71055547,71055553,71055535,71055537,71055539,1,1,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71055781,71055797,16,71055797,71055821,71055833,1,1,1,1,71055791,71055793,71055797,71055783,71055785,71055787,0,0,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71056048,71056049,1,71056049,71056079,71056091,1,1,1,1,71056049,71056057,71056079,71056049,71056051,71056053,1,1,1,1,1,1,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71056689,71056691,2,71056691,71056697,71056703,1,1,1,1,71056691,71056693,71056697,71056691,71056693,71056695,1,1,1,1,1,1,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71056884,71056891,7,71056891,71056901,71056907,1,1,1,1,71056891,71056897,71056901,71056885,71056887,71056889,1,1,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71056945,71056949,4,71056949,71056961,71056963,1,1,1,1,71056949,71056961,71056963,71056947,71056949,71056951,1,1,1,0,1,1,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71057205,71057219,14,71057219,71057249,71057257,1,1,1,1,71057209,71057213,71057219,71057207,71057209,71057211,0,0,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71057358,71057369,11,71057369,71057377,71057401,1,1,1,1,71057369,71057377,71057381,71057359,71057361,71057363,1,1,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71057362,71057369,7,71057369,71057377,71057401,1,1,1,1,71057369,71057377,71057381,71057363,71057365,71057367,1,1,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71057426,71057449,23,71057431,71057449,71057477,2,0,1,1,71057429,71057431,71057443,71057427,71057429,71057431,0,0,0,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71057470,71057477,7,71057477,71057491,71057507,1,1,1,1,71057471,71057477,71057479,71057471,71057473,71057475,0,1,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71057555,71057563,8,71057563,71057579,71057593,1,1,1,1,71057561,71057563,71057573,71057557,71057559,71057561,0,1,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71057637,71057639,2,71057639,71057647,71057681,1,1,1,1,71057639,71057641,71057647,71057639,71057641,71057643,1,1,1,1,1,1,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71057707,71057713,6,71057713,71057717,71057719,1,1,1,1,71057711,71057713,71057717,71057709,71057711,71057713,0,1,1,0,0,1,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71057979,71058023,44,71058023,71058041,71058047,1,1,1,1,71057981,71057983,71057989,71057981,71057983,71057985,0,0,0,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71058255,71058263,8,71058263,71058269,71058287,1,1,1,1,71058257,71058259,71058263,71058257,71058259,71058261,0,0,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71058315,71058343,28,71058341,71058343,71058349,2,0,1,1,71058319,71058329,71058331,71058317,71058319,71058321,0,0,0,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71058575,71058577,2,71058577,71058583,71058587,1,1,1,1,71058577,71058583,71058587,71058577,71058579,71058581,1,1,1,1,1,1,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71058776,71058791,15,71058791,71058797,71058811,1,1,1,1,71058781,71058791,71058797,71058777,71058779,71058781,0,1,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71059073,71059081,8,71059081,71059117,71059123,1,1,1,1,71059081,71059091,71059097,71059075,71059077,71059079,1,1,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71059079,71059081,2,71059081,71059117,71059123,1,1,1,1,71059081,71059091,71059097,71059081,71059083,71059085,1,1,1,1,1,1,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71059161,71059169,8,71059169,71059199,71059207,1,1,1,1,71059169,71059171,71059181,71059163,71059165,71059167,1,1,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71059172,71059199,27,71059199,71059207,71059211,1,1,1,1,71059181,71059187,71059189,71059173,71059175,71059177,0,0,0,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71059567,71059579,12,71059579,71059603,71059621,1,1,1,1,71059577,71059579,71059589,71059569,71059571,71059573,0,1,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71059854,71059871,17,71059871,71059873,71059913,1,1,1,1,71059861,71059871,71059873,71059855,71059857,71059859,0,1,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71060255,71060273,18,71060273,71060281,71060291,1,1,1,1,71060257,71060261,71060263,71060257,71060259,71060261,0,0,0,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71060475,71060497,22,71060497,71060531,71060567,1,1,1,1,71060477,71060489,71060491,71060477,71060479,71060481,0,0,0,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71061069,71061079,10,71061073,71061079,71061091,2,0,1,1,71061073,71061077,71061079,71061071,71061073,71061075,0,0,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71061731,71061769,38,71061769,71061773,71061779,1,1,1,1,71061733,71061737,71061761,71061733,71061735,71061737,0,0,0,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71061995,71062039,44,71062039,71062051,71062063,1,1,1,1,71061997,71062001,71062003,71061997,71061999,71062001,0,0,0,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71062061,71062063,2,71062063,71062067,71062087,1,1,1,1,71062063,71062067,71062073,71062063,71062065,71062067,1,1,1,1,1,1,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71062104,71062141,37,71062141,71062153,71062181,1,1,1,1,71062127,71062129,71062133,71062105,71062107,71062109,0,0,0,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71062271,71062279,8,71062279,71062283,71062309,1,1,1,1,71062273,71062279,71062283,71062273,71062275,71062277,0,1,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71062278,71062279,1,71062279,71062283,71062309,1,1,1,1,71062279,71062283,71062289,71062279,71062281,71062283,1,1,1,1,1,1,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71062359,71062379,20,71062379,71062393,71062399,1,1,1,1,71062361,71062367,71062373,71062361,71062363,71062365,0,0,0,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71062379,71062393,14,71062393,71062399,71062403,1,1,1,1,71062391,71062393,71062399,71062381,71062383,71062385,0,1,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71062590,71062619,29,71062619,71062627,71062631,1,1,1,1,71062591,71062597,71062609,71062591,71062593,71062595,0,0,0,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71063962,71063969,7,71063969,71063977,71063983,1,1,1,1,71063963,71063969,71063977,71063963,71063965,71063967,0,1,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71064088,71064107,19,71064107,71064127,71064173,1,1,1,1,71064101,71064107,71064109,71064089,71064091,71064093,0,1,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71064496,71064547,51,71064547,71064557,71064569,1,1,1,1,71064509,71064517,71064523,71064497,71064499,71064501,0,0,0,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71064577,71064613,36,71064613,71064647,71064649,1,1,1,1,71064583,71064589,71064593,71064579,71064581,71064583,0,0,0,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71064585,71064613,28,71064613,71064647,71064649,1,1,1,1,71064589,71064593,71064599,71064587,71064589,71064591,0,0,0,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71065231,71065289,58,71065289,71065297,71065373,1,1,1,1,71065237,71065243,71065249,71065233,71065235,71065237,0,0,0,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71066025,71066041,16,71066041,71066077,71066081,1,1,1,1,71066027,71066029,71066033,71066027,71066029,71066031,0,0,0,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71066073,71066077,4,71066077,71066081,71066087,1,1,1,1,71066077,71066081,71066087,71066075,71066077,71066079,1,1,1,0,1,1,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71066124,71066129,5,71066129,71066141,71066173,1,1,1,1,71066129,71066131,71066141,71066125,71066127,71066129,1,1,1,0,0,1,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71066545,71066557,12,71066557,71066599,71066609,1,1,1,1,71066549,71066551,71066557,71066547,71066549,71066551,0,0,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71066969,71066993,24,71066993,71066999,71067001,1,1,1,1,71066971,71066977,71066981,71066971,71066973,71066975,0,0,0,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71067656,71067709,53,71067709,71067727,71067739,1,1,1,1,71067671,71067673,71067679,71067657,71067659,71067661,0,0,0,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71067750,71067751,1,71067751,71067757,71067761,1,1,1,1,71067751,71067757,71067761,71067751,71067753,71067755,1,1,1,1,1,1,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71067839,71067851,12,71067851,71067877,71067929,1,1,1,1,71067851,71067853,71067859,71067841,71067843,71067845,1,1,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71067951,71067967,16,71067967,71067979,71068001,1,1,1,1,71067959,71067967,71067977,71067953,71067955,71067957,0,1,1,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
low,71068197,71068237,40,71068219,71068237,71068243,2,0,1,1,71068199,71068201,71068213,71068199,71068201,71068203,0,0,0,0,0,0,3.5,780,647,0.9997626844934906,1.0002373155065094
