rank,gap_0,gap_1,gap_2,gap_3,ara_0_bin,ara_1_bin,ara_2_bin,ara_0_center,ara_1_center,ara_2_center,count,probability,local_information_bits,signed_contribution_bits_per_reading,top_prediction_changes
2478,20,16,6,6,5,3,6,0.9166666666666666,0.5833333333333334,1.0833333333333333,4,1.0960297418630752e-07,-0.49024731656910986,-5.373256398283068e-08,True
2479,22,8,10,12,3,6,6,0.5833333333333334,1.0833333333333333,1.0833333333333333,11,3.0140817901234567e-07,-0.17851503408921365,-5.38058913511567e-08,False
2480,10,26,10,8,8,3,5,1.4166666666666667,0.5833333333333334,0.9166666666666666,4,1.0960297418630752e-07,-0.49112973004818467,-5.3829279124599365e-08,True
2481,8,16,24,2,8,7,0,1.4166666666666667,1.25,0.08333333333333333,4,1.0960297418630752e-07,-0.5022067081830672,-5.504334887317919e-08,False
2482,6,16,24,2,8,7,0,1.4166666666666667,1.25,0.08333333333333333,4,1.0960297418630752e-07,-0.5022067081830672,-5.504334887317919e-08,False
2483,14,10,6,24,5,4,9,0.9166666666666666,0.75,1.5833333333333333,6,1.644044612794613e-07,-0.33552093922522674,-5.5161139261302274e-08,True
2484,12,10,6,26,5,4,9,0.9166666666666666,0.75,1.5833333333333333,6,1.644044612794613e-07,-0.33552093922522674,-5.5161139261302274e-08,True
2485,18,14,6,16,5,3,8,0.9166666666666666,0.5833333333333334,1.4166666666666667,2,5.480148709315376e-08,-1.00859455622264,-5.5272481555060146e-08,True
2486,18,14,6,12,5,3,8,0.9166666666666666,0.5833333333333334,1.4166666666666667,2,5.480148709315376e-08,-1.00859455622264,-5.5272481555060146e-08,True
2487,6,22,2,22,9,1,11,1.5833333333333333,0.25,1.9166666666666667,19,5.206141273849607e-07,-0.10715452844028067,-5.578616131928368e-08,True
2488,6,8,18,24,6,8,6,1.0833333333333333,1.4166666666666667,1.0833333333333333,1,2.740074354657688e-08,-2.0450026018389176,-5.603459184507065e-08,True
2489,32,10,8,6,2,5,5,0.4166666666666667,0.9166666666666666,0.9166666666666666,1,2.740074354657688e-08,-2.0647309172338697,-5.657516235581372e-08,False
2490,30,10,2,12,3,2,10,0.5833333333333334,0.4166666666666667,1.75,4,1.0960297418630752e-07,-0.5258478825554754,-5.7634491897652244e-08,True
2491,6,28,2,10,9,0,10,1.5833333333333333,0.08333333333333333,1.75,120,3.2880892255892254e-06,-0.0175425730804266,-5.76815455348623e-08,False
2492,6,14,18,10,8,6,4,1.4166666666666667,1.0833333333333333,0.75,48,1.3152356902356903e-06,-0.044522748353705496,-5.855790766217579e-08,True
2493,8,22,2,18,8,1,10,1.4166666666666667,0.25,1.75,8,2.1920594837261504e-07,-0.2673644354033922,-5.8607874623709366e-08,False
2494,10,6,18,12,4,9,4,0.75,1.5833333333333333,0.75,22,6.028163580246913e-07,-0.09730372141150645,-5.8656274963533495e-08,False
2495,4,18,2,22,9,1,11,1.5833333333333333,0.25,1.9166666666666667,20,5.480148709315376e-07,-0.10715452844028067,-5.872227507293019e-08,True
2496,14,6,10,20,3,7,8,0.5833333333333334,1.25,1.4166666666666667,24,6.576178451178452e-07,-0.08957583485296429,-5.8906667490638345e-08,False
2497,6,2,30,4,3,11,1,0.5833333333333334,1.9166666666666667,0.25,18,4.932133838383838e-07,-0.1211672303769879,-5.976129970455921e-08,False
2498,20,10,2,18,4,2,10,0.75,0.4166666666666667,1.75,11,3.0140817901234567e-07,-0.19880917428542963,-5.992271119231941e-08,True
2499,30,4,2,6,1,4,9,0.25,0.75,1.5833333333333333,6,1.644044612794613e-07,-0.36660595855202677,-6.027165511758647e-08,False
2500,10,18,18,2,7,6,1,1.25,1.0833333333333333,0.25,8,2.1920594837261504e-07,-0.2750383594933181,-6.029004443158103e-08,True
2501,22,6,14,16,2,8,6,0.4166666666666667,1.4166666666666667,1.0833333333333333,2,5.480148709315376e-08,-1.10415356410142,-6.050925729196369e-08,False
2502,12,24,14,4,8,4,2,1.4166666666666667,0.75,0.4166666666666667,6,1.644044612794613e-07,-0.3683412052916259,-6.055693742299722e-08,True
2503,24,8,6,16,3,5,8,0.5833333333333334,0.9166666666666666,1.4166666666666667,1,2.740074354657688e-08,-2.2260338727320392,-6.099498327272397e-08,False
2504,24,10,8,16,3,5,8,0.5833333333333334,0.9166666666666666,1.4166666666666667,1,2.740074354657688e-08,-2.2260338727320392,-6.099498327272397e-08,False
2505,30,10,8,16,3,5,8,0.5833333333333334,0.9166666666666666,1.4166666666666667,1,2.740074354657688e-08,-2.2260338727320392,-6.099498327272397e-08,False
2506,12,24,6,8,8,2,6,1.4166666666666667,0.4166666666666667,1.0833333333333333,12,3.288089225589226e-07,-0.18754385370783389,-6.166609247022106e-08,True
2507,12,18,2,16,7,1,10,1.25,0.25,1.75,6,1.644044612794613e-07,-0.37517177270249,-6.167991317841338e-08,False
2508,12,18,2,18,7,1,10,1.25,0.25,1.75,6,1.644044612794613e-07,-0.37517177270249,-6.167991317841338e-08,False
2509,2,16,18,12,10,6,4,1.75,1.0833333333333333,0.75,10,2.740074354657688e-07,-0.22715752582331225,-6.224285109759495e-08,True
2510,4,2,30,6,4,11,2,0.75,1.9166666666666667,0.4166666666666667,24,6.576178451178452e-07,-0.09469697124295423,-6.227441816797811e-08,False
2511,14,16,14,10,6,5,5,1.0833333333333333,0.9166666666666666,0.9166666666666666,1,2.740074354657688e-08,-2.278710738509274,-6.243836856272343e-08,False
2512,4,18,14,18,9,5,6,1.5833333333333333,0.9166666666666666,1.0833333333333333,1,2.740074354657688e-08,-2.287966917421357,-6.269199474731465e-08,True
2513,6,18,18,2,9,6,1,1.5833333333333333,1.0833333333333333,0.25,28,7.672208193041527e-07,-0.08212284628649871,-6.300635741151653e-08,False
2514,24,18,14,4,5,5,2,0.9166666666666666,0.9166666666666666,0.4166666666666667,1,2.740074354657688e-08,-2.3228674135793765,-6.364829429218883e-08,False
2515,10,12,12,12,6,6,6,1.0833333333333333,1.0833333333333333,1.0833333333333333,2,5.480148709315376e-08,-1.1623730430114059,-6.369977131401942e-08,False
2516,18,12,22,6,4,7,2,0.75,1.25,0.4166666666666667,1,2.740074354657688e-08,-2.343539818738813,-6.421473356445349e-08,False
2517,18,12,18,4,4,7,2,0.75,1.25,0.4166666666666667,1,2.740074354657688e-08,-2.343539818738813,-6.421473356445349e-08,False
2518,24,18,2,6,5,1,9,0.9166666666666666,0.25,1.5833333333333333,11,3.0140817901234567e-07,-0.21505917948625874,-6.482059566884245e-08,False
2519,26,6,10,12,2,7,6,0.4166666666666667,1.25,1.0833333333333333,6,1.644044612794613e-07,-0.39589451792286434,-6.508682494260054e-08,True
2520,24,2,24,6,0,11,2,0.08333333333333333,1.9166666666666667,0.4166666666666667,2,5.480148709315376e-08,-1.2003553138037588,-6.578125623661523e-08,False
2521,6,6,30,14,6,10,3,1.0833333333333333,1.75,0.5833333333333334,2,5.480148709315376e-08,-1.2084562447866947,-6.622519930131911e-08,True
2522,6,18,12,12,9,4,6,1.5833333333333333,0.75,1.0833333333333333,3,8.220223063973064e-08,-0.8068651992239021,-6.632611920177541e-08,True
2523,28,8,10,8,2,6,5,0.4166666666666667,1.0833333333333333,0.9166666666666666,4,1.0960297418630752e-07,-0.6126054988235419,-6.71433846739467e-08,True
2524,24,18,8,6,5,3,5,0.9166666666666666,0.5833333333333334,0.9166666666666666,1,2.740074354657688e-08,-2.451228488893463,-6.716548319823296e-08,True
2525,30,2,18,6,0,10,3,0.08333333333333333,1.75,0.5833333333333334,1,2.740074354657688e-08,-2.460648441044706,-6.742359689135019e-08,False
2526,6,24,2,12,9,0,10,1.5833333333333333,0.08333333333333333,1.75,142,3.890905583613917e-06,-0.0175425730804266,-6.825649554958705e-08,False
2527,6,28,6,12,9,2,8,1.5833333333333333,0.4166666666666667,1.4166666666666667,2,5.480148709315376e-08,-1.2599808885116754,-6.904882639939299e-08,True
2528,6,12,22,18,8,7,5,1.4166666666666667,1.25,0.9166666666666666,1,2.740074354657688e-08,-2.5215004989364727,-6.909098852392393e-08,False
2529,18,6,26,4,3,9,1,0.5833333333333334,1.5833333333333333,0.25,1,2.740074354657688e-08,-2.5232469178014783,-6.913884169936886e-08,False
2530,16,2,22,8,1,11,3,0.25,1.9166666666666667,0.5833333333333334,6,1.644044612794613e-07,-0.42232217561350677,-6.943164976810862e-08,False
2531,14,10,2,30,5,2,11,0.9166666666666666,0.4166666666666667,1.9166666666666667,2,5.480148709315376e-08,-1.2699945361683314,-6.959758918220461e-08,True
2532,24,8,4,18,3,4,9,0.5833333333333334,0.75,1.5833333333333333,2,5.480148709315376e-08,-1.2781465050689749,-7.004432920069701e-08,False
2533,24,10,6,18,3,4,9,0.5833333333333334,0.75,1.5833333333333333,2,5.480148709315376e-08,-1.2781465050689749,-7.004432920069701e-08,False
2534,8,18,24,4,8,6,1,1.4166666666666667,1.0833333333333333,0.25,4,1.0960297418630752e-07,-0.6408979172810715,-7.024431788381553e-08,True
2535,28,2,6,16,0,9,8,0.08333333333333333,1.5833333333333333,1.4166666666666667,3,8.220223063973064e-08,-0.8633552321926814,-7.0969725920721e-08,False
2536,2,18,16,8,10,5,4,1.75,0.9166666666666666,0.75,6,1.644044612794613e-07,-0.4320593787174625,-7.103248939878316e-08,False
2537,14,12,16,12,5,6,5,0.9166666666666666,1.0833333333333333,0.9166666666666666,1,2.740074354657688e-08,-2.5959474734801202,-7.113089098121296e-08,False
2538,14,12,16,14,5,6,5,0.9166666666666666,1.0833333333333333,0.9166666666666666,1,2.740074354657688e-08,-2.5959474734801202,-7.113089098121296e-08,False
2539,10,18,2,28,7,1,11,1.25,0.25,1.9166666666666667,2,5.480148709315376e-08,-1.2985510062023817,-7.116252620620165e-08,False
2540,12,18,4,18,7,2,9,1.25,0.4166666666666667,1.5833333333333333,3,8.220223063973064e-08,-0.8686643216838794,-7.140614491956343e-08,False
2541,12,4,6,30,3,7,10,0.5833333333333334,1.25,1.75,2,5.480148709315376e-08,-1.3137292797175644,-7.19943181663403e-08,False
2542,16,6,18,14,3,9,5,0.5833333333333334,1.5833333333333333,0.9166666666666666,1,2.740074354657688e-08,-2.630480402529724,-7.207711891401329e-08,False
2543,2,28,2,18,11,0,10,1.9166666666666667,0.08333333333333333,1.75,14,3.8361040965207633e-07,-0.18794100919661644,-7.209612752833868e-08,False
2544,2,34,2,10,11,0,10,1.9166666666666667,0.08333333333333333,1.75,14,3.8361040965207633e-07,-0.18794100919661644,-7.209612752833868e-08,False
2545,2,28,2,16,11,0,10,1.9166666666666667,0.08333333333333333,1.75,14,3.8361040965207633e-07,-0.18794100919661644,-7.209612752833868e-08,False
2546,6,4,36,2,4,10,0,0.75,1.75,0.08333333333333333,4,1.0960297418630752e-07,-0.6584305153156056,-7.216594277361348e-08,False
2547,4,6,8,30,7,6,9,1.25,1.0833333333333333,1.5833333333333333,4,1.0960297418630752e-07,-0.661075152812166,-7.245580290888113e-08,True
2548,4,2,28,8,4,11,2,0.75,1.9166666666666667,0.4166666666666667,28,7.672208193041527e-07,-0.09469697124295423,-7.265348786264113e-08,False
2549,14,12,6,22,5,4,9,0.9166666666666666,0.75,1.5833333333333333,8,2.1920594837261504e-07,-0.33552093922522674,-7.354818568173636e-08,True
2550,6,20,6,28,9,2,9,1.5833333333333333,0.4166666666666667,1.5833333333333333,1,2.740074354657688e-08,-2.774140229070019,-7.601350497898962e-08,True
2551,14,16,18,2,6,6,1,1.0833333333333333,1.0833333333333333,0.25,2,5.480148709315376e-08,-1.4030696910706837,-7.689030556600531e-08,False
2552,12,6,20,22,4,9,6,0.75,1.5833333333333333,1.0833333333333333,1,2.740074354657688e-08,-2.8077030573640482,-7.693315142977213e-08,False
2553,12,18,10,14,7,4,7,1.25,0.75,1.25,1,2.740074354657688e-08,-2.816496633429875,-7.717410195240916e-08,True
2554,18,12,12,6,4,6,4,0.75,1.0833333333333333,0.75,17,4.6581264029180693e-07,-0.1657083262593763,-7.718903297321623e-08,True
2555,18,6,14,18,3,8,6,0.5833333333333334,1.4166666666666667,1.0833333333333333,1,2.740074354657688e-08,-2.8440826391219693,-7.792997901985264e-08,False
2556,18,16,8,10,5,4,6,0.9166666666666666,0.75,1.0833333333333333,4,1.0960297418630752e-07,-0.7374438206747311,-8.082603604126454e-08,True
2557,12,2,10,30,1,10,9,0.25,1.75,1.5833333333333333,4,1.0960297418630752e-07,-0.7445282569017886,-8.160251132218327e-08,False
2558,6,18,2,24,9,1,11,1.5833333333333333,0.25,1.9166666666666667,28,7.672208193041527e-07,-0.10715452844028067,-8.221118510210227e-08,True
2559,18,10,26,4,4,8,1,0.75,1.4166666666666667,0.25,2,5.480148709315376e-08,-1.5107520941034989,-8.279146138596791e-08,False
2560,18,12,24,4,4,8,1,0.75,1.4166666666666667,0.25,2,5.480148709315376e-08,-1.5107520941034989,-8.279146138596791e-08,False
2561,10,14,12,22,7,5,7,1.25,0.9166666666666666,1.25,1,2.740074354657688e-08,-3.0236976399061826,-8.285156359345907e-08,False
2562,18,2,18,18,1,10,6,0.25,1.75,1.0833333333333333,2,5.480148709315376e-08,-1.5208871262486972,-8.334687621926169e-08,False
2563,18,2,16,20,1,10,6,0.25,1.75,1.0833333333333333,2,5.480148709315376e-08,-1.5208871262486972,-8.334687621926169e-08,False
2564,14,10,12,12,5,6,6,0.9166666666666666,1.0833333333333333,1.0833333333333333,12,3.288089225589226e-07,-0.25402064520401135,-8.352425465725332e-08,False
2565,14,12,12,16,5,6,6,0.9166666666666666,1.0833333333333333,1.0833333333333333,12,3.288089225589226e-07,-0.25402064520401135,-8.352425465725332e-08,False
2566,16,12,12,14,5,6,6,0.9166666666666666,1.0833333333333333,1.0833333333333333,12,3.288089225589226e-07,-0.25402064520401135,-8.352425465725332e-08,False
2567,18,4,2,28,2,4,11,0.4166666666666667,0.75,1.9166666666666667,4,1.0960297418630752e-07,-0.7645202090701181,-8.379368873962259e-08,False
2568,26,6,18,6,2,9,3,0.4166666666666667,1.5833333333333333,0.5833333333333334,1,2.740074354657688e-08,-3.069603492245455,-8.410941808069451e-08,False
2569,2,18,12,24,10,4,8,1.75,0.75,1.4166666666666667,2,5.480148709315376e-08,-1.537509312770841,-8.425779675941495e-08,True
2570,2,18,10,26,10,4,8,1.75,0.75,1.4166666666666667,2,5.480148709315376e-08,-1.537509312770841,-8.425779675941495e-08,True
2571,24,2,4,24,0,8,10,0.08333333333333333,1.4166666666666667,1.75,11,3.0140817901234567e-07,-0.27993290430755163,-8.437406693297635e-08,True
2572,6,12,14,18,8,6,6,1.4166666666666667,1.0833333333333333,1.0833333333333333,2,5.480148709315376e-08,-1.5430189150399651,-8.455973115705477e-08,True
2573,6,14,16,18,8,6,6,1.4166666666666667,1.0833333333333333,1.0833333333333333,2,5.480148709315376e-08,-1.5430189150399651,-8.455973115705477e-08,True
2574,24,8,18,4,3,8,2,0.5833333333333334,1.4166666666666667,0.4166666666666667,1,2.740074354657688e-08,-3.094265422879223,-8.478517331735384e-08,False
2575,16,2,16,14,1,10,5,0.25,1.75,0.9166666666666666,8,2.1920594837261504e-07,-0.38690687558327,-8.481228859411609e-08,False
2576,18,2,18,16,1,10,5,0.25,1.75,0.9166666666666666,8,2.1920594837261504e-07,-0.38690687558327,-8.481228859411609e-08,False
2577,22,2,16,12,1,10,5,0.25,1.75,0.9166666666666666,8,2.1920594837261504e-07,-0.38690687558327,-8.481228859411609e-08,False
2578,18,14,6,22,5,3,9,0.9166666666666666,0.5833333333333334,1.5833333333333333,1,2.740074354657688e-08,-3.131664153793585,-8.580992635210573e-08,True
2579,18,14,6,18,5,3,9,0.9166666666666666,0.5833333333333334,1.5833333333333333,1,2.740074354657688e-08,-3.131664153793585,-8.580992635210573e-08,True
2580,28,2,4,18,0,8,9,0.08333333333333333,1.4166666666666667,1.5833333333333333,4,1.0960297418630752e-07,-0.7909352775110531,-8.668885880408392e-08,True
2581,26,12,6,10,3,4,7,0.5833333333333334,0.75,1.25,10,2.740074354657688e-07,-0.3194265625864971,-8.752525323397197e-08,False
2582,8,6,30,6,5,10,2,0.9166666666666666,1.75,0.4166666666666667,2,5.480148709315376e-08,-1.605542879847354,-8.798613740745969e-08,True
2583,6,30,6,10,10,2,7,1.75,0.4166666666666667,1.25,3,8.220223063973064e-08,-1.0851597986016488,-8.920255604561639e-08,False
2584,4,24,12,18,10,4,7,1.75,0.75,1.25,2,5.480148709315376e-08,-1.6308630767483767,-8.93737218511272e-08,True
2585,18,6,26,10,3,9,3,0.5833333333333334,1.5833333333333333,0.5833333333333334,1,2.740074354657688e-08,-3.2935716290320154,-9.02463115593877e-08,False
2586,10,12,6,24,6,4,9,1.0833333333333333,0.75,1.5833333333333333,12,3.288089225589226e-07,-0.2751051406811031,-9.045702489777433e-08,True
2587,6,18,20,6,9,6,2,1.5833333333333333,1.0833333333333333,0.4166666666666667,4,1.0960297418630752e-07,-0.837684054298356,-9.181266377954414e-08,False
2588,28,2,12,12,0,10,6,0.08333333333333333,1.75,1.0833333333333333,7,1.9180520482603817e-07,-0.4789505431682897,-9.186520703393605e-08,False
2589,18,22,8,10,6,3,6,1.0833333333333333,0.5833333333333334,1.0833333333333333,2,5.480148709315376e-08,-1.6875106033213951,-9.247809054747755e-08,False
2590,16,18,8,10,6,3,6,1.0833333333333333,0.5833333333333334,1.0833333333333333,2,5.480148709315376e-08,-1.6875106033213951,-9.247809054747755e-08,False
2591,10,24,6,8,8,2,6,1.4166666666666667,0.4166666666666667,1.0833333333333333,18,4.932133838383838e-07,-0.18754385370783389,-9.249913870533159e-08,True
2592,18,2,22,8,1,11,3,0.25,1.9166666666666667,0.5833333333333334,8,2.1920594837261504e-07,-0.42232217561350677,-9.257553302414483e-08,False
2593,6,18,2,22,9,1,11,1.5833333333333333,0.25,1.9166666666666667,32,8.768237934904602e-07,-0.10715452844028067,-9.39556401166883e-08,True
2594,12,12,2,28,6,1,11,1.0833333333333333,0.25,1.9166666666666667,7,1.9180520482603817e-07,-0.4910712528718113,-9.419002224125695e-08,False
2595,12,2,28,2,1,11,0,0.25,1.9166666666666667,0.08333333333333333,82,2.246860970819304e-06,-0.041957775939605035,-9.427328918107982e-08,False
2596,10,6,8,30,4,6,9,0.75,1.0833333333333333,1.5833333333333333,4,1.0960297418630752e-07,-0.8743740434552205,-9.583399571399986e-08,True
2597,22,2,18,10,1,10,4,0.25,1.75,0.75,17,4.6581264029180693e-07,-0.20600798443234428,-9.596112314962374e-08,False
2598,12,6,18,10,4,9,4,0.75,1.5833333333333333,0.75,36,9.864267676767677e-07,-0.09730372141150645,-9.5982995394873e-08,False
2599,10,6,20,12,4,9,4,0.75,1.5833333333333333,0.75,36,9.864267676767677e-07,-0.09730372141150645,-9.5982995394873e-08,False
2600,18,10,18,14,4,7,5,0.75,1.25,0.9166666666666666,1,2.740074354657688e-08,-3.504270994677186,-9.601963084285745e-08,False
2601,18,8,16,6,3,8,3,0.5833333333333334,1.4166666666666667,0.5833333333333334,2,5.480148709315376e-08,-1.7524498157636388,-9.603685595997074e-08,False
2602,10,14,12,16,7,5,6,1.25,0.9166666666666666,1.0833333333333333,3,8.220223063973064e-08,-1.1704864023557613,-9.621659320711685e-08,False
2603,30,4,2,22,1,4,11,0.25,0.75,1.9166666666666667,2,5.480148709315376e-08,-1.7707283779341536,-9.703854834883961e-08,False
2604,24,10,14,6,3,7,3,0.5833333333333334,1.25,0.5833333333333334,7,1.9180520482603817e-07,-0.5081468453429095,-9.74652097527019e-08,False
2605,6,12,8,30,8,4,9,1.4166666666666667,0.75,1.5833333333333333,2,5.480148709315376e-08,-1.7825671984612685,-9.768733331915447e-08,True
2606,6,12,8,24,8,4,9,1.4166666666666667,0.75,1.5833333333333333,2,5.480148709315376e-08,-1.7825671984612685,-9.768733331915447e-08,True
2607,24,10,14,10,3,7,5,0.5833333333333334,1.25,0.9166666666666666,3,8.220223063973064e-08,-1.1893596695391047,-9.776801786904731e-08,False
2608,6,20,16,12,9,5,5,1.5833333333333333,0.9166666666666666,0.9166666666666666,6,1.644044612794613e-07,-0.6004003369600865,-9.870849394993006e-08,True
2609,8,22,6,18,8,2,9,1.4166666666666667,0.4166666666666667,1.5833333333333333,2,5.480148709315376e-08,-1.8165341306813452,-9.954877171680702e-08,True
2610,2,16,20,10,10,6,4,1.75,1.0833333333333333,0.75,16,4.384118967452301e-07,-0.22715752582331225,-9.958856175615191e-08,True
2611,20,4,18,14,2,9,5,0.4166666666666667,1.5833333333333333,0.9166666666666666,1,2.740074354657688e-08,-3.6352297382408194,-9.960799779042649e-08,False
2612,12,10,6,24,5,4,9,0.9166666666666666,0.75,1.5833333333333333,11,3.0140817901234567e-07,-0.33552093922522674,-1.011287553123875e-07,True
2613,16,12,6,20,5,4,9,0.9166666666666666,0.75,1.5833333333333333,11,3.0140817901234567e-07,-0.33552093922522674,-1.011287553123875e-07,True
2614,20,6,16,14,2,8,5,0.4166666666666667,1.4166666666666667,0.9166666666666666,1,2.740074354657688e-08,-3.699343370708632,-1.0136475899151651e-07,False
2615,26,16,14,4,4,5,2,0.75,0.9166666666666666,0.4166666666666667,1,2.740074354657688e-08,-3.7028767600117276,-1.0146157648566086e-07,False
2616,12,18,8,12,7,3,7,1.25,0.5833333333333334,1.25,2,5.480148709315376e-08,-1.8517707665452552,-1.0147979176230925e-07,True
2617,4,30,6,8,10,2,6,1.75,0.4166666666666667,1.0833333333333333,8,2.1920594837261504e-07,-0.46744991257684554,-1.0246780140310342e-07,False
2618,26,6,6,4,2,6,4,0.4166666666666667,1.0833333333333333,0.75,68,1.8632505611672277e-06,-0.05529673662649142,-1.0303167555002654e-07,True
2619,8,24,6,16,9,2,8,1.5833333333333333,0.4166666666666667,1.4166666666666667,3,8.220223063973064e-08,-1.2599808885116754,-1.0357323959908949e-07,True
2620,20,10,12,8,4,6,4,0.75,1.0833333333333333,0.75,23,6.302171015712682e-07,-0.1657083262593763,-1.044322210814102e-07,True
2621,24,4,8,18,1,8,8,0.25,1.4166666666666667,1.4166666666666667,9,2.466066919191919e-07,-0.4251295694150094,-1.0483979675046594e-07,True
2622,8,16,18,2,8,6,1,1.4166666666666667,1.0833333333333333,0.25,6,1.644044612794613e-07,-0.6408979172810715,-1.053664768257233e-07,True
2623,12,20,10,6,7,4,4,1.25,0.75,0.75,3,8.220223063973064e-08,-1.283457283128062,-1.0550305160393502e-07,True
2624,18,12,2,24,4,1,11,0.75,0.25,1.9166666666666667,2,5.480148709315376e-08,-1.932271424219735,-1.0589134751484764e-07,True
2625,16,24,2,10,7,0,10,1.25,0.08333333333333333,1.75,2,5.480148709315376e-08,-1.9420539099772411,-1.0642744228182658e-07,False
2626,6,8,24,18,6,9,5,1.0833333333333333,1.5833333333333333,0.9166666666666666,2,5.480148709315376e-08,-1.9447354117087894,-1.0657439256435828e-07,True
2627,22,20,4,6,5,2,7,0.9166666666666666,0.4166666666666667,1.25,1,2.740074354657688e-08,-3.9006077058469124,-1.0687955142371284e-07,True
2628,12,16,2,22,6,1,11,1.0833333333333333,0.25,1.9166666666666667,8,2.1920594837261504e-07,-0.4910712528718113,-1.0764573970429366e-07,False
2629,12,12,18,6,6,7,3,1.0833333333333333,1.25,0.5833333333333334,3,8.220223063973064e-08,-1.3163569570201006,-1.0820747818518031e-07,True
2630,22,18,6,2,5,3,3,0.9166666666666666,0.5833333333333334,0.5833333333333334,4,1.0960297418630752e-07,-0.9944443173584175,-1.0899405484515484e-07,True
2631,8,12,10,24,7,5,8,1.25,0.9166666666666666,1.4166666666666667,2,5.480148709315376e-08,-1.9960675648672987,-1.0938747089313812e-07,False
2632,14,12,6,18,5,4,9,0.9166666666666666,0.75,1.5833333333333333,12,3.288089225589226e-07,-0.33552093922522674,-1.1032227852260455e-07,True
2633,18,16,6,14,5,3,8,0.9166666666666666,0.5833333333333334,1.4166666666666667,4,1.0960297418630752e-07,-1.00859455622264,-1.1054496311012029e-07,True
2634,20,16,6,12,5,3,8,0.9166666666666666,0.5833333333333334,1.4166666666666667,4,1.0960297418630752e-07,-1.00859455622264,-1.1054496311012029e-07,True
2635,2,30,10,14,11,3,7,1.9166666666666667,0.5833333333333334,1.25,2,5.480148709315376e-08,-2.03136622030923,-1.1132188970374482e-07,True
2636,14,10,20,12,5,8,4,0.9166666666666666,1.4166666666666667,0.75,2,5.480148709315376e-08,-2.0381147934511286,-1.1169172154767776e-07,True
2637,16,2,10,20,1,10,8,0.25,1.75,1.4166666666666667,5,1.370037177328844e-07,-0.8275839966293472,-1.1338208427445946e-07,False
2638,24,2,6,18,0,9,9,0.08333333333333333,1.5833333333333333,1.5833333333333333,28,7.672208193041527e-07,-0.14829862581462996,-1.1377779319918036e-07,False
2639,24,10,2,18,3,2,10,0.5833333333333334,0.4166666666666667,1.75,8,2.1920594837261504e-07,-0.5258478825554754,-1.1526898379530449e-07,True
2640,2,6,30,10,9,10,3,1.5833333333333333,1.75,0.5833333333333334,4,1.0960297418630752e-07,-1.0598121634315596,-1.1615856519092395e-07,True
2641,6,4,12,24,4,9,8,0.75,1.5833333333333333,1.4166666666666667,35,9.590260241301909e-07,-0.12163718796917464,-1.1665322876445424e-07,False
2642,22,6,20,4,2,9,2,0.4166666666666667,1.5833333333333333,0.4166666666666667,1,2.740074354657688e-08,-4.265764526362164,-1.1688511981693466e-07,False
2643,28,6,20,4,2,9,2,0.4166666666666667,1.5833333333333333,0.4166666666666667,1,2.740074354657688e-08,-4.265764526362164,-1.1688511981693466e-07,False
2644,28,6,20,6,2,9,2,0.4166666666666667,1.5833333333333333,0.4166666666666667,1,2.740074354657688e-08,-4.265764526362164,-1.1688511981693466e-07,False
2645,8,4,24,6,4,10,2,0.75,1.75,0.4166666666666667,14,3.8361040965207633e-07,-0.30493659186152633,-1.1697685092190812e-07,False
2646,2,12,16,26,10,6,7,1.75,1.0833333333333333,1.25,1,2.740074354657688e-08,-4.279441242501286,-1.1725987200842205e-07,True
2647,24,6,10,18,2,7,7,0.4166666666666667,1.25,1.25,1,2.740074354657688e-08,-4.2933512260784115,-1.1764101590115597e-07,True
2648,26,6,10,18,2,7,7,0.4166666666666667,1.25,1.25,1,2.740074354657688e-08,-4.2933512260784115,-1.1764101590115597e-07,True
2649,18,22,8,4,6,3,4,1.0833333333333333,0.5833333333333334,0.75,3,8.220223063973064e-08,-1.4396837313929605,-1.1834521413623216e-07,False
2650,10,2,10,30,2,10,9,0.4166666666666667,1.75,1.5833333333333333,11,3.0140817901234567e-07,-0.39509509021361205,-1.1908489167800325e-07,False
2651,24,6,10,12,2,7,6,0.4166666666666667,1.25,1.0833333333333333,11,3.0140817901234567e-07,-0.39589451792286434,-1.1932584572810098e-07,True
2652,10,8,18,22,5,8,6,0.9166666666666666,1.4166666666666667,1.0833333333333333,2,5.480148709315376e-08,-2.179747936309792,-1.194534283980096e-07,True
2653,18,4,6,24,2,7,9,0.4166666666666667,1.25,1.5833333333333333,4,1.0960297418630752e-07,-1.091657275701196,-1.1964888420897297e-07,True
2654,6,6,22,12,6,9,4,1.0833333333333333,1.5833333333333333,0.75,2,5.480148709315376e-08,-2.1946253125130646,-1.2026873073799323e-07,True
2655,6,2,12,28,3,10,8,0.5833333333333334,1.75,1.4166666666666667,104,2.8496773288439954e-06,-0.04258417942208952,-1.2135117066655351e-07,False
2656,6,24,8,18,9,3,8,1.5833333333333333,0.5833333333333334,1.4166666666666667,2,5.480148709315376e-08,-2.2197316746861278,-1.216445967205764e-07,True
2657,24,8,6,12,3,5,8,0.5833333333333334,0.9166666666666666,1.4166666666666667,2,5.480148709315376e-08,-2.2260338727320392,-1.2198996654544793e-07,False
2658,10,24,6,6,8,2,6,1.4166666666666667,0.4166666666666667,1.0833333333333333,24,6.576178451178452e-07,-0.18754385370783389,-1.2333218494044211e-07,True
