scale,sector,theta_center,center_number,q,r,population,n,mean,sd,p05,median,p95,mean_theta,mean_wrong_theta
11,3,0.21875,431141546394,632381,632371,raw,1264763,-0.008463068619085665,0.3493478206769695,-0.607842111212062,0.03125009879429858,0.4868792102516514,0.21875000000117217,0.34235875437460794
11,3,0.21875,431141546394,632381,632371,prime,47238,-0.008133406762725958,0.34933873308124835,-0.6078518566869185,0.03144422716998811,0.4874400908311142,0.21874993201838885,0.34235852322437066
11,3,0.21875,431141546394,632381,632371,composite,1217525,-0.008475858965707486,0.34934816698728,-0.6078417867724698,0.03124120425744153,0.48685168741902746,0.21875000263879416,0.34235876334286314
11,4,0.28125,428642175111,632381,632371,raw,1264763,-0.07096371411688901,0.2932448588995763,-0.5141008117792789,-0.03125247081583021,0.36812378237019017,0.2812499999900756,0.5548668195289326
11,4,0.28125,428642175111,632381,632371,prime,47382,-0.07146573255840229,0.29415569528540597,-0.5140709020473815,-0.03154259342778605,0.3697816241517201,0.28124999194891614,0.5548667921879522
11,4,0.28125,428642175111,632381,632371,composite,1217381,-0.07094417492760005,0.29320933341744004,-0.5141020392079607,-0.031241401071937742,0.36806504204678464,0.28125000030304764,0.554866820593078
11,5,0.34375,426142803827,632381,632371,raw,1264763,-0.11783519086238223,0.2245280511667581,-0.42817066696738926,-0.09374930762423608,0.24938878550285545,0.3437500000039854,0.767374884768282
11,5,0.34375,426142803827,632381,632371,prime,47598,-0.11828569089051572,0.22477446298039983,-0.4281205906298603,-0.09445284056836009,0.2495093696386525,0.34374998624108677,0.7673748379726505
11,5,0.34375,426142803827,632381,632371,composite,1217165,-0.11781757377649897,0.22451839121806919,-0.42817272472488765,-0.09372063962461774,0.24938438129825694,0.3437500005421922,0.7673748865982544
11,6,0.40625,423643432544,632381,632371,raw,1264763,-0.14908492162332412,0.15039436491296312,-0.35003286014426177,-0.1562479233800235,0.13062864897023124,0.4062499999928888,0.9798829499226066
11,6,0.40625,423643432544,632381,632371,prime,47186,-0.14927190358987985,0.1501037029412069,-0.35007981676822447,-0.15641781409526567,0.13038599121255132,0.40624994204336845,0.9798827528867579
11,6,0.40625,423643432544,632381,632371,composite,1217577,-0.14907767532097616,0.15040561324713847,-0.3500308011064412,-0.15624258755813564,0.130639473390428,0.40625000223866553,0.9798829575585373
11,7,0.46875,421144061260,632381,632371,raw,1264763,-0.16471431943521478,0.08661622756922298,-0.2797269242519025,-0.1845714227612203,0.011875407193545792,0.46875000000679856,0.19239101516195597
11,7,0.46875,421144061260,632381,632371,prime,47226,-0.16492669812266214,0.08671072375754432,-0.279801636100933,-0.18479994528157706,0.012114468364232335,0.46874999300034736,0.1923909913391172
11,7,0.46875,421144061260,632381,632371,composite,1217537,-0.1647060816601875,0.08661254966898008,-0.2797244286542929,-0.1845618375856768,0.011867160406589266,0.4687500002785658,0.19239101608599968
11,8,0.53125,418644689977,632381,632371,raw,1264763,-0.1647150824519345,0.08661772488195037,-0.27972848548953283,-0.18457349971854722,0.011878411724145131,0.531249999995702,0.40489908031628064
11,8,0.53125,418644689977,632381,632371,prime,47159,-0.16478518864546904,0.0863192076596591,-0.27979994854153434,-0.1845862481996196,0.010748669105989778,0.531249996000308,0.4048990667314252
11,8,0.53125,418644689977,632381,632371,composite,1217604,-0.1647123671701344,0.08662926491405352,-0.2797261929804975,-0.18457290631931522,0.0119179665591569,0.5312500001504475,0.4048990808424355
11,9,0.59375,416145318693,632381,632371,raw,1264763,-0.14908536240362916,0.1503923019723241,-0.35003469788142805,-0.15624634218737468,0.13061780493610167,0.5937500000096118,0.61740714555563
11,9,0.59375,416145318693,632381,632371,prime,47052,-0.14935664624150544,0.15056278306231527,-0.3500462776085745,-0.1564009659531833,0.13067652496040227,0.5937499988467172,0.6174071416016382
11,9,0.59375,416145318693,632381,632371,composite,1217711,-0.1490748800747845,0.15038570093440398,-0.3500343227020754,-0.1562408043446813,0.13061273666850026,0.5937500000545457,0.6174071457084109
11,10,0.65625,413645947410,632381,632371,raw,1264763,-0.11784336433820612,0.22452318878186858,-0.4281727817542299,-0.09375266801432935,0.24937204686131106,0.6562499999985152,0.8299152107099546
11,10,0.65625,413645947410,632381,632371,prime,47195,-0.11792776677476755,0.22417009548259792,-0.42822924994022316,-0.09343840711191638,0.2482133940896388,0.6562499898430431,0.8299151761800385
11,10,0.65625,413645947410,632381,632371,composite,1217568,-0.11784009275666527,0.22453686345966928,-0.42817018033250703,-0.09376304421380464,0.24941464135375602,0.6562500003921585,0.8299152120483928
11,11,0.71875,411146576126,632381,632371,raw,1264763,-0.07096304603444392,0.2932464750719863,-0.5141032030656554,-0.03125088949314873,0.3681267869177936,0.718750000012425,0.042423275949303965
11,11,0.71875,411146576126,632381,632371,prime,47111,-0.06987296547196234,0.2925144501637656,-0.5139768782766609,-0.029889041796671182,0.3672983396263825,0.7187500507513218,0.04242344846810226
11,11,0.71875,411146576126,632381,632371,composite,1217652,-0.07100522129090396,0.29327467901444193,-0.5141070278575394,-0.03130207077455638,0.36816043264124304,0.7187499980493353,0.0424232692745454
11,12,0.78125,408647204843,632381,632371,raw,1264763,-0.008464242834366314,0.3493457142421212,-0.6078447013484467,0.031251680076970025,0.4868660456679347,0.7812500000013284,0.25493134110362864
11,12,0.78125,408647204843,632381,632371,prime,47482,-0.010719548252455064,0.34934093031851443,-0.6078995115049678,0.029644686969701094,0.4849643859559568,0.7812500232548745,0.2549314201686866
11,12,0.78125,408647204843,632381,632371,composite,1217281,-0.008376271025177063,0.3493456058048502,-0.607843123651677,0.03131751556371426,0.4869495351414207,0.7812499990942865,0.25493133801956913
11,13,0.84375,406147833560,632381,632371,raw,1264763,0.06967183317752336,0.3857469478633934,-0.7094239609633634,0.09375642428398083,0.6056357570375026,0.8437499999902319,0.4674394062579533
11,13,0.84375,406147833560,632381,632371,prime,47539,0.06859090467057906,0.3852999176792584,-0.709397298928218,0.09309198626670805,0.6065357439211643,0.8437499918543373,0.46743937859486157
11,13,0.84375,406147833560,632381,632371,composite,1217224,0.06971404912158266,0.3857643347772454,-0.7094250308224185,0.0937904264700758,0.6056056287431395,0.8437500003079813,0.4674394073383426
11,14,0.90625,403648462276,632381,632371,raw,1264763,0.16341055077187436,0.39248771245324304,-0.8187896285257161,0.15624654085233625,0.7243749644397303,0.9062500000041416,0.6799474714973026
11,14,0.90625,403648462276,632381,632371,prime,47316,0.16443047890461823,0.39295734550498934,-0.818753863903892,0.15619366946588986,0.7241482354664268,0.9062500310920416,0.6799475772001748
11,14,0.90625,403648462276,632381,632371,composite,1217447,0.16337091133005152,0.39246939534159603,-0.8187907774446538,0.15624693596170097,0.7243823412709047,0.9062499987959124,0.6799474673891672
11,15,0.96875,401149090993,632381,632371,raw,1264763,0.2727784371334142,0.3509232305300854,-0.0006249879486083022,0.2187493081521814,0.8431145552793876,0.9687499999930451,0.8924555366516272
11,15,0.96875,401149090993,632381,632371,prime,47349,0.2733089902020935,0.3509491583012313,-0.0006162477685699421,0.22004196658848563,0.8445708465751671,0.9687499879041066,0.8924554955476761
11,15,0.96875,401149090993,632381,632371,composite,1217414,0.27275780228179525,0.35092220587466605,-0.0006252648982574295,0.21869989419523223,0.8430558986530308,0.9687500004632214,0.8924555382502872
