task,block,low,high,events,positives,actual_rate,mean__ara_parent_only,loss__ara_parent_only,mean__ara_parent_ara_i3_child,loss__ara_parent_ara_i3_child,mean__ara_parent_raw_stencil_child,loss__ara_parent_raw_stencil_child,mean__pnt29_reference,loss__pnt29_reference,mean__ara_parent_ara_endpoints_child,loss__ara_parent_ara_endpoints_child,mean__ara_parent_raw_edge_child,loss__ara_parent_raw_edge_child,mean__hl29_reference,loss__hl29_reference
candidate,12,1003000000,1003250000,39479,12019,0.30444033536817044,0.29821082949638367,0.8867844246465882,0.29822583350008597,0.8869066904738659,0.29819294400804747,0.8870287721265878,0.30546708723648547,0.8866547639335561,,,,,,
candidate,13,1003250000,1003500000,39485,12059,0.30540711662656705,0.29821082949638367,0.887978114334461,0.2981978894653721,0.8880738930236055,0.29823745308804545,0.8881402960190055,0.3054634148989023,0.8878004412526251,,,,,,
candidate,14,1003500000,1003750000,39490,12144,0.3075208913649025,0.29821082949638367,0.890588002647586,0.2982061157523303,0.890718351163102,0.29819338937089784,0.8908109621891326,0.30545974305678864,0.8903054632264563,,,,,,
candidate,15,1003750000,1004000000,39491,12041,0.3049049150439341,0.29821082949638367,0.8873580435115983,0.2982418113775003,0.8874327953186127,0.298242549177984,0.8875066134661578,0.3054560726879255,0.8872052744273449,,,,,,
candidate,16,1004000000,1004250000,39483,12000,0.3039282729275891,0.29821082949638367,0.886152178572763,0.29818693111045075,0.8862370088386559,0.2981988266840703,0.8862045326099871,0.3054524037066456,0.8860478332911146,,,,,,
candidate,17,1004250000,1004500000,39488,12137,0.3073591977309562,0.29821082949638367,0.8903883587035604,0.29820646432709896,0.8905524283362006,0.2982040099400387,0.8907183929885574,0.3054487349298925,0.8901139406100831,,,,,,
candidate,18,1004500000,1004750000,39490,12107,0.30658394530260824,0.29821082949638367,0.8894311506265729,0.298203644807745,0.8896168837472441,0.29824639592111246,0.8896042512748293,0.30544506719499154,0.8891951932793756,,,,,,
candidate,19,1004750000,1005000000,39483,12026,0.30458678418559887,0.29821082949638367,0.8869652457388957,0.2982342121292114,0.8870209082235776,0.29822885361533696,0.8871707156132994,0.3054414005885967,0.8868281652502986,,,,,,
candidate,20,1005000000,1005250000,39483,12061,0.30547324164830436,0.29821082949638367,0.8880597592317662,0.29818236492486466,0.8882228263146372,0.29820490431757507,0.8883460273433634,0.3054377351178779,0.8878788200798156,,,,,,
candidate,21,1005250000,1005500000,39493,12173,0.30823183855366776,0.29821082949638367,0.8914658127214583,0.29823030083650903,0.891514376716629,0.29822551022543536,0.891658993249403,0.30543407043141285,0.8911484070567237,,,,,,
candidate,22,1005500000,1005750000,39484,12131,0.30723837503799006,0.29821082949638367,0.8902391783161644,0.2981809461271373,0.8904415457075993,0.29814954126268256,0.8905235929616981,0.3054304069347653,0.8899709686147403,,,,,,
candidate,23,1005750000,1006000000,39489,12078,0.3058573273569855,0.29821082949638367,0.8885339917903002,0.29822776525229316,0.8886104043349118,0.2982426162018303,0.8887094429902404,0.30542674429755257,0.8883340597768031,,,,,,
candidate,24,1006000000,1006250000,39486,11962,0.3029428151749987,0.29821082949638367,0.8849354289234653,0.29824893853798806,0.8849912116114147,0.2982481638078015,0.8851860838118703,0.3054230829264665,0.8848794458822999,,,,,,
candidate,25,1006250000,1006500000,39485,12031,0.3046979865771812,0.29821082949638367,0.8871025478917307,0.2982186022711446,0.8871627500501046,0.29823958161881986,0.8871346857227715,0.30541942251627313,0.8869598617719352,,,,,,
candidate,26,1006500000,1006750000,39489,11955,0.3027425358960723,0.29821082949638367,0.8846881430892888,0.29818598663092366,0.8847839220324765,0.29818363519229185,0.8848924155855875,0.30541576282013133,0.8846419217920639,,,,,,
candidate,27,1006750000,1007000000,39484,12128,0.3071623948941343,0.29821082949638367,0.8901453652499551,0.29824313887309767,0.8902342986501869,0.2982554663757298,0.8904270917198452,0.3054121042733733,0.8898811604693257,,,,,,
candidate,28,1007000000,1007250000,39491,12135,0.30728520422374717,0.29821082949638367,0.8902969985476223,0.29819085957527597,0.8905008030249526,0.29819938105170146,0.8906284394038557,0.305408446709949,0.8900267683016042,,,,,,
candidate,29,1007250000,1007500000,39486,12105,0.3065643519222003,0.29821082949638367,0.8894069585811226,0.2982128287841923,0.8894662668592637,0.29822379501538093,0.8895703510356823,0.3054047899738473,0.8891722353631062,,,,,,
candidate,30,1007500000,1007750000,39485,12119,0.30692668101810816,0.29821082949638367,0.8898543281403121,0.2982124994333083,0.8899461743384552,0.29822233886119154,0.8899435624728935,0.3054011345952092,0.889601816045235,,,,,,
candidate,31,1007750000,1008000000,39484,11965,0.30303414041130583,0.29821082949638367,0.8850481886525929,0.29823698586496633,0.8851056779934244,0.29822532182555406,0.8851585023441064,0.3053974800096961,0.8849872686201711,,,,,,
candidate,32,1008000000,1008250000,39488,12102,0.3064728525121556,0.29821082949638367,0.8892939837988043,0.2982523144219777,0.8891782171145414,0.2982580041432847,0.8891643180019978,0.3053938266821521,0.8890638984787238,,,,,,
candidate,33,1008250000,1008500000,39492,12025,0.30449204902258686,0.29821082949638367,0.8868482757560952,0.29820676438776805,0.8866744192237819,0.2981895055128704,0.886818858473008,0.3053901738425272,0.8867155715809105,,,,,,
candidate,34,1008500000,1008750000,39484,11939,0.3023756458312228,0.29821082949638367,0.8842351420787805,0.2981644683533461,0.8842541535474326,0.2981655331119622,0.8843380964507265,0.3053865223058579,0.8842063674521177,,,,,,
candidate,35,1008750000,1009000000,39490,12073,0.3057229678399595,0.29821082949638367,0.8883680974180742,0.29821427790205157,0.8883912593878026,0.2981587334746619,0.8885959987072306,0.30538287172686623,0.8881749050625413,,,,,,
candidate,36,1009000000,1009250000,39478,12047,0.30515730280156034,0.29821082949638367,0.8876696679468128,0.29818059207579123,0.8878200471065011,0.29820113604530396,0.8877745592580344,0.30537922219330493,0.8875042416299043,,,,,,
candidate,37,1009250000,1009500000,39489,12077,0.3058320038491732,0.29821082949638367,0.8885027247276904,0.2981798535599139,0.8885397143013916,0.29816482766767277,0.8887048200862403,0.305375573689213,0.8883042156671892,,,,,,
candidate,38,1009500000,1009750000,39486,12124,0.3070455351263739,0.29821082949638367,0.8900010779062657,0.2982195234835187,0.8900032317745951,0.2982438480083277,0.8900781242550464,0.3053719259948701,0.8897430521417521,,,,,,
candidate,39,1009750000,1010000000,39487,12071,0.30569554536936205,0.29821082949638367,0.8883342387555445,0.29818569335788486,0.8883411929564244,0.2981780241837779,0.8883453970496179,0.30536827959048474,0.8881424398479152,,,,,,
edge,0,1000000000,1000250000,39486,3603,0.09124753077039964,0.09110946208238602,0.4406204271488217,,,,,,,0.09111116906481873,0.44060664258463694,0.09111271591260157,0.44062648615358185,0.09263876505474844,0.44063694930560354
edge,1,1000250000,1000500000,39490,3593,0.0909850595087364,0.09110946208238602,0.4397494336537277,,,,,,,0.09110886989235426,0.43975081023161183,0.09110040947583604,0.43980444699696025,0.0926365304413942,0.43977280651801337
edge,2,1000500000,1000750000,39482,3597,0.0911048072539385,0.09110946208238602,0.4401468086137988,,,,,,,0.09110874603916903,0.44014936063432947,0.09111015937573629,0.44012152165861496,0.09263429668646622,0.44016697801570603
edge,3,1000750000,1001000000,39492,3694,0.09353793173300921,0.09110946208238602,0.4482209710215049,,,,,,,0.09110923173017539,0.4482591990349871,0.09110374938914337,0.4483439514927462,0.09263206340105308,0.4481770264602593
edge,4,1001000000,1001250000,39492,3729,0.0944241871771498,0.09110946208238602,0.45116195100516693,,,,,,,0.09111050308066897,0.451171213583627,0.09110662982827696,0.45119015437629656,0.09262983062287192,0.4510947286230233
edge,5,1001250000,1001500000,39482,3537,0.08958512739982777,0.09110946208238602,0.4351038516852261,,,,,,,0.09110268082838249,0.4351073753831796,0.09110221912015638,0.4350647904293771,0.09262759863869012,0.4351637604893871
edge,6,1001500000,1001750000,39485,3688,0.09340255793339243,0.09110946208238602,0.4477717420349668,,,,,,,0.0911140621474563,0.4478105816640847,0.09112132775250667,0.44773306950863107,0.09262536747630624,0.4477314297194025
edge,7,1001750000,1002000000,39488,3614,0.09152147487844409,0.09110946208238602,0.44152949252464246,,,,,,,0.09110902820568913,0.44155900279712135,0.09111254682973469,0.44162074264975953,0.09262313683876172,0.4415384687690589
edge,8,1002000000,1002250000,39487,3618,0.09162509180236533,0.09110946208238602,0.4418733384228379,,,,,,,0.09111264219007703,0.44188535885191504,0.09111621570736747,0.44185020026866884,0.09262090661273661,0.44187956830110625
edge,9,1002250000,1002500000,39486,3663,0.09276705667831636,0.09110946208238602,0.4456628732171473,,,,,,,0.09110564424778556,0.4456996097177594,0.0911086022071546,0.44576518373864626,0.0926186771705957,0.44563926410250104
edge,10,1002500000,1002750000,39483,3672,0.09300205151584226,0.09110946208238602,0.44644268801884684,,,,,,,0.09111479411719554,0.446467937560504,0.09111711126776376,0.4465541639938094,0.09261644857864948,0.4464129593845242
edge,11,1002750000,1003000000,39492,3726,0.09434822242479489,0.09110946208238602,0.45090986700656727,,,,,,,0.09111532361537088,0.4509401521339965,0.09109845759484238,0.4509325611169208,0.09261422034461499,0.4508451340244302
edge,12,1003000000,1003250000,39479,3711,0.09399934142202183,0.09110946208238602,0.44975212850959195,,,,,,,0.09110449176608086,0.44971943581720847,0.09110037649066444,0.44975556013920753,0.0926119927607081,0.44969650411419715
edge,13,1003250000,1003500000,39485,3608,0.09137647207800431,0.09110946208238602,0.4410483103367217,,,,,,,0.09110804849373957,0.4410810939592198,0.09112004555560856,0.4411898662492215,0.09260976600391731,0.4410607882843519
edge,14,1003500000,1003750000,39490,3713,0.09402380349455558,0.09110946208238602,0.44983330427686796,,,,,,,0.09111072405036959,0.4498393545696151,0.09110913191299162,0.44988821483964053,0.09260753957432276,0.44977719982641273
edge,15,1003750000,1004000000,39491,3680,0.093185789167152,0.09110946208238602,0.4470524092434889,,,,,,,0.09110225381460825,0.4470077672362959,0.09110107994451487,0.4470987821379292,0.09260531406477981,0.4470179856808245
edge,16,1004000000,1004250000,39483,3527,0.0893295848846339,0.09110946208238602,0.4342558507763136,,,,,,,0.09110786626267584,0.4342720198304028,0.09110605221037818,0.43428915093948983,0.09260308942331144,0.43432107647191376
edge,17,1004250000,1004500000,39488,3705,0.09382597244732577,0.09110946208238602,0.44917681505144613,,,,,,,0.09110225367433779,0.4491968148354484,0.09110055553479304,0.4492351496499735,0.09260086493258414,0.44912592998152817
edge,18,1004500000,1004750000,39490,3693,0.09351734616358572,0.09110946208238602,0.4481526591730112,,,,,,,0.09110516631043268,0.44823440532099235,0.09111434244530718,0.4483314031533628,0.0925986411002681,0.44810978871752954
edge,19,1004750000,1005000000,39483,3624,0.0917863384241319,0.09110946208238602,0.4424084246558013,,,,,,,0.09111190099464743,0.44243266045206603,0.09112007466783834,0.4425118791111187,0.09259641797887602,0.44241007457621107
edge,20,1005000000,1005250000,39483,3617,0.09160904693159082,0.09110946208238602,0.4418200945820239,,,,,,,0.09110762614991665,0.4418346660462089,0.09111531591824816,0.44189651325685997,0.09259419557274118,0.44182627154293114
edge,21,1005250000,1005500000,39493,3799,0.09619426227432709,0.09110946208238602,0.45703582796106534,,,,,,,0.09112041573570145,0.45706331131391154,0.09111873312131598,0.4570786822512961,0.09259197366877553,0.4569243749916326
edge,22,1005500000,1005750000,39484,3645,0.09231587478472293,0.09110946208238602,0.4441656559906447,,,,,,,0.09110464031868745,0.44416645070437294,0.0911009621760872,0.44430377220159784,0.092589752512831,0.4441536663912862
edge,23,1005750000,1006000000,39489,3631,0.09194965686646914,0.09110946208238602,0.4429503860880862,,,,,,,0.09110513701817974,0.44297777500889574,0.0911081392242446,0.443137660097172,0.09258753190459695,0.44294774654461255
edge,24,1006000000,1006250000,39486,3632,0.09198196829255939,0.09110946208238602,0.4430576094151791,,,,,,,0.09111275112917103,0.44310385648850836,0.09112746716345696,0.4431729071277067,0.09258531209060718,0.44305413546164607
edge,25,1006250000,1006500000,39485,3664,0.09279473217677599,0.09110946208238602,0.4457547125254932,,,,,,,0.09110997357450891,0.4457342088020531,0.09110196362315243,0.44578905311503425,0.09258309288579315,0.445730490137397
edge,26,1006500000,1006750000,39489,3649,0.09240548000709058,0.09110946208238602,0.44446300498540375,,,,,,,0.09110619932882524,0.444490287756565,0.09110936074475427,0.4444872855028194,0.09258087414047839,0.44444871950715015
edge,27,1006750000,1007000000,39484,3619,0.09165738020463986,0.09110946208238602,0.4419804853469234,,,,,,,0.09111754341131557,0.44200283846504135,0.09112758889908323,0.44196611744044556,0.09257865611856096,0.4419851961562499
edge,28,1007000000,1007250000,39491,3638,0.09212225570383126,0.09110946208238602,0.44352314389650505,,,,,,,0.09110527564905072,0.4435115657031151,0.0911017221882979,0.4436033619951372,0.09257643871936627,0.4435160204226184
edge,29,1007250000,1007500000,39486,3659,0.09266575495112192,0.09110946208238602,0.4453267101459256,,,,,,,0.09111208954682311,0.44533463312684257,0.09109263499365754,0.4454207987913506,0.09257422184827302,0.44530574128102396
edge,30,1007500000,1007750000,39485,3711,0.09398505761681651,0.09110946208238602,0.4497047286482122,,,,,,,0.09111079117105145,0.4497435791998555,0.09112761264339767,0.4497350190320263,0.0925720058266634,0.4496504221189916
edge,31,1007750000,1008000000,39484,3567,0.09034039104447371,0.09110946208238602,0.4376101440594808,,,,,,,0.09111482593299873,0.43760417067423685,0.09111174625256735,0.43763378090390964,0.09256979031239188,0.43764797699815894
edge,32,1008000000,1008250000,39488,3659,0.09266106158833064,0.09110946208238602,0.4453111355324026,,,,,,,0.09110988727982067,0.4453619867813476,0.09111543008253865,0.4453141154515011,0.09256757558723905,0.44529035628499086
edge,33,1008250000,1008500000,39492,3700,0.09368986123771904,0.09110946208238602,0.4487251390187042,,,,,,,0.09111587799501451,0.4487751345496528,0.09110202664519038,0.448899127762019,0.09256536118435926,0.4486784441257252
edge,34,1008500000,1008750000,39484,3561,0.09018843075676224,0.09110946208238602,0.4371058739109297,,,,,,,0.09110546370143797,0.4370688986122672,0.09110639556010568,0.437141347137368,0.09256314759781596,0.43714723534370054
edge,35,1008750000,1009000000,39490,3696,0.0935933147632312,0.09110946208238602,0.4484047559385898,,,,,,,0.09111150556382393,0.4483677890679498,0.09111940793845888,0.4484307322602355,0.0925609346182915,0.4483605594436239
edge,36,1009000000,1009250000,39478,3632,0.0920006079335326,0.09110946208238602,0.44311946382901357,,,,,,,0.09110012748760168,0.443172308299458,0.09110566998635981,0.44316413525521436,0.09255872229893301,0.44311522705630096
edge,37,1009250000,1009500000,39489,3714,0.09405150801489022,0.09110946208238602,0.4499252398923836,,,,,,,0.09110773167659918,0.4499026866951438,0.09108150531630163,0.44985290487680435,0.09255651063007671,0.449869680854701
edge,38,1009500000,1009750000,39486,3735,0.09459048776781644,0.09110946208238602,0.45171380849913806,,,,,,,0.0911111311452769,0.4517018420257185,0.09111359415653507,0.4516843035649657,0.09255429947848423,0.45164481101680465
edge,39,1009750000,1010000000,39486,3624,0.0917793648381705,0.09110946208238602,0.4423852832727357,,,,,,,0.09111395457945641,0.44240382737234707,0.09110927244033494,0.4424565616134241,0.09255208916322491,0.4423865334112622
