rung,entity,axis,axis_bin,coordinate_low,coordinate_high,starting_events,threshold_index,threshold_q,adult_progress,conditional_survival,global_survival,redistribution_log2
r9,edge,v,11,0.8333333333333333,1.0,11,10,631,0.43467667236173446,0.5454545454545454,0.2980127460800043,0.8720849405349168
r9,edge,v,0,-1.0,-0.8333333333333334,320,11,853,0.47816191223012056,0.284375,0.27442629344348024,0.051375923982385475
r9,edge,v,1,-0.8333333333333334,-0.6666666666666667,60911,11,853,0.47816191223012056,0.27467945034558616,0.27442629344348024,0.0013302655717698046
r9,edge,v,2,-0.6666666666666667,-0.5,74294,11,853,0.47816191223012056,0.27505585915417124,0.27442629344348024,0.003305918934298763
r9,edge,v,3,-0.5,-0.33333333333333337,202029,11,853,0.47816191223012056,0.27466353840290253,0.27442629344348024,0.0012466890766576822
r9,edge,v,4,-0.33333333333333337,-0.16666666666666663,186655,11,853,0.47816191223012056,0.2731027832096649,0.27442629344348024,-0.006974699431599099
r9,edge,v,5,-0.16666666666666663,0.0,328939,11,853,0.47816191223012056,0.2736708021852076,0.27442629344348024,-0.003977193788183015
r9,edge,v,6,0.0,0.16666666666666674,210634,11,853,0.47816191223012056,0.27543036736709176,0.27442629344348024,0.005268915277820129
r9,edge,v,7,0.16666666666666674,0.33333333333333326,120988,11,853,0.47816191223012056,0.27512645882236253,0.27442629344348024,0.003676173624131679
r9,edge,v,8,0.33333333333333326,0.5,144418,11,853,0.47816191223012056,0.2750349679402844,0.27442629344348024,0.0031963383006919444
r9,edge,v,9,0.5,0.6666666666666667,200585,11,853,0.47816191223012056,0.27520003988334124,0.27442629344348024,0.004061962906165535
r9,edge,v,10,0.6666666666666667,0.8333333333333333,49682,11,853,0.47816191223012056,0.2712048629282235,0.27442629344348024,-0.017035668790973534
r9,edge,v,11,0.8333333333333333,1.0,11,11,853,0.47816191223012056,0.5454545454545454,0.27442629344348024,0.9910402607549104
r9,edge,v,0,-1.0,-0.8333333333333334,320,12,1153,0.5216340667032948,0.265625,0.2533983004382494,0.06798408789233351
r9,edge,v,1,-0.8333333333333334,-0.6666666666666667,60911,12,1153,0.5216340667032948,0.2535010096698462,0.2533983004382494,0.0005846451086093877
r9,edge,v,2,-0.6666666666666667,-0.5,74294,12,1153,0.5216340667032948,0.2538293805690904,0.2533983004382494,0.0024522215171276663
r9,edge,v,3,-0.5,-0.33333333333333337,202029,12,1153,0.5216340667032948,0.2538199961391681,0.2533983004382494,0.0023988820622472128
r9,edge,v,4,-0.33333333333333337,-0.16666666666666663,186655,12,1153,0.5216340667032948,0.25204789585063353,0.2533983004382494,-0.007708937772431058
r9,edge,v,5,-0.16666666666666663,0.0,328939,12,1153,0.5216340667032948,0.2529192342653197,0.2533983004382494,-0.0027300914972183924
r9,edge,v,6,0.0,0.16666666666666674,210634,12,1153,0.5216340667032948,0.25444610081943086,0.2533983004382494,0.005953235105222923
r9,edge,v,7,0.16666666666666674,0.33333333333333326,120988,12,1153,0.5216340667032948,0.2530994809402585,0.2533983004382494,-0.00170229949168539
r9,edge,v,8,0.33333333333333326,0.5,144418,12,1153,0.5216340667032948,0.2542411610741043,0.2533983004382494,0.0047907701000652735
r9,edge,v,9,0.5,0.6666666666666667,200585,12,1153,0.5216340667032948,0.25392227733878403,0.2533983004382494,0.0029801241181717807
r9,edge,v,10,0.6666666666666667,0.8333333333333333,49682,12,1153,0.5216340667032948,0.25073467251720943,0.2533983004382494,-0.015245337076031732
r9,edge,v,11,0.8333333333333333,1.0,11,12,1153,0.5216340667032948,0.5454545454545454,0.2533983004382494,1.106052128725853
r9,edge,v,0,-1.0,-0.8333333333333334,320,13,1559,0.5651515704853161,0.246875,0.23452483307649546,0.07404005503361981
r9,edge,v,1,-0.8333333333333334,-0.6666666666666667,60911,13,1559,0.5651515704853161,0.23471950879151549,0.23452483307649546,0.0011970637882870623
r9,edge,v,2,-0.6666666666666667,-0.5,74294,13,1559,0.5651515704853161,0.23518722911675236,0.23452483307649546,0.004069029487624452
r9,edge,v,3,-0.5,-0.33333333333333337,202029,13,1559,0.5651515704853161,0.23498606635681016,0.23452483307649546,0.0028345206940262385
r9,edge,v,4,-0.33333333333333337,-0.16666666666666663,186655,13,1559,0.5651515704853161,0.23319493182609627,0.23452483307649546,-0.008204259274083331
r9,edge,v,5,-0.16666666666666663,0.0,328939,13,1559,0.5651515704853161,0.23414371661615072,0.23452483307649546,-0.0023463701539134904
r9,edge,v,6,0.0,0.16666666666666674,210634,13,1559,0.5651515704853161,0.23563622207240997,0.23452483307649546,0.006820634596701258
r9,edge,v,7,0.16666666666666674,0.33333333333333326,120988,13,1559,0.5651515704853161,0.23400667834826594,0.23452483307649546,-0.00319098947822821
r9,edge,v,8,0.33333333333333326,0.5,144418,13,1559,0.5651515704853161,0.23521998642828457,0.23452483307649546,0.004269956724346662
r9,edge,v,9,0.5,0.6666666666666667,200585,13,1559,0.5651515704853161,0.23469352144975944,0.23452483307649546,0.001037324681358805
r9,edge,v,10,0.6666666666666667,0.8333333333333333,49682,13,1559,0.5651515704853161,0.2326395877782698,0.23452483307649546,-0.011644075129823841
r9,edge,v,11,0.8333333333333333,1.0,11,13,1559,0.5651515704853161,0.5454545454545454,0.23452483307649546,1.2177182838277378
r9,edge,v,0,-1.0,-0.8333333333333334,320,14,2099,0.6080544320122933,0.2375,0.21688342769011806,0.1310076941941563
r9,edge,v,1,-0.8333333333333334,-0.6666666666666667,60911,14,2099,0.6080544320122933,0.21680812989443615,0.21688342769011806,-0.0005009632104287827
r9,edge,v,2,-0.6666666666666667,-0.5,74294,14,2099,0.6080544320122933,0.21830834253102538,0.21688342769011806,0.009447443915585442
r9,edge,v,3,-0.5,-0.33333333333333337,202029,14,2099,0.6080544320122933,0.21722129001281995,0.21688342769011806,0.0022456903876306397
r9,edge,v,4,-0.33333333333333337,-0.16666666666666663,186655,14,2099,0.6080544320122933,0.21552597037314833,0.21688342769011806,-0.009058098097014229
r9,edge,v,5,-0.16666666666666663,0.0,328939,14,2099,0.6080544320122933,0.2166419913722605,0.21688342769011806,-0.0016069139162711579
r9,edge,v,6,0.0,0.16666666666666674,210634,14,2099,0.6080544320122933,0.21792303236894328,0.21688342769011806,0.006898864255406532
r9,edge,v,7,0.16666666666666674,0.33333333333333326,120988,14,2099,0.6080544320122933,0.21658346282275928,0.21688342769011806,-0.0019967287242974316
r9,edge,v,8,0.33333333333333326,0.5,144418,14,2099,0.6080544320122933,0.21736902602168703,0.21688342769011806,0.0032265590710762767
r9,edge,v,9,0.5,0.6666666666666667,200585,14,2099,0.6080544320122933,0.2170351721215445,0.21688342769011806,0.0010090415470586705
r9,edge,v,10,0.6666666666666667,0.8333333333333333,49682,14,2099,0.6080544320122933,0.21426271084094844,0.21688342769011806,-0.017539026471715877
r9,edge,v,11,0.8333333333333333,1.0,11,14,2099,0.6080544320122933,0.5454545454545454,0.21688342769011806,1.3305391577217922
r9,edge,v,0,-1.0,-0.8333333333333334,320,15,2843,0.6518202570699299,0.2125,0.19950476933343295,0.0910396055222824
r9,edge,v,1,-0.8333333333333334,-0.6666666666666667,60911,15,2843,0.6518202570699299,0.1995370294363908,0.19950476933343295,0.00023326624328948853
r9,edge,v,2,-0.6666666666666667,-0.5,74294,15,2843,0.6518202570699299,0.20110641505370555,0.19950476933343295,0.011535866892608757
r9,edge,v,3,-0.5,-0.33333333333333337,202029,15,2843,0.6518202570699299,0.19993169297477095,0.19950476933343295,0.003083949077522882
r9,edge,v,4,-0.33333333333333337,-0.16666666666666663,186655,15,2843,0.6518202570699299,0.1983713267793523,0.19950476933343295,-0.008219726650086788
r9,edge,v,5,-0.16666666666666663,0.0,328939,15,2843,0.6518202570699299,0.19904298365350415,0.19950476933343295,-0.0033432189921018957
r9,edge,v,6,0.0,0.16666666666666674,210634,15,2843,0.6518202570699299,0.20069884254203973,0.19950476933343295,0.00860906077479274
r9,edge,v,7,0.16666666666666674,0.33333333333333326,120988,15,2843,0.6518202570699299,0.19888749297450986,0.19950476933343295,-0.004470680476366168
r9,edge,v,8,0.33333333333333326,0.5,144418,15,2843,0.6518202570699299,0.2001343322854492,0.19950476933343295,0.004545441606990938
r9,edge,v,9,0.5,0.6666666666666667,200585,15,2843,0.6518202570699299,0.19958122491711744,0.19950476933343295,0.0005527735594250484
r9,edge,v,10,0.6666666666666667,0.8333333333333333,49682,15,2843,0.6518202570699299,0.1968318505696228,0.19950476933343295,-0.01945954482293301
r9,edge,v,11,0.8333333333333333,1.0,11,15,2843,0.6518202570699299,0.36363636363636365,0.19950476933343295,0.8660732405220082
r9,edge,v,0,-1.0,-0.8333333333333334,320,16,3851,0.695596789987582,0.19375,0.1835759680803512,0.07781910240080304
r9,edge,v,1,-0.8333333333333334,-0.6666666666666667,60911,16,3851,0.695596789987582,0.18344798148117747,0.1835759680803512,-0.0010061776057568553
r9,edge,v,2,-0.6666666666666667,-0.5,74294,16,3851,0.695596789987582,0.1849005303254637,0.1835759680803512,0.01037215465121939
r9,edge,v,3,-0.5,-0.33333333333333337,202029,16,3851,0.695596789987582,0.1836815506684684,0.1835759680803512,0.0008295186494551013
r9,edge,v,4,-0.33333333333333337,-0.16666666666666663,186655,16,3851,0.695596789987582,0.1826042699097265,0.1835759680803512,-0.007656707146062521
r9,edge,v,5,-0.16666666666666663,0.0,328939,16,3851,0.695596789987582,0.1833136234985818,0.1835759680803512,-0.0020631999397956384
r9,edge,v,6,0.0,0.16666666666666674,210634,16,3851,0.695596789987582,0.18450012818443368,0.1835759680803512,0.007244610635547688
r9,edge,v,7,0.16666666666666674,0.33333333333333326,120988,16,3851,0.695596789987582,0.18276192680265813,0.1835759680803512,-0.006411650357789181
r9,edge,v,8,0.33333333333333326,0.5,144418,16,3851,0.695596789987582,0.1842983561605894,0.1835759680803512,0.005665994998060207
r9,edge,v,9,0.5,0.6666666666666667,200585,16,3851,0.695596789987582,0.18395194057382158,0.1835759680803512,0.0029516879032959716
r9,edge,v,10,0.6666666666666667,0.8333333333333333,49682,16,3851,0.695596789987582,0.1810716154744173,0.1835759680803512,-0.01981679877019871
r9,edge,v,11,0.8333333333333333,1.0,11,16,3851,0.695596789987582,0.2727272727272727,0.1835759680803512,0.5710817689851487
r9,edge,v,0,-1.0,-0.8333333333333334,320,17,5197,0.7388360799769381,0.175,0.16857786112521575,0.05393983857739476
r9,edge,v,1,-0.8333333333333334,-0.6666666666666667,60911,17,5197,0.7388360799769381,0.1688364991545041,0.16857786112521575,0.002211736779733256
r9,edge,v,2,-0.6666666666666667,-0.5,74294,17,5197,0.7388360799769381,0.16986566882924597,0.16857786112521575,0.010979218632290535
r9,edge,v,3,-0.5,-0.33333333333333337,202029,17,5197,0.7388360799769381,0.16868865360913532,0.16857786112521575,0.0009478543874657327
r9,edge,v,4,-0.33333333333333337,-0.16666666666666663,186655,17,5197,0.7388360799769381,0.16724973882296215,0.16857786112521575,-0.011411125522958882
r9,edge,v,5,-0.16666666666666663,0.0,328939,17,5197,0.7388360799769381,0.1684050842253427,0.16857786112521575,-0.0014793888053286103
r9,edge,v,6,0.0,0.16666666666666674,210634,17,5197,0.7388360799769381,0.16948355915948993,0.16857786112521575,0.007730247288622394
r9,edge,v,7,0.16666666666666674,0.33333333333333326,120988,17,5197,0.7388360799769381,0.16801666280953484,0.16857786112521575,-0.004810766186829928
r9,edge,v,8,0.33333333333333326,0.5,144418,17,5197,0.7388360799769381,0.1692586796659696,0.16857786112521575,0.005814734308101085
r9,edge,v,9,0.5,0.6666666666666667,200585,17,5197,0.7388360799769381,0.1690704688785303,0.16857786112521575,0.004209606290853706
r9,edge,v,10,0.6666666666666667,0.8333333333333333,49682,17,5197,0.7388360799769381,0.165512660520913,0.16857786112521575,-0.02647350649522118
r9,edge,v,11,0.8333333333333333,1.0,11,17,5197,0.7388360799769381,0.2727272727272727,0.16857786112521575,0.6940438934910119
r9,edge,v,0,-1.0,-0.8333333333333334,320,18,7039,0.782599854750315,0.15625,0.1538716249669192,0.022128976911544165
r9,edge,v,1,-0.8333333333333334,-0.6666666666666667,60911,18,7039,0.782599854750315,0.15374891234752344,0.1538716249669192,-0.0011510083064858797
r9,edge,v,2,-0.6666666666666667,-0.5,74294,18,7039,0.782599854750315,0.15597491049075296,0.1538716249669192,0.01958676864981145
r9,edge,v,3,-0.5,-0.33333333333333337,202029,18,7039,0.782599854750315,0.15402244232263684,0.1538716249669192,0.0014133657753882338
r9,edge,v,4,-0.33333333333333337,-0.16666666666666663,186655,18,7039,0.782599854750315,0.15237738072915272,0.1538716249669192,-0.014078451316720166
r9,edge,v,5,-0.16666666666666663,0.0,328939,18,7039,0.782599854750315,0.1534387834826518,0.1538716249669192,-0.004064025549496098
r9,edge,v,6,0.0,0.16666666666666674,210634,18,7039,0.782599854750315,0.1547898250045102,0.1538716249669192,0.008583427236753
r9,edge,v,7,0.16666666666666674,0.33333333333333326,120988,18,7039,0.782599854750315,0.153676397659272,0.1538716249669192,-0.0018316066805747718
r9,edge,v,8,0.33333333333333326,0.5,144418,18,7039,0.782599854750315,0.15484911853093106,0.1538716249669192,0.009135957720115976
r9,edge,v,9,0.5,0.6666666666666667,200585,18,7039,0.782599854750315,0.15440337014233368,0.1538716249669192,0.004977029604013959
r9,edge,v,10,0.6666666666666667,0.8333333333333333,49682,18,7039,0.782599854750315,0.15029588180830078,0.1538716249669192,-0.033921733722931946
r9,edge,v,11,0.8333333333333333,1.0,11,18,7039,0.782599854750315,0.2727272727272727,0.1538716249669192,0.8257317641080407
r9,edge,v,0,-1.0,-0.8333333333333334,320,19,9511,0.8260171843173167,0.140625,0.14015433064086216,0.004836773310897203
r9,edge,v,1,-0.8333333333333334,-0.6666666666666667,60911,19,9511,0.8260171843173167,0.14017172596082808,0.14015433064086216,0.00017904965514755063
r9,edge,v,2,-0.6666666666666667,-0.5,74294,19,9511,0.8260171843173167,0.14158613077772095,0.14015433064086216,0.01466362857321031
r9,edge,v,3,-0.5,-0.33333333333333337,202029,19,9511,0.8260171843173167,0.1406926728340981,0.14015433064086216,0.005530873066919309
r9,edge,v,4,-0.33333333333333337,-0.16666666666666663,186655,19,9511,0.8260171843173167,0.1386086630414401,0.14015433064086216,-0.015998894285714015
r9,edge,v,5,-0.16666666666666663,0.0,328939,19,9511,0.8260171843173167,0.1396824335211088,0.14015433064086216,-0.004865724357938644
r9,edge,v,6,0.0,0.16666666666666674,210634,19,9511,0.8260171843173167,0.1409554013122288,0.14015433064086216,0.00822243901204266
r9,edge,v,7,0.16666666666666674,0.33333333333333326,120988,19,9511,0.8260171843173167,0.13996429397956822,0.14015433064086216,-0.0019574920537223477
r9,edge,v,8,0.33333333333333326,0.5,144418,19,9511,0.8260171843173167,0.14118046226924622,0.14015433064086216,0.010524127222369315
r9,edge,v,9,0.5,0.6666666666666667,200585,19,9511,0.8260171843173167,0.14059376324251563,0.14015433064086216,0.004516274672883942
r9,edge,v,10,0.6666666666666667,0.8333333333333333,49682,19,9511,0.8260171843173167,0.1370315204701904,0.14015433064086216,-0.032508537894758306
r9,edge,v,11,0.8333333333333333,1.0,11,19,9511,0.8260171843173167,0.18181818181818182,0.14015433064086216,0.3754801532312876
r9,edge,v,0,-1.0,-0.8333333333333334,320,20,12853,0.8694554758006179,0.125,0.12729808682174862,-0.026282642077621876
r9,edge,v,1,-0.8333333333333334,-0.6666666666666667,60911,20,12853,0.8694554758006179,0.1279571834315641,0.12729808682174862,0.007450404630339869
r9,edge,v,2,-0.6666666666666667,-0.5,74294,20,12853,0.8694554758006179,0.12875871537405442,0.12729808682174862,0.016459351263909506
r9,edge,v,3,-0.5,-0.33333333333333337,202029,20,12853,0.8694554758006179,0.12777868523825786,0.12729808682174862,0.005436463438212234
r9,edge,v,4,-0.33333333333333337,-0.16666666666666663,186655,20,12853,0.8694554758006179,0.12534890573517987,0.12729808682174862,-0.02226133510761306
r9,edge,v,5,-0.16666666666666663,0.0,328939,20,12853,0.8694554758006179,0.12680162583336121,0.12729808682174862,-0.005637493327647389
r9,edge,v,6,0.0,0.16666666666666674,210634,20,12853,0.8694554758006179,0.1279707929394115,0.12729808682174862,0.007603841310278534
r9,edge,v,7,0.16666666666666674,0.33333333333333326,120988,20,12853,0.8694554758006179,0.12676463781532052,0.12729808682174862,-0.006058388677133287
r9,edge,v,8,0.33333333333333326,0.5,144418,20,12853,0.8694554758006179,0.12868202024678363,0.12729808682174862,0.015599753945089802
r9,edge,v,9,0.5,0.6666666666666667,200585,20,12853,0.8694554758006179,0.12796570032654486,0.12729808682174862,0.007546427947806617
r9,edge,v,10,0.6666666666666667,0.8333333333333333,49682,20,12853,0.8694554758006179,0.12469304778390564,0.12729808682174862,-0.029829706498963757
r9,edge,v,11,0.8333333333333333,1.0,11,20,12853,0.8694554758006179,0.18181818181818182,0.12729808682174862,0.5142857392850809
r9,edge,v,0,-1.0,-0.8333333333333334,320,21,17387,0.9130405189480986,0.10625,0.11509586151268847,-0.11537311834959164
r9,edge,v,1,-0.8333333333333334,-0.6666666666666667,60911,21,17387,0.9130405189480986,0.11564413652706408,0.11509586151268847,0.006856159657564259
r9,edge,v,2,-0.6666666666666667,-0.5,74294,21,17387,0.9130405189480986,0.11649662153067543,0.11509586151268847,0.017452156896658376
r9,edge,v,3,-0.5,-0.33333333333333337,202029,21,17387,0.9130405189480986,0.11588435323641655,0.11509586151268847,0.009849826484726144
r9,edge,v,4,-0.33333333333333337,-0.16666666666666663,186655,21,17387,0.9130405189480986,0.11325707856741046,0.11509586151268847,-0.02323473807048386
r9,edge,v,5,-0.16666666666666663,0.0,328939,21,17387,0.9130405189480986,0.11450755307215016,0.11509586151268847,-0.007393196034537174
r9,edge,v,6,0.0,0.16666666666666674,210634,21,17387,0.9130405189480986,0.11552266015932851,0.11509586151268847,0.005339909296690091
r9,edge,v,7,0.16666666666666674,0.33333333333333326,120988,21,17387,0.9130405189480986,0.11497834495983073,0.11509586151268847,-0.0014737902642247322
r9,edge,v,8,0.33333333333333326,0.5,144418,21,17387,0.9130405189480986,0.11641900594108767,0.11509586151268847,0.016490644510785767
r9,edge,v,9,0.5,0.6666666666666667,200585,21,17387,0.9130405189480986,0.1155270832814019,0.11509586151268847,0.0053951460278482575
r9,edge,v,10,0.6666666666666667,0.8333333333333333,49682,21,17387,0.9130405189480986,0.11287790346604404,0.11509586151268847,-0.028072862151251085
r9,edge,v,11,0.8333333333333333,1.0,11,21,17387,0.9130405189480986,0.09090909090909091,0.11509586151268847,-0.34033948334986575
r9,edge,v,0,-1.0,-0.8333333333333334,320,22,23497,0.956481944915498,0.090625,0.10349763780923427,-0.19161684544926405
r9,edge,v,1,-0.8333333333333334,-0.6666666666666667,60911,22,23497,0.956481944915498,0.10493999441808541,0.10349763780923427,0.019966777777427256
r9,edge,v,2,-0.6666666666666667,-0.5,74294,22,23497,0.956481944915498,0.10415376746439821,0.10349763780923427,0.009117185108968815
r9,edge,v,3,-0.5,-0.33333333333333337,202029,22,23497,0.956481944915498,0.10407911735443921,0.10349763780923427,0.00808279183196991
r9,edge,v,4,-0.33333333333333337,-0.16666666666666663,186655,22,23497,0.956481944915498,0.10187243845597492,0.10349763780923427,-0.02283405679948107
r9,edge,v,5,-0.16666666666666663,0.0,328939,22,23497,0.956481944915498,0.10305254165665975,0.10349763780923427,-0.006217753067552081
r9,edge,v,6,0.0,0.16666666666666674,210634,22,23497,0.956481944915498,0.1039480805567952,0.10349763780923427,0.006265277919979647
r9,edge,v,7,0.16666666666666674,0.33333333333333326,120988,22,23497,0.956481944915498,0.10299368532416438,0.10349763780923427,-0.0070419539526604905
r9,edge,v,8,0.33333333333333326,0.5,144418,22,23497,0.956481944915498,0.10479995568419449,0.10349763780923427,0.018040266239305946
r9,edge,v,9,0.5,0.6666666666666667,200585,22,23497,0.956481944915498,0.10387616222549044,0.10349763780923427,0.005266778200456585
r9,edge,v,10,0.6666666666666667,0.8333333333333333,49682,22,23497,0.956481944915498,0.10152570347409524,0.10349763780923427,-0.02775281681055972
r9,edge,v,11,0.8333333333333333,1.0,11,22,23497,0.956481944915498,0.09090909090909091,0.10349763780923427,-0.18710136432677113
r9,edge,v,0,-1.0,-0.8333333333333334,320,23,31771,1.0,0.078125,0.09252937385166886,-0.2441271434853519
r9,edge,v,1,-0.8333333333333334,-0.6666666666666667,60911,23,31771,1.0,0.0944492784554514,0.09252937385166886,0.029628347050448853
r9,edge,v,2,-0.6666666666666667,-0.5,74294,23,31771,1.0,0.09273965596145045,0.09252937385166886,0.0032749465741654664
r9,edge,v,3,-0.5,-0.33333333333333337,202029,23,31771,1.0,0.09309554568898525,0.09252937385166886,0.008800713147419568
r9,edge,v,4,-0.33333333333333337,-0.16666666666666663,186655,23,31771,1.0,0.09085210682810532,0.09252937385166886,-0.026391457714281173
r9,edge,v,5,-0.16666666666666663,0.0,328939,23,31771,1.0,0.092077862460821,0.09252937385166886,-0.007057085695622622
r9,edge,v,6,0.0,0.16666666666666674,210634,23,31771,1.0,0.09329927741959987,0.09252937385166886,0.011954479647744074
r9,edge,v,7,0.16666666666666674,0.33333333333333326,120988,23,31771,1.0,0.09223228749958673,0.09252937385166886,-0.004639548844866321
r9,edge,v,8,0.33333333333333326,0.5,144418,23,31771,1.0,0.09372792865155313,0.09252937385166886,0.018567571961139832
r9,edge,v,9,0.5,0.6666666666666667,200585,23,31771,1.0,0.09262905999950145,0.09252937385166886,0.0015534450365289822
r9,edge,v,10,0.6666666666666667,0.8333333333333333,49682,23,31771,1.0,0.09051567972303852,0.09252937385166886,-0.03174370115300411
r9,edge,v,11,0.8333333333333333,1.0,11,23,31771,1.0,0.09090909090909091,0.09252937385166886,-0.0254868570100113
