center_group,center_mod6,offset,offset_lane_mod6,center_count,parent_progress_mean,parent_progress_median,prime_rate,survivor_rate,divisible_by_3_rate,divisible_by_5_rate
prime,1,-80,4,22532,0.4760372487050092,0.34827518217607745,0.15906266642996628,0.19052902538611752,0.0,0.0
prime,1,-79,odd,22532,0.06270077187638719,0.06270077176308077,0.0,0.0,1.0,0.25230782886561337
prime,1,-78,0,22532,0.4114152850539939,0.26634977792313785,0.12879460323096042,0.15489082194212675,0.0,0.2471152139179833
prime,1,-77,odd,22532,0.06270077187496942,0.062700771761663,0.0,0.0,0.0,0.2485354162968223
prime,1,-76,2,22532,0.09937837218697472,0.09937837200738829,0.0,0.0,1.0,0.25204154091958103
prime,1,-75,odd,22532,0.06270077187355166,0.06270077176024522,0.0,0.0,0.0,0.0
prime,1,-74,4,22532,0.39392750356725176,0.25628659481069077,0.11774365347061956,0.14330729628972128,0.0,0.25230782886561337
prime,1,-73,odd,22532,0.06270077187213388,0.06270077175882745,0.0,0.0,1.0,0.2471152139179833
prime,1,-72,0,22532,0.3942120127546144,0.25628707383584404,0.12133854074205574,0.1460145570743831,0.0,0.2485354162968223
prime,1,-71,odd,22532,0.06270077187071611,0.06270077175740968,0.0,0.0,0.0,0.25204154091958103
prime,1,-70,2,22532,0.09937837218023339,0.09937837200064695,0.0,0.0,1.0,0.0
prime,1,-69,odd,22532,0.06270077186929834,0.06270077175599191,0.0,0.0,0.0,0.25230782886561337
prime,1,-68,4,22532,0.4061973581427043,0.26634856202188306,0.12990413633942838,0.1549795845908042,0.0,0.2471152139179833
prime,1,-67,odd,22532,0.06270077186788056,0.06270077175457414,0.0,0.0,1.0,0.2485354162968223
prime,1,-66,0,22532,0.41687258950315714,0.28363080733728996,0.13065861885318658,0.15830818391620807,0.0,0.25204154091958103
prime,1,-65,odd,22532,0.06270077186646279,0.06270077175315637,0.0,0.0,0.0,0.0
prime,1,-64,2,22532,0.09937837217349203,0.09937837199390562,0.0,0.0,1.0,0.25230782886561337
prime,1,-63,odd,22532,0.06270077186504502,0.0627007717517386,0.0,0.0,0.0,0.2471152139179833
prime,1,-62,4,22532,0.4009066683656073,0.2562873703250551,0.12466714006745962,0.14952068169714183,0.0,0.2485354162968223
prime,1,-61,odd,22532,0.06270077186362726,0.06270077175032082,0.0,0.0,1.0,0.25204154091958103
prime,1,-60,0,22532,0.4724440408357482,0.34023151613917857,0.1552458725368365,0.18764423930410085,0.0,0.0
prime,1,-59,odd,22532,0.06270077186220949,0.06270077174890307,0.0,0.0,0.0,0.25230782886561337
prime,1,-58,2,22532,0.0993783721667507,0.09937837198716427,0.0,0.0,1.0,0.2471152139179833
prime,1,-57,odd,22532,0.0627007718607917,0.0627007717474853,0.0,0.0,0.0,0.2485354162968223
prime,1,-56,4,22532,0.4368475512874877,0.310630555282298,0.14162080596485,0.17060181075803302,0.0,0.25204154091958103
prime,1,-55,odd,22532,0.06270077185937395,0.06270077174606753,0.0,0.0,1.0,0.0
prime,1,-54,0,22532,0.3920624957084214,0.2562866840136363,0.11743298420024853,0.1423309071542695,0.0,0.25230782886561337
prime,1,-53,odd,22532,0.06270077185795618,0.06270077174464975,0.0,0.0,0.0,0.2471152139179833
prime,1,-52,2,22532,0.09937837216000936,0.09937837198042293,0.0,0.0,1.0,0.2485354162968223
prime,1,-51,odd,22532,0.06270077185653841,0.06270077174323198,0.0,0.0,0.0,0.25204154091958103
prime,1,-50,4,22532,0.47517797031001135,0.3482755363511042,0.1581750399431919,0.18968578022368188,0.0,0.0
prime,1,-49,odd,22532,0.06270077185512064,0.06270077174181421,0.0,0.0,1.0,0.25230782886561337
prime,1,-48,0,22532,0.394478623446166,0.256287395693763,0.11849813598437778,0.1423752884786082,0.0,0.2471152139179833
prime,1,-47,odd,22532,0.06270077185370287,0.06270077174039644,0.0,0.0,0.0,0.2485354162968223
prime,1,-46,2,22532,0.09937837215326803,0.0993783719736816,0.0,0.0,1.0,0.25204154091958103
prime,1,-45,odd,22532,0.06270077185228509,0.06270077173897867,0.0,0.0,0.0,0.0
prime,1,-44,4,22532,0.4161024142176912,0.2836299166482341,0.13425350612462275,0.15990591159240192,0.0,0.25230782886561337
prime,1,-43,odd,22532,0.06270077185086732,0.0627007717375609,0.0,0.0,1.0,0.2471152139179833
prime,1,-42,0,22532,0.438762533982477,0.3106311638184014,0.14468311734422154,0.17188886916385585,0.0,0.2485354162968223
prime,1,-41,odd,22532,0.06270077184944955,0.06270077173614313,0.0,0.0,0.0,0.25204154091958103
prime,1,-40,2,22532,0.0993783721465267,0.09937837196694026,0.0,0.0,1.0,0.0
prime,1,-39,odd,22532,0.06270077184803179,0.06270077173472535,0.0,0.0,0.0,0.25230782886561337
prime,1,-38,4,22532,0.4052621918790287,0.25628732170597146,0.12808450204154093,0.154535771347417,0.0,0.2471152139179833
prime,1,-37,odd,22532,0.06270077184661402,0.0627007717333076,0.0,0.0,1.0,0.2485354162968223
prime,1,-36,0,22532,0.39173587910643615,0.25628707679133617,0.11894194922776495,0.14273033907331795,0.0,0.25204154091958103
prime,1,-35,odd,22532,0.06270077184519625,0.06270077173188983,0.0,0.0,0.0,0.0
prime,1,-34,2,22532,0.09937837213978537,0.09937837196019893,0.0,0.0,1.0,0.25230782886561337
prime,1,-33,odd,22532,0.06270077184377848,0.06270077173047206,0.0,0.0,0.0,0.2471152139179833
prime,1,-32,4,22532,0.3928534908084296,0.2562870902880938,0.11645659506479673,0.1397567903426238,0.0,0.2485354162968223
prime,1,-31,odd,22532,0.06270077184236071,0.06270077172905428,0.0,0.0,1.0,0.25204154091958103
prime,1,-30,0,22532,0.47702442339181167,0.3482762328836535,0.15955086099769217,0.1921267530623114,0.0,0.0
prime,1,-29,odd,22532,0.06270077184094293,0.06270077172763651,0.0,0.0,0.0,0.25230782886561337
prime,1,-28,2,22532,0.099378372133044,0.09937837195345758,0.0,0.0,1.0,0.2471152139179833
prime,1,-27,odd,22532,0.06270077183952516,0.06270077172621874,0.0,0.0,0.0,0.2485354162968223
prime,1,-26,4,22532,0.40954338083001474,0.2663495898931424,0.1280401207172022,0.15320433161725547,0.0,0.25204154091958103
prime,1,-25,odd,22532,0.0627007718381074,0.06270077172480097,0.0,0.0,1.0,0.0
prime,1,-24,0,22532,0.3948328465474894,0.25628717565302095,0.11969643174152317,0.14419492277649565,0.0,0.25230782886561337
prime,1,-23,odd,22532,0.06270077183668962,0.0627007717233832,0.0,0.0,0.0,0.2471152139179833
prime,1,-22,2,22532,0.09937837212630268,0.09937837194671625,0.0,0.0,1.0,0.2485354162968223
prime,1,-21,odd,22532,0.06270077183527185,0.06270077172196543,0.0,0.0,0.0,0.25204154091958103
prime,1,-20,4,22532,0.4779625664850878,0.34827620475522253,0.16057163145748268,0.1938576247115214,0.0,0.0
prime,1,-19,odd,22532,0.06270077183385409,0.06270077172054767,0.0,0.0,1.0,0.25230782886561337
prime,1,-18,0,22532,0.3950909609285131,0.25628707339252144,0.12129415941771703,0.14428368542517309,0.0,0.2471152139179833
prime,1,-17,odd,22532,0.06270077183243632,0.06270077171912988,0.0,0.0,0.0,0.2485354162968223
prime,1,-16,2,22532,0.09937837211956135,0.09937837193997492,0.0,0.0,1.0,0.25204154091958103
prime,1,-15,odd,22532,0.06270077183101855,0.06270077171771213,0.0,0.0,0.0,0.0
prime,1,-14,4,22532,0.43751232790582184,0.31063095959091813,0.1425971951003018,0.17042428546067814,0.0,0.25230782886561337
prime,1,-13,odd,22532,0.06270077182960078,0.06270077171629435,0.0,0.0,1.0,0.2471152139179833
prime,1,-12,0,22532,0.39114563315459977,0.2562869692119527,0.11556896857802237,0.14033374755902717,0.0,0.2485354162968223
prime,1,-11,odd,22532,0.062700771828183,0.06270077171487659,0.0,0.0,0.0,0.25204154091958103
prime,1,-10,2,22532,0.09937837211282002,0.09937837193323358,0.0,0.0,1.0,0.0
prime,1,-9,odd,22532,0.06270077182676524,0.06270077171345881,0.0,0.0,0.0,0.25230782886561337
prime,1,-8,4,22532,0.393445955165771,0.2562872064397321,0.11920823717379726,0.14281910172199538,0.0,0.2471152139179833
prime,1,-7,odd,22532,0.06270077182534747,0.06270077171204104,0.0,0.0,1.0,0.2485354162968223
prime,1,-6,0,22532,0.39370282187244965,0.2562870219670912,0.12249245517486242,0.14472749866856027,0.0,0.25204154091958103
prime,1,-5,odd,22532,0.06270077182392969,0.06270077171062327,0.0,0.0,0.0,0.0
prime,1,-4,2,22532,0.09937837210607867,0.09937837192649224,0.0,0.0,1.0,0.25230782886561337
prime,1,-3,odd,22532,0.06270077182251192,0.0627007717092055,0.0,0.0,0.0,0.2471152139179833
prime,1,-2,4,22532,0.39455391071480983,0.25628719506095315,0.11920823717379726,0.14366234688443102,0.0,0.2485354162968223
prime,1,-1,odd,22532,0.06270077182109415,0.06270077170778773,0.0,0.0,1.0,0.25204154091958103
prime,1,0,0,22532,1.0,1.0,1.0,1.0,0.0,0.0
prime,1,1,odd,22532,0.06270077181967638,0.06270077170636996,0.0,0.0,0.0,0.25230782886561337
prime,1,2,2,22532,0.09937837209933732,0.09937837191975091,0.0,0.0,1.0,0.2471152139179833
prime,1,3,odd,22532,0.06270077181825862,0.0627007717049522,0.0,0.0,0.0,0.2485354162968223
prime,1,4,4,22532,0.39257605910925375,0.2562869265548615,0.1192969998224747,0.1431297709923664,0.0,0.25204154091958103
prime,1,5,odd,22532,0.06270077181684085,0.06270077170353441,0.0,0.0,1.0,0.0
prime,1,6,0,22532,0.394637540902464,0.25628692015138643,0.12249245517486242,0.14539321853364104,0.0,0.25230782886561337
prime,1,7,odd,22532,0.06270077181542308,0.06270077170211666,0.0,0.0,0.0,0.2471152139179833
prime,1,8,2,22532,0.09937837209259599,0.09937837191300958,0.0,0.0,1.0,0.2485354162968223
prime,1,9,odd,22532,0.06270077181400531,0.06270077170069888,0.0,0.0,0.0,0.25204154091958103
prime,1,10,4,22532,0.4749577437964156,0.34023242708084467,0.15560092313154625,0.1884874844665365,0.0,0.0
prime,1,11,odd,22532,0.06270077181258753,0.06270077169928112,0.0,0.0,1.0,0.25230782886561337
prime,1,12,0,22532,0.39323110906722214,0.2562873389467556,0.11556896857802237,0.1413988993431564,0.0,0.2471152139179833
prime,1,13,odd,22532,0.06270077181116976,0.06270077169786334,0.0,0.0,0.0,0.2485354162968223
prime,1,14,2,22532,0.09937837208585466,0.09937837190626823,0.0,0.0,1.0,0.25204154091958103
prime,1,15,odd,22532,0.06270077180975199,0.06270077169644558,0.0,0.0,0.0,0.0
prime,1,16,4,22532,0.39315235889960115,0.2562868805977012,0.11982957571453932,0.14304100834368896,0.0,0.25230782886561337
prime,1,17,odd,22532,0.06270077180833422,0.0627007716950278,0.0,0.0,1.0,0.2471152139179833
prime,1,18,0,22532,0.3950132556125115,0.2562871759485727,0.12129415941771703,0.14685780223681874,0.0,0.2485354162968223
prime,1,19,odd,22532,0.06270077180691645,0.06270077169361002,0.0,0.0,0.0,0.25204154091958103
prime,1,20,2,22532,0.09937837207911333,0.0993783718995269,0.0,0.0,1.0,0.0
prime,1,21,odd,22532,0.06270077180549868,0.06270077169219226,0.0,0.0,0.0,0.25230782886561337
prime,1,22,4,22532,0.41807300066829145,0.28363083506869086,0.13407598082726788,0.16199183383632168,0.0,0.2471152139179833
prime,1,23,odd,22532,0.06270077180408092,0.0627007716907745,0.0,0.0,1.0,0.2485354162968223
prime,1,24,0,22532,0.39090468569101305,0.25628674415585695,0.11969643174152317,0.14122137404580154,0.0,0.25204154091958103
prime,1,25,odd,22532,0.06270077180266315,0.06270077168935673,0.0,0.0,0.0,0.0
prime,1,26,2,22532,0.099378372072372,0.09937837189278556,0.0,0.0,1.0,0.25230782886561337
prime,1,27,odd,22532,0.06270077180124538,0.06270077168793894,0.0,0.0,0.0,0.2471152139179833
prime,1,28,4,22532,0.43980013418055075,0.3106312943471523,0.14326291496538257,0.17237706373158174,0.0,0.2485354162968223
prime,1,29,odd,22532,0.0627007717998276,0.06270077168652119,0.0,0.0,1.0,0.25204154091958103
prime,1,30,0,22532,0.47515145212169985,0.34023250714462544,0.15955086099769217,0.19123912657553702,0.0,0.0
prime,1,31,odd,22532,0.06270077179840983,0.0627007716851034,0.0,0.0,0.0,0.25230782886561337
prime,1,32,2,22532,0.09937837206563063,0.09937837188604423,0.0,0.0,1.0,0.2471152139179833
prime,1,33,odd,22532,0.06270077179699206,0.06270077168368565,0.0,0.0,0.0,0.2485354162968223
prime,1,34,4,22532,0.40620909468806615,0.26634824465076595,0.13141310136694478,0.1566660749156755,0.0,0.25204154091958103
prime,1,35,odd,22532,0.06270077179557429,0.06270077168226787,0.0,0.0,1.0,0.0
prime,1,36,0,22532,0.39363697675702586,0.25628696492653275,0.11894194922776495,0.1428634830463341,0.0,0.25230782886561337
prime,1,37,odd,22532,0.06270077179415652,0.06270077168085011,0.0,0.0,0.0,0.2471152139179833
prime,1,38,2,22532,0.0993783720588893,0.09937837187930289,0.0,0.0,1.0,0.2485354162968223
prime,1,39,odd,22532,0.06270077179273877,0.06270077167943233,0.0,0.0,0.0,0.25204154091958103
prime,1,40,4,22532,0.47753399191484025,0.3482761603420296,0.15990591159240192,0.19310314219776317,0.0,0.0
prime,1,41,odd,22532,0.06270077179132098,0.06270077167801456,0.0,0.0,1.0,0.25230782886561337
prime,1,42,0,22532,0.44110700854236984,0.3106316311805799,0.14468311734422154,0.1736641221374046,0.0,0.2471152139179833
prime,1,43,odd,22532,0.06270077178990321,0.0627007716765968,0.0,0.0,0.0,0.2485354162968223
prime,1,44,2,22532,0.09937837205214797,0.09937837187256154,0.0,0.0,1.0,0.25204154091958103
prime,1,45,odd,22532,0.06270077178848545,0.06270077167517901,0.0,0.0,0.0,0.0
prime,1,46,4,22532,0.4044156854613964,0.2562872161929809,0.1283064086632345,0.15284928102254572,0.0,0.25230782886561337
prime,1,47,odd,22532,0.06270077178706766,0.06270077167376126,0.0,0.0,1.0,0.2471152139179833
prime,1,48,0,22532,0.3939633586797561,0.2562869383274131,0.11849813598437778,0.1435735842357536,0.0,0.2485354162968223
prime,1,49,odd,22532,0.06270077178564991,0.06270077167234347,0.0,0.0,0.0,0.25204154091958103
prime,1,50,2,22532,0.09937837204540666,0.09937837186582021,0.0,0.0,1.0,0.0
prime,1,51,odd,22532,0.06270077178423213,0.06270077167092572,0.0,0.0,0.0,0.25230782886561337
prime,1,52,4,22532,0.4113453157140044,0.28362939032009543,0.12857269660926682,0.1552458725368365,0.0,0.2471152139179833
prime,1,53,odd,22532,0.06270077178281437,0.06270077166950794,0.0,0.0,1.0,0.2485354162968223
prime,1,54,0,22532,0.3920252518664985,0.2562868387290794,0.11747736552458725,0.14157642464051126,0.0,0.25204154091958103
prime,1,55,odd,22532,0.0627007717813966,0.06270077166809018,0.0,0.0,0.0,0.0
prime,1,56,2,22532,0.0993783720386653,0.09937837185907887,0.0,0.0,1.0,0.25230782886561337
prime,1,57,odd,22532,0.06270077177997882,0.0627007716666724,0.0,0.0,0.0,0.2471152139179833
prime,1,58,4,22532,0.40169877400706844,0.25628724161058036,0.12506657198650808,0.149653825670158,0.0,0.2485354162968223
prime,1,59,odd,22532,0.06270077177856105,0.06270077166525465,0.0,0.0,1.0,0.25204154091958103
prime,1,60,0,22532,0.4729252955729798,0.34023159702482736,0.1552458725368365,0.18751109533108468,0.0,0.0
prime,1,61,odd,22532,0.06270077177714328,0.06270077166383686,0.0,0.0,0.0,0.25230782886561337
prime,1,62,2,22532,0.09937837203192397,0.09937837185233753,0.0,0.0,1.0,0.2471152139179833
prime,1,63,odd,22532,0.06270077177572551,0.0627007716624191,0.0,0.0,0.0,0.2485354162968223
prime,1,64,4,22532,0.39278410710123607,0.25628713063069464,0.11956328776850701,0.14401739747914077,0.0,0.25204154091958103
prime,1,65,odd,22532,0.06270077177430775,0.06270077166100133,0.0,0.0,1.0,0.0
prime,1,66,0,22532,0.4116059332796438,0.2836294148033822,0.13065861885318658,0.15693236286170778,0.0,0.25230782886561337
prime,1,67,odd,22532,0.06270077177288996,0.06270077165958354,0.0,0.0,0.0,0.2471152139179833
prime,1,68,2,22532,0.09937837202518263,0.0993783718455962,0.0,0.0,1.0,0.2485354162968223
prime,1,69,odd,22532,0.0627007717714722,0.06270077165816579,0.0,0.0,0.0,0.25204154091958103
prime,1,70,4,22532,0.5360423787847494,0.42269338919932686,0.19177170246760164,0.22914077756080242,0.0,0.0
prime,1,71,odd,22532,0.06270077177005444,0.062700771656748,0.0,0.0,1.0,0.25230782886561337
prime,1,72,0,22532,0.3941214903025307,0.2562871424034726,0.12133854074205574,0.14508254926327002,0.0,0.2471152139179833
prime,1,73,odd,22532,0.06270077176863667,0.06270077165533025,0.0,0.0,0.0,0.2485354162968223
prime,1,74,2,22532,0.0993783720184413,0.09937837183885487,0.0,0.0,1.0,0.25204154091958103
prime,1,75,odd,22532,0.06270077176721889,0.06270077165391247,0.0,0.0,0.0,0.0
prime,1,76,4,22532,0.4042188033484305,0.25628692153059596,0.12848393396058938,0.15351500088762648,0.0,0.25230782886561337
prime,1,77,odd,22532,0.06270077176580113,0.0627007716524947,0.0,0.0,1.0,0.2471152139179833
prime,1,78,0,22532,0.4118916970604615,0.266349824788081,0.12879460323096042,0.1552014912124978,0.0,0.2485354162968223
prime,1,79,odd,22532,0.06270077176438335,0.06270077165107693,0.0,0.0,0.0,0.25204154091958103
prime,1,80,2,22532,0.09937837201169997,0.09937837183211354,0.0,0.0,1.0,0.0
prime,1,81,odd,22532,0.06270077176296558,0.06270077164965918,0.0,0.0,0.0,0.25230782886561337
prime,1,82,4,22532,0.3984460829856021,0.2562871124543391,0.1236907509320078,0.14934315639978696,0.0,0.2471152139179833
prime,1,83,odd,22532,0.06270077176154781,0.0627007716482414,0.0,0.0,1.0,0.2485354162968223
prime,1,84,0,22532,0.43948098537982705,0.3106310700867275,0.14472749866856027,0.1729984022723238,0.0,0.25204154091958103
prime,1,85,odd,22532,0.06270077176013003,0.06270077164682362,0.0,0.0,0.0,0.0
prime,1,86,2,22532,0.09937837200495862,0.0993783718253722,0.0,0.0,1.0,0.25230782886561337
prime,1,87,odd,22532,0.06270077175871228,0.06270077164540586,0.0,0.0,0.0,0.2471152139179833
prime,1,88,4,22532,0.41725499241717734,0.28363061646440235,0.1343422687733002,0.15995029291674062,0.0,0.2485354162968223
prime,1,89,odd,22532,0.06270077175729451,0.06270077164398809,0.0,0.0,1.0,0.25204154091958103
prime,1,90,0,22532,0.47706199963029156,0.3482759086698479,0.16026096218711167,0.1910172199538434,0.0,0.0
prime,1,91,odd,22532,0.06270077175587674,0.06270077164257032,0.0,0.0,0.0,0.25230782886561337
prime,1,92,2,22532,0.09937837199821727,0.09937837181863085,0.0,0.0,1.0,0.2471152139179833
prime,1,93,odd,22532,0.06270077175445896,0.06270077164115254,0.0,0.0,0.0,0.2485354162968223
prime,1,94,4,22532,0.39432436098058776,0.2562866267286106,0.12218178590449139,0.14592579442570566,0.0,0.25204154091958103
prime,1,95,odd,22532,0.0627007717530412,0.06270077163973478,0.0,0.0,1.0,0.0
prime,1,96,0,22532,0.39141606665149187,0.2562866693844989,0.11911947452511983,0.1418870939108823,0.0,0.25230782886561337
prime,1,97,odd,22532,0.06270077175162342,0.062700771638317,0.0,0.0,0.0,0.2471152139179833
prime,1,98,2,22532,0.09937837199147594,0.09937837181188952,0.0,0.0,1.0,0.2485354162968223
prime,1,99,odd,22532,0.06270077175020565,0.06270077163689923,0.0,0.0,0.0,0.25204154091958103
prime,1,100,4,22532,0.4752033361847943,0.34827521770421405,0.16101544470086987,0.19163855849458547,0.0,0.0
prime,1,101,odd,22532,0.06270077174878788,0.06270077163548146,0.0,0.0,1.0,0.25230782886561337
prime,1,102,0,22532,0.4074207238303549,0.2663487260033932,0.1282620273388958,0.15444700869873956,0.0,0.2471152139179833
prime,1,103,odd,22532,0.06270077174737011,0.06270077163406369,0.0,0.0,0.0,0.2485354162968223
prime,1,104,2,22532,0.0993783719847346,0.09937837180514819,0.0,0.0,1.0,0.25204154091958103
