scale,anchor,initial_candidate,true_next_prime,initial_delta,final_delta,handover_events,candidate_states,Y0,Y3,residue,pair_representative,orientation,odds,ara_oriented,closeness,closeness_float,final_residue,final_pair_representative,final_closeness,final_closeness_float,delta_closeness,closeness_increase_steps,closeness_decrease_steps,candidate_path,closeness_path,gate_path,total_nonbase_gate_crossings
middle,61000184912,61000184913,61000184951,1,39,4,5,0,0,3,3,left,3/11,3/7,3/7,0.42857142857142855,13,1,1/7,0.14285714285714285,-0.2857142857142857,1,2,61000184913|61000184915|61000184921|61000184923|61000184951,3/7|5/7|3/7|1/7|1/7,3|5|13|153487,21795
middle,61000185819,61000185821,61000185833,2,14,2,3,0,1,1,1,left,1/13,1/7,1/7,0.14285714285714285,13,1,1/7,0.14285714285714285,0.0,1,1,61000185821|61000185823|61000185833,1/7|3/7|1/7,491|102251,21795
middle,61000185993,61000185997,61000185997,4,4,0,1,1,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,9,5,5/7,0.7142857142857143,0.0,0,0,61000185997,5/7,,21795
middle,61000186192,61000186193,61000186231,1,39,4,5,0,0,9,5,right,5/9,9/7,5/7,0.7142857142857143,5,5,5/7,0.7142857142857143,0.0,1,2,61000186193|61000186201|61000186211|61000186217|61000186231,5/7|3/7|1/7|5/7|5/7,151|199|229|104911,21795
middle,61000186295,61000186297,61000186297,2,2,0,1,1,1,1,1,left,1/13,1/7,1/7,0.14285714285714285,1,1,1/7,0.14285714285714285,0.0,0,0,61000186297,1/7,,21795
middle,61000186313,61000186315,61000186339,2,26,3,4,0,0,5,5,left,5/9,5/7,5/7,0.7142857142857143,1,1,1/7,0.14285714285714285,-0.5714285714285714,0,2,61000186315|61000186319|61000186327|61000186339,5/7|5/7|3/7|1/7,5|1217|126359,21795
middle,61000187046,61000187047,61000187063,1,17,1,2,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,11,3,3/7,0.42857142857142855,-0.2857142857142857,0,1,61000187047|61000187063,5/7|3/7,6421,21795
middle,61000187189,61000187191,61000187207,2,18,3,4,0,0,13,1,right,1/13,13/7,1/7,0.14285714285714285,1,1,1/7,0.14285714285714285,0.0,1,2,61000187191|61000187197|61000187203|61000187207,1/7|5/7|3/7|1/7,311|5189|8629,21795
middle,61000187299,61000187301,61000187333,2,34,5,6,0,0,11,3,right,3/11,11/7,3/7,0.42857142857142855,1,1,1/7,0.14285714285714285,-0.2857142857142857,2,3,61000187301|61000187303|61000187309|61000187317|61000187323|61000187333,3/7|1/7|5/7|1/7|5/7|1/7,3|11|347|3919|93559,21795
middle,61000187683,61000187685,61000187723,2,40,5,6,0,0,3,3,left,3/11,3/7,3/7,0.42857142857142855,13,1,1/7,0.14285714285714285,-0.2857142857142857,1,2,61000187685|61000187687|61000187701|61000187707|61000187713|61000187723,3/7|5/7|5/7|3/7|3/7|1/7,3|3253|15131|85853|173923,21795
middle,61000187885,61000187887,61000187891,2,6,1,2,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,13,1,1/7,0.14285714285714285,-0.5714285714285714,0,1,61000187887|61000187891,5/7|1/7,251,21795
middle,61000188120,61000188121,61000188131,1,11,1,2,0,1,5,5,left,5/9,5/7,5/7,0.7142857142857143,1,1,1/7,0.14285714285714285,-0.5714285714285714,0,1,61000188121|61000188131,5/7|1/7,37,21795
middle,61000188723,61000188727,61000188751,4,28,1,2,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,5,5,5/7,0.7142857142857143,0.0,0,0,61000188727|61000188751,5/7|5/7,113,21795
middle,61000188803,61000188805,61000188869,2,66,3,4,0,0,3,3,left,3/11,3/7,3/7,0.42857142857142855,11,3,3/7,0.42857142857142855,0.0,1,1,61000188805|61000188811|61000188841|61000188869,3/7|5/7|3/7|3/7,5|126041|239957,21795
middle,61000189443,61000189445,61000189469,2,26,2,3,0,1,13,1,right,1/13,13/7,1/7,0.14285714285714285,9,5,5/7,0.7142857142857143,0.5714285714285714,1,0,61000189445|61000189447|61000189469,1/7|1/7|5/7,5|103,21795
middle,61000190023,61000190025,61000190047,2,24,2,3,0,1,5,5,left,5/9,5/7,5/7,0.7142857142857143,13,1,1/7,0.14285714285714285,-0.5714285714285714,0,1,61000190025|61000190029|61000190047,5/7|5/7|1/7,3|607,21795
middle,61000190033,61000190035,61000190047,2,14,2,3,0,1,1,1,left,1/13,1/7,1/7,0.14285714285714285,13,1,1/7,0.14285714285714285,0.0,1,1,61000190035|61000190039|61000190047,1/7|5/7|1/7,5|109,21795
middle,61000190104,61000190105,61000190107,1,3,1,2,0,1,1,1,left,1/13,1/7,1/7,0.14285714285714285,3,3,3/7,0.42857142857142855,0.2857142857142857,1,0,61000190105|61000190107,1/7|3/7,5,21795
middle,61000190127,61000190129,61000190129,2,2,0,1,1,1,11,3,right,3/11,11/7,3/7,0.42857142857142855,11,3,3/7,0.42857142857142855,0.0,0,0,61000190129,3/7,,21795
middle,61000190380,61000190381,61000190423,1,43,4,5,0,0,11,3,right,3/11,11/7,3/7,0.42857142857142855,11,3,3/7,0.42857142857142855,0.0,1,1,61000190381|61000190387|61000190399|61000190413|61000190423,3/7|3/7|1/7|1/7|3/7,13|31|83|1867,21795
middle,61000190546,61000190547,61000190557,1,11,2,3,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,5,5,5/7,0.7142857142857143,0.0,1,1,61000190547|61000190549|61000190557,5/7|3/7|5/7,3|153443,21795
middle,61000190559,61000190561,61000190561,2,2,0,1,1,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,9,5,5/7,0.7142857142857143,0.0,0,0,61000190561,5/7,,21795
middle,61000190952,61000190953,61000190963,1,11,2,3,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,5,5,5/7,0.7142857142857143,0.0,1,1,61000190953|61000190957|61000190963,5/7|1/7|5/7,13|313,21795
middle,61000191213,61000191215,61000191251,2,38,4,5,0,0,5,5,left,5/9,5/7,5/7,0.7142857142857143,13,1,1/7,0.14285714285714285,-0.5714285714285714,1,3,61000191215|61000191221|61000191223|61000191227|61000191251,5/7|3/7|1/7|3/7|1/7,5|23|47|6607,21795
middle,61000191241,61000191243,61000191251,2,10,2,3,0,1,5,5,left,5/9,5/7,5/7,0.7142857142857143,13,1,1/7,0.14285714285714285,-0.5714285714285714,0,1,61000191243|61000191247|61000191251,5/7|5/7|1/7,3|97,21795
middle,61000191730,61000191731,61000191731,1,1,0,1,1,1,3,3,left,3/11,3/7,3/7,0.42857142857142855,3,3,3/7,0.42857142857142855,0.0,0,0,61000191731,3/7,,21795
middle,61000192001,61000192003,61000192109,2,108,6,7,0,0,9,5,right,5/9,9/7,5/7,0.7142857142857143,3,3,3/7,0.42857142857142855,-0.2857142857142857,1,1,61000192003|61000192007|61000192009|61000192021|61000192067|61000192103|61000192109,5/7|1/7|1/7|1/7|3/7|3/7|3/7,23|53|67|57791|101159|187081,21795
middle,61000192068,61000192069,61000192109,1,41,6,7,0,0,5,5,left,5/9,5/7,5/7,0.7142857142857143,3,3,3/7,0.42857142857142855,-0.2857142857142857,2,2,61000192069|61000192073|61000192079|61000192087|61000192093|61000192103|61000192109,5/7|5/7|1/7|5/7|1/7|3/7|3/7,47|383|593|2579|2621|187081,21795
middle,61000192584,61000192585,61000192637,1,53,4,5,0,0,3,3,left,3/11,3/7,3/7,0.42857142857142855,13,1,1/7,0.14285714285714285,-0.2857142857142857,1,1,61000192585|61000192591|61000192597|61000192609|61000192637,3/7|5/7|1/7|1/7|1/7,5|13|11677|22691,21795
middle,61000193056,61000193057,61000193071,1,15,2,3,0,1,13,1,right,1/13,13/7,1/7,0.14285714285714285,13,1,1/7,0.14285714285714285,0.0,1,1,61000193057|61000193069|61000193071,1/7|3/7|1/7,29|6833,21795
middle,61000193410,61000193411,61000193417,1,7,1,2,0,1,3,3,left,3/11,3/7,3/7,0.42857142857142855,9,5,5/7,0.7142857142857143,0.2857142857142857,1,0,61000193411|61000193417,3/7|5/7,101,21795
middle,61000193504,61000193505,61000193533,1,29,6,7,0,0,13,1,right,1/13,13/7,1/7,0.14285714285714285,13,1,1/7,0.14285714285714285,0.0,2,2,61000193505|61000193507|61000193509|61000193519|61000193521|61000193531|61000193533,1/7|1/7|3/7|1/7|1/7|3/7|1/7,3|11|17|19|23|191,21795
middle,61000193510,61000193511,61000193533,1,23,5,6,0,0,5,5,left,5/9,5/7,5/7,0.7142857142857143,13,1,1/7,0.14285714285714285,-0.5714285714285714,1,2,61000193511|61000193515|61000193519|61000193521|61000193531|61000193533,5/7|5/7|1/7|1/7|3/7|1/7,3|5|19|23|191,21795
middle,61000193546,61000193547,61000193563,1,17,3,4,0,0,13,1,right,1/13,13/7,1/7,0.14285714285714285,1,1,1/7,0.14285714285714285,0.0,0,0,61000193547|61000193549|61000193561|61000193563,1/7|1/7|1/7|1/7,3|31|152539,21795
middle,61000194338,61000194341,61000194389,3,51,3,4,0,0,9,5,right,5/9,9/7,5/7,0.7142857142857143,1,1,1/7,0.14285714285714285,-0.5714285714285714,1,2,61000194341|61000194347|61000194371|61000194389,5/7|1/7|3/7|1/7,59|151|383,21795
middle,61000194586,61000194587,61000194587,1,1,0,1,1,1,3,3,left,3/11,3/7,3/7,0.42857142857142855,3,3,3/7,0.42857142857142855,0.0,0,0,61000194587,3/7,,21795
middle,61000194602,61000194603,61000194691,1,89,6,7,0,0,5,5,left,5/9,5/7,5/7,0.7142857142857143,9,5,5/7,0.7142857142857143,0.0,2,1,61000194603|61000194607|61000194611|61000194613|61000194637|61000194643|61000194691,5/7|5/7|1/7|1/7|3/7|3/7|5/7,3|11|43|173|2087|147937,21795
middle,61000194610,61000194611,61000194691,1,81,4,5,0,0,13,1,right,1/13,13/7,1/7,0.14285714285714285,9,5,5/7,0.7142857142857143,0.5714285714285714,2,0,61000194611|61000194613|61000194637|61000194643|61000194691,1/7|1/7|3/7|3/7|5/7,43|173|2087|147937,21795
middle,61000194641,61000194643,61000194691,2,50,1,2,0,1,3,3,left,3/11,3/7,3/7,0.42857142857142855,9,5,5/7,0.7142857142857143,0.2857142857142857,1,0,61000194643|61000194691,3/7|5/7,147937,21795
middle,61000194657,61000194659,61000194691,2,34,2,3,0,1,5,5,left,5/9,5/7,5/7,0.7142857142857143,9,5,5/7,0.7142857142857143,0.0,1,1,61000194659|61000194667|61000194691,5/7|1/7|5/7,19|137191,21795
middle,61000194668,61000194669,61000194691,1,23,5,6,0,0,1,1,left,1/13,1/7,1/7,0.14285714285714285,9,5,5/7,0.7142857142857143,0.5714285714285714,3,2,61000194669|61000194671|61000194677|61000194679|61000194683|61000194691,1/7|3/7|5/7|3/7|1/7|5/7,3|13|79|1549|2971,21795
middle,61000194848,61000194849,61000194859,1,11,2,3,0,1,13,1,right,1/13,13/7,1/7,0.14285714285714285,9,5,5/7,0.7142857142857143,0.5714285714285714,1,0,61000194849|61000194851|61000194859,1/7|1/7|5/7,3|31,21795
middle,61000195162,61000195163,61000195189,1,27,4,5,0,0,5,5,left,5/9,5/7,5/7,0.7142857142857143,3,3,3/7,0.42857142857142855,-0.2857142857142857,1,2,61000195163|61000195169|61000195181|61000195183|61000195189,5/7|3/7|5/7|3/7|3/7,137|6883|27919|222857,21795
middle,61000195269,61000195271,61000195279,2,10,2,3,0,1,1,1,left,1/13,1/7,1/7,0.14285714285714285,9,5,5/7,0.7142857142857143,0.5714285714285714,2,0,61000195271|61000195273|61000195279,1/7|3/7|5/7,109|33827,21795
middle,61000195349,61000195351,61000195357,2,8,1,2,0,1,11,3,right,3/11,11/7,3/7,0.42857142857142855,3,3,3/7,0.42857142857142855,0.0,0,0,61000195351|61000195357,3/7|3/7,71,21795
middle,61000195674,61000195675,61000195681,1,7,2,3,0,1,13,1,right,1/13,13/7,1/7,0.14285714285714285,5,5,5/7,0.7142857142857143,0.5714285714285714,2,0,61000195675|61000195679|61000195681,1/7|3/7|5/7,5|257,21795
middle,61000195858,61000195859,61000195897,1,39,2,3,0,1,1,1,left,1/13,1/7,1/7,0.14285714285714285,11,3,3/7,0.42857142857142855,0.2857142857142857,1,0,61000195859|61000195873|61000195897,1/7|1/7|3/7,3559|16759,21795
middle,61000196196,61000196197,61000196219,1,23,1,2,0,1,3,3,left,3/11,3/7,3/7,0.42857142857142855,11,3,3/7,0.42857142857142855,0.0,0,0,61000196197|61000196219,3/7|3/7,317,21795
middle,61000196202,61000196203,61000196219,1,17,2,3,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,11,3,3/7,0.42857142857142855,-0.2857142857142857,1,1,61000196203|61000196207|61000196219,5/7|1/7|3/7,71|89,21795
middle,61000196706,61000196707,61000196717,1,11,2,3,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,5,5,5/7,0.7142857142857143,0.0,1,1,61000196707|61000196713|61000196717,5/7|1/7|5/7,83|167,21795
middle,61000196861,61000196863,61000196891,2,30,3,4,0,0,11,3,right,3/11,11/7,3/7,0.42857142857142855,11,3,3/7,0.42857142857142855,0.0,1,1,61000196863|61000196867|61000196869|61000196891,3/7|1/7|3/7|3/7,19|6163|8167,21795
middle,61000196937,61000196939,61000196963,2,26,2,3,0,1,3,3,left,3/11,3/7,3/7,0.42857142857142855,13,1,1/7,0.14285714285714285,-0.2857142857142857,1,1,61000196939|61000196941|61000196963,3/7|5/7|1/7,11|68531,21795
middle,61000197713,61000197715,61000197751,2,38,3,4,0,0,9,5,right,5/9,9/7,5/7,0.7142857142857143,3,3,3/7,0.42857142857142855,-0.2857142857142857,1,1,61000197715|61000197719|61000197721|61000197751,5/7|1/7|1/7|3/7,5|347|93089,21795
middle,61000198466,61000198467,61000198477,1,11,2,3,0,1,5,5,left,5/9,5/7,5/7,0.7142857142857143,1,1,1/7,0.14285714285714285,-0.5714285714285714,0,1,61000198467|61000198471|61000198477,5/7|5/7|1/7,3|59,21795
middle,61000198539,61000198541,61000198543,2,4,1,2,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,11,3,3/7,0.42857142857142855,-0.2857142857142857,0,1,61000198541|61000198543,5/7|3/7,17,21795
middle,61000198564,61000198565,61000198591,1,27,5,6,0,0,5,5,left,5/9,5/7,5/7,0.7142857142857143,3,3,3/7,0.42857142857142855,-0.2857142857142857,2,3,61000198565|61000198571|61000198573|61000198577|61000198583|61000198591,5/7|3/7|1/7|3/7|5/7|3/7,5|13|19|229|5437,21795
middle,61000198660,61000198661,61000198729,1,69,2,3,0,1,3,3,left,3/11,3/7,3/7,0.42857142857142855,1,1,1/7,0.14285714285714285,-0.2857142857142857,1,1,61000198661|61000198667|61000198729,3/7|5/7|1/7,1063|18223,21795
middle,61000199011,61000199013,61000199033,2,22,4,5,0,0,5,5,left,5/9,5/7,5/7,0.7142857142857143,11,3,3/7,0.42857142857142855,-0.2857142857142857,1,2,61000199013|61000199017|61000199021|61000199027|61000199033,5/7|5/7|1/7|5/7|3/7,3|17|8237|23039,21795
middle,61000199257,61000199259,61000199279,2,22,2,3,0,1,13,1,right,1/13,13/7,1/7,0.14285714285714285,5,5,5/7,0.7142857142857143,0.5714285714285714,1,0,61000199259|61000199261|61000199279,1/7|1/7|5/7,3|191,21795
middle,61000200746,61000200747,61000200749,1,3,1,2,0,1,3,3,left,3/11,3/7,3/7,0.42857142857142855,5,5,5/7,0.7142857142857143,0.2857142857142857,1,0,61000200747|61000200749,3/7|5/7,3,21795
middle,61000200751,61000200753,61000200757,2,6,2,3,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,13,1,1/7,0.14285714285714285,-0.5714285714285714,0,2,61000200753|61000200755|61000200757,5/7|3/7|1/7,3|5,21795
middle,61000200803,61000200805,61000200823,2,20,2,3,0,1,5,5,left,5/9,5/7,5/7,0.7142857142857143,9,5,5/7,0.7142857142857143,0.0,0,0,61000200805|61000200809|61000200823,5/7|5/7|5/7,5|43201,21795
middle,61000200857,61000200859,61000200871,2,14,2,3,0,1,3,3,left,3/11,3/7,3/7,0.42857142857142855,1,1,1/7,0.14285714285714285,-0.2857142857142857,0,1,61000200859|61000200869|61000200871,3/7|1/7|1/7,13|32833,21795
middle,61000201214,61000201215,61000201231,1,17,2,3,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,11,3,3/7,0.42857142857142855,-0.2857142857142857,0,1,61000201215|61000201217|61000201231,5/7|3/7|3/7,3|1493,21795
middle,61000201881,61000201883,61000201891,2,10,1,2,0,1,5,5,left,5/9,5/7,5/7,0.7142857142857143,13,1,1/7,0.14285714285714285,-0.5714285714285714,0,1,61000201883|61000201891,5/7|1/7,71,21795
middle,61000201907,61000201909,61000201957,2,50,3,4,0,0,3,3,left,3/11,3/7,3/7,0.42857142857142855,9,5,5/7,0.7142857142857143,0.2857142857142857,1,1,61000201909|61000201937|61000201949|61000201957,3/7|3/7|1/7|5/7,2153|20681|62873,21795
middle,61000201910,61000201911,61000201957,1,47,6,7,0,0,5,5,left,5/9,5/7,5/7,0.7142857142857143,9,5,5/7,0.7142857142857143,0.0,2,2,61000201911|61000201915|61000201919|61000201921|61000201937|61000201949|61000201957,5/7|5/7|1/7|1/7|3/7|1/7|5/7,3|5|31|43|20681|62873,21795
middle,61000201984,61000201985,61000201987,1,3,1,2,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,11,3,3/7,0.42857142857142855,-0.2857142857142857,0,1,61000201985|61000201987,5/7|3/7,5,21795
middle,61000202138,61000202139,61000202141,1,3,1,2,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,11,3,3/7,0.42857142857142855,-0.2857142857142857,0,1,61000202139|61000202141,5/7|3/7,3,21795
middle,61000202539,61000202541,61000202573,2,34,6,7,0,0,5,5,left,5/9,5/7,5/7,0.7142857142857143,9,5,5/7,0.7142857142857143,0.0,2,1,61000202541|61000202545|61000202549|61000202551|61000202561|61000202567|61000202573,5/7|5/7|1/7|1/7|3/7|3/7|5/7,3|5|11|37|137|2473,21795
middle,61000202848,61000202849,61000202881,1,33,4,5,0,0,5,5,left,5/9,5/7,5/7,0.7142857142857143,9,5,5/7,0.7142857142857143,0.0,1,2,61000202849|61000202863|61000202869|61000202873|61000202881,5/7|5/7|3/7|1/7|5/7,31|67|677|9413,21795
middle,61000202856,61000202857,61000202881,1,25,5,6,0,0,13,1,right,1/13,13/7,1/7,0.14285714285714285,9,5,5/7,0.7142857142857143,0.5714285714285714,3,2,61000202857|61000202861|61000202863|61000202869|61000202873|61000202881,1/7|3/7|5/7|3/7|1/7|5/7,11|13|67|677|9413,21795
middle,61000202983,61000202985,61000202999,2,16,3,4,0,0,1,1,left,1/13,1/7,1/7,0.14285714285714285,1,1,1/7,0.14285714285714285,0.0,2,1,61000202985|61000202987|61000202993|61000202999,1/7|3/7|5/7|1/7,3|73|127,21795
middle,61000203130,61000203133,61000203139,3,9,2,3,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,1,1,1/7,0.14285714285714285,-0.5714285714285714,0,1,61000203133|61000203137|61000203139,5/7|1/7|1/7,19|53,21795
middle,61000203581,61000203583,61000203599,2,18,2,3,0,1,11,3,right,3/11,11/7,3/7,0.42857142857142855,13,1,1/7,0.14285714285714285,-0.2857142857142857,0,1,61000203583|61000203587|61000203599,3/7|1/7|1/7,11|37,21795
middle,61000204023,61000204025,61000204037,2,14,3,4,0,0,5,5,left,5/9,5/7,5/7,0.7142857142857143,3,3,3/7,0.42857142857142855,-0.2857142857142857,1,2,61000204025|61000204031|61000204033|61000204037,5/7|3/7|1/7|3/7,5|13|373,21795
middle,61000204703,61000204705,61000204717,2,14,3,4,0,0,13,1,right,1/13,13/7,1/7,0.14285714285714285,11,3,3/7,0.42857142857142855,0.2857142857142857,2,1,61000204705|61000204709|61000204711|61000204717,1/7|3/7|5/7|3/7,5|31|41,21795
middle,61000205076,61000205079,61000205083,3,7,2,3,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,13,1,1/7,0.14285714285714285,-0.5714285714285714,0,2,61000205079|61000205081|61000205083,5/7|3/7|1/7,3|31,21795
middle,61000205093,61000205095,61000205117,2,24,2,3,0,1,11,3,right,3/11,11/7,3/7,0.42857142857142855,5,5,5/7,0.7142857142857143,0.2857142857142857,1,1,61000205095|61000205099|61000205117,3/7|1/7|5/7,5|37021,21795
middle,61000205532,61000205533,61000205549,1,17,2,3,0,1,1,1,left,1/13,1/7,1/7,0.14285714285714285,3,3,3/7,0.42857142857142855,0.2857142857142857,1,1,61000205533|61000205537|61000205549,1/7|5/7|3/7,43|157,21795
middle,61000205949,61000205951,61000205957,2,8,1,2,0,1,13,1,right,1/13,13/7,1/7,0.14285714285714285,5,5,5/7,0.7142857142857143,0.5714285714285714,1,0,61000205951|61000205957,1/7|5/7,3583,21795
middle,61000205973,61000205975,61000205977,2,4,1,2,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,11,3,3/7,0.42857142857142855,-0.2857142857142857,0,1,61000205975|61000205977,5/7|3/7,5,21795
middle,61000206013,61000206017,61000206037,4,24,2,3,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,1,1,1/7,0.14285714285714285,-0.5714285714285714,0,2,61000206017|61000206019|61000206037,5/7|3/7|1/7,139|6343,21795
middle,61000206052,61000206053,61000206083,1,31,3,4,0,0,3,3,left,3/11,3/7,3/7,0.42857142857142855,5,5,5/7,0.7142857142857143,0.2857142857142857,1,0,61000206053|61000206061|61000206067|61000206083,3/7|3/7|3/7|5/7,73|263|15013,21795
middle,61000206707,61000206709,61000206719,2,12,2,3,0,1,1,1,left,1/13,1/7,1/7,0.14285714285714285,11,3,3/7,0.42857142857142855,0.2857142857142857,1,1,61000206709|61000206713|61000206719,1/7|5/7|3/7,13|97583,21795
middle,61000207199,61000207201,61000207207,2,8,1,2,0,1,3,3,left,3/11,3/7,3/7,0.42857142857142855,9,5,5/7,0.7142857142857143,0.2857142857142857,1,0,61000207201|61000207207,3/7|5/7,7717,21795
middle,61000207352,61000207353,61000207357,1,5,2,3,0,1,1,1,left,1/13,1/7,1/7,0.14285714285714285,5,5,5/7,0.7142857142857143,0.5714285714285714,2,0,61000207353|61000207355|61000207357,1/7|3/7|5/7,3|5,21795
middle,61000207596,61000207599,61000207601,3,5,1,2,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,11,3,3/7,0.42857142857142855,-0.2857142857142857,0,1,61000207599|61000207601,5/7|3/7,3,21795
middle,61000207886,61000207887,61000207969,1,83,4,5,0,0,3,3,left,3/11,3/7,3/7,0.42857142857142855,1,1,1/7,0.14285714285714285,-0.2857142857142857,2,2,61000207887|61000207889|61000207897|61000207943|61000207969,3/7|5/7|1/7|3/7|1/7,3|277|34057|37357,21795
middle,61000208151,61000208153,61000208167,2,16,1,2,0,1,3,3,left,3/11,3/7,3/7,0.42857142857142855,3,3,3/7,0.42857142857142855,0.0,0,0,61000208153|61000208167,3/7|3/7,1597,21795
middle,61000208313,61000208315,61000208387,2,74,2,3,0,1,11,3,right,3/11,11/7,3/7,0.42857142857142855,13,1,1/7,0.14285714285714285,-0.2857142857142857,0,1,61000208315|61000208317|61000208387,3/7|1/7|1/7,5|204299,21795
middle,61000208517,61000208519,61000208551,2,34,2,3,0,1,5,5,left,5/9,5/7,5/7,0.7142857142857143,9,5,5/7,0.7142857142857143,0.0,1,1,61000208519|61000208527|61000208551,5/7|1/7|5/7,47|188719,21795
middle,61000208622,61000208623,61000208657,1,35,3,4,0,0,11,3,right,3/11,11/7,3/7,0.42857142857142855,3,3,3/7,0.42857142857142855,0.0,1,1,61000208623|61000208627|61000208641|61000208657,3/7|1/7|1/7|3/7,577|2203|65579,21795
middle,61000208781,61000208783,61000208783,2,2,0,1,1,1,3,3,left,3/11,3/7,3/7,0.42857142857142855,3,3,3/7,0.42857142857142855,0.0,0,0,61000208783,3/7,,21795
middle,61000208994,61000208995,61000209019,1,25,3,4,0,0,5,5,left,5/9,5/7,5/7,0.7142857142857143,1,1,1/7,0.14285714285714285,-0.5714285714285714,0,2,61000208995|61000208999|61000209001|61000209019,5/7|5/7|3/7|1/7,5|4357|68501,21795
middle,61000209171,61000209173,61000209199,2,28,2,3,0,1,1,1,left,1/13,1/7,1/7,0.14285714285714285,13,1,1/7,0.14285714285714285,0.0,0,0,61000209173|61000209187|61000209199,1/7|1/7|1/7,31|3533,21795
middle,61000209584,61000209587,61000209617,3,33,2,3,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,11,3,3/7,0.42857142857142855,-0.2857142857142857,0,1,61000209587|61000209601|61000209617,5/7|5/7|3/7,29|10243,21795
middle,61000209723,61000209727,61000209791,4,68,4,5,0,0,9,5,right,5/9,9/7,5/7,0.7142857142857143,3,3,3/7,0.42857142857142855,-0.2857142857142857,1,1,61000209727|61000209731|61000209733|61000209763|61000209791,5/7|1/7|1/7|3/7|3/7,17|31|3607|47917,21795
middle,61000209904,61000209905,61000209947,1,43,2,3,0,1,5,5,left,5/9,5/7,5/7,0.7142857142857143,5,5,5/7,0.7142857142857143,0.0,1,1,61000209905|61000209911|61000209947,5/7|3/7|5/7,5|225157,21795
middle,61000210109,61000210111,61000210151,2,42,2,3,0,1,1,1,left,1/13,1/7,1/7,0.14285714285714285,13,1,1/7,0.14285714285714285,0.0,1,1,61000210111|61000210147|61000210151,1/7|5/7|1/7,5273|136139,21795
middle,61000210449,61000210451,61000210463,2,14,2,3,0,1,5,5,left,5/9,5/7,5/7,0.7142857142857143,3,3,3/7,0.42857142857142855,-0.2857142857142857,1,1,61000210451|61000210459|61000210463,5/7|1/7|3/7,41|103,21795
