ara_numerator,ara_denominator,ara_value,mirror_numerator,mirror_denominator,mirror_value,distance_from_ridge,count,share,mirror_count,count_minus_mirror,r7_count,r8_count,r9_count,r10_count,r11_count
32,31,1.032258064516129,30,31,0.967741935483871,0.032258064516129004,32996,0.0007438164062013044,32943,53,2,26,283,2959,29726
63,61,1.0327868852459017,59,61,0.9672131147540983,0.032786885245901676,7,1.5779836475358016e-07,8,-1,0,0,0,0,7
31,30,1.0333333333333334,29,30,0.9666666666666667,0.03333333333333344,2650,5.97379523709982e-05,2570,80,0,2,13,173,2462
154,149,1.0335570469798658,144,149,0.9664429530201343,0.033557046979865834,2,4.508524707245147e-08,2,0,0,0,0,0,2
61,59,1.0338983050847457,57,59,0.9661016949152542,0.03389830508474567,10,2.2542623536225736e-07,4,6,0,0,0,0,10
152,147,1.034013605442177,142,147,0.9659863945578231,0.03401360544217691,1,2.2542623536225736e-08,1,0,0,0,0,0,1
30,29,1.0344827586206897,28,29,0.9655172413793104,0.034482758620689724,58184,0.0013116200078317583,57751,433,1,50,537,5502,52094
148,143,1.034965034965035,138,143,0.965034965034965,0.034965034965035,1,2.2542623536225736e-08,0,1,0,0,0,0,1
59,57,1.0350877192982457,55,57,0.9649122807017544,0.03508771929824572,18,4.0576722365206327e-07,19,-1,0,0,0,0,18
29,28,1.0357142857142858,27,28,0.9642857142857143,0.03571428571428581,3116,7.02428149388794e-05,3081,35,0,1,16,248,2851
144,139,1.0359712230215827,134,139,0.9640287769784173,0.03597122302158273,2,4.508524707245147e-08,0,2,0,0,0,0,2
57,55,1.0363636363636364,53,55,0.9636363636363636,0.036363636363636376,26,5.861082119418691e-07,20,6,0,0,0,0,26
142,137,1.0364963503649636,132,137,0.9635036496350365,0.03649635036496357,1,2.2542623536225736e-08,0,1,0,0,0,0,1
28,27,1.037037037037037,26,27,0.9629629629629629,0.03703703703703698,49823,0.0011231411324453748,49710,113,2,47,512,4731,44531
138,133,1.037593984962406,128,133,0.9624060150375939,0.03759398496240607,4,9.017049414490294e-08,4,0,0,0,0,0,4
55,53,1.0377358490566038,51,53,0.9622641509433962,0.037735849056603765,47,1.0595033062026095e-06,29,18,0,0,0,1,46
192,185,1.037837837837838,178,185,0.9621621621621622,0.037837837837837895,1,2.2542623536225736e-08,0,1,0,0,0,0,1
27,26,1.0384615384615385,25,26,0.9615384615384616,0.03846153846153855,5344,0.00012046778017759033,5287,57,0,1,37,399,4907
134,129,1.0387596899224807,124,129,0.9612403100775194,0.03875968992248069,3,6.762787060867721e-08,6,-3,0,0,0,0,3
53,51,1.0392156862745099,49,51,0.9607843137254902,0.03921568627450989,35,7.889918237679008e-07,37,-2,0,0,0,3,32
132,127,1.0393700787401574,122,127,0.9606299212598425,0.03937007874015741,5,1.1271311768112868e-07,4,1,0,0,0,0,5
26,25,1.04,24,25,0.96,0.040000000000000036,68224,0.0015379479481354647,68054,170,12,77,683,6447,61005
128,123,1.0406504065040652,118,123,0.959349593495935,0.04065040650406515,5,1.1271311768112868e-07,4,1,0,0,0,0,5
51,49,1.0408163265306123,47,49,0.9591836734693877,0.04081632653061229,48,1.0820459297388353e-06,58,-10,0,0,0,1,47
126,121,1.0413223140495869,116,121,0.9586776859504132,0.04132231404958686,8,1.803409882898059e-07,7,1,0,0,0,0,8
25,24,1.0416666666666667,23,24,0.9583333333333334,0.04166666666666674,7369,0.00016611659283844745,7199,170,0,0,44,588,6737
124,119,1.0420168067226891,114,119,0.957983193277311,0.04201680672268915,14,3.1559672950716033e-07,12,2,0,0,0,1,13
49,47,1.0425531914893618,45,47,0.9574468085106383,0.042553191489361764,111,2.5022312125210566e-06,107,4,0,0,0,4,107
122,117,1.0427350427350428,112,117,0.9572649572649573,0.042735042735042805,8,1.803409882898059e-07,10,-2,0,0,0,1,7
24,23,1.0434782608695652,22,23,0.9565217391304348,0.04347826086956519,57733,0.0013014532846169205,57882,-149,6,71,581,5623,51452
118,113,1.0442477876106195,108,113,0.9557522123893806,0.04424778761061954,9,2.0288361182603164e-07,10,-1,0,0,0,2,7
47,45,1.0444444444444445,43,45,0.9555555555555556,0.04444444444444451,144,3.246137789216506e-06,136,8,0,0,0,8,136
164,157,1.0445859872611465,150,157,0.9554140127388535,0.04458598726114649,2,4.508524707245147e-08,0,2,0,0,0,0,2
116,111,1.045045045045045,106,111,0.954954954954955,0.04504504504504503,12,2.7051148243470883e-07,14,-2,0,0,0,0,12
162,155,1.0451612903225806,148,155,0.9548387096774194,0.04516129032258065,1,2.2542623536225736e-08,0,1,0,0,0,0,1
23,22,1.0454545454545454,21,22,0.9545454545454546,0.045454545454545414,10438,0.00023529990447112423,10457,-19,1,8,67,840,9522
114,109,1.0458715596330275,104,109,0.9541284403669725,0.04587155963302747,15,3.3813935304338605e-07,21,-6,0,0,0,0,15
45,43,1.0465116279069768,41,43,0.9534883720930233,0.04651162790697683,209,4.711408319071179e-06,225,-16,0,0,0,9,200
112,107,1.0467289719626167,102,107,0.9532710280373832,0.04672897196261672,31,6.988213296229979e-07,24,7,0,0,0,0,31
89,85,1.0470588235294118,81,85,0.9529411764705882,0.04705882352941182,1,2.2542623536225736e-08,0,1,0,0,0,0,1
22,21,1.0476190476190477,20,21,0.9523809523809523,0.04761904761904767,130345,0.002938318264829344,130179,166,19,175,1396,12689,116066
152,145,1.0482758620689656,138,145,0.9517241379310345,0.048275862068965614,2,4.508524707245147e-08,2,0,0,0,0,0,2
108,103,1.0485436893203883,98,103,0.9514563106796117,0.04854368932038833,32,7.213639531592235e-07,39,-7,0,0,0,2,30
43,41,1.048780487804878,39,41,0.9512195121951219,0.04878048780487809,240,5.410229648694177e-06,245,-5,0,0,1,14,225
106,101,1.0495049504950495,96,101,0.9504950495049505,0.04950495049504955,39,8.791623179128038e-07,34,5,0,0,1,0,38
21,20,1.05,19,20,0.95,0.050000000000000044,18989,0.00042806187832939054,18966,23,0,9,148,1588,17244
104,99,1.0505050505050506,94,99,0.9494949494949495,0.05050505050505061,56,1.2623869180286413e-06,57,-1,0,0,1,2,53
41,39,1.0512820512820513,37,39,0.9487179487179487,0.05128205128205132,358,8.070259225968815e-06,334,24,0,0,2,20,336
102,97,1.0515463917525774,92,97,0.9484536082474226,0.05154639175257736,41,9.242475649852552e-07,47,-6,0,0,0,0,41
142,135,1.0518518518518518,128,135,0.9481481481481482,0.051851851851851816,4,9.017049414490294e-08,1,3,0,0,0,0,4
20,19,1.0526315789473684,18,19,0.9473684210526315,0.05263157894736836,124669,0.0028103663336377263,124430,239,20,162,1342,12416,110729
138,131,1.0534351145038168,124,131,0.9465648854961832,0.05343511450381677,2,4.508524707245147e-08,0,2,0,0,0,0,2
98,93,1.053763440860215,88,93,0.946236559139785,0.053763440860215006,105,2.3669754713037024e-06,112,-7,0,0,0,8,97
39,37,1.054054054054054,35,37,0.9459459459459459,0.054054054054053946,979,2.2069228441964996e-05,980,-1,0,0,1,63,915
136,129,1.054263565891473,122,129,0.9457364341085271,0.054263565891472965,4,9.017049414490294e-08,2,2,0,0,0,0,4
96,91,1.054945054945055,86,91,0.945054945054945,0.05494505494505497,111,2.5022312125210566e-06,107,4,0,0,0,4,107
134,127,1.0551181102362204,120,127,0.9448818897637795,0.055118110236220375,8,1.803409882898059e-07,2,6,0,0,0,0,8
19,18,1.0555555555555556,17,18,0.9444444444444444,0.05555555555555558,16099,0.00036291369630969813,16251,-152,0,11,135,1420,14533
132,125,1.056,118,125,0.944,0.05600000000000005,2,4.508524707245147e-08,6,-4,0,0,0,0,2
94,89,1.0561797752808988,84,89,0.9438202247191011,0.05617977528089879,145,3.2686804127527317e-06,137,8,0,0,1,8,136
75,71,1.056338028169014,67,71,0.9436619718309859,0.05633802816901401,2,4.508524707245147e-08,3,-1,0,0,0,0,2
130,123,1.056910569105691,116,123,0.943089430894309,0.05691056910569103,11,2.479688588984831e-07,6,5,0,0,0,0,11
37,35,1.0571428571428572,33,35,0.9428571428571428,0.05714285714285716,1322,2.9801348314890424e-05,1328,-6,0,0,4,73,1245
92,87,1.0574712643678161,82,87,0.9425287356321839,0.05747126436781613,162,3.6519050128685693e-06,126,36,0,0,1,7,154
128,121,1.0578512396694215,114,121,0.9421487603305785,0.05785123966942152,6,1.3525574121735442e-07,3,3,0,0,0,0,6
73,69,1.0579710144927537,65,69,0.9420289855072463,0.05797101449275366,1,2.2542623536225736e-08,1,0,0,0,0,0,1
18,17,1.0588235294117647,16,17,0.9411764705882353,0.05882352941176472,102965,0.002321101232407483,103045,-80,18,127,1205,10295,91320
71,67,1.0597014925373134,63,67,0.9402985074626866,0.05970149253731338,2,4.508524707245147e-08,2,0,0,0,0,0,2
124,117,1.0598290598290598,110,117,0.9401709401709402,0.05982905982905984,14,3.1559672950716033e-07,13,1,0,0,0,0,14
88,83,1.0602409638554218,78,83,0.9397590361445783,0.06024096385542177,227,5.117175542723242e-06,246,-19,0,0,2,13,212
35,33,1.0606060606060606,31,33,0.9393939393939394,0.06060606060606055,1835,4.1365714188974224e-05,1887,-52,0,0,4,117,1714
122,115,1.0608695652173914,108,115,0.9391304347826087,0.0608695652173914,19,4.28309847188289e-07,12,7,0,0,0,0,19
52,49,1.0612244897959184,46,49,0.9387755102040817,0.061224489795918435,2,4.508524707245147e-08,0,2,0,0,0,0,2
69,65,1.0615384615384615,61,65,0.9384615384615385,0.06153846153846154,4,9.017049414490294e-08,5,-1,0,0,0,1,3
86,81,1.0617283950617284,76,81,0.9382716049382716,0.06172839506172845,210,4.733950942607405e-06,197,13,0,0,1,16,193
120,113,1.0619469026548674,106,113,0.9380530973451328,0.06194690265486735,17,3.8322460011583755e-07,17,0,0,0,0,0,17
17,16,1.0625,15,16,0.9375,0.0625,35792,0.0008068455816085915,36015,-223,7,34,361,3291,32099
118,111,1.063063063063063,104,111,0.9369369369369369,0.06306306306306309,20,4.508524707245147e-07,15,5,0,0,0,2,18
84,79,1.0632911392405062,74,79,0.9367088607594937,0.06329113924050622,352,7.93500348475146e-06,353,-1,0,0,3,17,332
67,63,1.0634920634920635,59,63,0.9365079365079365,0.06349206349206349,6,1.3525574121735442e-07,2,4,0,0,0,0,6
50,47,1.0638297872340425,44,47,0.9361702127659575,0.06382978723404253,5,1.1271311768112868e-07,1,4,0,0,0,0,5
116,109,1.0642201834862386,102,109,0.9357798165137615,0.06422018348623859,22,4.959377177969662e-07,24,-2,0,0,0,0,22
33,31,1.064516129032258,29,31,0.9354838709677419,0.06451612903225801,1689,3.807449115268527e-05,1707,-18,1,1,11,108,1568
82,77,1.0649350649350648,72,77,0.935064935064935,0.06493506493506485,449,1.0121637967765355e-05,451,-2,0,0,1,26,422
180,169,1.0650887573964498,158,169,0.9349112426035503,0.06508875739644981,1,2.2542623536225736e-08,0,1,0,0,0,0,1
114,107,1.0654205607476634,100,107,0.9345794392523364,0.06542056074766345,47,1.0595033062026095e-06,21,26,0,0,0,3,44
65,61,1.0655737704918034,57,61,0.9344262295081968,0.06557377049180335,12,2.7051148243470883e-07,8,4,0,0,0,2,10
16,15,1.0666666666666667,14,15,0.9333333333333333,0.06666666666666665,231456,0.0052176254732006645,231053,403,30,309,2589,23263,205265
79,74,1.0675675675675675,69,74,0.9324324324324325,0.06756756756756754,1,2.2542623536225736e-08,2,-1,0,0,0,0,1
63,59,1.0677966101694916,55,59,0.9322033898305084,0.06779661016949157,9,2.0288361182603164e-07,16,-7,0,0,0,1,8
110,103,1.0679611650485437,96,103,0.9320388349514563,0.06796116504854366,49,1.104588553275061e-06,52,-3,0,0,0,5,44
78,73,1.0684931506849316,68,73,0.9315068493150684,0.06849315068493156,516,1.163199374469248e-05,507,9,0,0,0,31,485
31,29,1.0689655172413792,27,29,0.9310344827586207,0.06896551724137923,1980,4.463439460172696e-05,1972,8,0,0,7,148,1825
170,159,1.069182389937107,148,159,0.9308176100628931,0.0691823899371069,1,2.2542623536225736e-08,2,-1,0,0,0,0,1
108,101,1.0693069306930694,94,101,0.9306930693069307,0.06930693069306937,31,6.988213296229979e-07,39,-8,0,0,0,1,30
77,72,1.0694444444444444,67,72,0.9305555555555556,0.06944444444444442,1,2.2542623536225736e-08,0,1,0,0,0,0,1
46,43,1.069767441860465,40,43,0.9302325581395349,0.06976744186046502,10,2.2542623536225736e-07,7,3,0,0,0,1,9
61,57,1.0701754385964912,53,57,0.9298245614035088,0.07017543859649122,10,2.2542623536225736e-07,6,4,0,0,0,1,9
76,71,1.0704225352112675,66,71,0.9295774647887324,0.07042253521126751,632,1.4246938074894666e-05,703,-71,0,0,5,31,596
106,99,1.0707070707070707,92,99,0.9292929292929293,0.07070707070707072,47,1.0595033062026095e-06,45,2,0,0,0,2,45
15,14,1.0714285714285714,13,14,0.9285714285714286,0.0714285714285714,62785,0.001415338618721933,62299,486,7,58,639,5865,56216
104,97,1.0721649484536082,90,97,0.9278350515463918,0.07216494845360821,84,1.893580377042962e-06,76,8,0,0,1,3,80
74,69,1.0724637681159421,64,69,0.927536231884058,0.07246376811594213,800,1.803409882898059e-05,800,0,0,0,2,49,749
59,55,1.0727272727272728,51,55,0.9272727272727272,0.07272727272727275,30,6.762787060867721e-07,22,8,0,0,0,2,28
162,151,1.0728476821192052,140,151,0.9271523178807947,0.07284768211920523,1,2.2542623536225736e-08,0,1,0,0,0,0,1
44,41,1.0731707317073171,38,41,0.926829268292683,0.07317073170731714,8,1.803409882898059e-07,11,-3,0,0,0,0,8
102,95,1.0736842105263158,88,95,0.9263157894736842,0.0736842105263158,108,2.4346033419123795e-06,128,-20,0,0,1,7,100
29,27,1.0740740740740742,25,27,0.9259259259259259,0.07407407407407418,4322,9.742921892356763e-05,4327,-5,0,2,21,324,3975
72,67,1.0746268656716418,62,67,0.9253731343283582,0.07462686567164178,735,1.6568828299125917e-05,816,-81,0,0,2,52,681
158,147,1.0748299319727892,136,147,0.9251700680272109,0.0748299319727892,1,2.2542623536225736e-08,3,-2,0,0,0,0,1
100,93,1.075268817204301,86,93,0.9247311827956989,0.07526881720430101,122,2.75020007141954e-06,123,-1,0,0,0,8,114
57,53,1.0754716981132075,49,53,0.9245283018867925,0.07547169811320753,16,3.606819765796118e-07,18,-2,0,0,0,2,14
71,66,1.0757575757575757,61,66,0.9242424242424242,0.07575757575757569,1,2.2542623536225736e-08,0,1,0,0,0,0,1
156,145,1.0758620689655172,134,145,0.9241379310344827,0.07586206896551717,1,2.2542623536225736e-08,2,-1,0,0,0,0,1
184,171,1.0760233918128654,158,171,0.9239766081871345,0.07602339181286544,1,2.2542623536225736e-08,0,1,0,0,0,0,1
14,13,1.0769230769230769,12,13,0.9230769230769231,0.07692307692307687,222189,0.00500872298089046,222135,54,34,304,2640,22635,196576
152,141,1.0780141843971631,130,141,0.9219858156028369,0.07801418439716312,2,4.508524707245147e-08,1,1,0,0,0,0,2
69,64,1.078125,59,64,0.921875,0.078125,5,1.1271311768112868e-07,3,2,0,0,0,0,5
55,51,1.0784313725490196,47,51,0.9215686274509803,0.07843137254901955,68,1.5328984004633502e-06,56,12,0,0,0,4,64
96,89,1.0786516853932584,82,89,0.9213483146067416,0.0786516853932584,108,2.4346033419123795e-06,110,-2,0,0,0,7,101
150,139,1.079136690647482,128,139,0.920863309352518,0.07913669064748197,2,4.508524707245147e-08,2,0,0,0,0,0,2
68,63,1.0793650793650793,58,63,0.9206349206349206,0.0793650793650793,1659,3.73982124465985e-05,1728,-69,0,0,8,103,1548
27,25,1.08,23,25,0.92,0.08000000000000007,6238,0.00014062088561897615,6330,-92,0,6,37,481,5714
148,137,1.0802919708029197,126,137,0.9197080291970803,0.08029197080291972,1,2.2542623536225736e-08,0,1,0,0,0,0,1
94,87,1.0804597701149425,80,87,0.9195402298850575,0.08045977011494254,210,4.733950942607405e-06,184,26,0,0,1,6,203
67,62,1.0806451612903225,57,62,0.9193548387096774,0.08064516129032251,3,6.762787060867721e-08,6,-3,0,0,0,1,2
40,37,1.0810810810810811,34,37,0.918918918918919,0.08108108108108114,37,8.340770708403522e-07,48,-11,0,0,0,1,36
146,135,1.0814814814814815,124,135,0.9185185185185185,0.08148148148148149,5,1.1271311768112868e-07,5,0,0,0,0,0,5
53,49,1.0816326530612246,45,49,0.9183673469387755,0.08163265306122458,78,1.7583246358256075e-06,74,4,0,0,0,6,72
172,159,1.0817610062893082,146,159,0.9182389937106918,0.08176100628930816,1,2.2542623536225736e-08,0,1,0,0,0,0,1
66,61,1.0819672131147542,56,61,0.9180327868852459,0.08196721311475419,2019,4.551355691963976e-05,2037,-18,0,0,6,162,1851
92,85,1.0823529411764705,78,85,0.9176470588235294,0.08235294117647052,257,5.793454248810014e-06,281,-24,0,0,1,17,239
144,133,1.0827067669172932,122,133,0.9172932330827067,0.08270676691729317,2,4.508524707245147e-08,2,0,0,0,0,0,2
13,12,1.0833333333333333,11,12,0.9166666666666666,0.08333333333333326,58652,0.001322169955646712,58435,217,2,47,612,5533,52458
168,155,1.0838709677419356,142,155,0.9161290322580645,0.08387096774193559,2,4.508524707245147e-08,0,2,0,0,0,0,2
142,131,1.083969465648855,120,131,0.916030534351145,0.08396946564885499,1,2.2542623536225736e-08,3,-2,0,0,0,0,1
90,83,1.0843373493975903,76,83,0.9156626506024096,0.0843373493975903,310,6.988213296229978e-06,355,-45,0,0,0,5,305
64,59,1.0847457627118644,54,59,0.9152542372881356,0.0847457627118644,1959,4.416099950746622e-05,2033,-74,0,0,7,139,1813
166,153,1.0849673202614378,140,153,0.9150326797385621,0.08496732026143783,2,4.508524707245147e-08,0,2,0,0,0,0,2
51,47,1.0851063829787233,43,47,0.9148936170212766,0.0851063829787233,71,1.6005262710720273e-06,64,7,0,0,0,4,67
140,129,1.0852713178294573,118,129,0.9147286821705426,0.0852713178294573,6,1.3525574121735442e-07,4,2,0,0,0,0,6
89,82,1.0853658536585367,75,82,0.9146341463414634,0.08536585365853666,1,2.2542623536225736e-08,0,1,0,0,0,0,1
38,35,1.0857142857142856,32,35,0.9142857142857143,0.08571428571428563,93,2.0964639888689935e-06,90,3,0,0,0,2,91
63,58,1.0862068965517242,53,58,0.9137931034482759,0.0862068965517242,9,2.0288361182603164e-07,5,4,0,0,0,0,9
88,81,1.0864197530864197,74,81,0.9135802469135802,0.08641975308641969,230,5.1848034133319195e-06,288,-58,0,0,1,12,217
138,127,1.0866141732283465,116,127,0.9133858267716536,0.08661417322834652,3,6.762787060867721e-08,1,2,0,0,0,0,3
25,23,1.0869565217391304,21,23,0.9130434782608695,0.08695652173913038,10566,0.00023818536028376113,10484,82,0,5,81,866,9614
162,149,1.087248322147651,136,149,0.912751677852349,0.08724832214765099,1,2.2542623536225736e-08,0,1,0,0,0,0,1
62,57,1.087719298245614,52,57,0.9122807017543859,0.08771929824561409,2315,5.218617348636258e-05,2224,91,0,1,3,178,2133
136,125,1.088,114,125,0.912,0.08800000000000008,5,1.1271311768112868e-07,2,3,0,0,0,0,5
210,193,1.0880829015544042,176,193,0.9119170984455959,0.08808290155440424,1,2.2542623536225736e-08,0,1,0,0,0,0,1
86,79,1.0886075949367089,72,79,0.9113924050632911,0.08860759493670889,249,5.613113260520209e-06,267,-18,0,0,0,20,229
49,45,1.0888888888888888,41,45,0.9111111111111111,0.0888888888888888,169,3.8097033776221495e-06,193,-24,0,0,2,7,160
61,56,1.0892857142857142,51,56,0.9107142857142857,0.08928571428571419,23,5.18480341333192e-07,9,14,0,0,0,0,23
134,123,1.089430894308943,112,123,0.9105691056910569,0.08943089430894302,9,2.0288361182603164e-07,8,1,0,0,0,0,9
158,145,1.089655172413793,132,145,0.9103448275862069,0.08965517241379306,2,4.508524707245147e-08,0,2,0,0,0,0,2
12,11,1.0909090909090908,10,11,0.9090909090909091,0.09090909090909083,372745,0.008402650210010462,371814,931,68,539,4519,38398,329221
83,76,1.0921052631578947,69,76,0.9078947368421053,0.09210526315789469,1,2.2542623536225736e-08,0,1,0,0,0,0,1
154,141,1.0921985815602837,128,141,0.9078014184397163,0.09219858156028371,2,4.508524707245147e-08,0,2,0,0,0,0,2
130,119,1.0924369747899159,108,119,0.907563025210084,0.09243697478991586,16,3.606819765796118e-07,23,-7,0,0,0,0,16
59,54,1.0925925925925926,49,54,0.9074074074074074,0.09259259259259256,14,3.1559672950716033e-07,21,-7,0,0,0,0,14
47,43,1.0930232558139534,39,43,0.9069767441860465,0.09302325581395343,159,3.584277142259892e-06,165,-6,0,0,0,5,154
82,75,1.0933333333333333,68,75,0.9066666666666666,0.09333333333333327,613,1.3818628227706376e-05,640,-27,0,0,0,35,578
152,139,1.0935251798561152,126,139,0.9064748201438849,0.09352517985611519,1,2.2542623536225736e-08,2,-1,0,0,0,0,1
128,117,1.0940170940170941,106,117,0.905982905982906,0.09401709401709413,9,2.0288361182603164e-07,12,-3,0,0,0,0,9
93,85,1.0941176470588236,77,85,0.9058823529411765,0.09411764705882364,1,2.2542623536225736e-08,0,1,0,0,0,0,1
58,53,1.0943396226415094,48,53,0.9056603773584906,0.09433962264150941,3427,7.72535708586456e-05,3305,122,0,0,15,294,3118
150,137,1.094890510948905,124,137,0.9051094890510949,0.0948905109489051,1,2.2542623536225736e-08,1,0,0,0,0,0,1
23,21,1.0952380952380953,19,21,0.9047619047619048,0.09523809523809534,11344,0.00025572352139494476,11333,11,2,9,75,902,10356
126,115,1.0956521739130434,104,115,0.9043478260869565,0.09565217391304337,17,3.8322460011583755e-07,21,-4,0,0,0,0,17
80,73,1.095890410958904,66,73,0.9041095890410958,0.09589041095890405,734,1.654628567558969e-05,711,23,0,0,3,43,688
57,52,1.0961538461538463,47,52,0.9038461538461539,0.09615384615384626,30,6.762787060867721e-07,31,-1,0,0,0,0,30
148,135,1.0962962962962963,122,135,0.9037037037037037,0.09629629629629632,2,4.508524707245147e-08,0,2,0,0,0,0,2
34,31,1.096774193548387,28,31,0.9032258064516129,0.09677419354838701,184,4.147842730665536e-06,189,-5,0,0,0,13,171
79,72,1.0972222222222223,65,72,0.9027777777777778,0.09722222222222232,1,2.2542623536225736e-08,1,0,0,0,0,0,1
124,113,1.0973451327433628,102,113,0.9026548672566371,0.09734513274336276,7,1.5779836475358016e-07,16,-9,0,0,0,0,7
45,41,1.0975609756097562,37,41,0.9024390243902439,0.09756097560975618,323,7.281267402200913e-06,311,12,0,0,0,17,306
146,133,1.0977443609022557,120,133,0.9022556390977443,0.09774436090225569,3,6.762787060867721e-08,2,1,0,0,0,0,3
56,51,1.0980392156862746,46,51,0.9019607843137255,0.0980392156862746,4804,0.00010829476346802844,4865,-61,0,0,32,374,4398
78,71,1.0985915492957747,64,71,0.9014084507042254,0.09859154929577474,670,1.5103557769271243e-05,670,0,0,0,3,55,612
122,111,1.0990990990990992,100,111,0.9009009009009009,0.0990990990990992,19,4.28309847188289e-07,23,-4,0,0,0,1,18
144,131,1.099236641221374,118,131,0.9007633587786259,0.0992366412213741,1,2.2542623536225736e-08,3,-2,0,0,0,0,1
11,10,1.1,9,10,0.9,0.10000000000000009,123102,0.0027750420425564607,122682,420,13,147,1339,12002,109601
186,169,1.1005917159763314,152,169,0.8994082840236687,0.10059171597633143,1,2.2542623536225736e-08,0,1,0,0,0,0,1
142,129,1.1007751937984496,116,129,0.8992248062015504,0.10077519379844957,3,6.762787060867721e-08,0,3,0,0,0,0,3
120,109,1.1009174311926606,98,109,0.8990825688073395,0.10091743119266061,33,7.439065766954493e-07,25,8,0,0,0,3,30
76,69,1.1014492753623188,62,69,0.8985507246376812,0.10144927536231885,780,1.7583246358256075e-05,792,-12,0,1,3,62,714
54,49,1.1020408163265305,44,49,0.8979591836734694,0.1020408163265305,6153,0.00013870476261839695,6146,7,0,3,34,474,5642
140,127,1.1023622047244095,114,127,0.8976377952755905,0.10236220472440949,7,1.5779836475358016e-07,11,-4,0,0,0,0,7
43,39,1.1025641025641026,35,39,0.8974358974358975,0.10256410256410264,662,1.4923216780981438e-05,583,79,0,0,4,32,626
118,107,1.102803738317757,96,107,0.897196261682243,0.10280373831775691,23,5.18480341333192e-07,19,4,0,0,0,2,21
75,68,1.1029411764705883,61,68,0.8970588235294118,0.10294117647058831,2,4.508524707245147e-08,3,-1,0,0,0,0,2
32,29,1.103448275862069,26,29,0.896551724137931,0.10344827586206895,330,7.439065766954493e-06,289,41,0,0,0,9,321
85,77,1.103896103896104,69,77,0.8961038961038961,0.10389610389610393,1,2.2542623536225736e-08,1,0,0,0,0,0,1
138,125,1.104,112,125,0.896,0.10400000000000009,10,2.2542623536225736e-07,6,4,0,0,0,1,9
53,48,1.1041666666666667,43,48,0.8958333333333334,0.10416666666666674,59,1.3300147886373184e-06,63,-4,0,0,0,3,56
74,67,1.1044776119402986,60,67,0.8955223880597015,0.10447761194029859,1319,2.9733720444281748e-05,1297,22,0,0,9,84,1226
116,105,1.1047619047619048,94,105,0.8952380952380953,0.10476190476190483,45,1.0144180591301582e-06,37,8,0,0,0,2,43
21,19,1.105263157894737,17,19,0.8947368421052632,0.10526315789473695,16371,0.00036904528991155155,16478,-107,1,9,115,1397,14849
136,123,1.1056910569105691,110,123,0.8943089430894309,0.10569105691056913,6,1.3525574121735442e-07,9,-3,0,0,0,0,6
73,66,1.106060606060606,59,66,0.8939393939393939,0.10606060606060597,3,6.762787060867721e-08,5,-2,0,0,0,0,3
52,47,1.1063829787234043,42,47,0.8936170212765957,0.1063829787234043,7007,0.00015795616311833373,7121,-114,0,7,49,554,6397
83,75,1.1066666666666667,67,75,0.8933333333333333,0.10666666666666669,1,2.2542623536225736e-08,0,1,0,0,0,0,1
114,103,1.1067961165048543,92,103,0.8932038834951457,0.10679611650485432,28,6.311934590143207e-07,34,-6,0,0,0,0,28
176,159,1.1069182389937107,142,159,0.8930817610062893,0.10691823899371067,1,2.2542623536225736e-08,0,1,0,0,0,0,1
134,121,1.1074380165289257,108,121,0.8925619834710744,0.1074380165289257,9,2.0288361182603164e-07,8,1,0,0,0,0,9
72,65,1.1076923076923078,58,65,0.8923076923076924,0.10769230769230775,1653,3.7262956705381146e-05,1652,1,0,0,7,117,1529
41,37,1.1081081081081081,33,37,0.8918918918918919,0.10810810810810811,548,1.2353357697851704e-05,528,20,0,0,0,33,515
174,157,1.10828025477707,140,157,0.89171974522293,0.10828025477707004,1,2.2542623536225736e-08,0,1,0,0,0,0,1
51,46,1.108695652173913,41,46,0.8913043478260869,0.10869565217391308,82,1.8484951299705104e-06,106,-24,0,0,1,1,80
112,101,1.108910891089109,90,101,0.8910891089108911,0.10891089108910901,62,1.3976426592459958e-06,58,4,0,0,0,2,60
132,119,1.1092436974789917,106,119,0.8907563025210085,0.10924369747899165,8,1.803409882898059e-07,7,1,0,0,0,0,8
71,64,1.109375,57,64,0.890625,0.109375,4,9.017049414490294e-08,4,0,0,0,0,0,4
81,73,1.1095890410958904,65,73,0.8904109589041096,0.1095890410958904,2,4.508524707245147e-08,1,1,0,0,0,0,2
10,9,1.1111111111111112,8,9,0.8888888888888888,0.11111111111111116,447538,0.010088680652155393,447266,272,89,680,5455,46527,394787
69,62,1.1129032258064515,55,62,0.8870967741935484,0.11290322580645151,5,1.1271311768112868e-07,8,-3,0,0,0,0,5
128,115,1.1130434782608696,102,115,0.8869565217391304,0.11304347826086958,13,2.9305410597093455e-07,15,-2,0,0,0,2,11
108,97,1.1134020618556701,86,97,0.8865979381443299,0.11340206185567014,54,1.2173016709561898e-06,46,8,0,0,0,10,44
49,44,1.1136363636363635,39,44,0.8863636363636364,0.11363636363636354,161,3.6293623893323437e-06,165,-4,0,0,1,8,152
39,35,1.1142857142857143,31,35,0.8857142857142857,0.11428571428571432,1218,2.745691546712295e-05,1172,46,0,0,6,80,1132
68,61,1.1147540983606556,54,61,0.8852459016393442,0.11475409836065564,1466,3.304748610410693e-05,1485,-19,0,1,6,98,1361
